direction,L1,L2/3,L4,L5,L6
FB,0.5233892321270962,0.08031774051191527,0.04236540158870256,0.18181818181818182,0.17210944395410416
FF,0.27475516866158867,0.31120783460282914,0.05223068552774755,0.26550598476605003,0.09630032644178455
