,FB-C1,FB-C2,FB-C3,FB-C4,FB-C5,FB-C6
FF-C1,1.621682178419527,0.6957732113796614,0.0851648994213526,1.7366898076064787,1.5128565228736823,1.632221625724011
FF-C2,1.6844420615624631,1.56571486909587,1.6879034993153026,1.5317996967749972,1.3063329253205223,0.1885330027391481
FF-C3,1.5305067312398715,1.3934272600115265,1.7269095369049658,0.754411961086744,0.8705044270028006,1.5248588910616807
FF-C4,1.5729758234978577,0.9128126522768926,1.5199513046201034,1.4702598014144168,0.08648952121226035,1.2248737650413493
FF-C5,0.11265484643776878,1.7060262454259054,1.626488046568302,1.419754703166935,1.5323509659316668,1.6752171371873772
FF-C6,1.389604538497212,1.7864682440208144,1.680358226076336,0.29288208902937296,1.6400746205926269,1.7157206116574892
