,FB-C1,FB-C2,FB-C3,FB-C4,FB-C5,FB-C6
FF-C1,1.1305248648846795,0.500390959762058,0.06891745791844783,1.0153657683827753,1.0861087929926445,0.9898974041906093
FF-C2,0.9224409821965476,0.7691324489847352,1.0209224668070604,0.6516608815951958,0.7568503729323597,0.09017386253824668
FF-C3,0.8082972809110214,0.6537786452988027,1.0040986608024973,0.30216411343362953,0.5264252331779024,0.6397075375526453
FF-C4,1.0934904267878383,0.6204003670225021,1.1352660531964656,0.8785544443148823,0.10593215744324774,0.771435383802072
FF-C5,0.08821472610028831,0.9322772631738039,1.06808830564097,0.6935879105454653,0.9551491685255289,0.841104752351531
FF-C6,0.807528882606176,0.9369937958677917,1.0684601540002043,0.19367293618856174,0.9877431953885968,0.8219778547232692
