cluster,fT1,fT23,fT4,fT5,fT6
1,0.013028057214103725,0.02195838816905848,0.0005229608512782241,0.08541448535181312,0.8790761084137464
2,0.033142590564203676,0.08393370668107344,0.5754915227388728,0.2677281687255372,0.039704011290312834
3,0.11001639859196846,0.401234588546538,0.030462448929506156,0.44151669049455994,0.01676987343742733
4,0.00867449625620334,0.01732468745192431,0.013214813421575988,0.8754261777376643,0.08535982513263216
5,0.7040495344604099,0.14328774345049614,0.044367110769779124,0.0951068480167375,0.013188763302577278
6,0.19794909503755154,0.6562481112825643,0.07962688396842854,0.057200272448907255,0.008975637262548311
