 ,221475_127,221480_097,221481_338,221519_043,221519_044,221519_058,221622_001,221622_002,221622_007,221622_011,221622_047,221622_061,221644_085,221645_164,221706_070,221706_088,221706_091,221706_133,221714_042,221714_047,221733_033,221733_035,221733_097,221751_063,221751_065,221751_071,221751_085,221751_087,221751_089,221756_065,221757_065,221757_073,221757_074,221757_075,221757_077,221757_078,230105_019,230108_030,230108_032,230109_004,230110_026,230110_028,230110_029,231567_099,231567_123,231568_028,231568_033,231568_034,233795_061,221419_056,221419_061,221424_043,221474_133,221475_105,221706_084,221706_138,221715_001,221751_257,221751_262,221756_084,221757_071,221757_072,230108_031,231568_030,212075_027,220239_169,221220_008,221418_141,221418_142,221419_059,221423_013,221423_014,221423_016,221423_032,221423_040,221423_058,221475_088,221475_109,221475_110,221475_111,221645_178,221706_078,221706_123,221706_142,221714_045,221714_050,221732_099,221733_091,221754_013,231569_020,220239_189,221062_070,221087_105,221423_042,221423_060,221513_074,221517_026,220239_140,221423_059,221423_065,221530_127
="SSs1",="275.8017",="2715.5737",="215.4097",="0",="0",="0",="0",="0",="370.1574",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.3944",="181.5044",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="577.4771",="0",="203.197",="72.8922",="0",="0",="0",="88.0115",="0",="0",="0",="0",="0",="0",="0",="0",="3703.6263",="4544.7462",="0",="0",="0",="0",="0",="0",="1234.2064",="0",="295.6088",="15.2341",="0",="0",="0",="0",="0",="0",="0",="545.2291",="12618.9844",="150.8998",="3591.9082",="351.8155",="1150.6311",="520.5208",="0",="0",="866.6254",="0",="0",="1391.2602",="0",="0",="0",="1461.891",="0",="0",="3921.2123",="0",="0",="0",="0",="1010.5851"
="AUDd5",="313.4604",="1808.5352",="846.6871",="0",="0",="0",="0",="37.5726",="943.1099",="681.8342",="1841.8825",="0",="404.5011",="0",="0",="0",="250.1147",="0",="888.1885",="0",="0",="0",="0",="0",="0",="80.2015",="383.127",="0",="4162.7531",="0",="0",="0",="0",="0",="1272.1813",="0",="0",="2070.7063",="0",="0",="0",="1177.4944",="0",="0",="263.4021",="1165.2247",="0",="0",="528.9901",="0",="0",="0",="0",="0",="0",="0",="170.51690000000002",="0",="490.3659",="0",="0",="0",="31.22",="0",="0",="0",="0",="1115.1733",="936.4401",="0",="0",="320.0545",="0",="0",="0",="225.0945",="3599.7452999999996",="59.462",="345.6268",="1046.6907",="924.5509",="0",="0",="0",="0",="755.248",="445.1492",="0",="0",="191.9634",="0",="617.7465",="0",="0",="0",="22.5397",="0",="1549.3342",="0",="0",="0"
="AUDp5",="2738.8378",="876.5275",="869.5542",="0",="0",="554.8342",="289.2582",="0",="0",="3.2733",="0",="1142.4959",="366.8572",="611.1854",="0",="0",="2108.8971",="461.9046",="2439.4328",="5.6751",="0",="798.411",="0",="265.0932",="4018.4771",="415.7629",="329.245",="1658.0897",="660.9761",="14.759",="601.4392",="133.1866",="0",="1003.0337",="1046.524",="273.257",="1932.6882",="606.8107",="0",="2058.5807",="881.9571",="912.7977",="0",="539.1728",="0",="410.0651",="110.9008",="140.1902",="746.931",="0",="0",="2787.7021",="0",="0",="358.4991",="1182.4968",="2493.3423",="547.7137",="1179.7348",="879.6257",="109.4545",="0",="4557.7977",="0",="6604.0562",="0",="309.6984",="8349.7154",="1136.2219",="0",="0",="701.7487",="0",="592.5305",="346.1837",="8215.403",="9695.9346",="1586.3284999999998",="2523.7120999999997",="3491.0043",="5505.6031",="305.8127",="213.1443",="0",="0",="1227.0651",="1086.7134",="0",="0",="773.5107",="1040.0524",="230.9136",="0",="666.1736",="0",="1032.8581",="2056.9129",="3712.7947",="252.8698",="0",="504.5626"
="AUDp6a",="783.3446",="0",="865.3386",="0",="0",="0",="545.7692",="865.6453",="0",="0",="0",="358.7257",="0",="0",="13.488",="0",="598.9546",="381.1571",="0",="0",="0",="341.2879",="837.8831",="0",="585.3266",="138.9538",="524.3858",="0",="1779.6843",="0",="317.5915",="0",="0",="229.0135",="0",="0",="1341.1939",="950.3895",="0",="0",="0",="0",="0",="0",="1429.6922",="0",="0",="842.6776",="0",="171.0521",="0",="346.0419",="0",="1199.4818",="684.627",="209.6058",="986.8868",="0",="0",="164.8429",="719.2675",="0",="655.734",="0",="227.6636",="0",="0",="1621.9642",="2419.7288",="0",="0",="196.1151",="0",="3273.37",="0",="11759.3673",="6530.8309",="828.0177",="895.944",="2494.7322",="1201.2573",="0",="2175.3509",="0",="0",="1099.7311",="211.4923",="0",="0",="513.096",="3862.0136",="2801.9016",="281.0435",="1126.0753",="2612.3423000000003",="990.8439",="3125.3237",="0",="55.9168",="0",="0"
="AUDpo1",="1570.338",="1904.3832",="0",="17.9029",="0",="70.3432",="436.5431",="1360.8061",="86.5551",="0",="11.66",="835.7276",="2488.6804",="77.5862",="0",="0",="0",="0",="2972.6273",="877.4794",="0",="0",="0",="530.5001",="2694.2279",="1444.8139",="2156.007",="1390.6414",="3031.7336",="0",="163.3304",="1379.5879",="1820.5671",="1987.1385",="1834.0343",="2875.2961",="3749.1314",="26.4125",="0",="2333.3418",="391.5507",="83.1916",="1103.0019",="0",="0",="1128.9574",="0",="0",="1506.8543",="432.9299",="0",="3516.3230999999996",="77.4415",="0",="230.4218",="1507.9693",="3512.4992",="0",="0",="0",="0",="0",="0",="0",="2825.8758",="0",="1014.1894",="1922.3535",="2654.4544",="0",="0",="0",="0",="0",="0",="0",="688.7816",="151.5291",="4686.536700000001",="3289.8981000000003",="1456.5277",="0",="0",="0",="0",="258.8808",="1470.742",="143.9231",="0",="238.5886",="0",="0",="0",="775.4297",="0",="4943.4572",="3900.9555",="4373.2759",="0",="0",="346.4583"
="AUDpo2/3",="1723.6928",="2721.2744",="0",="228.7313",="0",="2.6129",="1487.0247000000002",="1876.8868",="19.8347",="0",="698.496",="1934.9562",="1531.4609",="172.2308",="0",="0",="0",="0",="1695.2123",="642.7454",="0",="0",="0",="294.1166",="2773.498",="876.5914",="1387.3786",="97.0075",="3042.7175",="0",="96.7291",="948.4715",="1494.8071",="1598.559",="1875.4276",="1253.4939",="1080.8458",="1770.6457",="0",="1399.5474000000002",="409.428",="385.3011",="237.6577",="0",="0",="488.998",="0",="0",="1994.935",="0",="0",="1366.5934",="0",="0",="0",="1152.7967",="951.2725",="0",="0",="0",="0",="0",="204.6144",="0",="3055.9538",="0",="197.8763",="1043.1566",="2829.8634",="0",="0",="0",="0",="0",="0",="111.2107",="86.2594",="146.8725",="1510.6658",="3571.4097",="1906.618",="0",="0",="0",="0",="798.3631",="875.642",="0",="0",="106.4164",="0",="0",="0",="677.7277",="0",="212.5513",="636.6594",="355.5514",="0",="0",="0"
="AUDpo4",="386.0296",="218.3902",="0",="165.0883",="0",="139.4415",="437.8933",="354.0777",="0",="0",="938.8631",="995.6887",="2497.5786",="0",="0",="0",="202.7261",="0",="1768.0762",="224.3659",="0",="0",="0",="376.6246",="653.2096",="126.3932",="1085.7277",="556.9288",="1423.1531",="0",="132.8788",="642.4583",="641.2313",="1280.0224",="749.2367",="748.8595",="742.3267",="402.9797",="0",="165.9611",="460.9231",="0",="497.1874",="0",="0",="519.9288",="0",="377.0099",="891.395",="0",="0",="60.6447",="0",="0",="0",="264.5492",="2839.9794",="0",="0",="0",="0",="0",="289.6641",="0",="1246.546",="0",="75.0297",="482.2901",="750.2793",="0",="0",="0",="0",="0",="0",="119.6153",="224.9714",="112.0081",="26.7055",="623.4699",="543.4681",="0",="0",="0",="0",="769.9064",="171.8988",="0",="0",="176.383",="0",="0",="0",="222.3047",="0",="128.5986",="400.7117",="0",="0",="0",="0"
="AUDpo5",="2875.7574",="1337.2450000000001",="0",="162.038",="302.2671",="123.9593",="1659.5886",="681.7482",="628.0447",="556.4422",="2057.4428",="743.9954",="3753.5389",="0",="144.3255",="0",="239.1107",="231.1057",="5958.8453",="301.6008",="0",="0",="0",="3247.6013",="4182.9953000000005",="245.2012",="3300.4570999999996",="1445.6611",="2398.2021",="279.6291",="560.7972",="1692.1556",="846.9145",="2255.7778",="1633.8572",="1887.2247",="618.6647",="459.7362",="236.8375",="713.3102",="740.2879",="1313.829",="190.9137",="102.295",="0",="1894.7144",="0",="132.092",="7390.2859",="0",="0",="298.4807",="78.2057",="91.9479",="543.7054",="56.2106",="2574.303",="375.1965",="708.8602999999999",="407.2351",="0",="0",="1737.4794",="0",="2596.1364",="0",="421.9791",="3992.6207",="2010.5023",="0",="286.5082",="938.3828",="0",="310.4543",="0",="3959.7167",="3426.8048",="1196.1616999999999",="563.363",="5145.6284",="2389.5047",="0",="41.4666",="0",="0",="2257.4745",="4128.7522",="0",="0",="376.333",="0",="0",="0",="594.6985",="0",="755.7613",="1549.957",="2.0588",="255.803",="248.2281",="0"
="AUDpo6a",="370.76059999999995",="0",="0",="0",="0",="0",="1380.7930999999999",="24.9161",="0",="0",="0",="4.1575",="294.8676",="134.9454",="183.0794",="0",="120.7104",="84.4918",="446.9892",="22.7204",="0",="0",="0",="47.5494",="0",="300.6688",="237.4692",="0",="400.4748",="0",="414.2116",="188.3058",="0",="278.011",="336.8306",="0",="0",="150.6758",="545.5096",="0",="81.2107",="0",="69.5391",="0",="0",="0",="0",="77.8819",="171.6238",="222.6153",="129.119",="509.8732",="0",="101.5273",="0",="353.4685",="0",="11.9522",="316.0181",="47.1549",="0",="0",="5.8701",="0",="173.5151",="0",="0",="532.1265",="1368.8988",="0",="779.6913",="187.3123",="0",="558.0956",="0",="7108.6313",="1773.9011",="950.0054",="307.5386",="1982.6729",="671.2773",="0",="805.7748",="0",="0",="1139.1631",="1114.2219",="0",="0",="155.236",="2236.2582",="0",="0",="294.3524",="547.6632",="295.0478",="1286.3068",="0",="0",="0",="0"
="AUDpo6b",="188.7819",="0",="0",="0",="0",="0",="233.3462",="0",="0",="0",="0",="62.9811",="213.7533",="0",="53.0269",="0",="69.5644",="0",="0",="26.659",="0",="0",="0",="0",="41.7021",="0",="0",="0",="339.9084",="0",="0",="173.5569",="215.8222",="37.9581",="153.1577",="0",="424.2754",="0",="0",="0",="6.5121",="0",="0",="0",="276.518",="98.5265",="0",="47.1607",="0",="383.1856",="253.608",="522.4041",="15.7819",="576.3471",="0",="0",="0",="0",="63.7133",="0",="0",="0",="0",="0",="0",="0",="0",="28.2139",="42.2384",="0",="228.7649",="0",="0",="0",="0",="471.8135",="87.9106",="188.73399999999998",="26.8544",="461.26619999999997",="0",="0",="0",="0",="0",="0",="0",="0",="0",="226.7284",="0",="0",="0",="0",="0",="1001.2567",="146.0581",="0",="0",="0",="0"
="AUDv1",="142.514",="11.1537",="4624.2284",="0",="0",="386.8145",="0",="342.4752",="81.2082",="134.4893",="0",="0",="0",="4272.5",="0",="0",="2531.2372",="376.9855",="0",="355.9976",="0",="0",="115.345",="0",="1726.9053",="5136.1256",="603.3069",="1074.3236",="0",="1143.8089",="142.8999",="0",="913.907",="1470.2208",="2924.2829",="0",="940.5201",="0",="0",="1093.3773999999999",="824.5414",="0",="0",="8.1574",="612.0086",="0",="0",="0",="692.4343",="0",="0",="976.9101",="221.2605",="0",="2515.2021",="324.8505",="0",="225.5588",="2684.2346",="0",="0",="0",="0",="0",="3402.3317",="0",="843.2199",="2771.3703",="888.3872000000001",="0",="0",="0",="0",="0",="0",="0",="844.672",="6049.0322",="2561.7428",="5072.0765",="5298.1272",="2059.5842",="1783.4346",="0",="0",="0",="3632.6786",="661.0832",="1122.8907",="1015.606",="0",="0",="0",="7.5795",="27.3194",="6993.3708",="507.4159",="542.32",="0",="0",="5138.5058"
="AUDv2/3",="789.4355",="0",="9514.8997",="0",="0",="2085.4753",="406.6093",="544.196",="0",="606.1111",="0",="0",="51.0318",="4612.1698",="0",="350.0472",="1221.8541",="971.9096",="0",="441.9672",="0",="145.9626",="339.1774",="0",="1332.7737000000002",="3969.7111",="120.5598",="323.4364",="210.0119",="426.7117",="356.9755",="0",="2407.2987",="1316.0501",="3981.3661",="0",="317.2753",="0",="0",="717.2344",="303.3857",="0",="0",="73.0849",="0",="0",="0",="0",="1362.8149",="0",="0",="1680.2268",="138.9746",="0",="545.6899",="648.6187",="0",="0",="0",="0",="0",="0",="0",="0",="2593.3445",="0",="300.0028",="829.8948",="893.913",="0",="0",="0",="0",="0",="0",="0",="0",="4065.6838",="1198.3512999999998",="3123.9362",="7493.3928",="1822.0334",="3514.1982000000003",="0",="0",="0",="6250.0961",="309.7946",="409.6024",="929.3665",="0",="152.1447",="50.5424",="166.581",="73.5722",="675.9394",="0",="449.7272",="0",="0",="660.2693"
="AUDv4",="162.9045",="0",="2788.9496",="0",="0",="592.2091",="0",="0",="0",="183.9246",="0",="0",="0",="1851.8618000000001",="0",="54.8997",="988.9494",="301.2317",="0",="586.7387",="0",="311.1003",="146.3296",="195.6896",="149.1321",="1099.4421",="0",="177.8667",="32.0659",="0",="1154.264",="0",="119.6022",="215.2712",="494.4021",="0",="304.9247",="0",="0",="336.9932",="547.3536",="0",="0",="206.2366",="0",="204.5108",="0",="0",="613.3728",="0",="0",="152.2046",="110.4805",="0",="398.1772",="1167.6653",="0",="0",="200.5296",="8.7608",="0",="0",="0",="0",="2432.4924",="0",="0",="859.7929",="91.0336",="0",="0",="0",="0",="0",="0",="0",="0",="773.2467",="34.2029",="534.7342",="3805.3721",="659.1827000000001",="332.6386",="89.7326",="0",="0",="1853.1761",="70.5674",="238.2025",="579.4533",="0",="341.0688",="150.3361",="0",="0",="403.9496",="15.8097",="432.6911",="0",="0",="790.9363"
="AUDv5",="1147.7928",="0",="2681.6351",="0",="1431.2566",="4593.3156",="0",="52.6703",="0",="3481.2025",="0",="0",="0",="2523.5823",="1840.0289",="696.0073",="7323.7595",="1875.3544",="0",="4605.9165",="544.1068",="357.4201",="1945.3067",="1661.1768",="947.5953999999999",="1477.3839",="0",="559.8399",="0",="3118.1693",="2740.1446",="75.8532",="518.7619",="1792.0267",="1963.9881",="0",="1451.8442",="97.2927",="0",="324.4124",="3748.1184",="140.7611",="0",="1170.0672",="333.0275",="77.6577",="1034.3011",="927.8965",="1815.0585",="267.8687",="0",="1693.7758",="989.6862",="0",="3703.4652",="152.0109",="821.3297",="856.3283",="1029.0388",="345.2676",="324.2655",="0",="0",="0",="5027.4751",="0",="0",="966.877",="13.8328",="0",="1268.0799",="543.6968",="249.0106",="922.8447",="3018.5792",="5335.8295",="2721.7398000000003",="3975.3966",="513.3683",="3890.6351999999997",="5506.8919",="2948.0148",="1968.4584",="67.922",="860.9831",="3556.4168",="4323.2035",="0",="263.0337",="3994.5387",="2184.1403",="1898.2757",="321.0975",="0",="3821.6384",="0",="15.503",="2264.1385",="91.1025",="0",="3274.1818"
="AUDv6a",="57.5357",="0",="1251.0688",="0",="622.58",="215.1039",="0",="993.6518",="181.2411",="0",="0",="0",="0",="787.9723",="252.8705",="0",="357.6159",="0",="0",="37.9291",="0",="292.4883",="709.0198",="0",="822.7338",="559.5158",="0",="288.6426",="0",="0",="615.1884",="0",="0",="414.7632",="1017.7242",="0",="214.0289",="0",="0",="0",="702.1193",="0",="1213.4523000000002",="361.9273",="1458.1317",="176.7933",="622.8796",="333.9224",="321.6174",="0",="63.375",="933.2001",="2585.3339",="0",="62.4205",="1080.4127",="1711.6612",="270.5547",="594.3428",="734.5306",="0",="64.825",="0",="0",="824.7637",="0",="0",="517.2775",="59.446",="234.3683",="1751.0201",="212.2507",="721.4359",="1678.7662",="587.4729",="4967.1301",="555.974",="0",="0",="2464.7336999999998",="583.0132",="0",="169.39600000000002",="0",="0",="1624.1868",="1045.6297",="0",="7.4024",="2056.0595000000003",="7155.8104",="2686.825",="311.356",="173.0643",="5144.9766",="0",="687.2286",="922.5293",="43.1041",="0",="1119.026"
="AUDv6b",="164.6251",="0",="665.5232",="0",="58.6976",="0",="0",="0",="138.3657",="0",="0",="0",="0",="0",="0",="27.0019",="485.16560000000004",="0",="0",="7.0752",="0",="89.4552",="0",="0",="178.6217",="145.6198",="0",="0",="0",="0",="28.9166",="0",="0",="324.6644",="516.3957",="0",="0",="0",="0",="0",="24.9914",="0",="932.8206",="166.288",="144.3459",="443.0341",="0",="0",="0",="0",="570.0693",="842.0948",="94.0342",="4.2788",="331.782",="0",="536.5332",="0",="128.0648",="195.6338",="0",="604.9717",="0",="0",="0",="0",="0",="40.9594",="249.719",="2.1923",="0",="0",="474.332",="442.4792",="2.0484",="0",="0",="0",="449.0529",="753.1546",="0",="0",="313.1849",="99.4596",="0",="132.51",="0",="0",="156.84210000000002",="138.744",="1507.7403",="282.6548",="431.3493",="136.0712",="2021.9655",="412.7363",="0",="0",="41.1784",="0",="0"
="VISal1",="1.941",="1105.0994",="0",="0",="0",="0",="0",="0",="2731.7327999999998",="0",="102.8468",="0",="135.8679",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1213.6064",="30.8057",="95.8023",="261.4323",="0",="1097.5395",="0",="0",="0",="43.6976",="0",="0",="170.9092",="119.7365",="0",="0",="226.9377",="0",="0",="0",="0",="0",="0",="0",="0",="447.8495",="0",="0",="2182.1803999999997",="0",="0",="0",="0",="122.3027",="0",="396.1394",="0",="0",="0",="0",="0",="0",="0",="0",="609.9567",="312.8342",="0",="0",="0",="0",="0",="0",="0",="10.5772",="0",="0",="1201.85",="623.0546",="0",="310.6889",="0",="0",="819.3641",="0",="0",="0",="0",="0",="0",="0",="0",="738.8688",="1101.7582",="414.1074",="267.0781",="0",="0",="0"
="VISal2/3",="31.7573",="1381.3155000000002",="0",="0",="0",="0",="0",="0",="3068.0461999999998",="0",="4273.9746",="0",="158.8467",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="398.7727",="285.55",="58.8645",="38.5445",="0",="2922.0097",="0",="0",="0",="4.7344",="0",="0",="64.2059",="108.7571",="176.2966",="0",="0",="0",="0",="284.3144",="0",="0",="0",="0",="0",="438.1917",="0",="0",="1770.1304",="0",="0",="0",="0",="0",="0",="312.6178",="0",="0",="0",="0",="0",="0",="0",="0",="765.5053",="29.2393",="0",="0",="0",="0",="0",="0",="0",="352.676",="0",="0",="575.6933",="2093.7649",="0",="171.3393",="0",="0",="2957.5324",="0",="0",="0",="0",="0",="0",="0",="0",="147.2403",="0",="157.5077",="330.7884",="0",="0",="0"
="VISal5",="64.3988",="870.5548",="0",="0",="0",="0",="0",="0",="1420.9893",="0",="1801.3831",="0",="501.6765",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="888.6755999999999",="1203.4838",="1635.1692",="1430.5825",="1780.2932",="0",="0",="0",="0",="0",="0",="409.8266",="0",="0",="30.5948",="15.0472",="0",="0",="119.3858",="607.7877",="0",="0",="0",="157.3649",="0",="0",="0",="0",="0",="0",="424.7834",="0",="0",="0",="609.3799",="0",="0",="0",="113.2936",="0",="506.0628",="271.3858",="0",="55.8375",="0",="162.4123",="0",="1329.1605",="0",="0",="0",="80.148",="196.2582",="76.6729",="0",="0",="4.1792",="0",="172.9648",="0",="0",="1270.8218",="347.1529",="0",="0",="0",="66.9873",="0",="0",="0",="97.5659",="360.0357",="0",="29.8224",="0",="0",="0"
="VISal6b",="94.8511",="0",="0",="0",="0",="0",="0",="14.7907",="0",="0",="0",="4.6329",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="422.4597",="320.1878",="0",="0",="0",="0",="0",="0",="49.8061",="0",="0",="0",="0",="0",="51.6611",="0",="0",="217.6019",="0",="116.8033",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.6323",="591.6774",="0",="33.8162",="346.2716",="100.948",="0",="0",="0",="158.2952",="0",="0",="99.4829",="0",="0",="64.1048",="0",="0",="0",="0",="186.7409",="0",="0",="0",="0",="0",="0",="113.8687",="116.7679",="663.1935",="0",="0",="0",="0"
="VISl6a",="564.5881",="0",="0",="0",="489.582",="444.9808",="540.9022",="360.1854",="1652.3681",="590.8072",="0",="769.2139999999999",="479.2085",="0",="0",="0",="548.6973",="0",="598.5793",="0",="0",="0",="537.5495",="661.9248",="0",="0",="978.0634",="0",="0",="0",="0",="0",="1328.522",="616.2045",="430.2449",="0",="583.1982",="1186.3454",="405.3188",="0",="0",="0",="0",="85.7253",="225.1844",="10.3796",="9.6741",="60.4936",="0",="286.3578",="714.189",="982.3297",="1227.2495",="65.3959",="0",="675.0242",="0",="0",="0",="0",="381.5861",="0",="160.4306",="326.4188",="0",="0",="33.0529",="414.2345",="2.3669",="458.19730000000004",="622.8155",="1956.0647",="4.3722",="0",="494.1377",="274.8323",="912.6733",="0",="446.8665",="868.7646",="461.0263",="0",="618.1909",="4.3413",="0",="707.6905",="608.9929",="495.0138",="0",="0",="132.8449",="0",="0",="0",="2863.556",="245.3804",="0",="0",="94.4849",="0",="0"
="VISl6b",="218.1428",="0",="0",="0",="9.0097",="0",="116.5361",="0",="208.6163",="0",="0",="0",="58.2784",="65.2154",="124.6748",="144.3097",="0",="0",="0",="0",="187.0599",="0",="0",="0",="26.4088",="0",="197.0202",="0",="0",="499.23",="0",="121.3741",="0",="38.0953",="138.1218",="0",="560.6144",="265.9599",="0",="0",="240.8708",="0",="0",="545.4784",="755.393",="255.9669",="0",="0",="184.3441",="14.547",="263.7168",="214.73809999999997",="68.8106",="367.2306",="0",="25.0368",="126.0659",="0",="0",="171.1583",="0",="0",="0",="0",="0",="0",="113.7551",="0",="0",="360.76070000000004",="70.9961",="228.5743",="369.7562",="192.7792",="244.636",="280.8102",="482.6919",="0",="225.8087",="134.1506",="61.506",="0",="0",="374.2499",="0",="0",="0",="39.9938",="0",="0",="462.6236",="0",="0",="0",="372.0028",="398.0364",="256.0665",="0",="0",="0",="0"
="VISp6a",="269.2477",="11.2001",="286.8836",="0",="764.1128",="0",="1754.788",="1334.1256",="0",="861.5816",="1007.2393999999999",="894.4124",="869.3344",="566.7906",="345",="1967.8767",="62.1898",="0",="1115.4857",="0",="330.5805",="0",="352.6528",="1069.5981",="0",="254.6341",="123.7132",="0",="0",="10.531",="0",="616.9598",="2742.0263",="686.4799",="0",="415.7801",="2091.3318",="1059.297",="1034.6131",="1414.1767",="515.7663",="761.7753",="196.6814",="472.6508",="1110.5468",="434.9706",="6.0103",="319.403",="305.3252",="1722.3237",="0",="2784.5081",="917.5961",="1279.2168",="390.7753",="485.3796",="0",="292.0231",="0",="117.497",="379.5922",="615.9352",="0",="614.735",="0",="274.6987",="2082.6222",="2412.819",="519.828",="1496.2354",="2241.5605",="18152.7778",="141.3777",="457.8126",="813.1304",="178.4296",="5350.9437",="1281.2308",="2752.8005",="1439.3382000000001",="76.3475",="2091.2705",="610.307",="1044.0972",="1343.137",="306.0635",="3678.5988",="191.1128",="0",="0",="0",="946.2726",="338.1852",="2114.0932",="2828.9584",="982.4141",="1042.7554",="0",="1183.9369",="0",="0"
="VISp6b",="656.1514",="238.2531",="283.5719",="0",="293.777",="0",="24.1393",="0",="32.5555",="0",="730.4105",="183.1629",="1227.004",="526.0073",="907.5278",="130.356",="0",="0",="102.8995",="0",="98.9228",="75.163",="785.8984",="930.9358",="0",="0",="0",="0",="7.0317",="265.8272",="466.75449999999995",="203.5119",="1116.6765",="721.9956",="122.9969",="198.1612",="338.8302",="0",="4.4767",="123.488",="542.0958",="63.5107",="51.8593",="268.8505",="820.359",="323.6268",="0",="0",="216.9612",="0",="0",="297.6991",="560.4259",="388.872",="437.3356",="89.8182",="0",="448.015",="0",="523.8139",="0",="211.4139",="0",="0",="0",="0",="0",="651.0834",="35.8145",="21.1532",="815.8274",="2744.4238",="139.7454",="115.9419",="332.0618",="521.3159",="998.7949",="67.7616",="282.487",="259.55289999999997",="0",="577.2831",="0",="407.0407",="1838.2116999999998",="0",="472.085",="844.7712",="0",="0",="63.8868",="50.2931",="0",="461.078",="800.0517",="0",="398.3734",="0",="0",="0",="0"
="VISli1",="221.3436",="598.0425",="0",="1094.895",="494.1297",="0",="90.1893",="201.8013",="363.5234",="126.2199",="78.5262",="31.7768",="622.1616",="0",="150.345",="0",="0",="0",="88.8703",="0",="0",="0",="0",="40.6265",="0",="0",="3771.1287",="86.2981",="281.0605",="0",="0",="482.7105",="360.5652",="44.1463",="11.9785",="291.3939",="79.5578",="142.7558",="0",="1588.4113",="38.7974",="253.1492",="1075.023",="0",="0",="1074.0694",="0",="1284.6606",="716.9128",="4542.6297",="2957.3414000000002",="3286.1356",="0",="0",="0",="0",="230.3292",="0",="192.7406",="116.2089",="0",="0",="0",="500.9714",="0",="0",="0",="2041.3657",="942.3633",="2475.8352999999997",="0",="0",="0",="0",="0",="0",="145.4263",="0",="745.8322",="56.795",="325.5071",="0",="1895.3481",="0",="1378.4457",="98.744",="98.4669",="0",="331.0444",="2442.1768",="0",="0",="0",="0",="371.8434",="395.6793",="2021.6358",="726.7871",="1447.1007",="0",="0"
="VISli2/3",="11.0973",="3508.4946",="0",="3429.4287",="2237.0192",="0",="741.0608",="161.8955",="654.4091",="1935.5528",="1437.4231",="0",="452.7461",="0",="0",="0",="0",="0",="189.1741",="0",="0",="0",="0",="0",="0",="664.2248",="2355.7233",="387.4708",="766.6412",="0",="0",="295.9589",="797.1953",="0",="599.5127",="763.0338",="138.0145",="62.2635",="720.0262",="1440.345",="184.356",="170.6093",="1095.1857",="0",="0",="106.185",="0",="888.9083",="228.2221",="1005.9775",="1087.9998",="4826.2162",="0",="0",="0",="0",="0",="0",="0",="257.084",="0",="0",="82.6239",="0",="0",="0",="0",="1732.7805",="98.6687",="364.0496",="0",="0",="0",="0",="0",="0",="10.0268",="0",="559.5714",="0",="1568.8372",="0",="1429.9099",="0",="0",="0",="592.7169",="176.1358",="1599.2387",="0",="0",="0",="0",="0",="104.9591",="0",="217.0965",="0",="85.5601",="152.3692",="0"
="VISli5",="153.8643",="354.7694",="0",="774.0728",="0",="29.8765",="500.361",="286.4152",="2277.025",="1253.4845",="5187.2935",="0",="388.1837",="0",="0",="0",="0",="196.0903",="208.0427",="362.4845",="0",="0",="0",="0",="134.9843",="22.9594",="768.9881",="131.5451",="172.4492",="0",="0",="256.1537",="458.5668",="862.9696",="267.6784",="921.966",="91.6322",="369.4111",="5636.1375",="1105.3866",="277.0007",="892.4372000000001",="1039.0038",="0",="0",="661.7093",="0",="364.288",="0",="671.7753",="3599.9587",="1960.7855",="78.8196",="651.8953",="74.5716",="611.6302",="770.3591",="0",="0",="0",="0",="355.4844",="1210.916",="0",="167.5139",="0",="0",="134.6391",="415.44359999999995",="1782.2375",="878.7583",="508.2888",="0",="0",="781.7611",="0",="397.101",="0",="1203.721",="959.2128",="737.0706",="0",="963.9738",="0",="0",="597.0785",="36.9767",="0",="151.6435",="0",="0",="0",="0",="0",="647.3407",="1174.2625",="60.789",="0",="3527.8753",="313.5104",="298.7219"
