NeuronId,x,y,z
="221062_070.swc",="9036.7001953125",="2909.840087890625",="9841.490234375"
="221087_105.swc",="7117.7001953125",="4117.10009765625",="9837.009765625"
="221423_042.swc",="8783.7998046875",="3724.300048828125",="10144.400390625"
="221423_060.swc",="8961.5",="2807.919921875",="9832.3603515625"
="221513_074.swc",="8629.1796875",="2454.0400390625",="9475.2802734375"
="221517_026.swc",="8959.8603515625",="2914.06005859375",="1693.1400146484375"
="220239_140.swc",="7927.35986328125",="3972.75",="1158"
="221423_059.swc",="9012.2197265625",="2717.43994140625",="9847.8798828125"
="221423_065.swc",="9067.7802734375",="2910.419921875",="9986.01953125"
="221530_127.swc",="8000.18017578125",="4043.39990234375",="10278.400390625"
