 ,221478_836,221481_220,221481_226,221481_558,221481_607,221701_063,221701_064,221701_065,221701_066,221751_096,230110_031,231570_001,231570_007,233668_074,233668_079,233668_082,233668_083,233668_084,233668_085,233668_086,233668_087,233668_088,233668_089,233668_090,233668_091,233668_092,233668_093,233795_037,233795_038,233795_039,233795_040,233795_041,233795_042,233795_043,233795_045,233795_046,233795_048,233795_049,233795_050,233795_053,233795_055,233795_082,233795_128,233795_135,221481_221,221481_223,221481_225,221481_550,221481_593,221481_603,221481_604,221481_606,230061_041,231686_052,231686_053,231686_054,231686_055,221225_002,221225_007,221367_245,221426_079,221481_222,221713_001,231686_056,231687_019,231687_020,233667_287,233667_288,221065_092,221065_093,221424_044,221426_076,221225_001,221225_003,221225_004,221225_005,221225_006,221225_008,221225_011,221225_012,221225_013,221225_014,221225_017,221225_019,221225_020,221226_008,221226_009,221226_016,221226_025,221226_026,221424_042,231687_022,221513_058,221516_004,221516_010,231687_033,233281_010,233281_119,233281_121
="VISam4",="0",="923.0868",="0",="0",="657.9378",="0",="323.0833",="0",="0",="0",="0",="0",="0",="0",="0",="0",="288.9651",="0",="188.4546",="0",="0",="0",="0",="0",="0",="299.0187",="224.0636",="0",="0",="102.1962",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="742.4829",="0",="591.9855",="0",="0",="0",="690.3375",="0",="0",="265.0064",="0",="340.4144",="367.1684",="0",="38.7678",="19.5384",="0",="513.4621",="0",="0",="103.6731",="0",="0",="0",="0",="0",="14.6847",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="329.6022",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam5",="0",="2717.6526",="0",="0",="5197.8007",="0",="2789.3632",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2491.3212",="0",="105.9146",="0",="0",="0",="0",="0",="0",="949.5471",="591.7645",="0",="0",="463.1225",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1082.7489",="0",="787.117",="0",="0",="0",="1075.8916",="0",="0",="725.7278",="0",="670.3156",="1156.0617",="0",="0",="0",="0",="340.3601",="0",="0",="142.7271",="0",="0",="0",="562.812",="323.2347",="606.9599",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1186.5658",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam6a",="0",="619.2199",="0",="0",="0",="0",="573.3738",="0",="0",="0",="0",="0",="0",="0",="0",="0",="728.6099",="0",="0",="0",="0",="0",="0",="0",="0",="0",="255.3263",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.1151",="0",="790.6694",="1186.0435",="0",="0",="0",="0",="1718.8714",="0",="0",="0",="0",="547.9427",="341.5196",="0",="0",="0",="0",="1071.0806",="0",="0",="0",="0",="318.6803",="0",="861.9593",="1764.4746",="621.453",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="308.4964",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam6b",="0",="254.5801",="0",="0",="0",="0",="177.8776",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="42.3221",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="165.8899",="0",="0",="0",="0",="0",="344.1646",="0",="0",="0",="0",="250.1299",="59.2375",="0",="0",="0",="0",="0",="0",="0",="0",="0",="51.2172",="0",="0",="2.6068",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm1",="0",="14.7588",="0",="1329.9201",="168.93",="0",="0",="65.9282",="0",="683.8205",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1075.0086",="0",="0",="0",="1949.9953",="0",="0",="0",="0",="513.7769",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8562.088099999999",="2767.0712",="17231.8142",="5766.7314",="9772.8733",="0",="0",="0",="0",="0",="0",="0",="0",="881.409",="0",="0",="4355.6203",="4644.4311",="0",="0",="1529.4997",="347.4886",="0",="0",="0",="0",="0",="0",="202.4918",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.5605",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="0",="3906.8138",="0",="6110.7483",="594.8305",="0",="0",="2629.4274",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1150.1777",="0",="0",="0",="0",="2272.697",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5896.9264",="4216.4787",="8182.421",="2367.3212",="2575.9743",="0",="0",="0",="360.2171",="0",="0",="0",="0",="632.4988",="0",="0",="4081.0205",="12790.0297",="0",="0",="1111.5508",="903.286",="80.3469",="0",="0",="0",="0",="0",="118.6309",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="51.2951",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm4",="0",="1860.3256",="0",="910.8011",="326.4738",="0",="0",="508.0731",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="115.2948",="0",="0",="0",="0",="348.1588",="0",="0",="0",="0",="0",="0",="0",="0",="0",="947.6587",="3392.3161",="2971.9901",="421.6394",="806.279",="0",="0",="0",="1503.264",="0",="0",="0",="0",="6.6661",="0",="0",="94.0169",="721.1184",="0",="0",="240.7648",="946.7881",="0",="0",="0",="0",="0",="0",="135.2311",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm5",="0",="1373.055",="0",="1959.6986",="1867.9894",="0",="0",="190.4146",="0",="0",="0",="0",="0",="0",="0",="0",="218.0339",="0",="0",="0",="0",="0",="0",="0",="0",="111.6928",="0",="0",="0",="1351.376",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2778.0544",="837.3561",="1897.9182",="1377.1169",="999.1211",="0",="0",="0",="1868.6244",="0",="0",="567.521",="0",="0",="0",="0",="376.1154",="531.1293",="0",="0",="1014.0903",="1486.8020999999999",="0",="0",="0",="0",="1786.4033",="1608.1452",="1913.0838",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm6a",="0",="140.2077",="0",="789.6928",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="570.982",="0",="4.1831",="0",="0",="0",="0",="0",="0",="347.8269",="0",="0",="0",="463.6146",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="570.1473",="204.0932",="0",="918.3714",="238.9623",="0",="0",="0",="540.7106",="0",="0",="0",="0",="123.8057",="0",="65.8532",="0",="0",="0",="595.5227",="608.9057",="572.4048",="190.6371",="149.6827",="1040.2801",="0",="3407.93",="1548.4467",="390.3372",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="384.1447",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli6b",="0",="44.3411",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.074",="0",="0",="0",="0",="0",="0",="0",="0",="0",="50.6781",="0",="121.3199",="66.3881",="509.9424",="71.3054",="0",="0",="0",="0",="0",="0",="0",="0",="0",="100.3301",="38.2483",="145.6074",="0",="0",="0",="0",="346.5281",="0",="0",="175.2164",="0",="0",="50.9481",="0",="0",="52.3204",="0",="0",="0",="0",="292.006",="0",="0",="0",="0",="0",="17.1842",="0",="0",="151.9389",="2309.1923",="80.1368",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="93.3704",="0",="0",="0",="15.4909",="289.0249",="0",="10.8268",="0",="27.4217",="0"
="VISa2/3",="0",="123.1778",="0",="0",="1382.1732",="0",="917.5048",="434.8073",="406.4258",="0",="0",="0",="0",="0",="0",="0",="303.8036",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1206.8818",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="637.217",="0",="0",="0",="0",="0",="0",="0",="0",="0",="61.585",="0",="0",="431.2607",="0",="0",="0",="0",="203.6355",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccs",="0",="1331.932",="0",="480.0669",="0",="234.7936",="0",="0",="0",="0",="164.1114",="0",="223.9725",="53.8772",="0",="0",="1197.7144999999998",="0",="0",="0",="0",="0",="593.6937",="1710.341",="717.0839000000001",="684.8103",="906.4472",="0",="769.9549",="0",="0",="0",="0",="177.2388",="0",="0",="0",="0",="207.5052",="0",="408.201",="0",="0",="0",="2595.2427",="298.9237",="3934.6711999999998",="2739.5419",="1037.7585",="0",="403.9742",="365.39300000000003",="824.3117",="161.223",="972.5585000000001",="2015.4078",="822.9046000000001",="1206.9718",="1861.2392",="0",="2721.9908",="1696.3240999999998",="0",="0",="1662.8334",="895.8794",="2421.7413",="1418.8485",="0",="0",="0",="500.73620000000005",="0",="55.1179",="34.8473",="0",="0",="0",="0",="941.1366",="0",="0",="60.5819",="18.9908",="0",="0",="0",="120.2711",="88.1113",="0",="0",="0",="0",="0",="0",="0",="0",="120.423",="0"
="scwm",="0",="66.2765",="0",="316.0106",="0",="221.3654",="213.2373",="0",="13.2558",="601.2233",="514.8941",="0",="0",="23.0212",="0",="602.9945",="0",="0",="409.6852",="0",="2.5686",="0",="813.5130999999999",="0",="374.7386",="97.5586",="573.0209",="47.2677",="0",="0",="281.901",="0",="0",="0",="0",="0",="69.6903",="0",="0",="453.6637",="192.5296",="13.4256",="0",="0",="356.5515",="236.5628",="115.8494",="415.6778",="664.1485",="0",="245.886",="759.1839",="298.818",="511.4094",="361.3504",="408.00110000000006",="190.9815",="962.6499",="708.7936",="518.4529",="359.2155",="415.656",="0",="202.1176",="906.6903",="274.4756",="1044.3738",="131.9616",="1149.2032",="0",="84.2408",="338.72",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.2962",="0",="0",="0",="0",="0",="0",="0",="0",="9.6661",="0",="0",="9.1636",="0",="0",="0"
="AUDd1",="0",="0",="163.7451",="0",="0",="0",="0",="0",="0",="0",="682.9706",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="48.9139",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1809.5799",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="242.1359",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo1",="0",="0",="143.8043",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="229.854",="0",="0",="8.2853",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="373.659",="1319.2184",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="933.4319",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo2/3",="0",="0",="745.5543",="0",="0",="0",="0",="0",="0",="179.4142",="0",="0",="0",="107.503",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="77.3589",="472.0055",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="196.4384",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo4",="0",="0",="255.0809",="0",="0",="0",="0",="0",="0",="138.0276",="7.3105",="0",="0",="135.2538",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="110.8731",="0",="0",="0",="0",="30.5809",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="147.6122",="0",="0",="0",="0",="0",="43.6082",="0",="0",="0",="0",="6.8364",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl2/3",="0",="0",="1098.0953",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1658.9175",="1097.4285",="2528.7559",="0",="2312.0376",="329.1142",="149.6754",="535.2235",="631.4984",="0",="310.7793",="0",="0",="0",="102.8101",="182.5676",="10.3471",="0",="1228.4071",="3284.8292",="1667.7329",="67.4502",="133.0733",="0",="0",="0",="0",="2226.9163",="538.8626",="73.185",="0",="0",="3996.3448",="1330.4074",="1021.4508999999999",="117.3487",="0",="123.9342",="571.0045",="0",="1824.0371",="0",="0",="0",="0",="662.1388",="0",="0",="464.0136",="0",="0",="406.6234",="369.7057",="1520.954",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.4605",="231.1077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="433.9804",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13.5182",="0"
="VISpl5",="0",="0",="652.6879",="0",="0",="0",="0",="0",="0",="0",="276.3861",="0",="0",="4148.9558",="2422.4982",="7142.6697",="0",="1962.2288",="1501.3998",="639.0299",="1853.2578",="970.0175",="1154.5616",="1534.511",="699.2088",="135.1622",="479.4013",="1732.3895",="1153.8513",="1351.5216",="107.917",="1355.3822",="0",="509.5839",="0",="0",="0",="909.7232",="0",="247.1187",="0",="1670.6518",="2066.5369",="607.757",="0",="1766.5876",="1046.5153",="178.73059999999998",="671.5212",="0",="143.5038",="0",="0",="2420.0891",="0",="30.1473",="0",="0",="634.4132",="290.1362",="0",="0",="0",="156.764",="1003.2681",="2375.7575",="143.2874",="136.1661",="1541.1431",="0",="206.3674",="114.9014",="0",="0",="0",="0",="754.6195",="280.1334",="160.3382",="0",="0",="0",="0",="0",="0",="0",="0",="1065.9653",="0",="0",="0",="375.9173",="0",="0",="0",="0",="0",="5231.0887",="0"
="VISpl6a",="0",="0",="293.2694",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1471.6088",="665.8257",="1116.437",="0",="214.2719",="0",="214.8002",="0",="0",="215.8957",="0",="148.5388",="0",="3.1664",="56.8724",="532.6869",="0",="0",="0",="0",="0",="0",="33.5407",="0",="0",="505.9048",="285.3289",="0",="175.2192",="0",="0",="0",="328.1222",="644.8776",="0",="475.849",="0",="296.862",="0",="0",="46.7592",="0",="0",="45.1971",="0",="0",="1258.346",="0",="0",="0",="138.3344",="752.4119",="1259.9385",="0",="0",="1261.8055",="0",="488.7591",="241.6505",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="504.2511",="0",="523.5778",="0",="142.7893",="0",="0",="0",="0",="0",="1553.7191",="57.2707"
="VISli1",="0",="0",="1298.412",="277.4556",="59.3294",="0",="0",="0",="0",="365.7043",="359.2915",="0",="0",="0",="0",="0",="0",="640.6912",="220.2815",="0",="0",="493.2138",="0",="400.1788",="121.8226",="0",="1002.5443",="1112.9375",="92.4709",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1046.347",="484.9814",="0",="401.2041",="0",="1227.4349",="893.8044",="1933.6004",="0",="762.4561",="0",="1589.0904",="1765.3364",="0",="0",="0",="0",="0",="197.8909",="126.4183",="0",="870.2938",="1247.2343",="0",="0",="526.5171",="0",="0",="383.6077",="0",="0",="0",="0",="1198.6823",="230.3071",="578.8957",="0",="0",="1714.2096",="0",="558.6187",="0",="0",="0",="0",="0",="0",="0",="0",="1012.3937",="14.429",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli2/3",="0",="0",="3794.4788",="1797.5575",="175.3312",="0",="125.3925",="0",="0",="1986.1825",="2084.9596",="0",="0",="339.1961",="49.6361",="0",="0",="10.3227",="960.2441",="0",="0",="356.591",="224.4696",="510.7709",="371.0595",="0",="974.4905",="823.5679",="313.6056",="332.81",="217.0406",="112.5238",="615.1731",="0",="0",="26.3885",="0",="0",="0",="4096.3922",="0",="0",="732.6508",="0",="355.4137",="688.4863",="1881.6239",="0",="255.7141",="6.2593",="489.498",="1730.2314",="0",="0",="0",="0",="0",="302.0383",="352.0348",="0",="2255.5548",="1818.8375",="0",="0",="522.1548",="62.509",="0",="308.7761",="0",="0",="0",="0",="391.6512",="212.725",="219.5755",="0",="184.7954",="200.7587",="0",="198.5",="0",="0",="0",="0",="0",="0",="0",="0",="239.9687",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli4",="0",="0",="810.243",="590.0523",="0",="0",="0",="0",="0",="495.4945",="580.1362",="0",="0",="0",="0",="0",="0",="0",="132.3549",="0",="0",="0",="0",="0",="102.1758",="0",="290.4008",="0",="177.0084",="0",="406.5295",="143.1727",="0",="248.685",="0",="0",="0",="0",="0",="989.4567",="0",="0",="0",="0",="15.7392",="836.9173",="595.4703",="0",="0",="620.6236",="638.1947",="475.0556",="0",="0",="0",="0",="0",="719.6564",="0",="0",="1385.1051",="395.1725",="0",="396.1696",="84.8994",="345.5967",="0",="0",="0",="0",="0",="51.3483",="177.5924",="0",="92.1932",="0",="234.9095",="181.6391",="40.5653",="141.6515",="0",="0",="0",="0",="0",="0",="0",="0",="152.5315",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="0",="0",="3535.194",="2821.9194",="1972.5514",="16.6075",="184.3451",="0",="56.8218",="67.6278",="3450.7649",="0",="0",="830.7036",="0",="417.4921",="0",="224.6072",="287.7534",="290.0471",="291.7081",="0",="1002.8751",="160.4841",="3958.3746",="575.7516",="1102.1743",="3002.3606",="1448.4037",="690.4091",="0",="901.0155",="84.9176",="1361.0516",="0",="236.7397",="0",="0",="209.2706",="5785.6958",="926.6353",="0",="63.2659",="0",="304.4511",="205.6281",="1940.6957",="0",="579.9754",="1277.9241",="1806.3867",="463.6518",="0",="510.1427",="0",="0",="0",="215.3215",="1293.4518",="2017.8983",="2678.532",="1874.7927",="0",="0",="1468.4885",="2069.8035",="0",="1777.5103",="22.0235",="883.4048",="3255.3639",="2919.5464",="1701.6808",="320.5534",="581.7182",="206.3906",="1829.0154",="760.591",="711.7373",="169.0677",="162.2914",="0",="288.1826",="85.3379",="0",="465.0213",="247.2425",="0",="1464.8895",="681.5594",="0",="319.6674",="0",="0",="0",="0",="0",="79.2139",="0"
="VISpor1",="0",="0",="146.1311",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1020.0715",="794.5735",="0",="0",="320.4898",="0",="0",="149.5146",="430.8126",="0",="657.1662",="21.7021",="0",="479.4706",="284.6168",="4.0717",="0",="0",="0",="109.8462",="0",="246.6319",="0",="0",="0",="0",="0",="133.5439",="0",="550.9308",="0",="742.4889",="307.9226",="158.1884",="77.6206",="10471.4153",="0",="1846.3063",="0",="0",="6309.6033",="0",="718.0012",="0",="1257.0361",="260.8656",="0",="1936.1929",="0",="0",="1346.5774",="0",="148.0094",="0",="1935.598",="0",="0",="0",="0",="826.4033",="0",="6.258",="0",="0",="116.4205",="0",="0",="0",="0",="0",="0",="0",="0",="0",="804.8305",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor2/3",="0",="0",="803.6179",="218.6954",="0",="0",="1249.085",="0",="304.7099",="0",="48.119",="0",="0",="3593.971",="2660.5034",="277.2497",="116.0253",="1145.7722",="243.0664",="0",="2726.8741",="1000.4925",="0",="325.0948",="0",="0",="2898.2556",="1795.7234",="0",="53.9853",="0",="49.6232",="1014.6161",="0",="200.8323",="0",="0",="0",="0",="0",="2104.3446",="455.9853",="1682.4331",="0",="2133.4434",="0",="2117.3853",="1527.7843",="4073.4581",="133.8163",="1063.5852",="0",="0",="5588.2514",="0",="1307.0135",="0",="1908.2336",="3961.8004",="0",="5471.9264",="717.6509",="0",="1987.465",="216.2526",="828.2696",="0",="2038.9949",="531.0551",="0",="0",="0",="198.0285",="0",="200.9217",="0",="1353.8265",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="215.7069",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa1",="0",="0",="428.4104",="31.3606",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="218.7742",="0",="0",="0",="113.8312",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="151.3471",="0",="0",="0",="0",="0",="282.7776",="0",="117.8503",="0",="194.5073",="85.4065",="0",="0",="0",="0",="0",="0",="41.6748",="0",="1075.9489",="0",="0",="0",="0",="34.5762",="0",="87.3313",="0",="0",="0",="0",="323.7016",="5.6157",="187.6474",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa2/3",="0",="0",="2692.7554",="0",="0",="0",="0",="0",="0",="53.8141",="0",="0",="0",="170.1211",="0",="0",="0",="338.8704",="0",="0",="0",="235.3247",="0",="0",="0",="0",="0",="0",="0",="0",="129.908",="0",="0",="0",="0",="0",="0",="0",="0",="211.8394",="0",="0",="0",="0",="0",="0",="1707.2796",="0",="509.2207",="0",="0",="0",="0",="219.5495",="0",="0",="0",="0",="232.5369",="0",="2994.0293",="226.581",="0",="0",="0",="191.7661",="0",="517.4009",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa4",="0",="0",="248.64",="34.3869",="0",="0",="0",="0",="0",="104.3494",="0",="0",="0",="14.2613",="44.8997",="0",="0",="179.5523",="0",="0",="0",="188.3443",="0",="7.7736",="0",="0",="0",="0",="0",="0",="107.0543",="0",="0",="0",="0",="0",="0",="0",="0",="110.3609",="0",="0",="0",="0",="0",="0",="387.5088",="0",="221.0878",="0",="21.1184",="0",="0",="373.4795",="0",="0",="0",="0",="0",="0",="376.5134",="262.4022",="0",="246.4148",="0",="91.9278",="0",="77.398",="0",="0",="0",="0",="94.9188",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa5",="0",="0",="770.7966",="0",="0",="0",="246.9391",="0",="0",="77.7592",="0",="0",="0",="125.3982",="602.1265",="1640.1565",="0",="550.7505",="0",="493.6177",="439.1463",="5151.5779",="0",="318.5167",="605.6208",="0",="210.0669",="3099.9246",="201.8898",="0",="0",="189.008",="0",="0",="0",="0",="0",="0",="0",="380.0353",="241.7812",="546.3733",="0",="0",="0",="0",="0",="0",="377.6273",="0",="1869.2498",="0",="0",="611.6879",="0",="0",="0",="303.039",="379.2894",="707.03",="806.1492",="1120.2109",="0",="0",="0",="1162.8459",="0",="311.3477",="122.577",="172.0424",="1488.597",="1798.6724",="437.3179",="130.6327",="509.855",="0",="116.9009",="54.4359",="151.2629",="208.4291",="169.3419",="0",="396.5649",="107.8497",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6a",="0",="0",="0",="69.9417",="0",="0",="0",="0",="224.1587",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1097.4735",="0",="0",="0",="0",="0",="258.8702",="123.5961",="0",="0",="0",="0",="0",="0",="0",="0",="0",="489.47",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="28.3838",="0",="0",="0",="0",="0",="319.4297",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.5357",="0",="0",="110.5908",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6b",="0",="0",="0",="83.8986",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="199.3156",="150.5901",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="159.3345",="0",="0",="0",="0",="0",="0",="4.5855",="0",="0",="0",="0",="0",="81.8058",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.3872",="0",="0",="0",="0",="0",="0"
="AUDpo5",="0",="0",="0",="25.1152",="0",="0",="0",="0",="0",="22.6489",="213.5172",="391.1497",="0",="491.0516",="348.6997",="0",="0",="0",="0",="0",="122.5722",="0",="0",="0",="913.3081",="0",="289.798",="432.7466",="300.3086",="0",="0",="438.7873",="0",="0",="0",="0",="0",="0",="0",="217.2038",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.5626",="0",="0",="0",="0",="0",="0",="131.6928",="237.9854",="0",="0",="0",="211.8704",="0",="701.3041",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.0244",="0",="0",="0",="219.9626",="249.9681",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6a",="0",="0",="0",="283.1307",="0",="0",="0",="0",="0",="0",="0",="0",="0",="183.821",="203.3222",="0",="0",="0",="0",="0",="0",="410.2349",="0",="0",="0",="272.251",="6.6119",="273.1559",="359.2366",="0",="0",="0",="0",="0",="0",="0",="0",="0",="394.407",="0",="0",="0",="0",="0",="0",="0",="0",="317.7801",="0",="0",="24.2867",="0",="0",="43.6279",="0",="0",="336.6139",="0",="0",="73.7286",="163.3925",="342.0302",="0",="0",="0",="17.6278",="0",="0",="0",="0",="0",="377.3296",="0",="0",="0",="0",="0",="50.6109",="100.6769",="0",="0",="153.8743",="93.5096",="0",="0",="0",="0",="0",="0",="0",="0",="0",="237.6785",="0",="0",="0",="0",="0",="0"
="VISpm6b",="0",="0",="0",="49.0994",="0",="0",="86.415",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.7401",="0",="0",="0",="29.5025",="0",="0",="0",="127.7975",="0",="0",="0",="0",="0",="0",="0",="0",="214.4991",="0",="0",="174.0929",="132.1934",="0",="5.7544",="0",="0",="0",="58.5272",="211.5993",="0",="0",="0",="789.4668",="0",="279.0841",="408.7814",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
