 ,220239_105,221057_053,221057_056,221057_073,221364_007,221364_009,221364_022,221364_023,221364_029,221364_032,221364_034,221364_035,221364_037,221364_039,221364_040,221364_041,221364_049,221364_050,221364_063,221364_064,221364_065,221364_073,221364_074,221364_076,221364_077,221364_115,221364_116,221364_117,221364_119,221365_029,221365_083,221365_099,221416_021,221703_179,221703_216,221703_223,221703_224,221719_051,221728_166,221728_167,221728_169,221728_172,221728_175,221728_177,230011_181,230011_184,230011_185,230011_188,230011_189,230011_190,230011_193,230011_194,230011_203,230113_008,233795_113,233795_114,233795_115,233795_116,233795_117,233795_119,233795_120,233795_122,233795_123,233795_129,221089_022,221089_024,221089_038,221089_039,221089_130,221089_131,221089_132,221089_133,221090_105,221364_072,221365_084,221478_204,221478_212,221478_215,221479_143,221479_148,221703_171,221703_173,221703_176,221719_053,221719_055,220191_016,220239_017,221089_026,221089_129,221416_014,221416_016,221416_020,221474_208,221475_266,221476_040,221476_054,221476_060,221476_079,221476_081,221476_095,221476_101,221478_205,221479_147,220191_014,221475_222,221476_055,221476_078,221365_038,221365_064,221367_114,221367_129,221476_037,221476_039,221478_229,221511_042,233285_043,233285_096,233795_121,233282_055,233285_042
="VISam6a",="38.6454",="0",="0",="108.4971",="403.5747",="604.393",="0",="267.4269",="727.3860999999999",="533.8295",="145.7997",="396.5419",="397.5422",="208.7453",="0",="592.5114",="0",="155.1514",="16.0896",="0",="0",="0",="0",="0",="113.5246",="0",="292.1303",="0",="0",="349.9018",="710.8124",="140.9512",="120.4516",="225.3053",="0",="246.723",="68.9642",="0",="29.9227",="11.604",="0",="0",="0",="0",="0",="288.7109",="0",="0",="0",="234.3629",="694.0121",="0",="480.214",="0",="0",="0",="0",="769.2342",="0",="179.4764",="0",="0",="0",="135.4418",="0",="235.2376",="785.7642",="639.42",="318.4821",="997.2754",="2170.4143",="112.72290000000001",="0",="0",="0",="45.1587",="124.3688",="457.897",="0",="104.1432",="554.3434",="1638.2227",="1033.8317",="0",="67.2035",="1035.8768",="930.2693",="266.2422",="1232.2584",="723.0151",="376.7382",="0",="733.6982",="418.3137",="494.0556",="36.5837",="138.9039",="0",="0",="437.76480000000004",="1244.9416",="0",="631.1653",="2700.7577",="1331.9288",="3906.0965",="968.7504000000001",="0",="0",="137.5513",="418.8808",="174.4857",="29.9028",="47.2122",="1511.0791",="419.3978",="1782.6115",="0",="4.8201",="0"
="VISam6b",="101.7044",="0",="0",="0",="82.0388",="0",="0",="0",="273.6805",="244.8423",="172.5151",="0",="60.768600000000006",="0",="0",="0",="0",="0",="152.3581",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="161.3709",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="165.287",="174.9054",="0",="116.5286",="0",="0",="0",="0",="253.78789999999998",="0",="381.6717",="0",="0",="0",="0",="0",="0",="386.5289",="0",="0",="218.5834",="143.8052",="0",="0",="0",="110.599",="175.0456",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="235.4608",="177.4096",="300.629",="0",="0",="0",="111.01",="0",="0",="0",="0",="349.5505",="0",="0",="21.989",="0",="389.7579",="329.808",="255.9367",="0",="0",="0",="0",="0",="0",="0",="0",="0",="223.6307",="0",="0",="0"
="VISp6a",="13.0166",="387.9485",="1307.2823",="2138.6486",="0",="535.6018",="0",="1234.4393",="514.5756",="1839.453",="1979.5582",="51.0487",="0",="2369.4075",="0",="6273.7275",="417.2768",="2286.4086",="0",="88.2122",="0",="0",="0",="284.8421",="0",="205.7499",="0",="0",="0",="0",="326.0512",="0",="125.3982",="903.6795",="0",="219.7358",="1667.7594",="0",="613.4752",="382.2948",="316.115",="277.4589",="0",="0",="0",="2515.673",="0",="1312.1822",="0",="0",="514.7946",="256.1168",="854.7371",="0",="0",="0",="0",="0",="0",="1889.8189000000002",="0",="0",="0",="0",="1200.4892",="134.6615",="2132.2806",="203.1937",="2434.7531",="1389.7745",="0",="2834.7218",="0",="15.9391",="1491.8094",="2435.1375",="1081.4169",="474.0546",="0",="1008.588",="165.8626",="1512.4318",="1186.5737",="233.8147",="0",="5293.9787",="1294.0737",="1500.364",="3323.3634",="2383.0134",="6197.9316",="1769.9867",="355.6802",="1398.0664",="1547.6567",="226.5669",="565.6958",="0",="0",="1984.4224",="0",="0",="455.3082",="1733.9455",="528.8783",="1841.2486",="770.0372",="284.3395",="0",="883.7444",="0",="89.5154",="427.805",="0",="0",="491.7909",="6410.7693",="0",="127.8046",="474.0482"
="VISp6b",="357.1807",="0",="0",="0",="0",="0",="0",="0",="554.6548",="44.2935",="22.8773",="0",="0",="0",="0",="1436.0381",="0",="0",="0",="193.9358",="0",="0",="0",="48.8951",="206.696",="0",="44.265",="0",="0",="0",="42.956",="0",="0",="491.9095",="0",="108.0377",="51.9719",="0",="0",="0",="144.4293",="0",="0",="0",="148.9899",="0",="0",="0",="0",="0",="0",="0",="140.1635",="0",="0",="0",="0",="0",="0",="153.233",="0",="0",="0",="0",="721.299",="0",="0",="0",="0",="819.1639",="0",="12.1853",="0",="0",="0",="0",="0",="718.5647",="0",="0",="85.4008",="467.789",="7.321",="53.7602",="0",="811.0647",="0",="0",="149.2752",="811.9595",="1238.9458",="259.473",="0",="0",="833.14",="556.9015",="0",="0",="0",="137.5147",="0",="0",="388.5705",="0",="179.7219",="128.6089",="486.4364",="0",="0",="0",="0",="0",="0",="0",="0",="0",="90.8888",="0",="0",="112.4592"
="VISpm6a",="35.8305",="0",="0",="505.5945",="0",="502.286",="0",="242.2574",="301.3046",="568.5086",="367.9715",="604.63",="0",="157.3601",="0",="394.5295",="0",="607.0805",="0",="72.444",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.8712",="109.6642",="0",="58.1574",="0",="0",="0",="7.7273",="0",="201.3903",="14.7215",="0",="24.9102",="0",="0",="0",="455.4109",="0",="416.2665",="0",="0",="277.3515",="0",="0",="0",="0",="0",="0",="0",="0",="1065.2022",="0",="0",="0",="294.0586",="0",="0",="511.1453",="482.7809",="393.3277",="1341.969",="528.6812",="0",="0",="0",="0",="407.673",="79.0798",="0",="0",="0",="0",="59.1111",="2028.0336",="0",="0",="975.0722000000001",="841.1834",="565.7808",="2316.6061",="68.0795",="741.2069",="185.0849",="797.3359",="0",="0",="0",="0",="0",="0",="369.3938",="290.0189",="0",="766.6218",="440.4913",="0",="1455.2109",="663.7579",="0",="0",="109.3175",="446.8408",="0",="0",="0",="668.8404",="353.1423",="1671.9649",="0",="0",="0"
="VISpm6b",="322.6357",="0",="0",="0",="0",="0",="0",="0",="23.1382",="0",="0",="276.1133",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="167.0609",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="158.6604",="0",="0",="0",="0",="0",="93.5343",="0",="0",="0",="0",="0",="0",="1057.7204",="0",="0",="0",="0",="0",="586.2421",="0",="0",="0",="132.2092",="0",="0",="0",="0",="0",="0",="0",="0",="0",="111.7975",="0",="0",="534.174",="258.7909",="0",="0",="0",="0",="0",="0",="0",="0",="0",="35.3299",="0",="0",="0"
="RSPagl5",="1378.0874",="2595.9229",="0",="137.4552",="1529.0554",="3542.9478",="4962.1549",="0",="1686.7104",="149.9879",="1242.7171",="3113.6367",="0",="611.6577",="0",="0",="0",="0",="0",="0",="0",="0",="0",="376.259",="0",="0",="0",="0",="0",="1741.945",="0",="0",="0",="0",="0",="0",="28.5408",="0",="641.1283",="0",="0",="0",="0",="0",="1485.1116",="1221.5783",="1114.0108",="0",="0",="0",="138.6227",="194.3541",="750.9350999999999",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="524.3457",="358.0627",="40.3971",="896.0304",="2148.5839",="44.7557",="0",="0",="2741.4896000000003",="341.8321",="916.1469",="418.3661",="282.2527",="2399.7672",="1481.0539",="157.137",="3536.334",="0",="2477.5048",="1944.0874",="3012.7215",="0",="2385.7691",="1665.7182",="8660.8409",="1551.3219",="893.2197",="306.85200000000003",="0",="555.6818",="0",="0",="4646.7227",="3060.5978999999998",="129.7663",="607.1557",="7370.033100000001",="2585.4895",="0",="657.987",="2533.2282",="0",="0",="379.4158",="0",="29.7981",="80.406",="0",="17.117",="0",="1126.0274",="0",="0",="0"
="RSPagl6a",="205.0913",="650.9368000000001",="636.0323",="522.9296",="873.2922",="1578.4556",="0",="0",="0",="1211.6429",="0",="0",="0",="0",="0",="856.5108",="0",="318.1981",="0",="0",="0",="0",="0",="708.4569",="0",="0",="466.9731",="529.7026",="0",="1661.2378",="0",="1225.5625",="281.8387",="710.6676",="0",="527.1615",="360.4728",="0",="274.7024",="0",="422.9879",="0",="0",="0",="187.717",="0",="0",="0",="734.1536",="30.0562",="0",="821.6734",="482.50350000000003",="0",="190.3281",="0",="0",="0",="0",="0",="502.0266",="0",="0",="0",="0",="373.4997",="381.7462",="498.2601",="854.4654",="771.8295",="2483.172",="614.7731",="0",="0",="411.2095",="356.7136",="820.4701",="738.5574",="525.565",="605.5379",="946.275",="3564.4343",="2818.7805",="0",="1319.0174",="8237.363",="885.7212",="0",="2184.6381",="1295.442",="4753.2359",="640.4028",="79.7777",="0",="329.4722",="0",="6.7278",="1293.5036",="971.0212999999999",="2205.0578",="1024.1846",="652.4654",="2934.7021999999997",="5898.720499999999",="1580.2142",="238.9486",="5969.8405",="0",="0",="0",="0",="1031.7066",="435.9316",="0",="796.009",="0",="502.0686",="0",="0",="0"
="RSPagl6b",="238.4769",="122.8766",="0",="48.7599",="274.2201",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40.4153",="0",="49.8446",="0",="0",="0",="0",="0",="118.5022",="0",="0",="0",="34.0947",="0",="141.7521",="9.4184",="0",="0",="45.1415",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="298.5976",="39.2906",="0",="396.2166",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="92.2409",="0",="155.90859999999998",="216.1497",="4.0903",="189.5576",="93.81450000000001",="115.0059",="0",="0",="205.1207",="0",="0",="238.0159",="0",="0",="153.7974",="241.15619999999998",="78.1663",="0",="284.2145",="369.0423",="0",="0",="36.266",="0",="482.36289999999997",="324.8246",="57.3225",="0",="128.1947",="0",="79.3798",="473.1296",="59.8993",="132.15359999999998",="0",="2.4293",="51.6245",="889.7269",="965.7597000000001",="13.0816",="502.53380000000004",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa1",="695.7723",="6334.9203",="2239.2737",="2808.8053",="120.3455",="215.458",="731.8823",="144.5417",="1427.9126",="495.419",="999.0964",="1490.5109",="21.0068",="484.0275",="521.1114",="213.1044",="318.4465",="0",="3651.5143",="1642.4912",="647.4898",="69.4021",="0",="389.6443",="622.8631",="790.8963",="263.6449",="1317.085",="183.5649",="761.6209",="1873.2311",="7.4679",="494.5611",="805.7279",="123.4872",="2955.6174",="3004.4708",="1322.0452",="4561.9306",="8123.4776",="1600.2783",="656.8554",="5287.1527",="9736.3461",="22.7154",="680.6355",="0",="1629.1055",="5128.9749",="1266.4174",="1327.5063",="229.375",="771.0067",="629.3895",="2041.1309",="2491.5427",="3738.9595",="5761.264999999999",="2836.9063",="3777.5061",="3206.802",="1167.8914",="542.018",="1942.2614",="0",="0",="81.2724",="0",="544.6285",="1416.2756",="473.4473",="430.7891",="1284.6844",="993.6563",="0",="7307.5747",="2622.6493",="5509.9256",="6763.5549",="9.7694",="4933.4692000000005",="2080.8594",="3934.7165999999997",="947.6064",="5935.5249",="0",="0",="119.5122",="4.0974",="2793.8731",="1404.7038",="5029.4989",="1292.5239",="1909.002",="3092.2102",="1625.0999",="670.3387",="5644.5676",="3363.7758",="4726.6126",="2075.0086",="8815.4577",="0",="0",="0",="0",="0",="0",="0",="500.9294",="0",="344.3259",="0",="0",="0",="99.4226",="1731.1736",="117.4678",="0",="0"
="VISa2/3",="2993.0563",="13542.2019",="6521.5348",="5767.721",="4754.4659",="1279.9406",="4147.6142",="3700.0344",="4039.0874",="4391.6435",="4862.341",="9413.0914",="2958.0348",="2833.3931",="1661.2788",="3000.5436",="4125.895",="501.3764",="7314.9918",="7483.9206",="2384.5746",="2010.7482",="1313.3553",="2730.5201",="1907.9111",="10312.766",="4477.2713",="5377.0848",="2251.4058",="8063.816",="4057.5239",="3103.1176",="16844.7494",="3666.6189",="1146.4996",="2524.1066",="4658.228",="2909.4993",="8174.0979",="8117.9423",="4585.4003",="4939.849",="7962.7853",="12971.7673",="1268.8023",="5718.6884",="1821.0981",="3827.0522",="7230.5179",="4476.5979",="5005.1006",="3268.3939",="6626.9421",="2951.4943",="2397.0386",="8199.3246",="7219.2083",="7325.380799999999",="6579.0857",="6211.0539",="7145.738",="4702.9684",="3684.2996",="9236.8566",="0",="0",="295.3801",="33.5307",="912.2412",="3255.8506",="1154.4930000000002",="3578.147",="1163.7813",="6468.4541",="359.5506",="5297.1867",="2123.393",="5195.0895",="4243.6149",="2486.9754",="6007.769899999999",="823.7936",="3626.4103",="4509.3997",="4406.1934",="0",="128.5681",="480.727",="0",="7572.2769",="1874.1334000000002",="5750.0381",="7438.7761",="6538.1912",="4836.7328",="6854.8851",="2787.4544",="1940.538",="2502.0906",="3583.9882000000002",="2308.5849",="10870.8621",="3809.5119",="0",="0",="0",="447.4296",="0",="261.0674",="1098.5492",="0",="254.6179",="0",="0",="811.2795",="603.3883",="567.6828",="323.4682",="8.9089",="34.406"
="VISa4",="1705.3343",="2796.0139000000004",="4002.6654",="1450.7477",="857.5517",="263.2025",="1493.8177",="1070.4981",="2522.8223",="913.6017",="2160.899",="4367.3011",="790.7414",="1898.3201",="804.821",="3403.4441",="2170.6472",="1315.4239",="2633.2085",="4555.9599",="1398.9729",="1210.3458",="650.6706",="649.5309",="1517.004",="1967.0226",="2830.4338",="4331.5703",="749.5232",="1503.4461",="1079.6586",="1706.8368",="4111.621",="1188.6338",="1078.2922",="964.4158",="2554.3677",="1414.2955",="2676.6618",="2445.9804",="1362.4633",="2419.4395",="2800.7377",="4778.5745",="2468.7823",="3408.485",="849.4086",="5737.3451",="7210.7586",="4936.4043",="2578.7307",="2343.2927",="2254.105",="3343.4702",="1299.397",="2332.2135",="2671.0571",="3272.3397",="6234.754",="4002.4051",="4719.2811",="1373.3781",="1513.9756",="2650.525",="122.3754",="1899.0353",="175.8461",="380.5814",="212.8591",="287.453",="398.8509",="535.8174",="1939.5458",="2250.6412",="186.9165",="7608.7674",="3632.2324",="2591.1226",="5505.0232",="1325.0969",="1118.3283",="1368.0742",="1387.0958999999998",="3057.7397",="4584.9565",="0",="364.2283",="679.7714",="0",="925.119",="364.0967",="575.7241",="1693.3661",="3847.7652000000003",="1168.0352",="2123.5468",="724.0283",="771.4814",="1267.8677",="1705.4409",="597.6003",="4648.5667",="1184.4766",="22.9814",="0",="0",="516.8623",="0",="0",="1081.5054",="575.7412",="192.3276",="0",="210.2591",="1235.2313",="628.4825",="488.3685",="337.8332",="1046.7709",="2832.5807"
="VISa5",="731.5624",="7257.7672999999995",="6237.1992",="5542.5766",="3443.7506",="1431.4613",="4542.4693",="1934.2278",="3279.2677",="5444.3643",="3901.9665",="7536.5225",="3613.4836",="2813.8976",="4483.6012",="5755.8203",="2929.2441",="1850.9187",="5624.3572",="5529.7512",="1905.5382",="4686.2168",="1199.4172",="3179.602",="1543.4677",="3933.8628",="4656.7885",="4900.5353",="4679.6385",="3953.7889",="4209.0935",="1015.2419",="5204.1089",="2285.2521",="5278.3786",="3320.4757",="4147.2233",="3464.1929",="6373.5661",="7072.5146",="2218.595",="3988.109",="4888.0603",="5880.3823",="2409.5585",="3312.1931",="827.8786",="577.0659",="3760.9135",="3626.187",="1969.3945",="3245.1006",="1692.0528",="3600.0571",="3237.0663",="5241.1216",="7477.0826",="3804.1513",="3661.6676",="7444.4272",="7748.1634",="2333.8142",="4927.7433",="4710.7719",="525.4024",="4053.2713",="3848.8366",="2320.3851",="1465.8529",="2517.1677",="1627.8888000000002",="3000.8639999999996",="1098.9147",="2690.1351",="1829.3770000000002",="7030.67",="4602.6514",="2377.1938",="2641.4581",="4525.5222",="4509.4078",="8012.5968",="4642.3087",="2012.3977",="4983.2407",="2487.9349",="892.1398999999999",="2740.004",="585.6929",="6890.4968",="3137.8849",="2957.1232",="3424.3477",="1853.3863",="3469.3316000000004",="8299.2838",="2400.5584",="2118.3251",="2496.0092",="4262.6905",="3392.5689",="7842.6112",="9824.693",="10821.6026",="2825.5625",="6793.2712",="6508.040300000001",="1131.5963",="487.5255",="4410.8849",="9644.3532",="10969.1477",="3255.0681",="3124.4399",="13486.4099",="3905.7141",="6533.767",="5102.5527",="2016.2033",="2734.7917"
="VISa6a",="438.7961",="1101.2773",="515.7482",="1740.8421",="185.8601",="908.3007",="119.6187",="337.4568",="510.2224",="771.9839",="860.3663",="692.7421",="1370.4697999999999",="462.1431",="194.9953",="786.9504",="681.0082",="280.3966",="942.4782",="569.747",="0",="691.3448999999999",="202.6462",="813.4974",="1702.3833",="692.7364",="187.3542",="1621.7617",="602.3942",="677.4929",="442.3154",="213.3562",="972.7023",="1251.0525",="289.5347",="240.6948",="990.1282",="29.0865",="799.2158",="247.6975",="945.6601",="190.1516",="788.1591",="178.0203",="499.5398",="1042.2981",="149.4775",="169.9245",="1130.3189",="176.2607",="404.7387",="515.2665",="488.7467",="181.6952",="375.5708",="743.9868",="321.0779",="888.3889",="795.8919",="840.75",="414.1476",="571.4649",="565.0094",="219.011",="1385.9663",="503.8693",="1064.733",="948.6307",="1257.7319",="3433.8442",="1487.2302",="1954.3477",="1030.0248",="593.7139",="3192.8063",="1035.5481",="1133.1694",="1055.9013",="361.4257",="216.891",="1440.106",="1971.8016000000002",="961.9192",="531.3637",="516.1886",="2977.0425",="347.6227",="1283.0986",="1197.5805",="4077.2955",="636.2204",="2063.2088",="3820.9281",="2297.6455",="3599.0063",="1678.761",="1177.4989",="1848.3602",="434.64520000000005",="2728.838",="1100.2303",="2197.0424",="1680.6905000000002",="15981.077099999999",="11055.6763",="17795.0879",="5466.0094",="704.3563",="250.7274",="456.954",="984.2795",="2364.0115",="1071.8321",="993.5971",="2938.1408",="2171.514",="4590.0577",="240.0863",="1390.9676",="1409.9926"
="VISrl1",="12.9577",="413.3556",="0",="291.498",="0",="0",="0",="0",="0",="0",="450.2268",="0",="0",="0",="0",="0",="803.5431",="0",="2003.1496",="325.7322",="179.9026",="334.0597",="2210.9787",="626.6227",="2326.0973",="0",="921.6525",="5.5241",="1414.9692",="0",="6197.1562",="0",="0",="162.8025",="0",="10226.6938",="2077.8993",="3498.5237",="0",="0",="859.4865",="0",="1176.1012",="444.1557",="0",="0",="0",="0",="1015.8588",="2620.0815",="2246.5394",="788.7579",="0",="477.1178",="2537.459",="4739.743",="1488.139",="1942.8129",="1933.8753",="2152.1576",="1577.2802",="196.6046",="2559.3185",="135.1169",="0",="0",="2163.2008",="0",="0",="0",="0",="45.0807",="556.7027",="204.2045",="0",="955.0117",="39.3393",="0",="171.4505",="0",="1711.875",="30.4496",="0",="1463.2101",="300.0852",="0",="0",="0",="0",="0",="434.4563",="0",="167.2114",="0",="3582.9076999999997",="305.9434",="4048.7066999999997",="910.8482",="0",="0",="1298.8645",="2012.9359",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="762.3189",="0",="0",="0"
="VISrl6b",="454.6761",="0",="0",="74.2164",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="684.8624",="0",="0",="57.1703",="0",="0",="0",="0",="152.0291",="0",="0",="200.7859",="0",="0",="0",="161.9903",="0",="0",="0",="0",="61.0692",="0",="22.6928",="0",="0",="217.7474",="0",="0",="0",="0",="0",="0",="0",="0",="118.0501",="0",="0",="183.2168",="0",="41.7885",="28.2937",="0",="0",="0",="0",="0",="1.4536",="0",="0",="0",="6.6266",="0",="0",="0",="0",="0",="0",="120.228",="0",="0",="0",="211.8021",="0",="0",="0",="0",="445.3921",="0",="65.1564",="0",="0",="0",="0",="0",="123.4955",="0",="0",="0",="0",="181.8767",="0",="533.1437999999999",="0",="0",="0",="243.0601",="0",="0",="0",="185.0206",="247.2913",="0",="0",="48.9273",="0",="0",="28.585",="0",="0",="0",="0",="0",="0",="0",="0"
="fp",="520.2802",="0",="0",="0",="0",="0",="0",="0",="514.3821",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="353.9162",="0",="1252.1746",="0",="1229.4784",="0",="0",="0",="18.2693",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6.0342",="0",="0",="0",="0",="0",="0",="0",="472.5595",="0",="0",="0",="0",="0",="0",="0",="0",="111.5884",="0",="237.7484",="0",="0",="1328.4272",="208.5744",="0",="0",="0",="0",="630.0287",="106.1113",="695.3254",="0",="0",="0",="0",="0",="0",="39.3347",="0",="0",="1024.8729",="0",="136.958",="0",="655.6573",="0",="0",="0",="1167.057",="0",="0",="0",="0",="627.5762",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccs",="2098.3034000000002",="2634.9141",="392.1212",="609.4209",="2350.2143",="0",="0",="2908.9130999999998",="1329.3402",="852.167",="0",="0",="2260.5645999999997",="1723.2252999999998",="0",="2778.5134",="0",="0",="3044.5234",="0",="0",="4016.4128",="0",="1150.4766",="2255.1364",="0",="1233.9645",="2857.3575",="0",="24.0767",="2007.462",="0",="0",="45.1965",="0",="0",="970.1776",="43.4059",="23.3201",="10.3535",="1123.1381",="2781.0819",="543.6356",="242.3516",="0",="0",="0",="0",="0",="1118.3591000000001",="1144.0061",="1281.0531",="1338.922",="0",="0",="42.4939",="98.1969",="3097.4981",="0",="3522.0537999999997",="3518.8216999999995",="0",="0",="0",="845.8259",="4024.7906000000003",="1759.9854",="1189.1481",="693.5509",="1303.1498",="1441.5141",="1780.426",="318.0552",="0",="2318.3602",="3079.7545",="2761.333",="2469.6146",="2951.1264",="1915.3418",="1719.0002",="714.3074",="1075.5999000000002",="2923.5404",="995.6593",="923.1472",="72.8099",="1917.0523",="0",="643.1319",="3579.9826000000003",="543.4162",="2444.4022999999997",="1047.7311",="3354.8614",="3875.8227",="3336.1154",="4897.8012",="1992.0485",="1002.4291",="361.8446",="1024.819",="2030.3665999999998",="2575.205",="3451.0676000000003",="2959.1992",="2601.9304",="400.1724",="286.3649",="0",="0",="0",="212.4348",="0",="0",="417.3024",="0",="0",="395.3185",="455.8814"
="cing",="890.9795",="1039.6138",="714.1153",="1226.8006",="1371.5927",="185.9468",="0",="1056.3400000000001",="1520.1586000000002",="751.5695",="504.6707",="583.1534",="1839.389",="337.1223",="0",="1932.5797",="0",="2923.7749999999996",="1727.8732",="0",="0",="441.126",="657.8727",="616.7984",="976.8149",="38.6873",="2086.7801",="943.2296",="0",="1069.958",="2503.3082000000004",="0",="572.7067",="2701.0088",="0",="0",="1221.4362",="0",="0",="0",="889.7024",="1341.6823",="713.5875",="0",="2.9519",="94.4029",="974.2738",="0",="0",="2204.3361999999997",="2715.3396000000002",="1806.8486",="3980.3987",="0",="0",="0",="0",="1918.0304",="0",="580.1709",="684.8579",="0",="0",="0",="1111.6771",="0",="3049.6772",="1983.2455",="1358.4587",="2790.8044",="2046.3744000000002",="4025.6297999999997",="0",="0",="2462.9836",="4186.4626",="1693.6791999999998",="1886.3546999999999",="1257.1724",="910.7736",="2988.076",="2941.2007",="2594.1572",="3813.1988",="2634.0438",="3626.6281",="1818.9595",="210.9549",="4475.549",="2697.6869",="5948.3463",="3749.2083000000002",="1922.2069999999999",="342.1436",="1573.9033",="3785.1158000000005",="1849.8882",="2233.8445",="1613.0789",="6817.414699999999",="673.2598",="1111.9474",="1005.3706999999999",="1981.7902",="2103.2803",="1864.7774",="7870.571",="0",="0",="0",="0",="101.1546",="0",="0",="0",="0",="209.1702",="0",="0",="0"
="scwm",="62.7299",="0",="99.9708",="0",="0",="0",="0",="404.789",="0",="0",="0",="25.3961",="195.9297",="279.7246",="0",="185.7063",="293.1946",="410.7757",="519.7008000000001",="0",="0",="200.52",="35.4399",="110.2462",="570.6052999999999",="267.0888",="60.4901",="543.2619",="0",="654.6577",="574.1111",="251.7868",="97.2021",="578.588",="0",="0",="265.9312",="0",="515.3116",="695.0189",="100.5972",="92.0576",="142.6601",="0",="462.8889",="1749.5175",="237.2737",="0",="0",="166.5654",="194.6679",="0",="1429.7457",="0",="434.8485",="0",="42.1218",="94.72890000000001",="0",="150.6941",="128.5638",="0",="0",="28.6729",="788.035",="871.5187",="0",="1859.9158",="835.5502",="966.4777",="610.5085",="1327.9339",="867.4541",="115.9535",="714.3744",="637.2338",="987.6525",="1572.5798",="674.4426",="0",="463.9589",="1260.4254",="1371.5353",="182.85979999999998",="1056.7726",="248.3374",="932.8484",="125.3265",="1130.7191",="1063.0279",="213.4508",="2271.4161",="895.3174",="0",="89.4584",="2811.0581",="793.7346",="1150.9659",="1233.2213",="597.9985",="97.6237",="536.0934",="0",="0",="23.165",="941.048",="359.5789",="0",="0",="635.4195",="266.5693",="290.8707",="0",="640.2244",="697.3631",="10.2136",="812.9129",="0",="0",="0"
="SSp-ul4",="0",="48.7511",="4802.2018",="0",="0",="0",="0",="0",="0",="0",="0",="605.6017",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1872.6139",="0",="0",="0",="163.9317",="0",="0",="215.9292",="0",="0",="0",="0",="265.3794",="0",="0",="0",="0",="85.8938",="0",="353.9061",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="78.207",="0",="0",="0",="0",="1158.2824",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.7241",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul5",="0",="57.1357",="2335.1202",="0",="0",="0",="0",="230.401",="0",="0",="16.56",="565.9366",="0",="0",="0",="88.9814",="0",="0",="83.9996",="20.7698",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="425.6352",="0",="0",="1005.4738",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="113.5078",="243.206",="407.3126",="0",="0",="317.6362",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="37.9235",="0",="0",="0",="0",="0",="0",="39.8224",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="33.5196",="79.3494",="0",="0",="0",="0",="299.8085",="0",="0",="0",="0",="0",="0",="0",="0"
