 ,221057_111,221057_112,221057_113,221057_114,221057_116,221057_117,221057_118,221057_128,221057_146,221057_147,221481_427,221705_088,221726_105,221727_012,221727_014,221728_143,221728_144,221752_042,230011_212,230011_213,230011_214,230066_086,230066_088,230066_090,230066_091,230066_092,230080_302,231566_043,231567_009,233668_037,233668_038,233668_039,233668_040,233668_042,233668_043,233668_044,233668_045,233668_047,233668_050,233668_098,233795_010,220193_062,221420_005,220193_051,220193_054,220239_006,220239_022,220239_056,221089_110,221089_138,221367_105,221420_001,221420_006,221420_007,221420_009,221420_011,221420_015,221474_182,221474_200,221475_276,230066_111,230066_139,230066_144,233666_016,233666_017,233667_054,233667_067,233667_098,233667_101,233667_200,233667_209,220239_018,221367_106,221474_188,221513_027,233285_065,233285_067,233285_083,220239_058,221224_379,221367_104,221475_299,233666_001,233666_002,233666_003,233666_010,233666_011,233666_012,233666_013,233666_014,233666_035,233666_037,233666_039,233666_040,233666_041,233666_043,233666_044,233666_045,233666_051,233666_053,233666_055,233666_060,233666_063,233666_065,233666_244,233667_053,233667_055,233667_059,233667_061,233667_062,233667_065,233667_066,233667_088,233667_090,233667_097,233667_099,233667_112,233667_113,233667_124,233667_126,233667_194,233667_195,233667_196,233667_197,233667_198,233667_199,233667_202,233667_205,233667_210,233667_211,233667_212,233667_213,233667_214,233667_215,233667_216,233281_106,233285_085,233666_034,233666_038,233666_042,233666_054
="VISpl6a",="0",="0",="0",="0",="0",="0",="343.7993",="0",="107.2404",="0",="0",="0",="0",="141.6896",="0",="0",="0",="0",="0",="0",="1480.3341",="0",="0",="566.1929",="0",="0",="606.0684",="0",="0",="0",="444.81",="450.0006",="0",="0",="925.2907",="0",="503.4846",="10.6322",="1768.1782",="0",="332.2019",="306.7894",="0",="0",="52.6545",="0",="356.4589",="508.3363",="0",="1676.0873",="0",="0",="0",="0",="0",="0",="0",="31.4099",="84.128",="0",="0",="0",="724.8144",="0",="0",="344.3128",="374.4827",="80.5636",="0",="0",="394.1426",="400.9326",="0",="1393.3327",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="740.6715",="0",="0",="0",="0",="0",="0",="0",="0",="0",="167.7419",="0",="0",="12.9211",="0",="0",="0",="0",="0",="145.4849",="0",="0",="0",="0",="0",="580.6032",="0",="0",="0",="0",="0",="0",="0",="0",="0",="277.9693",="0",="0",="0"
="VISa1",="0",="0",="0",="0",="0",="0",="438.1331",="0",="0",="0",="0",="156.2692",="174.0212",="0",="45.2257",="0",="468.2903",="49.0298",="0",="0",="0",="0",="0",="0",="0",="0",="0",="280.6814",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="175.2284",="3039.8013",="0",="180.3212",="4110.061",="123.003",="0",="3880.5228",="0",="133.8032",="1263.1921",="2105.5436",="1003.5664",="2491.3087",="2955.5068",="4441.0269",="0",="750.3514",="958.2298",="0",="0",="41.9828",="0",="0",="0",="0",="87.5775",="0",="0",="0",="172.9051",="0",="0",="0",="788.2317",="497.1964",="8313.9679",="5074.2212",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa2/3",="0",="0",="0",="0",="0",="0",="5014.0437",="0",="0",="0",="0",="445.2772",="330.1503",="0",="4093.3415",="0",="338.606",="207.1145",="0",="0",="0",="0",="0",="277.3837",="0",="0",="0",="1678.3494",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1469.7686",="284.7442",="0",="1000.8034",="425.3054",="543.9514",="109.8496",="4436.0923",="0",="3329.6823",="1997.4888",="2103.3458",="599.1264000000001",="7645.3206",="3590.0586",="2292.7188",="0",="486.064",="1025.9664",="0",="698.8803",="496.9187",="0",="0",="0",="26.1744",="413.6358",="0",="0",="0",="374.31100000000004",="118.2828",="0",="0",="612.6924",="0",="141.2025",="1199.7874",="0",="0",="921.2385",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa4",="0",="0",="0",="0",="0",="0",="208.3522",="0",="0",="0",="0",="320.93350000000004",="64.877",="0",="185.4084",="0",="0",="0",="0",="0",="0",="0",="0",="55.8719",="0",="0",="0",="587.2711",="0",="0",="0",="0",="0",="0",="515.6798",="0",="0",="0",="0",="0",="0",="289.0218",="55.5574",="0",="72.0844",="0",="201.60629999999998",="654.2435",="605.7433",="0",="633.7119",="134.1641",="90.2291",="9.9734",="404.018",="194.8295",="423.5381",="0",="29.9672",="196.2728",="0",="196.822",="17.7743",="0",="0",="0",="39.1745",="102.48",="0",="0",="0",="268.09819999999996",="81.5134",="0",="88.1844",="519.8399",="0",="0",="499.0041",="0",="0",="29.7667",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl1",="0",="0",="0",="0",="0",="0",="0",="1681.4752",="0",="577.2577",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5675.8058",="0",="0",="0",="15.3438",="0",="240.2665",="217.2221",="0",="0",="305.39480000000003",="0",="0",="191.1976",="24.6886",="0",="412.0753",="0",="219.0226",="0",="2508.4178",="4426.3536",="0",="0",="0",="1562.9492",="0",="0",="0",="0",="0",="0",="0",="0",="283.6891",="0",="0",="0",="9412.0843",="0",="0",="0",="0",="266.3628",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.6425",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2365.7475",="57.6347",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="687.6386",="0",="0"
="VISl2/3",="0",="0",="0",="0",="0",="0",="0",="12749.5684",="0",="2723.7487",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10760.573",="0",="0",="0",="222.1133",="0",="4199.7024",="4738.1328",="0",="0",="13532.8848",="166.6475",="443.5172",="2913.9061",="237.9281",="0",="1300.5551",="0",="0",="0",="69.5327",="1250.1748",="0",="0",="0",="474.7189",="0",="0",="0",="0",="0",="0",="0",="0",="419.6414",="0",="0",="0",="1021.3822",="0",="0",="0",="0",="1579.931",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="551.368",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl4",="0",="0",="0",="0",="0",="0",="0",="620.1201",="0",="957.3839",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="762.6239",="0",="0",="0",="0",="0",="2399.727",="2561.9188",="0",="0",="3651.3046999999997",="639.1234",="1021.925",="562.5238",="0",="0",="26.6766",="0",="0",="0",="0",="140.3019",="0",="0",="0",="344.464",="0",="0",="0",="0",="0",="0",="0",="0",="182.6796",="0",="0",="0",="2033.3592",="0",="0",="0",="0",="426.7144",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="225.6379",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl5",="0",="0",="0",="0",="0",="0",="0",="1643.5513",="0",="3365.8186",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2564.1175",="0",="345.8212",="0",="307.1357",="0",="634.1313",="1596.1327",="0",="0",="6158.116599999999",="405.4405",="0",="3826.7824",="617.7191",="0",="198.5023",="0",="0",="0",="759.545",="507.1183",="0",="839.7716",="0",="473.481",="0",="457.2993",="612.0128",="0",="0",="0",="0",="0",="287.6403",="0",="0",="0",="1801.3376",="0",="0",="0",="0",="552.3978",="0",="0",="0",="0",="0",="0",="252.3668",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="142.9458",="0",="0",="0",="0",="606.9105",="0",="0",="0",="0",="0",="0",="0",="0",="0",="84.1529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli1",="0",="0",="0",="0",="0",="0",="0",="105.4691",="0",="179.2956",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="965.3746",="0",="0",="0",="510.4613",="0",="146.5456",="54.6103",="0",="0",="0",="0",="0",="0",="0",="0",="2159.7823",="0",="744.3982",="0",="502.7204",="1940.8439",="0",="0",="0",="2018.4257",="0",="36.8015",="0",="0",="0",="0",="0",="0",="994.3468",="0",="0",="0",="2609.5847",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="49.4668",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1167.1639",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="370.0425",="0",="0"
="VISli2/3",="0",="0",="0",="0",="0",="0",="0",="2090.9053",="0",="3326.3701",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2508.3778",="0",="0",="0",="4854.7216",="0",="1570.9637",="2170.1541",="0",="0",="9.0207",="0",="0",="0",="0",="0",="6952.2159",="0",="135.1495",="0",="0",="357.5453",="0",="0",="0",="426.321",="0",="708.5286",="0",="0",="0",="0",="0",="0",="618.0978",="0",="0",="0",="411.0311",="0",="0",="0",="0",="255.9524",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="189.1557",="0",="0"
="VISli4",="0",="0",="0",="0",="0",="0",="0",="680.0377",="0",="786.9417",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="328.4699",="0",="0",="0",="849.3692",="0",="446.1569",="183.1421",="0",="0",="0",="47.943",="0",="0",="0",="0",="1680.4964",="0",="53.8446",="0",="0",="159.1195",="0",="0",="0",="11.8898",="0",="199.5791",="0",="0",="0",="0",="0",="0",="2.4292",="0",="0",="0",="248.2055",="0",="0",="0",="0",="99.407",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="98.4777",="0",="0"
="VISli5",="0",="0",="0",="0",="0",="0",="0",="1779.1053",="0",="3468.105",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15.333",="824.7048",="0",="165.8669",="0",="3380.4204",="0",="390.215",="148.8642",="0",="0",="49.8662",="373.8014",="0",="413.0958",="2.7947",="0",="3512.7558",="0",="0",="0",="367.3111",="849.9449",="0",="606.588",="0",="287.4405",="0",="66.1992",="0",="0",="0",="0",="0",="0",="736.7376",="0",="0",="0",="393.7718",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.2665",="106.0452",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="303.4063",="0",="0"
="VISli6a",="0",="0",="0",="0",="0",="0",="0",="6.1632",="0",="621.9416",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="462.8571",="0",="272.2309",="0",="765.5768",="0",="297.7998",="0",="0",="0",="0",="0",="0",="56.0025",="0",="0",="696.5464",="0",="749.7829",="0",="0",="0",="853.243",="911.1291",="0",="565.986",="0",="0",="0",="0",="0",="0",="0",="0",="1046.2984",="0",="0",="0",="237.5862",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="132.5307",="848.9518",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="234.9213",="0",="0"
="VISpor4",="0",="0",="0",="0",="0",="0",="0",="3.0396",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="54.5124",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.3133",="0",="0",="0",="0",="0",="0",="0",="0",="756.5561",="0",="0",="0",="0",="204.0051",="0",="0",="0",="292.0384",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="742.498",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="FC",="0",="0",="0",="0",="0",="0",="0",="20.3436",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="dhc",="0",="0",="0",="0",="0",="0",="0",="610.5886",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="149.6387",="0",="0",="0",="0",="0",="0",="0",="0",="0",="622.5926",="212.8243",="0",="0",="1740.1964",="0",="0",="199.1424",="0",="0",="0",="0",="0",="231.5462",="596.5072",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="54.2702",="0",="0",="0",="0",="0",="0",="171.0126",="0",="0",="0",="778.1556",="0",="511.2237",="0",="0",="0",="0",="212.9985",="0",="0",="237.3694",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="922.5905",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="596.6441",="964.1517",="596.1578",="629.1709",="264.6822",="489.2003",="629.5774",="708.0519",="635.3641",="639.7569",="525.8474",="0",="928.913",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6b",="0",="0",="0",="0",="0",="0",="0",="0",="15.8881",="0",="0",="190.6219",="0",="36.8937",="37.1103",="0",="0",="264.3433",="0",="0",="304.5949",="0",="0",="64.4072",="0",="0",="0",="0",="0",="0",="120.2091",="0",="0",="0",="0",="0",="0",="0",="0",="12.1048",="0",="0",="0",="97.0152",="34.9488",="119.11250000000001",="39.4504",="146.6012",="0",="15.9017",="71.5411",="0",="0",="0",="38.0522",="0",="217.2816",="310.4093",="0",="75.9844",="0",="108.5826",="0",="0",="0",="475.2735",="460.0946",="1383.8317",="244.0536",="104.7903",="0",="574.4196",="0",="85.6957",="339.1479",="194.7715",="195.5138",="248.5281",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.6679",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="178.0795",="0",="0",="0",="42.0709",="30.1829",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="123.39",="0",="0",="0",="0",="0"
="AUDpo1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="96.614",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="631.0832",="791.9337",="0",="0",="0",="1425.2392",="0",="0",="0",="0",="0",="0",="0",="0",="1900.3738",="0",="0",="0",="0",="0",="0",="0",="0",="410.6373",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1356.7926",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="322.1502",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="523.3741",="0",="0",="0",="0",="147.2335",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="576.4099",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="63.6648",="0",="0",="0",="0",="0",="0",="0",="0",="0",="882.0749",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.719",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="32.7347",="0",="0",="0",="0",="0",="0",="0",="0",="510.2864",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="75.5304",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="166.1452",="0",="833.8151",="0",="0",="0",="0",="0",="0",="448.3883",="0",="0",="0",="249.5217",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="796.0576",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="967.0819",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="502.4841",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1.742",="0",="1325.384",="0",="0",="0",="0",="0",="0",="508.0227",="0",="0",="0",="287.799",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="37.7305",="0",="0",="0",="0",="0",="0",="0",="0",="0",="501.9258",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="185.6042",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.4858",="0",="0",="0",="174.7983",="0",="0",="0",="0",="0",="0",="132.3713",="0",="0",="0",="130.107",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="90.7801",="0",="0",="0",="0",="0",="0",="0",="0",="345.2869",="698.6795",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="595.5894",="838.9047",="0",="0",="0",="0",="0",="0",="0",="0",="696.6715",="1093.4384",="1597.9082",="0",="0",="0",="125.4957",="0",="0",="0",="0",="0",="0",="512.9958",="0",="0",="0",="254.0368",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.0634",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="483.2718",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="137.5698",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.2314",="62.7306",="0",="0",="0",="84.6983",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="61.3279",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="685.1806",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="142.6617",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="85.6701",="0",="0"
="VISpor6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.1957",="0",="0",="0",="0",="0",="0",="0",="0",="0",="188.9197",="0",="0",="0",="455.9043",="0",="0",="352.2116",="0",="0",="0",="200.7274",="0",="0",="0",="0",="0",="0",="0",="326.1966",="0",="494.3205",="418.0996",="0",="0",="1030.4454",="0",="6.4539",="839.6396",="0",="2373.335",="0",="0",="0",="0",="0",="0",="0",="0",="210.9931",="0",="0",="0",="0",="0",="0",="673.502",="0",="978.18",="0",="0",="0",="0",="0",="3303.5026",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="213.0426",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.7263",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="231.6982",="23.2303",="0",="0",="0",="0",="0",="0",="124.7751",="0",="249.235",="0",="0",="0",="289.3627",="0",="329.4373",="0",="0",="163.5851",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="143.5966",="0",="0",="0",="0",="0",="21.0843",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="54.276",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
