 ,221057_071,221057_088,221057_090,221057_098,221057_102,221057_103,221057_107,221057_152,221057_155,221057_156,221364_052,221364_081,221364_085,221364_087,221479_216,221479_226,221481_118,221481_507,221481_513,221701_034,221701_035,221701_039,221701_048,221701_052,221701_055,221701_056,221701_060,221701_062,221727_015,230066_079,230066_083,230066_087,230066_089,230066_121,230066_122,230066_125,230066_127,231570_012,231685_259,231687_008,231687_016,233379_001,233379_049,233379_050,233379_051,233379_052,233379_112,233379_114,233379_115,233379_122,233379_124,233379_129,233668_057,233668_075,233668_076,233668_097,233668_130,233668_170,233795_001,233795_011,233795_073,233795_075,233795_090,233795_125,221090_095,221090_098,221417_015,221417_016,221418_128,221418_129,221418_139,221478_278,221480_100,221702_004,231685_255,231685_274,231685_275,231685_286,233379_031,233379_036,233379_039,233379_040,233379_097,233379_100,233379_102,233379_103,233379_107,233379_109,233379_130,233379_142,233380_036,233380_092,233380_094,233666_218,221090_092,221090_094,221090_099,221091_113,221091_125,221091_141,221418_001,221418_127,221418_131,221418_132,221418_133,221418_135,221418_136,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221479_185,221479_236,221515_017,231685_244,231687_014,233285_248,233379_123,233666_168,233666_201,233667_256,233667_269,233667_289,221091_171,231687_017,233284_183,233285_047,212073_012,221225_015,221226_023,221365_066,221365_067,221365_072,221365_073,231687_002,231687_012,233285_008,233285_040,233285_044,233285_246,233666_192,233666_214,233666_215,233666_222,233666_225,221515_016,221536_029,221719_054,233281_086,233281_096,233285_039,233285_041,233285_048
="VISp5",="6171.9716",="4241.4428",="3323.5875",="5261.9566",="3048.5037",="3234.3322",="2668.989",="9729.9667",="3688.1276",="4835.5105",="3597.5251",="4681.6953",="1424.0628",="5135.2964",="7980.7147",="4372.3616",="9093.453000000001",="4543.0731",="4822.4508",="10748.1986",="6071.8115",="4726.204",="2261.5113",="2436.7236",="1507.2233",="2328.8552",="6204.7055",="1794.171",="3919.2403",="1546.9734",="4437.0596",="8140.5253",="2146.1684",="6919.7725",="10177.0611",="9384.9936",="5046.0796",="7089.178",="8202.2369",="1755.6344",="5687.4547",="3785.0071",="4263.3907",="2508.7722",="3267.3772",="3049.5804",="5921.7717",="2451.0779",="905.2858",="5636.0294",="2680.9387",="4701.3612",="2581.206",="13110.4433",="6726.9074",="3473.1798",="6152.9793",="9722.7916",="3827.9849",="1890.1599",="4299.582899999999",="8918.751",="5738.3282",="3826.7071",="4477.2336",="3894.2141",="6990.348",="6699.3537",="4662.7151",="3028.8398",="10796.0308",="4184.2893",="11167.0752",="5042.5079",="3452.0769",="4594.2847",="6622.6709",="5042.8578",="2154.5105",="2278.2124",="1918.2184",="1112.7449",="3598.9518",="2066.2016",="1974.6953",="2620.4216",="3408.4006",="1102.8774",="10298.052500000002",="2692.089",="2066.9368999999997",="1919.098",="7321.1303",="5813.2152",="8725.1163",="5571.0149",="11601.5248",="4008.4871",="7393.0749",="6182.8583",="7637.9495",="5134.4081",="10557.9844",="2473.5326",="320.4806",="5062.6666",="1762.8188",="4957.9586",="4040.1545",="11076.5864",="9440.9291",="10320.6988",="8676.9905",="5210.2177",="8613.4395",="11902.1038",="6843.1992",="9474.3272",="7176.9697",="8525.7361",="6279.779",="6101.8408",="2748.4173",="4575.3985999999995",="2081.379",="7071.8586",="13899.3226",="3454.0718",="2460.286",="6166.8893",="6795.0724",="6516.9333",="1459.0843",="394.3551",="464.9952",="1503.3319",="6493.8179",="5493.3131",="6009.8562",="6091.5113",="1706.8372",="8081.3522",="5187.4446",="3899.404",="5095.0263",="4492.5538",="7407.8347",="728.4946",="1613.4295",="3938.3045",="7250.5241",="2281.5105",="878.3421",="1061.2485",="2962.7341"
="VISp6a",="205.4356",="1641.6968",="394.9492",="1219.2486",="1883.8031",="2033.0811",="784.1726",="1844.3673",="760.0935",="476.8319",="261.7999",="497.0014",="57.1691",="739.509",="1912.1062",="1706.3649",="1666.1597000000002",="662.1512",="178.3703",="577.7966",="1234.018",="2808.6342",="484.6302",="1377.2058",="1927.3673",="1023.8204",="1688.6872",="651.1259",="112.9168",="1803.6209",="1913.9878",="1166.5583",="1036.8127",="3449.6006",="488.86",="1511.8483",="306.2741",="1875.6423",="1279.9377",="597.4982",="1336.779",="1046.8583",="841.6394",="199.3081",="0",="377.7997",="943.0013",="795.006",="789.3242",="466.8753",="1132.986",="1663.7029",="1447.8535",="1975.0774000000001",="1349.216",="748.6978",="1912.8484",="1148.5088",="1651.3073",="685.3746",="440.0722",="274.5226",="3397.8163",="313.8079",="2041.8267",="3423.6131",="4194.3148",="2282.296",="1976.3313",="3069.3176",="2989.3728",="1959.5914",="2123.7427",="1567.623",="4304.0548",="2356.4032",="2322.3305",="815.4362",="1893.7671",="621.59",="393.8635",="1777.5436",="1456.7189",="182.6226",="658.4313",="951.7394",="1256.1595",="1631.836",="1554.8952",="980.2941000000001",="3609.6749",="1827.7071",="2090.355",="1084.0141",="1780.1564",="1142.2008",="1733.1236000000001",="2610.286",="1403.0287",="651.3399000000001",="2615.8211",="1218.4795",="1844.0993",="2092.0471",="2140.2907",="2409.3642",="1000.8441",="2464.6344",="1372.202",="8118.5725999999995",="2024.263",="3546.9467",="2497.3542",="3471.62",="1109.4235",="5903.0616",="1082.6478",="1441.4027",="2187.6181",="1220.1485",="1149.6998",="1811.3464",="3344.9435",="6151.8135999999995",="3137.8954",="6395.3923",="36738.2072",="4785.3327",="4324.9518",="2894.9462",="289.2273",="95.817",="1379.3664",="749.7416",="1221.0399",="1564.7055",="1645.1188",="3938.0909",="3633.4286",="3388.1678",="1029.8016",="1435.445",="2585.6433",="1742.601",="833.7177",="834.3605",="3460.831",="1670.4338",="1336.6635",="100.7304",="3290.7149",="2877.6437",="1871.7592",="1249.0769",="2158.7621"
="VISp6b",="144.4756",="117.0394",="0",="0",="0",="932.2777",="1093.2974",="264.2158",="408.5037",="100.2269",="42.9602",="38.6324",="0",="31.8284",="16.8263",="184.9622",="148.6611",="0",="11.7006",="198.6745",="423.085",="562.3497",="0",="72.0195",="617.0975",="152.1382",="402.415",="292.1914",="86.3657",="538.6781",="1003.1499",="219.8176",="103.8024",="70.686",="59.1899",="202.8117",="425.9551",="202.0162",="0",="0",="83.4466",="368.6294",="76.4777",="38.2962",="0",="9.7533",="0",="273.7127",="444.2354",="0",="137.0233",="529.5332",="0",="497.3505",="50.7411",="0",="107.4916",="82.5648",="510.9768",="0",="83.86500000000001",="0",="0",="0",="633.3378",="169.8521",="1659.213",="750.9509",="314.8123",="147.3224",="321.9719",="129.8829",="893.8833",="0",="362.401",="319.233",="427.0095",="490.8804",="243.0808",="608.2514",="549.3837",="515.2963",="414.9527",="45.3897",="338.1228",="106.4906",="550.0315",="67.9158",="1197.3233",="154.2101",="168.7877",="601.0641",="508.8842",="199.2939",="820.518",="340.8843",="702.5181",="542.415",="150.7129",="88.3251",="664.2487",="186.0028",="202.5745",="398.6809",="67.036",="167.7378",="123.4775",="201.0732",="356.7768",="555.9354",="40.9006",="179.9508",="767.7781",="873.46",="1956.7099",="1089.0166",="291.4134",="609.6953",="109.0052",="132.6085",="0",="233.4323",="1613.5136",="710.6216",="1370.1057",="328.656",="6268.340700000001",="2771.5366",="2934.9509",="533.5312",="0",="0",="246.2842",="44.3131",="108.4781",="103.4541",="104.8671",="42.4308",="1186.9116",="56.3731",="0",="77.43",="256.1646",="150.1497",="321.2215",="36.619",="299.5343",="1826.9145",="244.5255",="0",="257.953",="391.0952",="493.7491",="400.7331",="179.2507"
="VISpm1",="1066.5218",="2469.971",="1818.9107",="134.172",="256.4767",="1.8956",="2922.7161",="0",="0",="12.5097",="0",="0",="42.3712",="106.8115",="199.2845",="374.624",="0",="0",="224.4356",="346.7549",="525.7604",="1385.201",="30.637",="55.8629",="2351.7843",="911.4816",="0",="1420.8195",="820.1226",="0",="0",="141.611",="1704.1683",="0",="1294.8622",="198.2615",="0",="0",="0",="0",="0",="455.1874",="0",="309.6073",="1095.8185",="1435.6252",="0",="0",="0",="537.7852",="1304.6673",="0",="0",="0",="0",="518.5313",="26.573",="1345.1541",="0",="183.7771",="0",="0",="0",="5.8262",="198.6423",="927.0973",="398.6508",="83.5673",="282.3932",="223.8518",="205.3631",="0",="357.8246",="0",="4830.9261",="241.7921",="1933.5358",="1053.9201",="0",="820.9525",="257.6104",="336.81190000000004",="3824.567",="502.7982",="971.2398",="616.6864",="39.1651",="206.5143",="1374.7965",="0",="570.5522",="0",="88.3307",="0",="0",="1203.329",="1080.0511",="0",="3771.9695",="4789.513",="3957.0136",="1440.3859",="650.4659",="5765.2672999999995",="867.6191",="974.9999",="1423.3902",="0",="510.8542",="1294.7217",="0",="130.649",="440.7562",="1951.6651",="6813.7461",="1317.7138",="3334.428",="1622.0689",="0",="169.0203",="682.9823",="722.4549",="18.4631",="0",="1064.3095",="49.1237",="0",="4637.5494",="1822.6601",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.4279",="0",="0",="0",="0",="0",="0",="0",="4633.9812",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="2891.6861",="2684.4629",="3873.8579",="2772.489",="765.907",="747.5015",="3623.0848",="0",="0",="2729.8173",="0",="0",="113.4025",="0",="1341.4658",="2639.1276",="0",="240.0614",="1647.3196",="4889.2902",="2485.8255",="2938.8703",="1682.7806",="640.5984",="1488.6707",="781.0062",="417.7503",="5591.4783",="4543.3588",="0",="0",="286.7741",="4907.7626",="0",="310.8919",="107.6511",="0",="149.6502",="0",="0",="0",="691.6379",="407.8044",="518.4181",="969.3132",="2297.5289",="0",="0",="0",="476.6488",="1056.8661",="0",="0",="0",="0",="1493.2955",="1678.6376",="4709.5614",="0",="277.4403",="0",="0",="0",="244.4083",="0",="1017.9666",="73.4242",="138.5718",="149.643",="194.6548",="1997.5098",="0",="46.0382",="0",="2126.6564",="7.7228",="3943.3262",="1086.6596",="0",="813.1922",="789.8403",="0",="1383.1059",="1083.5878",="930.6612",="564.3114",="326.8798",="153.9542",="268.8429",="0",="425.0072",="0",="982.9345",="0",="0",="406.0812",="1280.4967",="709.8784",="2135.8925",="3316.3123",="2677.9359",="2749.3789",="3352.3358",="8173.4653",="672.0159",="539.3848",="1379.5261",="302.7307",="1339.5511999999999",="2642.3635",="0",="942.277",="1195.058",="2052.2207",="1231.6929",="2349.0438",="2287.4209",="1422.8284",="0",="1197.6863",="199.3881",="513.442",="169.1534",="0",="289.6784",="478.8135",="0",="0",="920.5364",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="223.6621",="0",="0",="84.6046",="0",="0",="0",="0",="1245.7839",="0",="0",="0",="0",="0",="153.7717",="0"
="VISpm4",="685.546",="116.5364",="1302.1291",="703.7904",="842.5824",="222.0695",="929.8889",="0",="0",="528.0286",="0",="0",="0",="82.186",="382.383",="430.7674",="44.9978",="0",="162.7741",="661.9321",="1106.553",="544.0615",="335.9578",="349.2829",="455.2459",="200.8255",="0",="1362.5447",="757.0686",="0",="0",="182.2434",="468.9318",="120.634",="0",="0",="0",="0",="0",="0",="0",="499.4625",="20.8166",="340.5087",="517.2267",="125.1978",="0",="0",="0",="0",="0",="0",="0",="0",="0",="68.9242",="394.2006",="857.8163",="0",="202.1623",="0",="0",="0",="285.7813",="0",="349.0028",="0",="0",="0",="0",="263.3382",="0",="114.9314",="0",="0",="71.2735",="87.7057",="372.4768",="0",="224.8869",="0",="0",="1326.6893",="98.9958",="88.94",="864.4859",="845.247",="165.9584",="21.1626",="0",="0",="153.8056",="81.8789",="0",="0",="0",="153.6231",="0",="248.4873",="684.7148",="478.6405",="1107.7117",="1125.4142",="1965.0765000000001",="336.7716",="1010.0789",="534.3561",="0",="34.5719",="1909.2263",="0",="102.4738",="12.37",="1101.5089",="702.1669",="2064.0654",="1015.138",="270.5939",="0",="379.0577",="0",="5.8892",="0",="0",="0",="0",="0",="0",="386.3057",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="96.0153",="0",="235.8864",="0",="0",="0",="0",="0",="729.296",="336.4958",="0",="322.1347",="1293.2513",="116.6542",="1854.0741",="968.1856"
="VISpm5",="852.421",="1736.6023",="2961.6892",="4650.8865",="846.6847",="1112.8723",="1867.275",="0",="126.3259",="3799.0816",="256.2112",="61.0343",="0",="346.1507",="2126.3695",="451.7586",="0",="0",="0",="3204.1248",="1724.1754",="1942.0681",="3159.7111",="1183.0174",="2447.7934",="591.1627",="0",="2004.6113",="1165.04",="0",="350.9562",="1394.2759",="656.4133",="1775.9306",="338.1651",="1652.4607",="630.1507",="0",="88.2899",="0",="0",="452.4964",="1449.6683",="374.6911",="683.7829",="1045.2767",="97.5455",="0",="0",="558.5631",="1044.5349",="0",="332.6341",="316.2421",="328.4646",="131.7375",="1853.4147",="796.1524",="0",="730.445",="0",="34.2703",="581.5214",="337.5641",="0",="295.1025",="0",="0",="0",="1293.4637",="1662.3598",="0",="0",="58.1247",="189.554",="474.8472",="0",="377.3486",="0",="0",="412.5471",="0",="988.1631",="414.9407",="504.1344",="224.4855",="59.9151",="1611.1186",="510.2862",="0",="0",="193.8782",="423.376",="469.3984",="0",="0",="180.8592",="0",="1276.0122",="3708.5732000000003",="1519.8377",="1416.964",="3872.9487",="5190.2442",="1623.9658",="2159.2718",="493.4608",="558.1707",="0",="742.4321",="1109.9528",="1808.2429",="980.2144",="2345.8938",="2338.3527",="2330.2965",="1395.0841",="306.8736",="0",="1326.5241",="0",="322.1785",="113.088",="0",="0",="271.9585",="83.3159",="411.9804",="436.172",="234.6006",="0",="318.2654",="105.469",="0",="332.1191",="1294.3417",="170.0913",="316.5452",="219.585",="556.4363",="0",="624.8434",="443.0526",="0",="0",="0",="305.6879",="4733.5378",="2048.8498",="0",="10059.3628",="7122.9088",="23.9006",="2550.5378",="2425.839"
="VISli1",="1064.6689",="0",="0",="0",="702.0294",="0",="0",="0",="0",="0",="0",="0",="0",="582.7028",="0",="0",="0",="0",="0",="0",="0",="0",="0",="109.5189",="0",="0",="0",="0",="241.2765",="0",="0",="0",="0",="0",="0",="0",="0",="47.6502",="109.8529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="561.1978",="0",="0",="0",="0",="792.9207",="0",="303.6585",="0",="0",="218.2435",="0",="0",="0",="0",="0",="0",="0",="0",="0",="435.1675",="0",="0",="1491.4228",="0",="0",="0",="0",="0",="315.2409",="0",="0",="0",="0",="822.0309",="239.2055",="1635.1967",="0",="0",="0",="0",="0",="450.5481",="0",="0",="0",="392.0064",="0",="0",="0",="0",="1383.9363",="237.265",="0",="16.7581",="0",="0",="0",="1383.4332",="0",="0",="0",="0",="0",="676.0856",="318.0804",="0",="0",="1759.9065",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli2/3",="3403.7843",="0",="0",="0",="3878.3733",="307.8625",="0",="0",="174.4484",="0",="0",="0",="0",="1469.2529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="197.2544",="46.4504",="0",="0",="0",="1266.9591",="0",="0",="0",="0",="0",="0",="0",="0",="288.5999",="245.5731",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="112.1307",="0",="0",="0",="0",="0",="0",="768.6698",="0",="0",="214.1972",="0",="203.1997",="0",="0",="0",="0",="3780.3763",="0",="0",="0",="0",="0",="0",="0",="0",="9.2674",="0",="0",="0",="249.5642",="0",="0",="0",="0",="0",="22.4568",="0",="0",="0",="0",="179.0802",="699.6519",="600.3137",="0",="0",="0",="0",="0",="560.7989",="0",="0",="0",="2438.1458",="0",="0",="0",="0",="1446.3592",="1980.4608",="0",="286.8928",="0",="47.4543",="0",="739.2476",="0",="0",="0",="66.9502",="0",="0",="287.2418",="0",="0",="87.9728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="181.1746",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli4",="1324.8081",="0",="0",="0",="918.2907",="62.6553",="0",="0",="0",="0",="0",="0",="0",="126.2125",="0",="0",="0",="0",="0",="0",="0",="0",="0",="193.2993",="0",="0",="84.8607",="0",="321.2926",="0",="0",="0",="0",="0",="0",="0",="0",="432.9706",="165.6281",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="173.9684",="0",="0",="254.541",="0",="0",="0",="0",="0",="0",="824.4007",="0",="0",="18.7137",="0",="0",="0",="0",="0",="0",="0",="0",="0",="242.7526",="0",="0",="0",="0",="0",="104.0773",="0",="0",="0",="0",="287.0593",="162.6285",="681.9105",="0",="0",="0",="0",="0",="634.4827",="0",="0",="0",="535.6837",="0",="0",="0",="0",="466.0226",="37.0314",="0",="127.0982",="0",="238.6006",="0",="0",="0",="0",="0",="184.2551",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="113.3377",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="1409.3609",="0",="0",="493.4616",="1244.4748",="242.1041",="0",="0",="0",="0",="0",="0",="0",="273.235",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1.8531",="0",="0",="286.1951",="0",="1160.499",="18.2427",="0",="0",="0",="0",="0",="0",="0",="55.4157",="555.4501",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.7737",="0",="0",="0",="99.4817",="0",="718.0147",="0",="0",="514.2371",="0",="0",="0",="0",="0",="0",="345.8654",="0",="0",="933.4555",="137.2849",="0",="143.7311",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="269.6307",="0",="0",="0",="0",="295.1474",="300.5988",="2201.9162",="0",="0",="0",="0",="0",="466.1288",="0",="0",="0",="533.2567",="0",="0",="0",="0",="501.5686",="63.0308",="0",="0",="0",="184.3235",="0",="0",="0",="0",="0",="180.1555",="144.084",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="596.5077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="526.9135",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa2/3",="23.2236",="0",="763.8537",="4447.2653",="0",="0",="3618.1484",="0",="1293.6812",="986.9364",="186.3545",="26.2757",="389.7891",="87.8178",="311.5532",="0",="0",="970.1778",="461.2775",="0",="0",="6394.1066",="0",="0",="0",="0",="2961.3952",="0",="0",="0",="0",="0",="4067.6941",="0",="0",="61.9096",="0",="1213.5653",="0",="62.2326",="433.2298",="1555.3921",="1204.4314",="526.0122",="3934.9215",="2261.8027",="0",="0",="0",="3870.5728",="291.2025",="0",="0",="0",="0",="957.8815",="0",="0",="354.3424",="0",="0",="0",="0",="1493.3223",="0",="232.0579",="112.8676",="0",="905.5592",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="26.0912",="0",="723.7293",="219.1074",="0",="0",="0",="0",="0",="181.3532",="0",="0",="85.9837",="0",="0",="323.2569",="356.5882",="0",="0",="0",="580.0315",="335.9515",="7173.159",="261.863",="1031.0128",="291.1894",="0",="1241.3644",="0",="7686.0012",="54.5765",="275.5706",="0",="0",="0",="0",="0",="0",="0",="2750.856",="0",="0",="0",="0",="65.2024",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="37.1946",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40.8549",="0",="0",="0",="80.611",="0"
="VISa4",="838.5945",="0",="304.4328",="586.1129",="0",="0",="234.4497",="0",="78.1533",="30.4241",="76.8448",="0",="0",="125.3518",="29.0951",="0",="0",="134.7821",="330.4519",="0",="0",="174.2648",="0",="0",="0",="0",="520.0625",="0",="0",="0",="0",="0",="959.3777",="0",="0",="42.4455",="0",="774.2003",="0",="263.6192",="73.5796",="0",="1389.1804",="5.1553",="695.2151",="426.9712",="0",="0",="0",="579.4093",="0",="0",="0",="0",="0",="305.2941",="48.0381",="0",="224.7242",="0",="0",="0",="0",="966.7136",="0",="248.1827",="0",="0",="323.0915",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1163.205",="162.1877",="0",="0",="0",="0",="0",="0",="920.7081",="0",="0",="0",="0",="0",="0",="113.9348",="0",="0",="0",="145.7138",="0",="294.0795",="0",="0",="100.61",="0",="525.0133",="0",="1009.4438",="0",="0",="0",="0",="0",="0",="0",="0",="0",="916.9187",="0",="0",="434.968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.3609",="0",="0",="0",="1189.5811",="0"
="VISa5",="412.7595",="0",="1506.4666",="3219.4951",="0",="0",="698.0988",="0",="641.1272",="185.7832",="1007.4289",="11.9916",="332.6776",="789.6475",="1680.4633",="0",="252.4905",="199.3486",="2774.3963",="0",="0",="837.6925",="0",="0",="0",="0",="1286.1818",="0",="0",="0",="0",="0",="1595.4166",="0",="0",="305.9213",="0",="351.5194",="587.8756",="334.6321",="0",="1208.6939",="2529.8247",="1708.1939",="3029.5399",="1964.1546",="166.5471",="0",="0",="3076.4217",="31.0911",="410.9872",="0",="0",="783.7522",="496.6528",="244.1343",="288.3349",="2483.2779",="0",="0",="563.011",="0",="2257.3014",="0",="18.3622",="27.7415",="0",="593.3148",="678.0945",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="208.5014",="0",="0",="0",="0",="0",="554.2137",="0",="0",="0",="0",="0",="0",="103.0494",="0",="0",="0",="108.9795",="0",="1293.7645",="0",="0",="433.8228",="454.8489",="128.1121",="165.3045",="1945.7702",="205.5622",="367.4472",="0",="0",="0",="0",="0",="0",="0",="825.3431",="0",="0",="104.5359",="0",="0",="0",="0",="0",="201.6211",="267.8857",="46.8254",="0",="663.0127",="441.0669",="199.2088",="0",="177.4125",="330.8193",="0",="170.592",="1401.4316",="6.9583",="0",="0",="0",="0",="0",="0",="0",="1849.7795",="0",="0",="34.3861",="744.8458",="0"
="VISrl2/3",="545.8868",="0",="3841.9401",="4994.4251",="0",="0",="1060.5585",="0",="0",="5772.1085",="2365.6415",="5889.5751",="3849.5502",="3582.8127",="2607.6843",="0",="1683.142",="770.1136",="1234.0236",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5495.2494",="2376.2932",="444.6378",="4811.2168",="513.8949",="0",="17.1468",="0",="2387.224",="2441.6075",="1304.1805",="413.5524",="0",="241.2422",="0",="0",="49.0335",="0",="341.0181",="363.765",="0",="0",="5242.6996",="3644.7715",="779.2279",="2399.1311",="86.4883",="0",="331.76059999999995",="38.2568",="0",="0",="0",="0",="841.1468",="0",="0",="0",="0",="0",="0",="0",="1078.0413",="156.0247",="0",="0",="0",="587.0568",="0",="0",="0",="1423.0467",="0",="0",="0",="724.8339",="1125.9041",="274.6959",="5462.6878",="0",="0",="0",="667.4284",="0",="0",="0",="0",="0",="0",="0",="14.3219",="698.3346",="1180.8433",="0",="550.0893",="0",="0",="0",="0",="1798.3518",="341.7117",="1068.8632",="0",="1277.1566",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="478.3133",="243.5249",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl4",="251.8851",="0",="435.2811",="468.5436",="0",="0",="569.8157",="0",="0",="391.0789",="1011.3232",="245.896",="1134.2713",="2709.0128",="530.2243",="0",="296.809",="829.3527",="358.751",="0",="70.1163",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="679.4137",="856.039",="564.13",="657.0034",="71.6611",="0",="0",="0",="777.0476",="2650.5211999999997",="433.1532",="1243.6659",="0",="200.557",="0",="0",="0",="0",="422.7704",="0",="0",="0",="2424.5769",="897.2299",="195.2692",="589.8465",="222.6078",="98.3896",="529.0473999999999",="101.5061",="0",="0",="0",="0",="1305.2735",="0",="48.8788",="0",="0",="0",="0",="0",="642.2675",="0",="0",="0",="0",="0",="0",="0",="66.7308",="247.9404",="0",="0",="0",="112.1252",="166.5219",="505.02279999999996",="2064.2318999999998",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="866.7472",="1990.5463",="29.959",="168.8992",="0",="0",="0",="25.0893",="1164.6137",="803.5588",="370.9489",="0",="125.8129",="0",="0",="0",="0",="0",="133.6547",="0",="0",="0",="19.6169",="0",="0",="0",="12.8904",="1048.5989",="128.7239",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="169.4141",="0",="0",="0",="0",="0"
="VISrl5",="1091.0891",="0",="53.119",="1390.1712",="0",="0",="455.3476",="0",="0",="34.1055",="1634.3777",="6204.0037",="2156.6043",="5038.084",="1853.2705",="0",="1434.8659",="6196.3151",="2073.1183",="0",="2.4684",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="528.9253",="0",="0",="0",="0",="876.2957",="955.7611",="718.4635",="1363.6486",="0",="60.657",="0",="79.9435",="1281.7923",="2483.4856999999997",="389.7835",="1735.8997",="0",="601.3667",="0",="0",="0",="0",="2925.2693",="0",="0",="0",="7327.5065",="5001.9372",="84.4771",="5805.7984",="349.5752",="54.8166",="57.2706",="154.3292",="0",="0",="0",="0",="1448.9537",="0",="0",="0",="0",="0",="0",="0",="1964.2597",="0",="313.6319",="0",="0",="0",="0",="0",="0",="854.6675",="0",="0",="0",="405.4933",="2056.0168",="872.2240999999999",="1186.209",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="894.1929",="0",="2640.4682000000003",="1036.3466",="1662.2367",="56.6709",="0",="0",="21.0598",="0",="1598.739",="2590.5945",="120.3718",="0",="623.1422",="0",="0",="0",="0",="123.4326",="0",="0",="0",="0",="453.3537",="0",="22.8891",="0",="714.3805",="438.0592",="709.1803",="743.2592",="155.1872",="0",="531.2911",="0",="93.7246",="0",="0",="0",="0",="0",="1837.179",="0",="0",="100.9067",="0",="0"
