 ,212074_008,221450_029,221450_031,221450_036,221450_037,221477_048,221478_364,221478_812,221481_201,221481_296,221481_299,221481_576,221481_602,221714_039,221737_017,221737_018,221737_048,221751_093,221751_094,221751_095,221751_100,221759_018,221759_019,221759_022,230061_037,230061_038,230110_021,230114_004,230114_005,230114_065,230114_066,233795_056,233795_064,233795_065,233795_066,233795_078,233795_079,212074_015,221419_050,221419_051,221419_052,221419_055,221477_062,221478_848,221480_107,221481_203,221481_205,221481_206,221481_208,221481_293,221481_297,221481_578,221481_625,221481_626,230061_039,230114_008,230114_011,230114_013,230114_015,233379_044,233379_046,233379_141,221422_019,230114_010,230114_023,230114_064,221422_002,221224_022,221225_018,221424_048,221426_066,221426_085,221538_001,221538_002,221538_005,221538_028,233285_130
="or",="1",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="1",="1",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="1",="0",="0",="1",="0",="3",="1",="1",="1",="0",="0",="0",="0",="2",="0",="2",="2",="2",="0",="3",="0",="3",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="3",="0",="5",="0",="0",="2",="0",="1",="2",="2",="0",="2",="20"
="cing",="0",="0",="1",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="2",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="scwm",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd1",="0",="13",="0",="6",="0",="2",="6",="0",="1",="0",="2",="0",="11",="1",="0",="0",="1",="0",="9",="0",="1",="1",="0",="0",="0",="0",="1",="9",="17",="37",="1",="1",="1",="1",="10",="5",="0",="2",="36",="21",="17",="0",="0",="1",="0",="1",="2",="0",="2",="4",="0",="5",="0",="1",="0",="0",="16",="0",="5",="20",="1",="0",="0",="0",="6",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="6",="0",="24",="0",="5",="16",="0",="0",="0",="14",="0",="3",="4",="0",="0",="0",="1",="4",="0",="9",="1",="0",="1",="0",="0",="0",="1",="19",="36",="0",="1",="2",="5",="7",="24",="0",="1",="8",="1",="12",="0",="0",="4",="0",="0",="0",="0",="4",="3",="0",="0",="0",="0",="0",="0",="2",="0",="1",="3",="1",="0",="0",="0",="6",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0"
="AUDd5",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="1",="2",="0",="2",="0",="0",="0",="1",="1",="1",="4",="5",="4",="1",="0",="0",="6",="0",="0",="3",="0",="3",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="4",="0",="1",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="6",="1",="0",="0",="0",="17",="0",="17",="0",="19",="0",="0",="0",="0",="0"
="AUDp6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="4",="0",="15",="0",="5",="0",="0",="0",="0",="1"
="AUDp6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="3",="0",="0",="5",="0",="3",="0",="0",="0",="0",="0"
="AUDv6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDv6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1"
="VISl1",="0",="1",="0",="4",="1",="0",="8",="1",="22",="0",="1",="11",="9",="5",="15",="0",="1",="0",="3",="2",="0",="1",="0",="0",="0",="4",="0",="4",="0",="1",="0",="2",="1",="12",="0",="0",="5",="8",="6",="3",="6",="3",="0",="1",="9",="18",="11",="22",="19",="20",="8",="3",="28",="17",="0",="0",="0",="2",="4",="7",="33",="9",="0",="1",="2",="2",="0",="0",="0",="1",="11",="0",="0",="0",="0",="0",="8"
="VISl2/3",="0",="2",="0",="10",="1",="1",="32",="3",="2",="0",="8",="9",="37",="5",="13",="3",="0",="0",="1",="3",="1",="3",="0",="0",="2",="2",="0",="1",="0",="3",="0",="0",="0",="3",="0",="1",="0",="3",="2",="1",="7",="1",="0",="1",="3",="1",="1",="6",="28",="13",="2",="0",="6",="2",="0",="0",="0",="0",="1",="0",="3",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl4",="0",="1",="0",="2",="0",="0",="1",="1",="1",="1",="0",="3",="12",="2",="4",="0",="1",="1",="1",="1",="0",="0",="0",="2",="0",="1",="0",="1",="0",="1",="0",="1",="0",="1",="0",="0",="0",="5",="0",="2",="0",="2",="0",="0",="1",="12",="3",="12",="12",="7",="1",="8",="5",="3",="0",="0",="0",="0",="0",="2",="6",="0",="0",="0",="0",="1",="0",="0",="2",="0",="3",="0",="0",="1",="1",="2",="1"
="RSPagl2/3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10",="3",="0",="2",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="2",="11",="2",="0",="1",="0",="0",="0",="10",="2",="3",="0",="0",="0",="0",="9",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6a",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="13",="2",="0",="2",="0",="1",="0",="0",="0",="0",="2"
="TEa6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="ECT5",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ec",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ar",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0"
="AUDpo1",="0",="0",="3",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="1",="0",="0",="0",="2",="0",="4",="5",="0",="5",="5",="6",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11",="2",="2",="0",="0",="0",="2",="3",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0"
="VISam5",="0",="0",="1",="0",="6",="0",="0",="8",="1",="9",="1",="31",="8",="4",="1",="5",="6",="0",="0",="26",="1",="0",="1",="6",="2",="0",="1",="14",="1",="0",="1",="1",="0",="0",="1",="0",="0",="3",="2",="4",="0",="1",="2",="0",="0",="2",="0",="4",="0",="1",="0",="16",="3",="0",="0",="0",="2",="1",="0",="2",="0",="0",="0",="0",="4",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm6a",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="9",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd1",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="6",="1",="0",="0",="0",="0",="0",="0",="5",="31",="1",="3",="4",="0",="0",="0",="1",="8",="0",="0",="0",="0",="4",="25",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11",="0",="0",="0",="0",="11",="3",="0",="72",="6",="0",="0",="0",="0",="4",="0",="0",="0",="3",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv6a",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd4",="0",="0",="0",="7",="0",="2",="3",="0",="0",="1",="9",="2",="4",="0",="1",="0",="3",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="3",="3",="9",="0",="0",="2",="3",="7",="5",="0",="2",="2",="19",="1",="0",="0",="3",="0",="0",="0",="0",="0",="0",="4",="1",="0",="0",="0",="0",="13",="0",="1",="5",="1",="0",="0",="0",="3",="0",="4",="3",="0",="2",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="0",="0",="13",="1",="6",="8",="2",="0",="0",="8",="0",="3",="4",="5",="0",="0",="0",="5",="0",="14",="0",="0",="0",="1",="0",="0",="0",="7",="6",="2",="1",="0",="2",="4",="11",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="30",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="7",="0",="3",="0",="0",="0",="0",="0",="0",="0"
="SSs4",="0",="0",="0",="2",="0",="0",="10",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="1",="0",="0",="10",="0",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0"
="SSs5",="0",="0",="0",="1",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="2",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="3",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="3",="0",="3",="0",="1",="0",="0",="0",="0",="0"
="VISpor2/3",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="1",="0",="0",="0",="1",="5",="1",="19",="0",="0",="0",="0",="6",="0",="11",="0",="0",="0",="0",="1",="0",="0",="3",="0",="0",="1",="2",="5",="0",="0",="0",="9",="0",="15",="4",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor5",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="1",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="15",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl1",="0",="0",="0",="6",="0",="1",="0",="13",="33",="3",="8",="11",="21",="2",="1",="0",="5",="3",="10",="5",="2",="0",="0",="1",="0",="0",="0",="8",="5",="4",="2",="4",="0",="6",="5",="23",="9",="4",="25",="6",="6",="0",="0",="16",="6",="7",="18",="9",="26",="7",="1",="23",="15",="17",="0",="2",="1",="0",="18",="37",="4",="5",="0",="0",="1",="0",="0",="1",="1",="0",="6",="0",="0",="0",="0",="0",="1"
="VISrl6a",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="11",="4",="0",="1",="2",="0",="2",="0",="1",="0",="0"
="VISam4",="0",="0",="0",="0",="2",="0",="0",="1",="2",="1",="0",="5",="1",="0",="1",="0",="0",="0",="0",="4",="3",="0",="1",="1",="0",="0",="1",="4",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="1",="2",="1",="2",="0",="10",="2",="0",="0",="0",="10",="4",="0",="0",="0",="2",="1",="0",="3",="0",="0",="0",="0",="3",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccs",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="2",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr1",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="3",="0",="0",="0",="2",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="13",="8",="0",="1",="6",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr2/3",="0",="0",="0",="0",="0",="1",="13",="0",="0",="0",="0",="0",="0",="0",="3",="1",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="3",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr4",="0",="0",="0",="0",="0",="1",="5",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="4",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr5",="0",="0",="0",="0",="0",="5",="7",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="2",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un5",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6a",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs1",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="11",="1",="0",="2",="0",="0",="0",="0",="0",="0",="3",="8",="0",="0",="0",="0",="6",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0"
="SSs2/3",="0",="0",="0",="0",="0",="0",="9",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="4",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0"
="SSs6a",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0"
="AUDd1",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="9",="7",="2",="1",="1",="1",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="1",="0",="0",="1",="1",="0",="0",="1",="0",="6",="0",="0",="5",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="3",="0",="27",="0",="20",="0",="0",="0",="0",="0"
="AUDd2/3",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="6",="4",="4",="0",="1",="2",="3",="0",="0",="0",="0",="0",="4",="1",="0",="0",="0",="1",="1",="0",="6",="0",="0",="1",="0",="0",="2",="0",="0",="4",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="3",="0",="0",="0",="0",="0",="0",="0"
="AUDd4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="3",="14",="0",="0",="0",="4",="0",="0",="6",="0",="0",="0",="0",="1",="0",="0",="6",="1",="2",="0",="2",="0",="1",="6",="0",="1",="0",="0",="4",="3",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="0",="0",="0",="1"
="VISam6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
