NeuronId,x,y,z
="221521_067.swc",="6663.7998046875",="3186.3798828125",="983.2000122070312"
="221529_001.swc",="7326.02001953125",="1915.760009765625",="9973.0595703125"
="221585_027.swc",="6598.7998046875",="3791.860107421875",="10393.400390625"
="221585_028.swc",="6524.6201171875",="3720.300048828125",="10401.2001953125"
="221585_036.swc",="6789.5400390625",="3818.3798828125",="10444.2998046875"
="221585_050.swc",="6410.1201171875",="3981.4599609375",="10383.7001953125"
="221586_091.swc",="6320.81982421875",="2650.4599609375",="9967.6796875"
="221642_554.swc",="5966.740234375",="2846.4599609375",="9971.400390625"
="221642_561.swc",="6005.56005859375",="2636.320068359375",="10112.5"
="221642_571.swc",="5642.080078125",="2928.320068359375",="9941.6396484375"
="221642_611.swc",="6134.77978515625",="2593.699951171875",="9982.58984375"
="221644_026.swc",="5147.9599609375",="3341.919921875",="1561.93994140625"
="221706_374.swc",="7456.18017578125",="1992.050048828125",="9962.599609375"
="221706_396.swc",="7668.10009765625",="1791.239990234375",="9839.849609375"
="221706_404.swc",="7390.52001953125",="1960.4100341796875",="9771.48046875"
="221706_413.swc",="7568.5400390625",="1680.8900146484375",="9635.6396484375"
="221706_436.swc",="7235.89990234375",="1702.4200439453125",="9778.4599609375"
="221706_437.swc",="7203.419921875",="1765.77001953125",="9758.1796875"
="221706_440.swc",="7291.81982421875",="1813.699951171875",="9790.3095703125"
="221706_480.swc",="7781.080078125",="1709.219970703125",="9753.58984375"
="221714_061.swc",="6310.7001953125",="3175.89990234375",="10350.099609375"
="221714_062.swc",="6248.7998046875",="3188.840087890625",="10151.400390625"
="221714_063.swc",="6251.47998046875",="3010.139892578125",="10062.5"
="221718_027.swc",="6823.81982421875",="3795.4599609375",="913.5"
="221718_108.swc",="6914.56005859375",="3608.280029296875",="921.9000244140625"
="221727_028.swc",="5560.06005859375",="3837.280029296875",="10202.099609375"
="221727_032.swc",="5763.02001953125",="3221.139892578125",="10223.5"
="221727_033.swc",="5626.89990234375",="3189.5400390625",="10142.7001953125"
="221727_034.swc",="5557.68017578125",="3126.280029296875",="10037.599609375"
="221730_021.swc",="6841.06005859375",="2893.06005859375",="1110.5999755859375"
="221730_022.swc",="6715.4599609375",="2837.659912109375",="1120"
="221730_023.swc",="6503.02001953125",="2903.360107421875",="1075.9000244140625"
="221730_024.swc",="6751.3798828125",="2690.699951171875",="1268.0999755859375"
