 ,220191_031,220191_053,220191_066,221057_035,221057_045,221367_022,221367_033,221367_037,221367_039,221367_040,221367_041,221367_045,221367_048,221367_052,221367_053,221427_302,221530_020,221737_125,221739_015,221754_038,230066_112,230111_018,230111_021,230111_023,230112_004,230112_005,231567_003,231567_004,231567_008,233379_006,233379_021,233379_062,233379_063,233380_012,233380_047,233380_057,233380_059,233380_060,233380_071,233380_077,233380_082,233380_088,233666_069,233667_145,220191_082,220191_087,220191_092,221367_019,221367_020,221367_050,221367_054,221368_031,221368_035,221512_035,221525_022,230108_009,233379_026,233379_028,233379_067,233379_070,233379_082,233379_083,233380_011,233380_051,233380_065,233666_088,233667_017,233667_019,233667_034,233667_035,233667_040,233667_042,233282_092,233379_025,233379_027,233379_085,220191_020,220191_030,221227_091,221227_108,221227_227,221367_031,221367_038,221367_042,221367_043,221367_047,221367_049,221368_016,221368_017,221368_022,221368_029,221368_030,221368_034,221368_036,221368_038,221512_055,221734_024,221734_032,221734_035,221735_054,221735_059,221735_061,221736_040,230080_193,230080_215,230080_222,230107_069,230111_009,230111_022,231567_002,231568_001,233282_008,233282_011,233379_071,233379_077,233380_031,233666_075,233666_087,233666_104,233666_116,233666_233,233666_260,233667_009,233667_018,233667_022,233667_024,233667_026,233667_029,233667_031,233667_032,233667_037,233667_122,233667_143,233667_144,233667_147,233667_148,233667_149,233667_150,233667_152,233667_302,233667_304,233667_305,212073_007
="fp",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="1",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="2",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccs",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="cing",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="2",="0",="0",="0",="1",="0",="4",="0",="0",="0",="1",="0",="0",="1",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="2",="7",="6",="0",="0",="3",="0",="1",="0",="1",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="1",="2",="3",="2",="0",="0",="0",="7",="0",="1",="2",="0",="0",="0",="0",="0",="0",="0",="2",="2",="0",="4",="0",="0",="0",="3",="0",="0",="3",="0",="0",="0",="2",="0",="1",="0",="0",="0",="0",="0",="4",="1",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="VISam1",="0",="54",="0",="7",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="21",="10",="0",="0",="0",="0",="0",="0",="0",="1",="3",="3",="0",="0",="0",="25",="1",="1",="6",="1",="26",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="6",="0",="24",="6",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="7",="2",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="7",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3"
="VISpl2/3",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="18",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="3",="7",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="3",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl5",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="6",="9",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="6",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="4",="0",="0",="0",="3",="0",="0",="0",="0"
="VISpm6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11",="2",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="3",="0",="5",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="8",="2",="0",="6",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2"
="RSPagl1",="0",="1",="0",="5",="0",="36",="2",="1",="0",="0",="0",="24",="0",="0",="11",="46",="0",="20",="13",="13",="6",="7",="0",="0",="39",="0",="0",="0",="0",="0",="14",="0",="1",="1",="0",="0",="26",="1",="6",="23",="0",="2",="0",="0",="0",="0",="0",="0",="4",="11",="0",="0",="0",="0",="0",="0",="10",="4",="0",="0",="1",="2",="0",="0",="0",="3",="0",="9",="0",="0",="0",="0",="4",="0",="1",="4",="0",="0",="0",="6",="0",="5",="2",="0",="0",="0",="44",="6",="1",="3",="1",="4",="2",="0",="1",="0",="2",="7",="2",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="2",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="4",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="8",="0",="2",="0",="0"
="RSPagl2/3",="0",="0",="0",="1",="0",="7",="0",="0",="0",="0",="0",="0",="0",="1",="5",="19",="0",="1",="0",="1",="1",="0",="0",="0",="22",="0",="1",="1",="0",="0",="2",="0",="0",="0",="0",="0",="0",="1",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="3",="6",="1",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="3",="4",="5",="4",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl5",="0",="0",="0",="8",="0",="9",="0",="0",="0",="0",="0",="3",="0",="6",="2",="15",="0",="1",="0",="4",="0",="0",="0",="0",="11",="0",="1",="2",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="4",="1",="0",="0",="0",="1",="1",="0",="5",="0",="0",="0",="0",="0",="0",="2",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="4",="0",="0",="3",="11",="3",="17",="0",="0",="0",="0",="0",="5",="0",="1",="0",="1",="24",="3",="9",="5",="0",="8",="3",="1",="1",="0",="9",="10",="2",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="7",="0",="19",="0",="16",="0",="0",="0",="0",="0",="1",="0",="0",="7",="0",="0",="5",="4",="0",="2",="0",="3",="2",="1",="1",="0",="0",="0",="0",="1",="0",="9",="0",="3"
="VISa1",="0",="16",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16",="1",="57",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="30",="0",="0",="0",="15",="0",="6",="39",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="46",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="12",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="5",="0",="0",="0",="0",="0",="0",="25",="0",="0",="8",="0",="4",="0",="7",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="APr",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="1",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="38",="0",="0",="0",="1",="1",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="8",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0"
="bsc",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0"
="ENTl2",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="4",="2",="0",="1",="0",="0",="3",="0",="2",="0",="0",="0",="1",="0",="0",="8",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl1",="0",="0",="1",="0",="0",="0",="0",="26",="0",="0",="2",="0",="0",="0",="18",="0",="0",="0",="0",="0",="0",="6",="0",="3",="0",="0",="0",="1",="3",="0",="0",="0",="4",="0",="0",="11",="0",="0",="0",="0",="0",="0",="0",="0",="14",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="20",="2",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="12",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="23",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="2",="1",="0",="0",="8",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor2/3",="0",="0",="13",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="2",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8",="12",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor5",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="3",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="2",="8",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="3",="0",="0",="0",="0",="0",="0"
="RSPagl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISp6b",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="2",="0",="0",="1",="23",="0",="0",="1",="0",="1",="1",="0",="0",="0",="7",="2",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="1",="0"
="VISpm1",="0",="0",="0",="5",="0",="5",="0",="0",="0",="0",="0",="5",="0",="0",="16",="15",="0",="1",="0",="0",="1",="0",="0",="0",="9",="0",="0",="0",="0",="0",="0",="0",="2",="22",="0",="0",="0",="2",="0",="13",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="6",="2",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="5",="0",="0",="0",="28",="1",="2",="9",="0",="1",="0",="0",="0",="0",="2",="0",="10",="0",="18",="20",="0",="0",="20",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="10",="0",="0",="8",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="2",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0"
="VISpm2/3",="0",="0",="0",="2",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="8",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="5",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="VISpm4",="0",="0",="0",="1",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="16",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2"
="VISpm5",="0",="0",="0",="4",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="2",="4",="2",="17",="35",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="3",="0",="8",="2",="0",="10",="5",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="5",="1",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="3",="5",="0",="6",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="2"
="VISpm6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SCzo",="0",="0",="0",="1",="0",="1",="6",="12",="25",="1",="0",="9",="1",="15",="0",="1",="0",="0",="0",="0",="9",="0",="2",="0",="0",="1",="0",="0",="0",="0",="3",="0",="0",="0",="3",="0",="3",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="3",="4",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="3",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="2",="0",="11",="4",="0",="0",="0",="1",="0",="0",="10",="0",="55",="0",="1",="0",="0",="0",="0",="0"
="ENTl1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl3",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl5",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="4",="0",="0",="0",="0",="0",="1",="6",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="6",="2",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0"
