NeuronId,x,y,z
="201997_076.swc",="8720.48046875",="2735.280029296875",="9238.259765625"
="201997_077.swc",="8796.23046875",="2760.449951171875",="9154.01953125"
="201997_090.swc",="8529.9599609375",="2771.889892578125",="9313.1103515625"
="202217_017.swc",="8866.3095703125",="2684.949951171875",="9086.5"
="202217_020.swc",="8871.6298828125",="2716.31005859375",="9158.5400390625"
="202217_021.swc",="8788.2001953125",="2593.47998046875",="9146.6904296875"
="202217_022.swc",="8718.0400390625",="2680.929931640625",="9142.23046875"
="202217_023.swc",="8681.5498046875",="2579.580078125",="9098.51953125"
="202218_001.swc",="8666.009765625",="2293.639892578125",="8696.2197265625"
="202218_003.swc",="8716.58984375",="2317.5",="8750.1103515625"
="202218_007.swc",="8607.16015625",="2605.4599609375",="9135.009765625"
="202218_010.swc",="8640.1298828125",="2610.72998046875",="9139.66015625"
="202218_011.swc",="8632.3603515625",="2591.760009765625",="9138.9404296875"
="202218_013.swc",="8502.08984375",="2221.06005859375",="8723.5400390625"
="202218_034.swc",="8658.3896484375",="2677.72998046875",="9223.8701171875"
="202219_004.swc",="8487.8603515625",="2320.489990234375",="8917.5302734375"
="202219_020.swc",="8719.509765625",="2698.949951171875",="9112.580078125"
="202219_041.swc",="8506.150390625",="2261.22998046875",="8956.400390625"
="202221_019.swc",="8707.919921875",="3003.080078125",="9474.2900390625"
="202221_022.swc",="8877.6396484375",="2875.719970703125",="9242.2900390625"
="202221_038.swc",="8908.4501953125",="3217.340087890625",="9504.2900390625"
="202223_004.swc",="8886.9404296875",="3287.9599609375",="9624.919921875"
="202226_005.swc",="8754.080078125",="4333.240234375",="9779.099609375"
="202226_011.swc",="8796.26953125",="4156.31005859375",="9810.2197265625"
="202226_018.swc",="8780.1103515625",="3752.5400390625",="9844.0302734375"
="202232_022.swc",="8716.23046875",="3253.429931640625",="9655.23046875"
="202233_014.swc",="8678.0703125",="3357.840087890625",="9666.51953125"
="202233_022.swc",="8264.2900390625",="3299.050048828125",="9690.650390625"
="202234_017.swc",="8682.4404296875",="3503.56005859375",="9754.5400390625"
="202236_036.swc",="8705.9599609375",="5055.08984375",="9316.76953125"
="202236_041.swc",="8614.16015625",="5162.169921875",="9296.25"
="202240_019.swc",="7664.8701171875",="1627.050048828125",="7850.41015625"
="202240_021.swc",="7697.93994140625",="1596.2099609375",="7749.43017578125"
="202241_004.swc",="8115.0498046875",="1943.25",="8334.25"
="202241_009.swc",="7971.8701171875",="1850.1099853515625",="8226.66015625"
="202242_001.swc",="7935.16015625",="1716.0899658203125",="7963.75"
="202242_002.swc",="7920.2900390625",="1677.3900146484375",="7884.93017578125"
="202243_009.swc",="7875.1298828125",="1710.5400390625",="7936.6298828125"
="202243_010.swc",="7998.2900390625",="1710.5799560546875",="7860.72998046875"
="202243_012.swc",="8024.9501953125",="1810.8399658203125",="8013.5498046875"
="202244_009.swc",="8274.7099609375",="1834.489990234375",="8348.2001953125"
="202245_065.swc",="8220.25",="1911.8699951171875",="8220.48046875"
="202245_067.swc",="8323.6103515625",="1893.8199462890625",="8404.6103515625"
="202245_104.swc",="8171.35986328125",="2280.070068359375",="8863.26953125"
="202246_001.swc",="7986.72021484375",="1820.3900146484375",="8122.43994140625"
="202246_030.swc",="8411.009765625",="2174.659912109375",="8611.0498046875"
="202247_006.swc",="8166.93017578125",="1894.489990234375",="8278.2900390625"
="202247_025.swc",="8273.2998046875",="2091.0400390625",="8579.240234375"
="202247_029.swc",="8386.849609375",="2198.27001953125",="8680.0302734375"
="202247_099.swc",="8423.0595703125",="2351.56005859375",="8900.650390625"
="202247_100.swc",="8364.759765625",="2300.6201171875",="8829.009765625"
="202248_010.swc",="7456.91015625",="1453.449951171875",="7631.81982421875"
="202248_020.swc",="8122.3798828125",="2130.39990234375",="8002.580078125"
="202249_005.swc",="8614.990234375",="2334.070068359375",="8934.9697265625"
="202249_007.swc",="8398.7802734375",="2462.72998046875",="8976.7802734375"
="202249_008.swc",="8409.5400390625",="2465.510009765625",="8985.5"
="202249_014.swc",="8150.169921875",="2003.530029296875",="8502.240234375"
="202249_017.swc",="8174.7998046875",="1929.3499755859375",="8195.5302734375"
="202252_003.swc",="7744.89990234375",="1942.47998046875",="3092.64990234375"
="202252_006.swc",="7803.3798828125",="1962.0899658203125",="3052.2099609375"
="202252_007.swc",="7943.08984375",="1889.219970703125",="3127.97998046875"
="202252_010.swc",="7820.97021484375",="1856.72998046875",="3202.27001953125"
="202253_009.swc",="6985.1201171875",="1701.010009765625",="7283"
="202253_019.swc",="6993.72021484375",="1662.199951171875",="7243.89990234375"
="202253_022.swc",="6938.669921875",="1694.52001953125",="7223.919921875"
="202254_003.swc",="7162.919921875",="1615.22998046875",="6941.60986328125"
="202254_027.swc",="7294.18017578125",="1560.3299560546875",="7190.35009765625"
="202254_033.swc",="7239.60986328125",="1668.4000244140625",="7382.75"
="202254_034.swc",="7245.33984375",="1666.4599609375",="7431.06005859375"
="202255_014.swc",="7637.3701171875",="1536.199951171875",="7211.2998046875"
="202255_015.swc",="7711.83984375",="1542.6099853515625",="7270.740234375"
="202255_020.swc",="7646.009765625",="1632.1199951171875",="6963.47021484375"
="202256_041.swc",="8845.4404296875",="2688.760009765625",="9252.7001953125"
="202256_054.swc",="8854.5400390625",="2897.7900390625",="9310.080078125"
="202260_031.swc",="8751.009765625",="4076.969970703125",="9781.169921875"
="202262_046.swc",="8660.150390625",="4059.449951171875",="9824.3603515625"
="202263_093.swc",="8570.5703125",="4276.77978515625",="9194.099609375"
="202263_102.swc",="8386.66015625",="3378.8701171875",="9652.1904296875"
="202263_105.swc",="8787.990234375",="3406.010009765625",="9607.8701171875"
="202263_200.swc",="8407.009765625",="3392.97998046875",="9632.0703125"
="202263_201.swc",="8520.169921875",="3371.6298828125",="9612.3095703125"
="202263_202.swc",="8837.5",="3024.530029296875",="9398.0595703125"
="202263_215.swc",="8570.9599609375",="3878.7900390625",="9781.3896484375"
="202263_217.swc",="8916.4296875",="3344.56005859375",="9593.490234375"
="202263_218.swc",="8923.330078125",="3584.510009765625",="9638.9697265625"
="202267_003.swc",="8588.3701171875",="2730.260009765625",="9244.3701171875"
="202267_013.swc",="8740.9501953125",="3072.739990234375",="9453.3095703125"
="202267_016.swc",="8618.2900390625",="2877.590087890625",="9370.8095703125"
="202267_017.swc",="8743.9697265625",="2891.97998046875",="9434.91015625"
="202267_019.swc",="8500.33984375",="3183.510009765625",="9579.75"
="202267_067.swc",="8488.7099609375",="2956.43994140625",="9405.8603515625"
="202268_003.swc",="8558.9501953125",="3102.800048828125",="9597.76953125"
="202268_004.swc",="8722.76953125",="3068.56005859375",="9549.2900390625"
="202268_108.swc",="8793.0703125",="2773.340087890625",="9153.6103515625"
="202268_128.swc",="8279.4599609375",="3276.080078125",="9511.83984375"
="202269_012.swc",="8710.23046875",="2874.2099609375",="9482.7099609375"
="202270_003.swc",="8579.3896484375",="4242.7900390625",="9882.7001953125"
="202270_065.swc",="8908.7802734375",="3955.75",="9694.83984375"
="202270_066.swc",="8969.759765625",="3983.93994140625",="9663.0400390625"
="202270_083.swc",="8686.1201171875",="3848.93994140625",="9774.83984375"
="202270_113.swc",="8976.4404296875",="3509.25",="9613.599609375"
="202271_126.swc",="8929.6904296875",="3873.669921875",="9671.2099609375"
="202392_002.swc",="8484.8095703125",="2993.219970703125",="9561.8095703125"
="202392_032.swc",="8627.669921875",="4298.93017578125",="9865.75"
="202393_001.swc",="8828.580078125",="3774.10009765625",="9733.3798828125"
="202393_002.swc",="8784.3603515625",="4070.949951171875",="9733.98046875"
="202393_003.swc",="8905.7099609375",="3988.320068359375",="9776.1201171875"
="202393_027.swc",="8784.8203125",="4768.39013671875",="9485.2802734375"
="202394_029.swc",="8773.7099609375",="4305.0400390625",="9694.6396484375"
="202394_031.swc",="8738.3095703125",="4232.3701171875",="9709.3798828125"
="202394_120.swc",="8759.169921875",="4291.830078125",="9689.66015625"
="202397_107.swc",="8295.7998046875",="5126.75",="9422.75"
="202399_010.swc",="8236.580078125",="3723.169921875",="9762.0703125"
="202400_009.swc",="8649.8701171875",="2498.6201171875",="9111.58984375"
="202400_030.swc",="8276.1396484375",="2807.8798828125",="9291.3701171875"
="202400_038.swc",="8817.7001953125",="3070.64990234375",="9360.240234375"
="202400_042.swc",="8614.9404296875",="2930.919921875",="9475.990234375"
="202400_043.swc",="8360.6904296875",="2927.669921875",="9543.6796875"
="202400_044.swc",="8754.16015625",="2947.60009765625",="9522.0498046875"
="202400_052.swc",="8756.3701171875",="3161.3798828125",="9411.2001953125"
="202400_053.swc",="8733.16015625",="3066.590087890625",="9453.4296875"
="202401_046.swc",="8382.4404296875",="2570.169921875",="9087.3203125"
="202401_225.swc",="8253.9599609375",="3959.830078125",="9754.009765625"
="202401_229.swc",="8204.259765625",="4222.68994140625",="9744.8203125"
="202404_034.swc",="8497.7197265625",="3154.139892578125",="9536.5400390625"
="202404_036.swc",="8330.150390625",="2769.219970703125",="9276.8095703125"
="202404_038.swc",="8183.43994140625",="2787.35009765625",="9429.990234375"
