NeuronId,x,y,z
="221089_129.swc",="6828.93994140625",="761.3980102539062",="4452.89990234375"
="221416_014.swc",="7169.9599609375",="926.5120239257812",="4155.9599609375"
="221416_016.swc",="7214.3798828125",="827.5120239257812",="4280.93994140625"
="221416_020.swc",="7129.8798828125",="805.2459716796875",="4141"
="221474_208.swc",="7376.43994140625",="1004.02001953125",="4029.9599609375"
="221475_266.swc",="6960.31982421875",="808.1439819335938",="4246.27978515625"
="221476_040.swc",="7505.60009765625",="1010.27001953125",="3369.97998046875"
="221476_054.swc",="7319.759765625",="1088.31005859375",="3360.43994140625"
="221476_060.swc",="7460.47998046875",="1113.0400390625",="3155.02001953125"
="221476_079.swc",="7090.02001953125",="787.1920166015625",="4258.77978515625"
="221476_081.swc",="7110.33984375",="753.3880004882812",="4370.419921875"
="221476_095.swc",="6965.7001953125",="847.6240234375",="4309.02001953125"
="221476_101.swc",="7650.759765625",="1043.780029296875",="3292.02001953125"
="221478_205.swc",="7450.080078125",="901.5479736328125",="7775.9599609375"
="221479_147.swc",="7018.14013671875",="758.47998046875",="7114.919921875"
="220191_014.swc",="7160.77978515625",="1117.52001953125",="4123.47998046875"
="221475_222.swc",="7301.419921875",="1242.7099609375",="3399.639892578125"
="221476_055.swc",="7413.759765625",="1316.3699951171875",="3377.39990234375"
="221476_078.swc",="7054.759765625",="1075.5799560546875",="4409.06005859375"
="221365_038.swc",="7621.68017578125",="1089.7099609375",="8206.2197265625"
="221365_064.swc",="7738.6201171875",="950.5260009765625",="8016.31982421875"
="221367_114.swc",="7110.66015625",="839.0819702148438",="3936.4599609375"
="221367_129.swc",="7287.080078125",="946.3280029296875",="3900.97998046875"
="221476_037.swc",="7428.1201171875",="956.3400268554688",="3636.300048828125"
="221476_039.swc",="7563.16015625",="1018.3699951171875",="3429.6201171875"
="221478_229.swc",="7400.259765625",="856.2940063476562",="7440.16015625"
="221511_042.swc",="7371.60009765625",="914.7520141601562",="3808.5400390625"
="233285_043.swc",="7692.77978515625",="1068.5",="8097.52001953125"
="233285_096.swc",="7243.64013671875",="925.7160034179688",="7185.919921875"
="233795_121.swc",="7588.85986328125",="1030.9100341796875",="8034.93994140625"
="233282_055.swc",="7665.22021484375",="1258.52001953125",="7949.2001953125"
="233285_042.swc",="7739.89990234375",="1349.199951171875",="7976.919921875"
