 ,221057_135,221057_154,221057_160,221481_118,221481_258,221701_050,221701_055,230066_083,230066_125,231687_007,233379_034,233379_047,233379_114,233379_115,233379_124,233379_131,233668_046,233668_061,233668_075,233668_096,233795_009,221090_095,221090_097,221090_098,221091_154,221417_015,221417_016,221418_128,221418_129,221418_139,221478_278,221480_100,221702_004,231685_255,231685_273,233379_030,233379_036,233379_040,233379_097,233379_102,233379_107,233379_109,233379_118,233379_130,233379_142,233380_092,233380_093,233666_139,233666_190,221090_093,221091_113,221091_125,221091_141,221418_001,221418_127,221418_131,221418_132,221418_135,221418_136,221418_138,221418_150,221426_062,221479_170,221479_185,221479_236,221481_137,221515_017,231685_244,231687_014,233379_123,233666_049,233666_201,233667_154,233667_217,233667_256,233667_269,233667_289,233667_297,221065_081,221065_082,221091_171,231687_028,233284_183,233667_270,233668_104,221365_072,233666_146,233667_136,233667_171,233667_218,233667_221
="VISpl6a",="0",="0",="0",="0",="10.0362",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="821.3269",="496.9778",="0",="0",="0",="0",="0",="0",="888.5839",="0",="0",="0",="240.9679",="27.6081",="0",="0",="478.9399",="363.4609",="0",="0",="0",="0",="0",="0",="0",="0",="326.0517",="0",="0",="521.6826",="780.0123",="0",="232.114",="392.4652",="0",="0",="0",="0",="0",="533.1656",="0",="0",="0",="0",="0",="0",="432.9941",="0",="0",="0",="0",="0",="0",="162.1681",="0",="2614.8724",="0",="0",="0",="46.8948",="0",="421.1168",="0",="2442.6159",="5229.6789",="0",="2451.3029",="300.324",="0",="557.955",="0",="0",="0",="0"
="VISli4",="0",="0",="0",="0",="28.573",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="211.0803",="0",="0",="249.1083",="0",="0",="0",="0",="0",="0",="0",="824.4007",="0",="0",="18.7137",="0",="0",="0",="0",="0",="0",="242.7526",="0",="0",="0",="0",="104.0773",="0",="0",="0",="973.5755",="0",="0",="0",="0",="0",="0",="634.4827",="0",="0",="535.6837",="0",="0",="0",="0",="0",="127.0982",="0",="0",="238.6006",="0",="0",="0",="0",="184.2551",="0",="0",="0",="0",="0",="0",="0",="198.0889",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor4",="0",="0",="0",="0",="46.4272",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="156.8749",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="725.5522",="0",="300.8848",="6.4553",="0",="0",="79.6745",="0",="0",="0",="0",="0",="1825.3003",="0",="0",="0",="501.4319",="338.7397",="71.961",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40.2671",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="953.2534",="0",="73.4271",="62.3616",="0",="109.0563",="555.6381",="12.0465",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl6b",="0",="0",="0",="0",="101.4356",="97.8081",="158.2501",="0",="0",="0",="0",="86.5809",="247.2391",="295.3631",="190.1222",="0",="98.9694",="0",="0",="0",="0",="0",="0",="33.684",="0",="0",="69.9522",="44.2228",="0",="53.704",="29.9121",="183.1142",="0",="99.7492",="0",="44.623",="270.2926",="45.2048",="87.8957",="255.2739",="0",="42.0519",="179.0379",="0",="117.7731",="0",="0",="0",="0",="43.5326",="0",="284.3977",="53.9393",="0",="0",="216.8409",="402.1815",="0",="100.2556",="0",="112.5447",="217.8542",="22.6267",="0",="79.7568",="0",="11.4074",="59.4221",="39.1253",="128.4808",="0",="0",="12.5708",="0",="0",="0",="0",="0",="0",="0",="126.8371",="28.1337",="0",="16.1301",="0",="0",="0",="29.8525",="0",="0",="0"
="RSPv6a",="0",="0",="0",="0",="16.3298",="385.5778",="328.2241",="171.7965",="302.0432",="0",="0",="0",="25.0025",="455.4933",="287.419",="76.8427",="1108.0443",="3.9749",="747.2207",="108.883",="61.6217",="0",="40.296",="716.6954",="770.6089999999999",="426.2614",="3828.5154",="134.3742",="51.5858",="1080.7554",="0",="396.7637",="1635.2477",="0",="0",="399.99490000000003",="294.5434",="673.7562",="0",="591.7922",="1435.5279",="625.4096999999999",="0",="0",="114.2862",="0",="0",="2407.0813",="13.2244",="3416.2291",="0",="1825.6649",="210.7755",="0",="586.7855",="2850.1317",="2819.2039999999997",="2489.658",="429.6046",="162.3574",="5.9013",="2637.4703",="1288.0523",="151.1229",="0",="2720.4462",="1412.1372999999999",="134.5294",="919.2353",="2475.5429999999997",="0",="237.5634",="121.6507",="511.3951",="146.6344",="769.42",="102.7659",="670.5069",="182.8229",="0",="7507.6024",="192.3737",="241.6365",="623.7831",="747.5076",="45.663",="1387.0611",="561.4612",="0",="591.3573",="3.4048"
="dhc",="0",="0",="0",="0",="1519.1751",="309.2189",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1537.9771",="3115.9758",="252.144",="0",="0",="0",="0",="0",="232.8574",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="444.0609",="0",="0",="0",="497.0144",="229.8672",="0",="0",="0",="155.0295",="0",="0",="0",="0",="0",="0",="0",="0",="1488.7727",="0",="0",="349.3356",="0",="0",="0",="0",="0",="0",="162.2156",="0",="0",="154.9006",="0",="0",="0",="0",="497.8591",="384.5067",="1607.0562",="0",="315.5765",="0",="0",="0",="0",="0",="0",="0"
="CP",="0",="0",="0",="0",="0",="30467.7431",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40223.5956",="7182.4733",="10709.69",="30078.5113",="4546.878",="0",="0",="6846.7809",="15291.2394",="109046.4944",="0",="0",="4028.6902",="20640.5912",="0",="852.3191",="0",="15378.5601",="13104.0002",="0",="18555.8414",="0",="15110.7219",="19456.2232",="0",="0",="1366.6607",="3932.5358",="27724.1763",="1105.0377",="0",="74338.3952",="25449.0939",="11694.6371",="37306.6623",="14060.192",="26780.3197",="0",="0",="5430.1651999999995",="103030.2641",="0",="29939.818",="26943.2643",="0",="48802.3274",="0",="18790.0922",="0",="34826.4199",="0",="0",="2562.7266",="17631.449",="44861.0497",="18772.6322",="0",="0",="18637.5232",="0",="0",="0",="0",="30832.9292",="30.0684",="986.8964",="179.3567",="0",="2.2808"
="SSp-tr6a",="0",="0",="0",="0",="0",="0",="441.2826",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="477.123",="0",="644.0097",="0",="0",="0",="0",="0",="0",="0",="0",="0",="624.5736",="0",="0",="310.1968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5.7487",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.0003",="0",="215.7296",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl6a",="0",="0",="0",="0",="0",="0",="1073.8601",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="119.7766",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="208.0576",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="923.7452",="0",="256.6438",="168.137",="0",="817.0382",="0",="151.6715",="0",="0",="0",="0",="0",="0",="0"
="VISal6b",="0",="0",="0",="0",="0",="0",="391.1132",="0",="40.5688",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="200.6549",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="442.1253",="0",="0",="0",="0",="27.9578",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="61.6829",="287.6073",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam1",="0",="0",="0",="0",="0",="0",="71.5476",="0",="0",="0",="0",="0",="0",="0",="4732.5865",="0",="0",="0",="237.3862",="0",="0",="0",="0",="652.1731",="0",="218.1602",="0",="160.6396",="80.7075",="614.9055",="1190.8821",="0",="0",="527.0028",="0",="0",="0",="4175.5373",="2869.6851",="1845.5643",="1901.8958",="3648.9574",="0",="1413.6897",="0",="429.166",="0",="0",="0",="0",="235.6934",="334.9346",="414.6396",="5578.9029",="655.1799",="265.8152",="3575.2607",="0",="266.879",="1178.5031",="415.1974",="1256.0901999999999",="233.6069",="541.2361",="4598.1223",="0",="0",="871.016",="2096.9023",="56.313",="0",="2456.7946",="0",="0",="3029.3524",="0",="5548.69",="0",="0",="0",="0",="0",="1584.9923",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam2/3",="0",="0",="0",="0",="0",="0",="219.4668",="0",="75.422",="0",="0",="0",="0",="0",="4045.6782",="0",="0",="0",="939.4478",="0",="0",="0",="0",="419.5759",="0",="40.9927",="0",="0",="813.6424",="832.1638",="1303.0206",="0",="0",="146.1497",="0",="0",="0",="3718.0755",="1141.1933",="529.9469",="495.0955",="1864.2399",="0",="715.4862",="209.1679",="370.8506",="0",="0",="0",="0",="233.5173",="297.0631",="0",="8164.8088",="1959.6878",="4411.2088",="5540.8947",="173.5497",="606.2088",="4004.4747",="26.1816",="1676.4762",="0",="924.851",="448.7834",="0",="208.1977",="285.2336",="1543.6911",="954.8861",="0",="2779.326",="0",="0",="5205.1968",="0",="5501.2417",="0",="0",="0",="0",="0",="238.3843",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam6a",="0",="0",="0",="0",="0",="0",="105.6609",="0",="80.8864",="0",="0",="0",="22.5584",="0",="78.4994",="0",="0",="0",="201.0031",="0",="0",="976.2427",="0",="362.2259",="0",="0",="71.6075",="283.0745",="31.36",="423.8111",="86.9117",="0",="168.9647",="0",="0",="0",="3.9672",="332.9272",="0",="20.7767",="0",="0",="0",="771.9415",="295.3101",="24.9403",="0",="0",="0",="0",="0",="0",="276.6821",="0",="0",="1294.1143",="740.3969",="140.8223",="392.1663",="0",="1042.4678",="1389.0643",="0",="7.7551",="0",="0",="141.4905",="0",="731.6957",="739.8853",="0",="34.9642",="0",="0",="0",="155.2604",="878.6069",="0",="0",="0",="0",="0",="312.3896",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl6b",="0",="0",="0",="0",="0",="0",="157.7725",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="168.4121",="0",="0",="163.6724",="0",="0",="0",="0",="13.7314",="0",="0",="0",="0",="0",="0",="0",="185.6659",="92.7189",="0",="0",="134.5865",="0",="0",="0",="0",="0",="200.4602",="0",="0",="0",="0",="0",="517.5467",="0",="0",="0",="0",="0",="0",="0",="0",="0",="246.7855",="0",="0",="0",="0",="475.9759",="0",="7.1876",="0",="0",="0",="0",="0",="102.7939",="0",="426.46770000000004",="0",="344.878",="0",="240.1368",="132.3581",="0",="446.1668",="257.8722",="657.234",="0",="0",="0",="0",="0",="0",="0"
="VISli2/3",="0",="0",="0",="0",="0",="0",="46.4504",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="394.1877",="0",="0",="164.766",="203.1997",="0",="0",="0",="0",="0",="0",="3780.3763",="0",="0",="0",="0",="0",="0",="0",="0",="0",="249.5642",="0",="0",="0",="0",="22.4568",="0",="0",="0",="7598.0186",="4.8465",="0",="0",="0",="0",="0",="560.7989",="0",="0",="2438.1458",="0",="0",="0",="0",="0",="286.8928",="0",="581.3019",="47.4543",="0",="739.2476",="0",="0",="66.9502",="0",="0",="0",="0",="287.2418",="0",="0",="795.5755",="0",="0",="87.9728",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli6a",="0",="0",="0",="0",="0",="0",="216.4804",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.2004",="0",="0",="219.6939",="0",="0",="0",="463.401",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="713.4854",="0",="0",="0",="292.713",="338.226",="0",="0",="65.9223",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="266.6991",="0",="0",="0",="0",="321.0616",="0",="85.233",="0",="0",="458.4852",="325.8503",="299.0554",="0",="0",="0",="0",="0",="223.7871",="365.3863",="0",="0",="0",="0",="0",="0",="0"
="VISli6b",="0",="0",="0",="0",="0",="0",="196.4546",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="127.8475",="0",="0",="9.152",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="82.7655",="0",="0",="0",="0",="2.819",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="85.5734",="0",="0",="0",="0",="0",="0",="447.9544",="71.3547",="69.9055",="0",="11.5948",="62.6383",="0",="3.2988",="0",="0",="0",="72.4397",="122.0501",="0",="0",="0",="0",="0",="0",="0"
="VISa6a",="0",="0",="0",="0",="0",="0",="2.0926",="0",="240.1974",="0",="0",="0",="0",="0",="142.1429",="0",="0",="0",="0",="0",="0",="0",="0",="711.6093",="0",="477.6042",="0",="1049.0722",="732.3601",="0",="0",="0",="0",="0",="0",="0",="0",="0",="625.7553",="987.15",="0",="0",="0",="363.9188",="5.5283",="0",="0",="0",="0",="0",="6.5299",="0",="178.9213",="0",="0",="0",="0",="10.8313",="0",="0",="265.5818",="1386.6611",="0",="0",="0",="0",="500.9347",="0",="674.9202",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6a",="0",="0",="0",="0",="0",="0",="567.0314",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="21.0783",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1068.458",="0",="0",="0",="0",="0",="0",="0",="1358.0941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1182.6021",="12.9981",="0",="0",="0",="0",="0",="2031.1306000000002",="211.0451",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6b",="0",="0",="0",="0",="0",="0",="721.8077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="213.0013",="0",="0",="0",="0",="0",="0",="0",="0",="0",="588.0159",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.8406",="0",="0",="0",="0",="310.2364",="274.8101",="0",="0",="267.162",="0",="0",="1522.8488",="0",="101.5853",="0",="0",="0",="0",="0",="0",="0"
="PERI6a",="0",="0",="0",="0",="0",="0",="3.7033",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI6b",="0",="0",="0",="0",="0",="0",="106.4168",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT6b",="0",="0",="0",="0",="0",="0",="4.9151",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="327.6507",="0",="112.2226",="0",="0",="0",="0",="1271.5967",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ec",="0",="0",="0",="0",="0",="0",="238.6489",="0",="0",="0",="0",="0",="0",="0",="0",="0",="185.3257",="333.3419",="0",="0",="0",="0",="0",="162.3195",="0",="0",="0",="0",="0",="0",="0",="27.9535",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.2548",="100.3814",="0",="0",="0",="0",="0",="0",="0",="0",="100.197",="0",="0",="0",="0",="18.1886",="0",="0",="115.5904",="0",="0",="0",="0",="0",="0",="0",="1118.1482",="0",="1070.989",="91.6553",="508.5032",="0",="0",="425.0034",="0",="2839.7637",="0",="651.1516",="52.6551",="0",="0",="0",="0",="0",="0"
="ar",="0",="0",="0",="0",="0",="0",="6.1292",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="423.3345",="0",="0",="0",="0",="0",="0",="0",="0",="0",="412.1935",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="145.6513",="0",="0",="0",="0",="254.9926",="194.0501",="0",="0",="496.8954",="0",="0",="0",="0",="370.9993",="0",="0",="327.3236",="50.5217",="448.8407",="369.2727",="307.811"
="VISam5",="0",="0",="0",="0",="0",="0",="0",="333.6304",="4020.5119",="0",="0",="0",="0",="0",="1350.9269",="0",="0",="0",="4426.2435",="0",="0",="0",="0",="424.2949",="0",="271.1542",="219.0951",="72.4639",="475.548",="744.4762",="502.1631",="0",="0",="0",="0",="0",="329.2292",="104.3426",="518.3537",="311.8742",="0",="284.2816",="0",="305.2485",="0",="343.7688",="0",="0",="0",="0",="0",="82.4095",="0",="3205.7428",="1139.1805",="2576.449",="548.8953",="159.3623",="866.5181",="363.013",="0",="430.0672",="1264.798",="298.7273",="225.7424",="0",="549.807",="0",="261.3195",="165.2525",="0",="1110.8793",="0",="0",="1459.3153",="0",="1591.5443",="0",="0",="0",="0",="0",="417.8143",="0",="0",="972.7306",="0",="0",="0",="0",="0"
="VISal1",="0",="0",="0",="0",="0",="0",="0",="0",="10.0416",="0",="0",="280.9051",="0",="0",="0",="58.2966",="0",="135.8534",="0",="0",="381.2616",="1068.6677",="0",="0",="2205.2524",="228.23309999999998",="0",="0",="278.7251",="0",="0",="72.8663",="0",="151.0806",="0",="0",="100.3744",="0",="2532.0444",="0",="0",="0",="0",="0",="1548.1008",="0",="0",="0",="0",="0",="0",="0",="0",="939.8464",="689.0826",="0",="0",="1521.1135",="0",="0",="0",="78.9941",="791.9802",="4.5624",="0",="575.1484",="51.6279",="17.465",="2742.9921",="0",="0",="1228.4456",="0",="0",="0",="0",="0",="68.431",="0",="359.8404",="0",="0",="2591.9044",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal2/3",="0",="0",="0",="0",="0",="0",="0",="0",="502.517",="0",="0",="741.0940999999999",="289.2598",="111.6395",="0",="218.709",="0",="342.5833",="0",="0",="1371.8003",="177.9613",="0",="0",="103.5607",="675.7088",="0",="0",="3343.6691",="0",="0",="0",="0",="266.7272",="0",="0",="260.9162",="0",="1223.5125",="0",="0",="0",="0",="0",="1077.8523",="0",="0",="0",="0",="0",="0",="0",="0",="1009.3896",="1189.5143",="0",="0",="2914.8307",="0",="0",="339.178",="408.4288",="803.7295",="158.2932",="0",="651.3799",="171.3382",="5.4104",="1862.7141",="0",="0",="625.4493",="0",="0",="0",="0",="0",="0",="0",="1806.4882000000002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal4",="0",="0",="0",="0",="0",="0",="0",="0",="490.2266",="0",="0",="634.5439",="0",="0",="0",="56.2359",="0",="80.5528",="0",="0",="1428.3843",="0",="0",="0",="0",="323.8461",="0",="0",="1496.9395",="0",="0",="247.3434",="0",="359.7612",="0",="0",="203.1113",="0",="965.0819",="0",="0",="0",="62.4813",="221.1625",="534.619",="0",="83.1496",="0",="0",="0",="0",="0",="0",="206.6642",="889.4792",="0",="0",="912.1446",="0",="0",="1000.1325",="0",="0",="699.3584",="0",="434.2945",="0",="187.242",="563.6598",="0",="0",="121.5333",="0",="0",="0",="0",="0",="61.7102",="0",="1018.1778",="0",="0",="200.2568",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal5",="0",="0",="0",="0",="0",="0",="0",="0",="1786.9078",="0",="0",="1273.3537",="0",="0",="0",="0",="0",="197.4261",="0",="0",="2423.3196",="0",="0",="0",="0",="671.183",="0",="0",="482.7809",="113.5255",="0",="612.1885",="0",="478.0782",="0",="0",="0",="0",="1876.5296",="0",="0",="0",="0",="0",="90.1377",="0",="0",="0",="0",="0",="0",="0",="0",="0",="913.0888",="0",="0",="105.8101",="0",="0",="822.5954",="0",="0",="356.9204",="0",="1040.8523",="513.0563",="192.266",="1030.285",="0",="0",="65.247",="74.0617",="0",="0",="0",="0",="0",="0",="661.341",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal6a",="0",="0",="0",="0",="0",="0",="0",="0",="183.7058",="0",="0",="503.1938",="0",="0",="0",="0",="0",="362.7009",="0",="0",="0",="124.4887",="0",="0",="0",="83.3477",="0",="0",="550.4492",="98.6921",="0",="0",="0",="0",="406.5323",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1278.3676",="0",="810.7434",="0",="0",="932.8267",="0",="0",="0",="0",="383.7207",="0",="59.5011",="0",="0",="0",="266.1689",="165.6104",="0",="0",="0",="0",="335.0117",="159.425",="0",="0",="0",="0",="0",="0",="178.5678",="0",="330.6567",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam4",="0",="0",="0",="0",="0",="0",="0",="0",="115.1202",="0",="0",="0",="0",="0",="380.6936",="0",="0",="0",="573.5684",="0",="0",="0",="0",="160.8447",="0",="0",="0",="0",="145.6387",="4.8852",="461.9845",="0",="0",="0",="0",="0",="0",="890.0263",="1389.9822",="0",="259.3326",="354.5806",="0",="302.4658",="140.4016",="87.6202",="0",="0",="0",="0",="0",="0",="0",="1410.2006",="228.6595",="788.0488",="365.2287",="251.1355",="132.5144",="191.8396",="0",="992.5800999999999",="15.0105",="202.6691",="0",="0",="184.2576",="0",="135.7096",="76.8995",="0",="259.312",="0",="0",="408.4229",="0",="349.4657",="0",="0",="0",="0",="0",="106.3276",="0",="0",="247.5469",="0",="0",="0",="0",="0"
="VISa4",="0",="0",="0",="0",="0",="0",="0",="0",="42.4455",="81.974",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="248.1827",="0",="0",="0",="323.0915",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1163.205",="162.1877",="0",="0",="0",="0",="0",="920.7081",="0",="0",="0",="0",="0",="0",="0",="0",="145.7138",="0",="294.0795",="0",="100.61",="0",="525.0133",="0",="1009.4438",="0",="0",="0",="0",="0",="0",="0",="916.9187",="0",="0",="0",="0",="434.968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="26.4598",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="23.904",="0",="143.3435",="0",="670.364",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2349.2618",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="379.5053",="669.4545",="868.7926",="375.7145",="306.8214",="0",="863.3288",="0",="966.7707",="0",="0",="0",="0",="0",="0",="0",="2381.0342",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="248.2907",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="376.81550000000004",="0",="0",="386.5054",="175.4788",="0",="0",="0",="0",="0",="0",="64.7547",="169.5606",="36.9834",="605.9195",="52.789",="0",="0",="0",="717.8927",="478.7933",="0",="0",="0",="0",="0",="499.4264",="0",="0",="463.1653",="0",="0",="0",="641.8136000000001",="0",="0",="0",="0",="0",="0",="370.6434",="0",="585.9696",="0",="0",="23.4566",="0",="0",="0",="0",="266.0069",="0",="895.2002",="146.1984",="0",="0",="633.9473",="0",="0",="133.4392",="0",="0",="111.0928",="0",="0",="0",="0",="0",="0",="0",="635.5514",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="203.7039",="0",="0",="46.3526",="166.8324",="0",="0",="0",="0",="0",="0",="0",="0",="35.7268",="0",="0",="0",="0",="0",="0",="101.3972",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="121.5085",="0",="0",="0",="0",="0",="0",="402.0614",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="129.2115",="149.7753",="0",="0",="52.5626",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="323.5033",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="768.2499",="0",="0",="0",="0",="0",="1044.4771",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="51.6133",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="325.2816",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="294.0817",="0",="0",="0",="0",="0",="150.8166",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="25.554",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="241.1191",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.3775",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="101.3536",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
