 ,221364_075,221366_039,221366_040,221366_041,221480_104,221481_199,221481_539,221737_009,221737_010,221737_011,221737_012,230010_054,230010_055,230011_156,230011_157,230011_158,230011_159,230011_172,230011_173,230011_176,230011_177,230059_011,230059_026,230059_027,230109_010,230113_004,230113_007,230114_018,233379_041,233379_042,233379_146,233795_068,233795_069,233795_071,233795_076,233795_077,233795_080,233795_107,233795_108,233795_109,233795_110,233795_111,233795_112,221089_019,221089_020,221089_034,221090_075,221090_076,221090_083,221090_085,221090_088,221090_089,221090_106,221090_107,221090_111,221365_040,221426_060,221475_210,221477_057,221478_745,221478_749,221478_796,221481_182,221481_183,221481_190,221481_192,221481_200,230114_067,230114_084,231685_298,231686_049,233379_043,233379_138,233379_139,233379_140,221090_082,221090_086,221090_087,221090_091,221090_112,221365_082,221426_058,221475_204,221475_205,221475_246,221476_057,221481_177,221481_178,233379_120,221365_071,221366_042,221426_059,221426_064,221426_067,221426_080,221477_066,221535_021,233285_033,221514_018,221536_031,221538_007,221538_008,221538_019,221538_020,233282_046,233282_047,233282_050,233285_003,233285_035,233285_036,233285_103,233285_104,233285_105,233285_106,233285_107,233285_108,233285_109
="VISp2/3",="14",="4",="2",="1",="1",="16",="4",="0",="6",="3",="3",="0",="16",="0",="0",="6",="3",="5",="4",="3",="0",="0",="5",="0",="22",="0",="0",="9",="5",="10",="2",="0",="0",="10",="1",="4",="0",="0",="0",="0",="4",="2",="0",="0",="2",="0",="2",="0",="0",="0",="0",="3",="0",="0",="0",="0",="4",="7",="1",="13",="3",="0",="0",="2",="2",="1",="2",="1",="12",="0",="4",="0",="1",="17",="6",="11",="12",="0",="0",="1",="1",="30",="5",="5",="0",="7",="0",="6",="3",="0",="4",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="3",="1",="0",="0",="0",="4",="0",="0",="0",="4",="0",="0",="0",="0"
="VISp4",="4",="0",="0",="2",="0",="4",="3",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="1",="1",="0",="0",="0",="0",="1",="0",="0",="2",="4",="0",="0",="0",="1",="5",="1",="6",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="4",="0",="1",="9",="9",="0",="0",="3",="0",="0",="5",="0",="1",="0",="5",="7",="14",="9",="0",="3",="5",="0",="2",="0",="0",="18",="0",="3",="0",="0",="0",="1",="19",="0",="2",="3",="12",="0",="0",="1",="0",="8",="4",="4",="2",="0",="26",="14",="3",="4",="0",="0",="6",="1",="0",="2",="7",="0",="3",="4",="2"
="VISp5",="21",="0",="0",="1",="1",="1",="2",="2",="12",="3",="3",="0",="0",="0",="2",="2",="0",="3",="1",="7",="7",="2",="1",="1",="0",="0",="1",="11",="5",="5",="1",="0",="2",="5",="5",="5",="0",="1",="1",="1",="6",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="3",="0",="1",="16",="4",="0",="1",="2",="1",="0",="4",="2",="3",="0",="4",="0",="7",="13",="0",="15",="10",="1",="1",="6",="3",="12",="4",="14",="2",="4",="3",="1",="3",="2",="12",="1",="28",="2",="0",="6",="2",="9",="3",="5",="6",="1",="23",="8",="1",="3",="4",="1",="0",="1",="5",="1",="3",="0",="4",="3",="0"
="VISp6a",="2",="0",="0",="1",="0",="1",="0",="1",="1",="0",="0",="0",="0",="0",="2",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="7",="0",="6",="4",="0",="1",="4",="4",="1",="0",="3",="0",="7",="0",="0",="1",="0",="1",="0",="0",="2",="1",="0",="0",="7",="2",="0",="2",="0",="15",="1",="0",="0",="1",="0",="2",="1",="0",="2",="0",="2",="0",="1",="0"
="VISpm4",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="2",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0"
="VISpm5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="2",="0",="0",="0",="0",="0",="4",="3",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0"
="VISa1",="2",="0",="0",="3",="8",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="20",="2",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="3",="8",="5",="8",="0",="2",="1",="0",="0",="0",="6",="0",="0",="0",="12",="8",="11",="25",="12",="26",="1",="4",="7",="0",="5",="16",="6",="33",="0",="5",="0",="0",="2",="0",="0",="0",="0",="0",="0",="1",="0",="1",="1",="2",="0",="8",="2",="0",="3",="10",="0",="0",="0",="0",="0",="0",="2",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa2/3",="6",="0",="0",="9",="3",="0",="0",="0",="0",="3",="0",="0",="0",="1",="5",="0",="1",="3",="0",="2",="2",="0",="34",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="2",="1",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="10",="3",="9",="4",="12",="36",="1",="3",="2",="0",="0",="0",="1",="10",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="6",="13",="4",="4",="0",="1",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="1",="0",="1",="0",="0"
="VISa4",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="2",="0",="0",="0",="4",="2",="0",="1",="0",="0",="2",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="3",="0",="2",="0",="0",="0",="2",="0",="0",="0",="9",="1",="4",="0",="0",="18",="1",="1",="6",="0",="0",="6",="1",="8",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="3",="7",="1",="2",="3",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="1",="0",="6",="0",="0",="2",="0"
="VISa5",="16",="0",="0",="0",="1",="0",="0",="1",="0",="2",="0",="0",="0",="0",="2",="0",="0",="0",="0",="2",="0",="0",="3",="0",="0",="0",="2",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="1",="2",="9",="1",="4",="3",="1",="3",="0",="0",="2",="2",="0",="0",="0",="10",="1",="1",="2",="0",="20",="1",="1",="5",="0",="0",="3",="1",="1",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="14",="1",="11",="7",="12",="42",="5",="0",="0",="0",="0",="0",="1",="0",="1",="1",="0",="21",="13",="0",="0",="0",="0",="0",="0",="2",="1",="4",="1",="2",="1",="2",="0",="3",="0",="0",="1",="0"
="VISa6a",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="1",="1",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="2",="0",="5",="0",="9",="11",="0",="0",="0",="0",="0",="0",="2",="0",="1",="1",="0",="0",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0"
="VISa6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl1",="6",="8",="10",="25",="17",="14",="16",="40",="25",="48",="8",="14",="9",="23",="24",="18",="4",="4",="1",="15",="13",="25",="25",="22",="12",="7",="8",="7",="8",="27",="12",="27",="29",="26",="11",="11",="82",="11",="3",="18",="9",="19",="14",="0",="12",="6",="3",="12",="0",="11",="0",="0",="6",="8",="52",="18",="63",="12",="13",="48",="22",="14",="51",="33",="71",="34",="39",="10",="3",="35",="29",="18",="18",="41",="7",="35",="19",="0",="2",="9",="9",="8",="8",="8",="1",="1",="36",="8",="3",="0",="1",="4",="1",="1",="18",="7",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl2/3",="19",="12",="8",="43",="32",="37",="15",="16",="48",="19",="16",="11",="20",="13",="24",="12",="19",="3",="9",="15",="11",="17",="103",="22",="5",="2",="5",="16",="4",="8",="19",="13",="8",="22",="5",="5",="0",="3",="20",="21",="19",="13",="16",="0",="4",="0",="0",="6",="0",="2",="0",="0",="2",="1",="17",="3",="53",="14",="3",="39",="14",="10",="7",="11",="7",="9",="12",="2",="24",="17",="5",="1",="2",="15",="14",="2",="16",="1",="0",="0",="9",="26",="20",="5",="1",="1",="69",="4",="1",="0",="1",="9",="12",="2",="5",="1",="0",="1",="0",="0",="2",="0",="0",="2",="2",="2",="1",="8",="0",="0",="0",="1",="1",="0",="0",="11",="3"
="VISrl4",="15",="5",="6",="8",="4",="6",="3",="27",="21",="34",="6",="5",="9",="9",="13",="10",="9",="5",="3",="14",="5",="7",="41",="4",="6",="0",="0",="2",="3",="7",="9",="3",="7",="6",="1",="9",="0",="4",="4",="5",="9",="8",="10",="1",="3",="3",="8",="1",="1",="1",="2",="1",="3",="14",="10",="5",="24",="5",="1",="11",="15",="14",="15",="26",="15",="10",="23",="4",="2",="6",="15",="4",="8",="9",="3",="5",="4",="5",="1",="3",="0",="2",="1",="3",="3",="1",="16",="3",="5",="1",="8",="6",="16",="8",="13",="0",="2",="0",="2",="15",="17",="2",="1",="0",="11",="24",="7",="45",="0",="1",="4",="4",="6",="1",="9",="16",="9"
="VISrl5",="14",="9",="2",="13",="20",="2",="19",="12",="13",="37",="9",="3",="17",="14",="5",="17",="5",="8",="10",="8",="7",="13",="15",="12",="2",="0",="2",="9",="1",="9",="10",="16",="13",="12",="13",="4",="0",="7",="3",="10",="38",="34",="10",="0",="0",="3",="3",="7",="6",="3",="2",="0",="1",="4",="9",="3",="13",="2",="0",="10",="12",="9",="3",="14",="19",="2",="11",="5",="1",="2",="1",="1",="1",="16",="6",="3",="17",="5",="1",="8",="1",="9",="9",="9",="23",="20",="40",="16",="1",="1",="25",="17",="5",="3",="14",="16",="39",="7",="5",="13",="30",="1",="8",="3",="7",="12",="4",="30",="1",="2",="8",="2",="3",="10",="23",="13",="6"
="fp",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="or",="1",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="1",="0",="2",="1",="0",="0",="0",="2",="3",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="1",="0",="0",="0",="3",="0",="1",="0",="2",="2",="0",="2",="0",="0",="1",="0",="0",="1",="1",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="6",="2",="2",="0",="1",="6",="5",="5",="1",="1",="0",="0",="0",="0",="3",="2",="0",="0",="0",="0",="0",="0",="1",="0",="1",="1",="0",="2",="5",="0",="1",="0",="2",="0",="1",="5",="0",="1",="2"
="cing",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="1",="0",="3",="0",="1",="1",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="1",="0",="5",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="scwm",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd1",="0",="61",="34",="3",="55",="0",="28",="14",="3",="23",="0",="2",="1",="2",="8",="0",="3",="3",="0",="1",="1",="8",="11",="1",="9",="35",="19",="0",="0",="5",="20",="4",="3",="1",="1",="0",="31",="5",="49",="0",="0",="0",="16",="0",="3",="1",="6",="6",="0",="1",="0",="0",="2",="0",="35",="2",="0",="40",="1",="2",="0",="0",="1",="39",="6",="29",="0",="3",="0",="3",="0",="0",="0",="1",="0",="8",="1",="0",="0",="41",="0",="0",="10",="13",="3",="0",="19",="9",="0",="0",="0",="0",="0",="0",="28",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="43",="2",="1",="14",="1",="30",="1",="5",="15",="0",="2",="5",="4",="4",="0",="3",="0",="0",="0",="2",="12",="24",="8",="19",="13",="7",="1",="0",="25",="16",="4",="4",="0",="0",="1",="1",="0",="84",="2",="0",="0",="7",="0",="3",="0",="1",="1",="0",="0",="0",="0",="0",="1",="2",="0",="0",="23",="0",="2",="0",="0",="0",="3",="0",="5",="0",="1",="0",="2",="1",="0",="0",="1",="0",="0",="0",="0",="0",="8",="1",="0",="17",="7",="5",="2",="36",="13",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="11",="0",="4",="8",="0",="11",="7",="3",="5",="0",="0",="0",="2",="4",="0",="1",="1",="2",="2",="0",="3",="17",="4",="0",="0",="6",="6",="0",="11",="0",="16",="0",="1",="1",="0",="0",="2",="10",="5",="2",="4",="13",="1",="0",="0",="6",="2",="0",="0",="0",="0",="4",="3",="1",="0",="0",="11",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="9",="0",="0",="22",="4",="79",="12",="30",="6",="0",="0",="1",="1",="0",="9",="16",="8",="8",="0",="0",="0",="3",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="SSp-bfd6a",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="4",="0",="0",="3",="0",="0",="2",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="5",="0",="36",="8",="3",="1",="0",="0",="0",="0",="0",="4",="15",="16",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="4",="4",="0",="8",="3",="2",="4",="0",="3",="0",="0",="1",="3",="0",="4",="0",="1",="2",="1",="1",="1",="6",="1",="5",="11",="8",="0",="0",="0",="0",="0",="0",="0",="0",="4",="1",="6",="13",="6",="9",="2",="0",="2",="0",="29",="0",="0",="12",="4",="1",="0",="0",="21",="13",="0",="14",="6",="1",="1",="1",="6",="3",="9",="5",="5",="29",="10",="1",="7",="0",="0",="0",="1",="4",="4",="2",="7",="17",="3",="0",="3",="0",="0",="7",="5",="3",="10",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal2/3",="0",="1",="0",="1",="0",="0",="9",="4",="0",="5",="2",="0",="0",="0",="1",="3",="3",="1",="1",="1",="0",="0",="5",="1",="2",="0",="1",="1",="6",="6",="0",="3",="1",="0",="7",="3",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="6",="0",="2",="0",="0",="5",="0",="4",="0",="0",="18",="4",="0",="0",="0",="5",="2",="0",="2",="8",="0",="3",="0",="0",="0",="0",="5",="8",="9",="10",="0",="0",="0",="0",="4",="1",="6",="2",="3",="5",="10",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal4",="0",="0",="0",="2",="0",="0",="3",="1",="4",="3",="6",="0",="0",="3",="1",="1",="1",="2",="4",="0",="1",="1",="0",="0",="6",="0",="0",="3",="1",="1",="0",="3",="1",="0",="3",="4",="0",="0",="1",="0",="0",="0",="0",="0",="0",="2",="1",="0",="0",="0",="0",="0",="1",="0",="3",="0",="0",="3",="4",="0",="0",="0",="11",="0",="2",="7",="8",="1",="1",="2",="5",="3",="3",="1",="0",="4",="3",="3",="0",="0",="0",="2",="0",="3",="3",="0",="1",="1",="3",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="1",="0",="3",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal5",="0",="0",="0",="0",="0",="0",="4",="3",="5",="1",="1",="0",="1",="1",="1",="3",="1",="5",="3",="0",="5",="3",="0",="0",="2",="0",="0",="6",="3",="5",="0",="4",="0",="0",="8",="9",="0",="1",="0",="0",="0",="0",="2",="0",="2",="3",="0",="0",="0",="0",="0",="0",="1",="0",="8",="0",="0",="1",="1",="0",="0",="0",="1",="1",="2",="1",="2",="1",="0",="1",="0",="1",="0",="2",="1",="1",="2",="1",="0",="0",="1",="0",="0",="4",="14",="1",="3",="6",="1",="0",="12",="0",="1",="8",="3",="2",="0",="0",="0",="2",="1",="0",="0",="1",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal6a",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="7",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="2",="1",="7",="0",="0",="0",="0",="0",="4",="0",="0",="2",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1"
="VISl1",="0",="2",="5",="0",="0",="0",="3",="0",="0",="1",="11",="0",="3",="1",="0",="6",="5",="2",="2",="0",="0",="0",="1",="0",="14",="0",="0",="4",="0",="2",="0",="6",="0",="0",="2",="14",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="8",="2",="6",="0",="0",="1",="0",="2",="0",="0",="3",="9",="1",="0",="2",="9",="14",="4",="4",="2",="0",="0",="0",="10",="0",="3",="0",="2",="53",="2",="2",="15",="0",="1",="0",="4",="4",="0",="0",="0",="5",="0",="0",="1",="0",="0",="0",="8",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl2/3",="0",="1",="0",="0",="0",="1",="17",="0",="1",="0",="3",="3",="6",="0",="0",="0",="6",="3",="5",="1",="0",="0",="0",="0",="39",="0",="0",="0",="1",="2",="0",="0",="0",="0",="3",="5",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="2",="0",="0",="1",="2",="0",="1",="0",="3",="0",="1",="1",="3",="4",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl4",="0",="0",="0",="0",="0",="0",="4",="0",="1",="0",="0",="0",="2",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="6",="0",="0",="0",="1",="0",="1",="0",="3",="0",="0",="0",="1",="3",="0",="1",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl5",="0",="0",="0",="0",="0",="0",="1",="0",="3",="0",="4",="2",="1",="2",="0",="1",="1",="5",="2",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="2",="0",="1",="0",="5",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="15",="0",="0",="0",="0",="0",="1",="2",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="1",="0",="3",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl6a",="0",="1",="0",="0",="0",="0",="1",="0",="2",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="0",="5",="1",="0",="0",="1",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="2",="1",="1",="4",="0",="0",="0",="0",="1",="0",="4",="0",="0",="0",="0",="4",="0",="0",="4",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="2",="1",="0",="1",="0",="0",="0",="3",="4",="0",="0",="10",="8",="1",="0",="0",="0",="0",="4",="1",="0",="13",="9",="3",="1",="2",="8",="5",="1",="13",="3",="6",="2",="4",="6",="5",="4",="1",="1",="5",="10",="10",="1",="5"
="SSp-bfd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0"
="SSp-ll6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
