 ,221057_099,221057_123,221057_132,221057_133,221057_135,221057_137,221057_139,221057_149,221057_167,221481_241,221481_257,221481_258,221701_039,221701_041,221701_054,221701_060,221702_003,221733_181,230066_078,230066_079,230066_081,230066_082,230066_083,230066_084,230066_087,230066_121,230066_124,230066_125,233380_037,233666_171,233668_046,233668_056,233668_057,233668_058,233668_059,233668_061,233668_062,233668_063,233668_064,233668_065,233668_071,233668_072,233668_073,233668_075,233668_076,233668_096,233668_097,233668_100,233668_102,233668_103,233795_008,233795_009,233795_011,233795_012,233795_013,233795_044,233795_090,233795_098,233795_100,221090_098,221091_154,221417_015,221417_016,221417_043,221418_139,221478_278,221479_163,221479_164,221480_100,221481_237,221481_254,231685_255,231685_273,231685_274,231685_275,231685_279,231685_284,231685_286,231685_291,231686_057,233379_029,233379_030,233379_031,233379_040,233379_107,233379_109,233379_130,233380_036,233380_093,233666_139,233666_204,221090_092,221090_093,221091_113,221091_125,221091_141,221417_017,221418_131,221418_132,221418_136,221418_137,221418_138,221477_058,221477_059,221479_185,221479_236,231687_014,233666_049,233666_201,233667_154,233667_217,233667_242,233667_255,233667_256,233667_257,233667_267,233667_269,233667_289,233667_290,221065_081,221065_082,221091_171,231687_028,233667_270,233668_104,221365_065,233666_146,233666_149,233666_152,233666_161,233666_183,233666_189,233666_193,233666_196,233666_197,233666_202,233667_132,233667_156,233667_158,233667_165,233667_175,233667_179,233667_185,233667_232,233667_233,233667_234,233667_235,233667_237,233667_238,233667_239,233667_259,233667_262,233667_263,233667_264,233667_265,233667_272,233667_279,233667_280,233667_282,233667_292,221065_083,221065_084,221065_085,221517_009,221517_010,233281_120,233667_182,233667_231,233667_260,233667_261
="RSPv5",="0",="0",="0",="0",="141.5955",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1074.6518",="0",="0",="0",="0",="68.8737",="0",="0",="16.9623",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="115.2586",="0",="0",="0",="0",="0",="0",="0",="179.6712",="0",="0",="0",="0",="0",="0",="0",="398.4413",="416.543",="962.7249",="2650.4754",="0",="1230.2946000000002",="76.4066",="0",="0",="215.6929",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="507.678",="0",="133.8497",="829.39",="2487.7769000000003",="396.5868",="0",="0",="310.0295",="0",="0",="113.9739",="0",="203.2952",="453.8618",="0",="124.8716",="469.719",="285.7079",="0",="0",="0",="0",="1610.6066",="0",="519.1104",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="304.6008",="1142.0111",="1493.388",="293.3789",="95.6141",="0",="0",="7562.4965",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa5",="0",="0",="0",="0",="758.8947",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="222.6285",="0",="0",="0",="0",="0",="0",="0",="0",="82.692",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9041.0686",="0",="0",="863.2359",="0",="0",="0",="0",="0",="0",="0",="0",="502.4924",="0",="454.7405",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1005.2105",="0",="0",="0",="0",="477.1379",="0",="0",="211.6741",="0",="0",="0",="0",="0",="138.5025",="0",="0",="439.5161",="0",="0",="0",="0",="0",="0",="0",="551.7873",="0",="324.0225",="0",="832.8207",="0",="0",="0",="0",="0",="0",="575.2946",="0",="0",="0",="0",="0",="0",="330.0954",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd1",="0",="0",="0",="0",="0",="0",="15.8692",="0",="331.1641",="0",="232.0153",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="257.3766",="0",="0",="0",="0",="0",="133.0617",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2322.5262",="0",="0",="0",="0",="0",="0",="0",="571.4991",="19034.4041",="2068.0837",="4881.1187",="0",="1052.3504",="11614.6549",="2342.5556",="0",="9945.1478",="249.4916",="0",="945.7485",="9276.1134",="634.1272",="4451.6844",="0",="0",="550.1716",="1673.1367",="0",="983.2691",="403.2374",="0",="2361.6279",="1828.869",="0",="49.3923",="774.6509",="0",="306.4696",="0",="0",="0",="2936.0758",="9006.8272",="8212.6521",="0",="2211.8731",="1391.161",="302.5308",="1422.9",="2916.9024",="1447.6421",="7271.6435",="9662.6497",="5539.4812999999995",="5649.4368",="3601.732",="1335.0653",="0",="1246.8825",="163.1768",="0",="0",="0",="0",="0",="688.8003",="0",="4588.2449",="0",="2497.0782",="50.9681",="88.167",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="349.8801",="0",="0",="0"
="APr",="0",="0",="0",="0",="0",="0",="0",="55.4516",="0",="0",="0",="11.9487",="0",="0",="0",="0",="0",="0",="0",="969.8313",="0",="0",="574.1565",="152.35",="0",="0",="0",="0",="0",="159.7574",="723.5563",="494.1726",="76.3638",="0",="0",="58.9877",="628.6928",="67.1988",="0",="0",="760.347",="0",="0",="134.6878",="0",="0",="1081.3517",="0",="0",="0",="0",="75.5418",="125.4537",="0",="0",="0",="0",="0",="0",="0",="6667.829",="5312.1138",="14002.4568",="0",="3325.5643",="0",="0",="0",="1737.0285",="10929.6689",="0",="0",="1649.8626",="426.4249",="3209.7611",="0",="0",="0",="7037.4565",="0",="0",="954.1618",="0",="0",="3637.6334",="0",="0",="0",="0",="729.1306",="0",="0",="0",="72.7519",="0",="9694.1966",="0",="831.4235",="0",="5890.4211",="0",="0",="0",="0",="8626.0682",="0",="0",="19634.4228",="6828.861",="56.5037",="1382.4484",="0",="93.745",="0",="0",="262.6327",="0",="243.6436",="0",="3800.7354",="0",="6652.8811",="2559.2222",="315.5628",="585.3887",="0",="45.9047",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="93.1891",="0",="365.3969",="0",="0",="115.9135",="0",="0",="0",="0",="558.454",="0",="0",="0",="0",="0",="49.559",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="981.3965",="0",="0",="0",="0",="0",="0",="0",="169.7953",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="389.4275",="0",="0",="11499.6922",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2519.9817",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="720.0309",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="34.8264",="0",="0",="0",="0",="0",="0",="1044.4771",="0",="0",="4869.9768",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="887.5177",="0",="0",="386.0962",="0",="0",="6.9989",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="715.336",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="880.4528",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="150.8166",="0",="0",="1406.8168",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1060.337",="0",="0",="48.1342",="0",="0",="1526.094",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="25.554",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.5286",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.4716",="0",="0",="0",="0",="0",="0",="0",="1826.3899",="0",="0",="0",="0",="0",="0",="0",="555.994",="0",="10.0416",="696.4887",="0",="0",="0",="0",="0",="0",="135.8534",="0",="0",="1696.2967",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="381.2616",="0",="368.8919",="0",="0",="435.9834",="0",="0",="0",="2205.2524",="228.23309999999998",="0",="54.237",="0",="0",="0",="35.8835",="72.8663",="0",="0",="151.0806",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="496.0498",="390.1927",="0",="0",="0",="0",="192.5143",="0",="0",="0",="1042.8175",="0",="4.4009",="0",="4.5624",="0",="2742.9921",="0",="1228.4456",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="359.8404",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="237.893",="0",="0",="0",="0",="0",="0",="0",="2317.7554",="0",="0",="0",="0",="0",="0",="0",="633.6446",="0",="502.517",="501.9251",="0",="0",="0",="0",="0",="0",="342.5833",="0",="215.1193",="413.0383",="0",="0",="0",="0",="0",="794.4975",="0",="0",="0",="0",="0",="0",="1371.8003",="0",="210.4005",="0",="0",="6244.1882",="0",="304.714",="0",="103.5607",="675.7088",="0",="0",="0",="0",="0",="1148.8733",="0",="0",="0",="266.7272",="0",="0",="26.1525",="21.0609",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="791.9245",="1373.4729",="0",="0",="0",="0",="845.2802",="0",="0",="0",="1177.9212",="0",="9.8809",="0",="158.2932",="0",="1862.7141",="0",="625.4493",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1806.4882000000002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="219.8548",="0",="0",="0",="0",="0",="0",="0",="627.0245",="0",="0",="0",="0",="0",="0",="0",="487.501",="0",="490.2266",="281.6897",="0",="0",="0",="0",="0",="0",="80.5528",="0",="103.4654",="360.5416",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1428.3843",="0",="73.609",="0",="0",="1298.0138",="0",="291.4566",="0",="0",="323.8461",="0",="0",="0",="0",="0",="65.3828",="247.3434",="0",="0",="359.7612",="0",="0",="0",="62.0638",="0",="0",="0",="0",="70.8551",="0",="0",="0",="0",="0",="221.1625",="0",="83.1496",="0",="361.385",="434.6402",="0",="0",="0",="0",="0",="0",="0",="0",="25.8592",="0",="149.2194",="0",="699.3584",="0",="563.6598",="0",="121.5333",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1018.1778",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1048.9379",="0",="0",="0",="0",="0",="0",="0",="2063.7076",="0",="0",="0",="0",="0",="0",="0",="2406.0329",="0",="1786.9078",="1192.4931",="0",="0",="0",="0",="0",="0",="197.4261",="0",="623.0893",="807.828",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2423.3196",="0",="77.6615",="0",="0",="1261.1353",="0",="981.6626",="0",="0",="671.183",="0",="0",="113.5255",="0",="0",="0",="612.1885",="0",="0",="478.0782",="0",="0",="0",="46.0089",="0",="0",="0",="0",="719.3948",="0",="0",="0",="0",="0",="0",="0",="0",="0",="330.7421",="1609.8834",="0",="0",="0",="0",="0",="0",="0",="0",="668.1722",="0",="615.0179",="841.2972",="356.9204",="0",="1030.285",="0",="65.247",="74.0617",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="661.341",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="176.4547",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.7021",="0",="0",="0",="0",="0",="0",="0",="2431.799",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1270.746",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3513.6462",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="165.3081",="0",="0",="278.3158",="0",="0",="0",="220.2424",="585.2678000000001",="154.9047",="0",="0",="0",="0",="467.9458",="771.7567",="0",="0",="57.104",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="28.3398",="0",="0",="0",="0",="0",="0",="0",="758.476",="468.5259",="59.6582",="0",="0",="0",="12.7894",="0",="0",="0",="0",="0",="885.7687",="0",="0",="0",="3659.2206",="0",="1176.1358",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="105.5872",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2036.5345",="0",="0",="0",="0",="0",="0",="0",="2633.2696",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1103.4761",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1352.3392",="0",="0",="0",="0",="0",="49.0335",="0",="0",="0",="0",="0",="0",="0",="0",="653.8933",="0",="0",="779.2279",="0",="0",="0",="59.5599",="331.76059999999995",="38.2568",="114.8115",="0",="0",="0",="2137.3766",="841.1468",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="156.0247",="0",="0",="0",="0",="0",="0",="215.2912",="1125.9041",="173.9681",="0",="0",="0",="154.4607",="0",="0",="0",="0",="0",="1180.8433",="0",="0",="0",="1798.3518",="0",="1277.1566",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1550.6963",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="382.6499",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="364.6044",="0",="0",="0",="0",="0",="0",="0",="1571.9904",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="207.4566",="0",="0",="0",="0",="0",="0",="0",="0",="0",="245.1605",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="380.0851",="0",="0",="195.2692",="0",="0",="98.3896",="147.8164",="529.0473999999999",="101.5061",="0",="0",="0",="0",="358.2577",="1305.2735",="0",="0",="48.8788",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="66.7308",="0",="0",="0",="123.2942",="166.5219",="24.3938",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1990.5463",="29.959",="0",="0",="1164.6137",="0",="125.8129",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="473.4862",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="427.3915",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="732.3082",="0",="0",="0",="0",="0",="0",="0",="1576.13",="0",="0",="0",="0",="0",="0",="0",="528.9253",="0",="0",="513.2828",="0",="0",="0",="0",="0",="0",="136.6366",="0",="0",="936.5194",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="95.6266",="369.0041",="0",="427.973",="0",="0",="84.4771",="0",="222.8204",="54.8166",="257.2278",="57.2706",="154.3292",="0",="0",="0",="0",="0",="1448.9537",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="17.3612",="0",="0",="0",="0",="0",="0",="0",="0",="342.51",="2056.0168",="967.0198",="0",="0",="0",="0",="0",="0",="0",="307.6469",="894.1929",="1036.3466",="1662.2367",="0",="0",="1598.739",="0",="623.1422",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1515.3304",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="680.0417",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="101.4356",="0",="0",="0",="0",="0",="0",="0",="62.988",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="98.9694",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="33.684",="0",="0",="69.9522",="0",="53.704",="29.9121",="11.8706",="0",="183.1142",="0",="0",="99.7492",="0",="0",="160.0938",="0",="0",="0",="0",="0",="0",="44.623",="0",="45.2048",="0",="42.0519",="0",="0",="0",="0",="0",="0",="43.5326",="0",="284.3977",="53.9393",="0",="216.8409",="402.1815",="100.2556",="0",="0",="11.0278",="0",="0",="79.7568",="39.1253",="0",="0",="12.5708",="0",="0",="0",="0",="66.8511",="0",="0",="0",="0",="0",="0",="126.8371",="28.1337",="16.1301",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="167.5735",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="270.4281",="0",="0",="0",="0",="46.4057",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.6565",="0",="0",="0",="0",="0",="0",="0",="0",="43.0476",="0",="181.9982",="0",="0",="0",="0",="0",="0",="0",="0",="0",="42.501",="0",="0",="0",="0",="0",="0",="0",="0",="100.916",="0",="0",="0",="283.8266",="0",="0",="0",="7.8363",="0",="0",="3.9826",="0",="0",="0",="0",="0",="182.8324",="0",="0",="0",="86.6295",="0",="58.4716",="0",="12.7594",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="43.9077",="63.7124",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.3298",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="171.7965",="0",="0",="0",="0",="302.0432",="0",="0",="1108.0443",="0",="0",="0",="0",="3.9749",="0",="0",="0",="0",="0",="0",="0",="747.2207",="0",="108.883",="0",="0",="0",="0",="0",="61.6217",="0",="0",="0",="0",="0",="0",="0",="716.6954",="770.6089999999999",="426.2614",="3828.5154",="0",="1080.7554",="0",="0",="0",="396.7637",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="399.99490000000003",="0",="673.7562",="1435.5279",="625.4096999999999",="0",="0",="0",="2407.0813",="0",="0",="3416.2291",="0",="1825.6649",="210.7755",="0",="2850.1317",="2819.2039999999997",="429.6046",="0",="162.3574",="0",="0",="151.1229",="0",="919.2353",="0",="237.5634",="121.6507",="511.3951",="0",="0",="146.6344",="0",="0",="769.42",="102.7659",="0",="182.8229",="0",="7507.6024",="192.3737",="623.7831",="747.5076",="0",="1387.0611",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.689",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="47.6939",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.0642",="0",="0",="0",="0",="0",="0",="0",="170.8775",="39.3207",="41.2324",="38.7014",="0",="49.8593",="0",="0",="0",="55.4234",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="216.8942",="0",="78.6548",="0",="202.6906",="0",="0",="82.1791",="9.841",="0",="0",="119.7355",="0",="0",="0",="0",="46.3851",="179.3296",="0",="0",="0",="0",="0",="0",="0",="41.3018",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8.2315",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="dhc",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1519.1751",="64.6224",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1730.8614",="0",="0",="0",="0",="0",="0",="1537.9771",="7302.3231000000005",="0",="0",="0",="3115.9758",="450.1852",="185.4995",="0",="2074.0339",="255.7526",="415.4419",="335.2398",="252.144",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3446.7911999999997",="0",="0",="0",="0",="0",="0",="232.8574",="0",="0",="819.7525",="0",="0",="0",="0",="0",="0",="827.5728",="0",="0",="0",="1279.5538999999999",="0",="0",="0",="0",="1673.6007",="0",="0",="0",="0",="0",="0",="444.0609",="588.2414",="0",="497.0144",="0",="0",="0",="0",="0",="155.0295",="2038.2619",="0",="0",="0",="0",="0",="0",="0",="0",="349.3356",="0",="0",="162.2156",="0",="0",="1111.5035",="596.7386",="154.9006",="151.8986",="199.1793",="0",="0",="0",="0",="497.8591",="384.5067",="1607.0562",="315.5765",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="105.0278",="673.9037",="757.9578",="721.6267",="765.8631",="761.1031",="817.8641",="919.9852",="513.9577",="11.7183",="655.3068",="235.163",="417.0338",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="697.1708",="663.8109",="61.9275"
="fp",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3212.9407",="926.278",="0",="0",="331.1803",="0",="0",="0",="313.4944",="0",="0",="415.3003",="1869.5818",="0",="0",="0",="0",="327.7244",="876.5809",="3065.0665",="200.4559",="0",="0",="215.1283",="4964.6561",="755.5278",="93.8562",="0",="1419.6789",="2063.5425",="288.999",="111.0865",="3589.1706000000004",="93.8993",="1876.9007",="0",="0",="0",="249.2645",="130.6171",="1204.7467",="0",="2763.2587",="0",="75.4293",="0",="0",="301.1321",="1349.1567",="5483.2603",="5233.893599999999",="7173.7880000000005",="3785.6677",="663.0019",="1638.2423",="1182.1948",="162.2461",="3283.5515000000005",="760.028",="3349.0942",="493.0675",="2571.4750000000004",="2050.4962",="5575.6107999999995",="0",="0",="457.8513",="694.6976",="3183.5493",="0",="1647.2741999999998",="0",="731.6147",="1814.9648",="150.2868",="2881.3947",="1850.5759",="712.4204000000001",="0",="4458.2078",="0",="1867.7964",="3610.6049000000003",="1485.412",="2985.4196",="4360.3381",="1520.0363000000002",="2551.805",="2790.6618",="0",="2750.9119",="2997.4082",="3298.8851",="699.3684",="5264.919",="3611.3913999999995",="0",="5079.7600999999995",="1440.6836",="106.9541",="605.7117",="858.1183",="2514.1843000000003",="4205.9764",="1478.1621",="2398.7275",="3827.0946",="1836.1286",="494.786",="3764.4498000000003",="3592.0801",="7532.11",="452.5235",="531.6542",="0",="2188.9537",="1827.0862",="1792.548",="1947.4656",="1333.7572",="1708.089",="1434.128",="1440.8225",="744.9293",="1451.6161",="694.0106",="1881.3182",="1874.8805",="1529.4083",="1518.5925",="2320.4408",="1643.3323",="751.819",="720.6664",="742.8886",="843.1982",="685.4773",="679.8618",="550.8542",="1006.1309",="1028.3114",="1037.3185",="1214.7031",="1323.2782",="2270.6285",="1591.7918",="1415.8561",="1275.7024",="2222.4786",="192.9985",="492.5967",="406.4457",="878.0293",="553.8618",="1122.1662",="2191.7042",="696.4965",="806.5836",="1143.667"
