NeuronId,x,y,z
="233666_228.swc",="9328.0400390625",="1178.260009765625",="4338.77978515625"
="233666_229.swc",="9300.9599609375",="1348.469970703125",="4201.60009765625"
="233666_230.swc",="9351.98046875",="1304.06005859375",="4283.759765625"
="233666_231.swc",="9408.3798828125",="1467.75",="4046.93994140625"
="233666_232.swc",="9286.5400390625",="1393.3499755859375",="4103.52001953125"
="233667_057.swc",="8269.599609375",="683.1420288085938",="4627.85986328125"
="233667_064.swc",="7919.81982421875",="637.676025390625",="4664.4599609375"
="233667_068.swc",="7993.35986328125",="572.0040283203125",="4715.1201171875"
="233667_070.swc",="7895.7998046875",="652.5540161132812",="4706.31982421875"
="233667_076.swc",="7749.60009765625",="561.1119995117188",="4868.56005859375"
="233667_086.swc",="7710.77978515625",="675.4959716796875",="4645.33984375"
="233667_106.swc",="7481.5400390625",="602.0599975585938",="4803.66015625"
="233667_109.swc",="7353.93994140625",="673.1220092773438",="4785.740234375"
="233667_115.swc",="7491.89990234375",="729.8419799804688",="4660.759765625"
="233667_116.swc",="7509.3798828125",="636.9539794921875",="4684.5"
="233667_117.swc",="8881.51953125",="676.3300170898438",="4788.8798828125"
="233667_118.swc",="8889.3603515625",="685.3599853515625",="4741.06005859375"
="233667_119.swc",="8908.8603515625",="774.552001953125",="4729.33984375"
="233667_120.swc",="8963.48046875",="905.2119750976562",="4719.3798828125"
="233667_123.swc",="8958.7802734375",="840.6920166015625",="4618.2998046875"
="233667_125.swc",="9117.01953125",="870.0159912109375",="4559.83984375"
="233667_127.swc",="9038.240234375",="921.8980102539062",="4667.2001953125"
="233667_140.swc",="9192.98046875",="1024.1500244140625",="4650.27978515625"
="233667_151.swc",="9240.240234375",="1286.0899658203125",="4258.93994140625"
="233667_207.swc",="9856.9404296875",="1617.4599609375",="3624.679931640625"
="233667_208.swc",="9799.599609375",="1603.1400146484375",="3602.6201171875"
="233667_228.swc",="9330.2001953125",="1421.5400390625",="4067.02001953125"
="233667_230.swc",="9358.7998046875",="1108.77001953125",="4439.33984375"
="233667_301.swc",="7671.68017578125",="672.7219848632812",="4801.14013671875"
="221367_032.swc",="8649.8603515625",="741.7020263671875",="6311.240234375"
="233281_100.swc",="9157.7001953125",="1230.969970703125",="7381.580078125"
="233281_104.swc",="9397.8203125",="1406.5400390625",="7436.7001953125"
="233281_111.swc",="9573.5595703125",="1653.4200439453125",="7795.240234375"
="233666_020.swc",="9263.580078125",="1019.1500244140625",="4475.43994140625"
="233666_047.swc",="9027.1201171875",="818.6840209960938",="4846.56005859375"
="233666_068.swc",="8870",="555.1959838867188",="5046.85986328125"
="233667_153.swc",="9228.099609375",="1155.97998046875",="4526.27978515625"
