 ,220191_031,220191_053,220191_066,221057_035,221057_045,221367_022,221367_033,221367_037,221367_039,221367_040,221367_041,221367_045,221367_048,221367_052,221367_053,221427_302,221530_020,221737_125,221739_015,221754_038,230066_112,230111_018,230111_021,230111_023,230112_004,230112_005,231567_003,231567_004,231567_008,233379_006,233379_021,233379_062,233379_063,233380_012,233380_047,233380_057,233380_059,233380_060,233380_071,233380_077,233380_082,233380_088,233666_069,233667_145,220191_082,220191_087,220191_092,221367_019,221367_020,221367_050,221367_054,221368_031,221368_035,221512_035,221525_022,230108_009,233379_026,233379_028,233379_067,233379_070,233379_082,233379_083,233380_011,233380_051,233380_065,233666_088,233667_017,233667_019,233667_034,233667_035,233667_040,233667_042,233282_092,233379_025,233379_027,233379_085,220191_020,220191_030,221227_091,221227_108,221227_227,221367_031,221367_038,221367_042,221367_043,221367_047,221367_049,221368_016,221368_017,221368_022,221368_029,221368_030,221368_034,221368_036,221368_038,221512_055,221734_024,221734_032,221734_035,221735_054,221735_059,221735_061,221736_040,230080_193,230080_215,230080_222,230107_069,230111_009,230111_022,231567_002,231568_001,233282_008,233282_011,233379_071,233379_077,233380_031,233666_075,233666_087,233666_104,233666_116,233666_233,233666_260,233667_009,233667_018,233667_022,233667_024,233667_026,233667_029,233667_031,233667_032,233667_037,233667_122,233667_143,233667_144,233667_147,233667_148,233667_149,233667_150,233667_152,233667_302,233667_304,233667_305,212073_007
="VISp6b",="0",="0",="0",="417.1616",="850.7364",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1081.1997",="0",="0",="552.3269",="0",="0",="0",="0",="0",="0",="256.0239",="0",="0",="0",="12.2287",="1909.8945",="127.4874",="0",="0",="162.8424",="559.6294",="0",="136.5021",="0",="60.0473",="0",="0",="0",="586.0573",="647.6523",="1489.6483",="0",="0",="0",="0",="0",="177.4746",="817.1211",="0",="905.6102",="0",="0",="0",="64.2847",="0",="0",="98.7225",="0",="7.2594",="299.6452",="164.3228",="0",="0",="0",="101.1142",="0",="0",="86.5006",="234.06",="59.8295",="0",="51.0503",="0",="324.4672",="0",="993.6101",="136.2351",="1276.2073",="342.2907",="343.6609",="131.1449",="103.4717",="1871.7046",="408.7772",="0",="0",="446.3064",="734.069",="0",="97.9445",="61.4567",="0",="10.5776",="194.2231",="0",="434.8266",="0",="0",="0",="84.4763",="0",="708.3688",="106.5168",="451.9585",="0",="340.4768",="0",="624.3641",="635.1062",="0",="135.2106",="319.6155",="4143.3583",="30.8276",="70.0061",="226.4549",="0",="601.6773",="445.2762",="448.8912",="0",="251.2693",="2252.9628",="2299.6018",="492.4723",="111.5144",="460.8514",="1420.4945",="347.9974",="290.0808",="0",="190.9547",="858.5017",="0",="19.0924",="770.882",="0"
="VISpm1",="0",="0",="0",="1049.0471",="0",="710.9369",="0",="530.67",="0",="0",="0",="663.6216",="0",="0",="3151.1333",="1870.0503",="0",="236.2285",="301.7779",="0",="433.9758",="0",="0",="0",="2897.8686",="0",="0",="0",="0",="0",="86.8949",="0",="375.1677",="3576.0349",="240.95669999999998",="0",="0",="153.8464",="0",="1718.4673",="0",="347.2223",="0",="0",="0",="0",="0",="0",="643.5577",="0",="0",="0",="0",="0",="1424.627",="0",="89.3997",="1119.5727",="99.2456",="0",="0",="0",="0",="0",="0",="0",="0",="1718.0211",="0",="0",="0",="0",="826.8538",="0",="0",="0",="3929.9062",="7.2431",="52.3704",="2587.2962",="294.8765",="979.9625",="0",="0",="9.0264",="0",="316.9972",="0",="1758.9419",="0",="3467.5747",="2706.122",="0",="0",="2164.578",="0",="0",="0",="0",="768.7671",="0",="0",="0",="0",="0",="0",="0",="0",="1041.8131",="0",="0",="960.5884",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="762.1916",="0",="1289.1645",="0",="0",="0",="1264.6577",="0",="0",="0",="0",="0",="0",="0",="0",="748.1761",="0",="0",="0",="0"
="VISpm2/3",="0",="0",="0",="842.4642",="0",="765.9742",="0",="147.4672",="0",="0",="0",="183.5895",="0",="0",="517.7957",="65.9035",="0",="0",="0",="0",="0",="0",="0",="0",="1048.1173",="0",="0",="0",="0",="0",="202.3522",="0",="0",="0",="201.2187",="0",="0",="1188.8821",="0",="362.7981",="0",="0",="0",="0",="0",="0",="0",="0",="8.5771",="0",="0",="0",="0",="0",="0",="0",="552.1909",="697.7684",="840.7885",="0",="233.92",="0",="0",="0",="0",="0",="0",="173.7044",="31.6962",="0",="0",="0",="500.5916",="642.8076",="14.9545",="391.3496",="275.4912",="0",="0",="1073.2921",="387.1929",="16.0448",="0",="0",="0",="0",="0",="0",="511.4948",="0",="0",="331.176",="0",="0",="0",="0",="0",="0",="0",="139.8422",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="864.944",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="220.9554",="0",="190.0053",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.2011",="0",="0",="0",="65.4942"
="VISpm4",="0",="0",="0",="341.574",="0",="565.6174",="0",="0",="0",="0",="0",="52.8976",="0",="0",="98.373",="70.2126",="0",="0",="0",="0",="0",="0",="0",="0",="284.1022",="0",="0",="0",="0",="0",="73.9281",="0",="0",="0",="105.5024",="0",="0",="505.5041",="0",="268.8145",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="347.3423",="0",="257.3319",="0",="75.1986",="0",="0",="0",="0",="0",="0",="47.5988",="123.9124",="0",="0",="0",="59.4237",="1286.505",="52.0712",="2171.8567",="444.4228",="0",="0",="314.2754",="42.1357",="0",="0",="0",="0",="0",="0",="0",="206.8264",="0",="0",="225.5094",="0",="0",="100.2967",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="214.9256",="0",="113.9695",="0",="0",="0",="0",="0",="0",="0",="0",="0",="93.4698",="0",="40.9957",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="377.4859"
="VISpm5",="0",="0",="0",="121.8638",="0",="189.9192",="0",="0",="169.3653",="0",="0",="150.5463",="0",="0",="890.9704",="0",="0",="0",="0",="0",="0",="0",="0",="0",="735.2086",="0",="0",="0",="0",="288.3082",="160.1061",="5.0109",="9.4364",="299.4266",="97.9297",="0",="0",="460.6274",="0",="831.5108",="0",="0",="0",="0",="745.0585",="206.2222",="547.1152",="0",="0",="0",="0",="0",="0",="411.7285",="0",="0",="159.3124",="640.0268",="319.7431",="0",="294.2905",="0",="0",="0",="0",="0",="0",="108.2126",="814.842",="85.0585",="93.6317",="0",="262.078",="938.2481",="949.6969",="2328.1732",="6044.6865",="0",="0",="1604.0593",="0",="422.4895",="0",="151.9924",="147.2138",="0",="0",="0",="1052.7017",="435.2392",="1160.2655",="870.1967",="435.5072",="986.8694",="786.1891",="0",="314.6752",="0",="1074.9125",="0",="0",="0",="0",="0",="0",="743.3236",="0",="0",="0",="54.1174",="0",="1345.6548",="439.8875",="4652.9567",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1394.7282",="381.2978",="720.3412",="0",="2224.5558",="604.7288",="0",="369.8016",="0",="249.4658",="0",="0",="0",="0",="354.6781",="115.0952",="0",="0",="0",="538.0628"
="VISpm6b",="0",="0",="0",="279.4656",="519.3793",="0",="0",="0",="0",="0",="0",="0",="0",="38.2338",="0",="0",="81.2599",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="140.4906",="0",="0",="74.2514",="0",="46.5841",="0",="0",="357.3974",="0",="0",="0",="0",="0",="0",="0",="0",="91.8871",="0",="79.3185",="0",="0",="0",="0",="0",="0",="75.3296",="0",="644.6654",="0",="0",="0",="0",="0",="0",="0",="197.0482",="0",="0",="0",="0",="0",="43.7971",="0",="0",="0",="124.6961",="120.7103",="212.5028",="0",="0",="0",="0",="0",="464.2519",="186.8747",="0",="853.8712",="235.2141",="519.9923",="224.5075",="352.1716",="59.572",="0",="145.4867",="0",="156.7594",="0",="0",="0",="0",="0",="10.6233",="0",="0",="0",="0",="0",="1.9102",="0",="7.8961",="0",="0",="0",="0",="0",="277.4371",="116.7176",="0",="0",="0",="76.0921",="0",="0",="0",="0",="0",="465.8599",="428.7809",="0",="260.327",="486.8271",="86.5215",="24.0946",="0",="0",="0",="0",="0",="0",="158.5319",="0",="0",="0",="0",="0"
="SCzo",="0",="0",="0",="127.1554",="0",="21.8698",="320.7789",="1307.7977",="2555.8499",="13.1316",="0",="1076.2299",="185.1542",="1707.1823",="78.9832",="184.1209",="0",="102.8169",="0",="0",="1004.0008",="0",="56.3307",="0",="0",="40.3741",="0",="0",="0",="0",="696.9906",="0",="0",="0",="185.3424",="0",="200.9846",="0",="0",="0",="0",="0",="13.6815",="190.778",="0",="0",="0",="266.938",="34.1367",="398.7988",="439.2469",="0",="0",="0",="0",="0",="9.4131",="0",="0",="0",="0",="0",="0",="0",="0",="253.9362",="288.6197",="281.2229",="0",="0",="0",="80.4585",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="346.6698",="391.5759",="0",="34.9226",="93.0589",="0",="0",="148.4543",="0",="0",="0",="2.5346",="0",="0",="0",="422.3901",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="38.5699",="0",="0",="17.4087",="0",="0",="0",="100.0675",="0",="0",="0",="0",="0",="0",="440.0907",="0",="1657.9227",="273.643",="61.8814",="0",="1.8679",="2.0704",="0",="192.1975",="1259.2141",="0",="4474.4194",="0",="76.7178",="0",="0",="0",="0",="0"
="ENTl1",="0",="0",="0",="0",="33.5319",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2406.9046",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="191.6792",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl3",="0",="0",="0",="0",="664.0318",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="487.1458",="0",="203.1745",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="772.762",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl5",="0",="0",="0",="0",="771.0745",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3617.3932",="0",="1788.5858",="0",="0",="0",="0",="0",="510.2788",="958.1586",="0",="0",="0",="0",="0",="0",="0",="0",="71.0655",="0",="426.3062",="0",="1942.1343",="165",="0",="1816.9143",="0",="0",="0",="50.2547",="0",="0",="0",="0",="0",="0",="0",="552.5135",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="313.7363",="0",="0",="0",="0",="0",="0",="0",="3327.3463",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="183.7972",="0",="0",="0",="0",="0",="0"
="ENTl6a",="0",="0",="0",="0",="7.3118",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="213.4194",="3115.504",="0",="1763.2514",="0",="0",="0",="0",="0",="658.7846",="1519.9304",="0",="0",="0",="0",="0",="0",="0",="0",="1214.1725",="0",="771.0417",="0",="224.6044",="1156.6296",="0",="10174.3655",="0",="0",="0",="382.3238",="0",="0",="0",="0",="0",="0",="0",="470.9175",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1044.2275",="0",="0",="0",="0",="0",="0",="0",="2130.7836",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="147.6557",="0",="0",="0",="0",="0",="0"
="ENTm1",="0",="0",="0",="0",="884.1112",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="143.0437",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm2",="0",="0",="0",="0",="682.7958",="0",="0",="0",="0",="0",="0",="33.6962",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="827.6876",="0",="449.4477",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="389.1867",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="177.2825",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="196.1288",="0",="0",="0",="0",="0",="0",="0",="124.4561",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl5",="0",="0",="0",="0",="131.4502",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="516.6251",="0",="0",="268.8744",="393.3927",="0",="0",="0",="0",="0",="70.5689",="0",="127.3956",="411.0478",="444.3442",="0",="0",="0",="0",="0",="0",="1442.8301",="87.4324",="32.7368",="0",="0",="0",="0",="0",="0",="0",="0",="318.3559",="0",="0",="0",="0",="0",="0",="0",="62.0411",="0",="0",="0",="0",="0",="0",="0",="0",="0",="63.7331",="0",="0",="0",="0",="1066.1269",="1169.2513",="0",="0",="0",="1534.1727",="0",="0",="648.1472",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="25.1201",="0",="0",="0",="1106.3957",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.4037",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl6a",="0",="0",="0",="0",="460.7183",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="53.9218",="0",="0",="264.7384",="0",="101.9637",="0",="0",="1546.1005",="0",="0",="0",="0",="269.9453",="781.2718",="0",="0",="0",="0",="0",="0",="0",="0",="1540.9395",="0",="0",="0",="0",="0",="0",="0",="0",="566.4129",="0",="0",="0",="0",="0",="0",="0",="147.0678",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="159.6944",="0",="0",="0",="0",="90.7147",="0",="0",="0",="0",="0",="0",="135.5536",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="397.7192",="0",="0",="0",="950.683",="0",="0",="0",="0",="0",="0",="464.5702",="0",="0",="0",="0",="0",="0",="0",="191.1424",="0",="0",="186.984",="316.3378",="0",="0",="0",="0",="0",="0",="0",="24.0445",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.005",="0",="0",="0",="0"
="VISpl4",="0",="0",="0",="0",="38.1062",="0",="0",="0",="0",="0",="0",="0",="0",="0",="117.1292",="34.9814",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="124.8402",="0",="0",="0",="0",="288.1719",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40.776",="61.8982",="0",="0",="0",="0",="0",="123.0648",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="84.7057",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="45.5753",="0",="91.9503",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor4",="0",="0",="0",="0",="184.8226",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="143.6487",="0",="0",="123.8621",="0",="0",="0",="0",="0",="758.2744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="302.9624",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="scwm",="0",="0",="0",="0",="90.6276",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="76.0137",="52.8832",="0",="246.8341",="0",="0",="0",="107.2069",="0",="0",="0",="0",="0",="0",="243.7646",="163.419",="0",="0",="0",="119.7879",="59.4316",="0",="347.6829",="0",="508.0372",="0",="0",="9.6604",="7.0833",="0",="108.8161",="0",="0",="0",="0",="0",="0",="329.4213",="0",="0",="547.0421",="849.2868",="45.2534",="761.2411",="0",="0",="152.6952",="0",="66.1795",="228.3449",="513.2419",="0",="0",="76.0181",="78.515",="0",="0",="449.9388",="581.0083",="338.5368",="285.0401",="0",="648.7221",="1003.8536",="0",="349.0988",="295.5913",="628.7375",="218.1794",="98.0138",="18.3858",="858.2513",="358.7337",="104.039",="693.3661",="844.9223",="454.7527",="553.1131",="28.7874",="6.3034",="489.5303",="770.3428",="543.2772",="270.61",="119.6634",="40.5306",="688.2154",="97.2107",="1197.0263",="618.133",="682.4596",="330.7332",="0",="56.953",="800.8142",="801.0733",="0",="495.9608",="342.4577",="35.8969",="0",="705.5768",="971.8267",="213.7764",="78.231",="558.4703",="861.595",="461.7513",="1266.9569",="30.8597",="771.8959",="59.0208",="29.5987",="403.6575",="107.46",="215.7866",="80.7376",="0",="522.6111",="463.5587",="259.6736",="867.8644",="6.9443",="0",="1038.2929",="1190.3658",="300.755"
="VISam2/3",="0",="0",="0",="0",="0",="1642.0112",="0",="0",="0",="0",="0",="0",="0",="0",="0",="290.8102",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2405.7627",="1523.5615",="810.2179",="0",="0",="0",="0",="0",="0",="1535.1472",="335.9074",="6760.1901",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="140.5542",="0",="0",="0",="0",="0",="0",="131.423",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1282.8832",="0",="0",="0",="0",="0",="649.2233",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="440.1406",="244.7627",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="860.9794"
="VISam4",="0",="0",="0",="0",="0",="873.2091",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.9199",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="527.5047",="440.5418",="196.4978",="0",="0",="0",="0",="0",="0",="627.6537",="101.7391",="3664.4555",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="226.4643",="0",="0",="20.4471",="0",="0",="0",="156.2461",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="196.9939",="0",="0",="19.875",="0",="0",="244.2111",="118.1868",="338.9418",="0",="0",="0",="0",="0",="0",="0",="0",="0",="85.9586",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="114.6675",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="501.298"
="VISam5",="0",="0",="0",="0",="0",="246.1727",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="47.9694",="0",="1039.4314",="1475.761",="709.4621",="103.1325",="0",="0",="0",="0",="0",="3379.5498",="1109.1525",="3406.6679",="0",="227.9569",="0",="0",="0",="0",="640.2608",="96.0781",="308.4206",="0",="0",="0",="0",="0",="0",="369.2089",="0",="0",="290.8742",="0",="0",="0",="526.9715",="0",="0",="0",="0",="0",="0",="0",="0",="1414.1423",="0",="0",="513.918",="0",="0",="1052.4483",="1208.5532",="0",="882.9603",="1302.7875",="356.8922",="0",="0",="0",="0",="0",="0",="78.8679",="713.0548",="0",="1578.0773",="0",="1671.0287",="517.8452",="0",="0",="957.4563",="719.4794",="0",="224.9453",="0",="241.1767",="0",="0",="293.1085",="0",="0",="0",="307.2329",="306.1957",="0",="86.4263",="0",="1565.5689",="0",="343.0716",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="175.8756",="0",="65.3585",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3072.3406"
="ACAd5",="0",="0",="0",="0",="0",="153.5837",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="536.5777",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="579.3959",="0",="0",="0",="1058.3426",="0",="0",="0",="0",="0",="0",="0",="937.9407",="992.4105",="0",="48.974",="7448.5623",="9014.9512",="0",="0",="0",="0",="0",="2819.7335",="0",="1841.6622",="1911.6943",="0",="0",="0",="0",="0",="0",="0",="2748.2259",="1694.0435",="0",="1726.0987",="0",="3041.4698",="7290.9432",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4592.9182",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="597.1826",="0",="0",="0",="856.381",="1393.3064",="1169.9457",="0",="2928.2263",="0",="1721.7633",="1501.4218",="4965.5959",="0",="0",="0",="0",="0",="0",="0",="1111.9346",="0",="0",="0",="0",="0",="0",="663.8564",="0",="0",="2465.4225",="46.1779",="0",="0",="0",="0",="765.4278",="0",="209.1707",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1211.8498",="0"
="ACAd6a",="0",="0",="0",="0",="0",="1466.2771",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="585.9883",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="375.2803",="0",="0",="0",="1421.669",="0",="0",="0",="0",="0",="0",="0",="833.8701",="1444.1251",="0",="981.9463",="4986.9546",="17125.7584",="0",="0",="0",="0",="0",="0",="0",="152.4396",="0",="0",="0",="0",="0",="0",="0",="0",="1364.3971000000001",="0",="0",="0",="0",="334.4844",="379.9696",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3376.9303",="0",="0",="0",="0",="0",="0",="0",="1088.8595",="0",="770.5561",="2016.1733",="0",="0",="0",="738.2823",="2174.0336",="1837.6377",="0",="1444.1199",="0",="976.6685",="629.2024",="199.6197",="0",="0",="0",="0",="0",="0",="0",="660.768",="450.1349",="0",="0",="0",="0",="0",="656.508",="0",="0",="1244.1436",="228.89",="0",="0",="0",="0",="0",="0",="2646.19",="0",="0",="0",="0",="0",="0",="1086.9812",="0",="0",="0",="0",="0",="0"
="ACAv2/3",="0",="0",="0",="0",="0",="95.6063",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="248.2001",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1039.5217",="0",="0",="0",="150.3862",="0",="0",="0",="0",="818.9705",="0",="0",="0",="2798.4932",="0",="318.2923",="29.1259",="1033.6973",="0",="0",="0",="0",="0",="11687.1338",="3262.5678",="478.1732",="3779.3773",="0",="0",="0",="1002.9882",="0",="0",="0",="6294.7327000000005",="2674.6272",="0",="12508.2797",="0",="7335.37",="2561.7781",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="285.8236",="0",="0",="0",="0",="0",="0",="0",="158.232",="0",="980.1879",="0",="0",="0",="0",="505.2467",="213.2995",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="508.5246",="0",="0",="691.0902",="849.5351",="0",="0",="0",="0",="3164.4982",="0",="193.6459",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAv5",="0",="0",="0",="0",="0",="1076.2481",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="593.9404",="0",="0",="0",="348.5243",="0",="0",="0",="0",="2133.5864",="0",="0",="0",="2691.1289",="0",="416.35029999999995",="1410.5869",="4278.265",="0",="0",="0",="0",="0",="12476.9261",="3177.307",="1471.5611",="3837.6591",="0",="0",="0",="2285.0157",="0",="0",="0",="8837.6004",="3252.8922",="0",="9045.0405",="0",="18482.2483",="9656.2914",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="497.9877",="471.0056",="0",="0",="0",="0",="0",="0",="1058.2728",="161.3433",="312.0253",="1403.6644",="0",="0",="0",="1143.6688",="429.3988",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="630.646",="0",="0",="1400.4856",="6491.5518",="0",="0",="0",="0",="1664.6915",="0",="485.5709",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
