 ,220191_031,220191_053,220191_066,221057_035,221057_045,221367_022,221367_033,221367_037,221367_039,221367_040,221367_041,221367_045,221367_048,221367_052,221367_053,221427_302,221530_020,221737_125,221739_015,221754_038,230066_112,230111_018,230111_021,230111_023,230112_004,230112_005,231567_003,231567_004,231567_008,233379_006,233379_021,233379_062,233379_063,233380_012,233380_047,233380_057,233380_059,233380_060,233380_071,233380_077,233380_082,233380_088,233666_069,233667_145,220191_082,220191_087,220191_092,221367_019,221367_020,221367_050,221367_054,221368_031,221368_035,221512_035,221525_022,230108_009,233379_026,233379_028,233379_067,233379_070,233379_082,233379_083,233380_011,233380_051,233380_065,233666_088,233667_017,233667_019,233667_034,233667_035,233667_040,233667_042,233282_092,233379_025,233379_027,233379_085,220191_020,220191_030,221227_091,221227_108,221227_227,221367_031,221367_038,221367_042,221367_043,221367_047,221367_049,221368_016,221368_017,221368_022,221368_029,221368_030,221368_034,221368_036,221368_038,221512_055,221734_024,221734_032,221734_035,221735_054,221735_059,221735_061,221736_040,230080_193,230080_215,230080_222,230107_069,230111_009,230111_022,231567_002,231568_001,233282_008,233282_011,233379_071,233379_077,233380_031,233666_075,233666_087,233666_104,233666_116,233666_233,233666_260,233667_009,233667_018,233667_022,233667_024,233667_026,233667_029,233667_031,233667_032,233667_037,233667_122,233667_143,233667_144,233667_147,233667_148,233667_149,233667_150,233667_152,233667_302,233667_304,233667_305,212073_007
="RSPd2/3",="3408.4657",="1856.4867",="0",="598.5423",="12.9378",="487.6255",="2535.5424",="544.1852",="939.7757",="1048.6502",="393.2139",="701.7415",="50.0894",="1004.5114",="1728.5431",="3688.5405",="918.5419",="5552.824500000001",="1480.6845",="1899.1007",="1195.2091",="3353.2811",="181.5999",="0",="528.7788",="0",="3265.6706",="3265.5998",="3456.9607",="5369.8031",="3772.5824",="4924.1659",="10605.8694",="286.7774",="2966.1778",="0",="2321.2781",="3471.7167",="45.4485",="626.8687",="0",="423.6937",="2863.6088",="0",="714.5124",="442.0345",="2333.5186000000003",="1524.3561",="717.581",="2902.3048000000003",="144.303",="1890.5602",="0",="1262.4302",="2417.1297",="221.4877",="8198.4385",="274.838",="9348.2232",="139.2363",="475.0692",="3595.15",="1473.5683",="143.7339",="0",="8914.6609",="0",="4041.0156",="2721.072",="586.762",="1107.9637",="1293.2491",="2879.3468",="1120.9218",="512.4296",="97.4201",="1526.9919",="977.7278",="1341.8582",="0",="1119.9214",="834.2412",="4582.335",="2220.3658",="0",="1679.7159",="4983.7963",="5515.3236",="1545.645",="171.4779",="8720.0462",="1027.028",="1428.7611",="1049.9347",="1820.1195",="0",="309.2895",="1790.7141",="971.3774",="202.3837",="734.617",="325.2852",="0",="557.875",="1517.7586",="149.6709",="0",="195.3459",="0",="3356.4896",="0",="862.8823",="0",="5379.2874",="2100.9196",="0",="521.0068",="123.8713",="0",="1521.1026",="0",="0",="870.1178",="515.2204",="0",="556.412",="0",="5020.561",="0",="0",="874.4387",="720.4831",="99.4334",="0",="202.494",="115.1215",="123.9426",="323.6735",="259.0371",="262.0169",="0",="0",="4069.6902"
="RSPd5",="2017.8204999999998",="594.4347",="240.8636",="2674.0828",="864.6637",="320.6808",="989.9392",="2141.9226",="1061.8742",="682.4923",="443.298",="2766.1783",="735.8886",="1868.2732",="1362.1574",="1569.4487",="3124.4656",="4518.8039",="2129.8594000000003",="3297.5475",="2889.6422",="4586.6413",="248.4539",="16.7137",="1319.9891",="962.5735",="774.413",="2644.8673",="3473.0326",="4953.2163",="5551.9239",="2902.6646",="4707.111000000001",="1581.11",="3112.0451",="849.1676",="6382.2912",="4713.3338",="347.4453",="3091.1278",="0",="608.0559",="4563.1044",="0",="491.1511",="1621.1273",="5079.696199999999",="2104.798",="1165.6181",="2709.6477",="1634.6621",="3915.2452",="0",="2080.8981",="1179.2046",="780.8303999999999",="5271.8665",="404.8163",="2347.4238",="529.7343",="814.3576",="1487.1071",="5328.5143",="1062.1261",="0",="9224.7243",="0",="2387.3136",="488.4782",="1558.3786",="1683.9933",="1628.0607",="2545.5109",="4464.0922",="1765.4816",="5567.5661",="1118.6246",="3113.8457",="3055.3351",="2074.003",="1009.6103",="4302.7992",="3668.1814",="4283.226",="585.3386",="4070.9691",="9216.7978",="5630.5898",="3704.606",="2681.7263",="7359.0815",="2491.1209",="1489.8725",="6460.9389",="2992.2515",="219.6557",="2565.4702",="3695.9487",="1076.3385",="755.6296",="4440.6682",="1057.0026",="26.1525",="1854.461",="2160.4955",="391.1729",="241.2933",="3435.3079",="159.373",="7600.061",="0",="2716.1781",="0",="2936.3495",="5535.6547",="702.1725",="470.8871",="791.8144",="624.4425",="6093.0192",="374.507",="668.2848",="1466.462",="892.0983",="0",="482.7456",="259.5124",="8763.1646",="41.0937",="1778.3662",="2320.1684",="484.1918",="457.1602",="0",="532.4241",="322.7286",="487.2598",="1136.7978",="2048.0212",="828.5967",="855.0388",="288.9334",="7027.7586"
="RSPd6a",="1438.2694000000001",="1065.0897",="38.1248",="3698.0687",="2729.8333000000002",="2570.3957",="1070.8699",="1136.5711",="790.9831",="0",="1315.9116",="1170.8693",="8.5754",="2494.5182",="1415.0167",="2648.8051",="2340.5016",="3897.8796999999995",="808.7264",="5090.5935",="1599.9251",="1500.2706",="151.8374",="266.4194",="365.7343",="626.5195",="2290.9627",="2539.0613000000003",="1734.7550999999999",="1798.5291",="1237.2289",="2431.1566",="4700.799800000001",="143.2416",="2099.0182",="815.0384",="4872.6225",="1125.4841999999999",="347.7887",="1462.6808",="0",="702.099",="3569.3572999999997",="1290.7535",="4296.9086",="1929.0662000000002",="10576.893800000002",="1132.7178",="1220.7594",="2593.3854",="628.9403",="2579.3977",="1103.0858",="3629.0382",="272.3275",="1566.5327",="1477.2905",="436.9951",="1498.0921",="935.3189",="878.2589",="1841.2871",="0",="2158.7405",="0",="1055.4994",="0",="1011.6282",="37.94",="7760.4225",="2594.0292",="1628.587",="2198.3901",="2326.4022",="1237.5537",="871.0419",="770.4962",="56.5377",="460.8268",="5303.9571",="3025.3197",="3318.8366",="934.6004",="1718.3293",="2426.6867",="4134.9983",="4997.5327",="3600.3987",="3471.7876",="6322.4753",="2795.4595",="2533.2335",="1020.3468",="1355.6006",="1532.1459",="0",="2674.9007",="3852.4901",="507.4773",="1240.5448",="2644.5183",="817.9075",="1117.4991",="143.4889",="1237.4981",="999.2753",="150.3751",="1474.2927",="1168.8841",="3067.1593",="0",="2238.5882",="282.0449",="2424.2607",="2882.8001",="828.284",="0",="332.7898",="1860.3251",="1519.1132",="1897.6156",="1847.1019",="1691.654",="2085.1243",="537.8972",="1172.3752",="1534.8573",="3652.8565",="1677.5535",="2898.6423",="1525.4452",="0",="188.087",="247.56",="1391.9177",="272.8304",="1093.9498",="1150.484",="518.4219",="263.3728",="1274.3302",="2007.1019",="4865.3421"
="RSPd6b",="128.3097",="56.6249",="0",="39.5636",="189.7962",="105.0196",="59.3579",="13.9755",="0",="0",="62.8303",="0",="30.6475",="105.5813",="0",="98.1419",="0",="860.4947000000001",="58.0355",="196.85180000000003",="0",="0",="0",="0",="0",="0",="93.6757",="229.4647",="166.4673",="0",="64.7644",="248.5093",="46.7077",="29.4775",="49.3217",="0",="527.4356",="89.0315",="0",="1.463",="0",="189.5741",="12.2186",="0",="384.3915",="331.8428",="33.8472",="125.90090000000001",="30.1941",="138.0904",="0",="111.0949",="136.7779",="0",="0",="193.17520000000002",="276.7483",="52.6504",="354.6334",="48.9224",="0",="0",="0",="854.9176",="0",="37.4637",="0",="0",="0",="0",="171.7198",="245.3103",="126.7828",="174.5849",="25.0969",="127.019",="0",="29.7769",="32.2311",="148.3972",="137.2293",="40.4141",="0",="118.7621",="73.1417",="33.8531",="49.4193",="92.8949",="394.4187",="572.1179",="48.2176",="228.5758",="0",="69.0318",="138.909",="0",="133.1777",="0",="10.8925",="0",="34.7821",="291.5745",="31.6405",="124.4417",="954.4189",="501.9039",="35.0579",="181.388",="0",="0",="0",="343.1252",="137.6172",="461.9056",="168.3476",="0",="65.9057",="29.6621",="0",="0",="0",="56.037",="192.7812",="0",="102.9766",="294.7648",="0",="63.7905",="0",="35.2901",="74.5261",="0",="33.4754",="132.8243",="0",="0",="0",="98.8047",="97.6693",="8.7757",="352.7672",="302.0674",="210.2248"
="RSPv1",="3426.009",="20699.9788",="522.4113",="7869.223099999999",="754.9708",="587.7552000000001",="16133.682400000002",="4709.962600000001",="3994.8827",="2161.3322",="4.6857",="1146.7275",="2041.0398",="3239.2",="716.2688",="4155.2892999999995",="30988.940000000002",="4509.7238",="14380.8361",="1813.5785999999998",="945.2471",="90.3289",="1893.8375999999998",="125.2309",="462.4949",="6056.135",="4147.5354",="5414.7579000000005",="9908.3491",="9679.5654",="490.0186",="4213.7258",="3451.4748999999997",="10531.6623",="8721.9117",="9181.0519",="2157.4671",="720.5735",="3337.2590999999998",="2614.1758000000004",="44.6497",="12.9451",="7315.2094",="1052.9918",="4751.909299999999",="159.3664",="1852.5763",="9424.7771",="4926.032",="2699.0613",="226.9951",="776.3248",="3198.5087",="18486.8107",="9642.627700000001",="10178.950499999999",="266.9559",="297.8825",="7024.0761999999995",="0",="155.5281",="1377.6444000000001",="6543.9768",="4073.8661",="3884.8239999999996",="487.3819",="10233.7497",="4903.2806",="576.8267",="1432.4199",="4819.4452",="10695.7159",="7016.3461",="5641.7371",="55.362",="3193.1772",="2120.7279000000003",="7121.554",="6053.705",="456.2749",="61.366",="233.3589",="2362.7956",="3810.0242",="189.2994",="1481.7315",="1338.165",="520.3825",="93.758",="70.0073",="1196.3709",="18.4535",="38.1722",="722.8817",="0",="1504.1695",="837.4344",="987.176",="990.9688",="586.2077",="6235.6887",="3213.8814",="1139.2152",="918.8481",="682.9705",="566.549",="3193.6263",="255.7749",="329.9076",="4719.8556",="5766.1257000000005",="1229.2806",="1866.2889",="0",="988.0773",="1846.363",="6436.936",="1083.0682",="0",="1001.5428",="269.0734",="37.3487",="0",="829.6553",="0",="1076.6324",="972.4705",="1052.9687",="0",="466.4862",="254.2851",="1508.0185",="154.9617",="98.1906",="474.4301",="0",="403.4291",="45.7755",="427.1822",="1504.9617",="105.5168",="322.0292",="1166.3976"
="RSPv2/3",="7194.9979",="16209.147",="914.3112",="6838.081899999999",="944.4224",="1590.8095",="10925.1959",="1971.3305",="2611.9094999999998",="831.5527",="113.0915",="2123.2025",="701.3707999999999",="5678.0056",="568.1466",="3832.5905",="10657.931100000002",="6047.5175",="9904.2147",="3833.2151999999996",="2035.2947",="1123.0601",="1679.9528",="403.3315",="1004.8905",="5901.4597",="8082.4882",="8790.9228",="13232.704600000001",="13291.8903",="641.8583",="6183.8004",="6047.3398",="10810.131800000001",="8920.8987",="5349.2556",="8270.419300000001",="12240.173700000001",="1104.4516",="8617.716400000001",="204.5462",="1145.7258",="4330.6077",="2178.7171",="1084.5202",="2884.9141",="4418.731400000001",="9059.393199999999",="2597.5431",="536.0031",="661.9196",="499.3859",="2621.9384",="14402.7462",="7065.5054",="4816.9537",="1154.6471",="927.9819",="5786.4524",="250.1816",="145.9716",="619.2194",="3871.9975999999997",="951.1432",="3090.75",="1678.9729",="6659.1156",="1875.9189999999999",="574.6611",="1118.3492",="4993.086",="7993.7547",="7815.1505",="3942.8697",="353.4192",="2195.1405",="1891.0221",="2881.8",="6727.6963",="511.6027",="765.2662",="1149.8642",="472.0624",="3746.943",="121.0009",="1715.1684",="861.8359",="1660.2805",="364.6872",="197.4591",="5526.1443",="349.5967",="752.3208",="770.5224",="0",="2096.7139",="1283.7842",="2643.4242",="320.3168",="234.3694",="4888.272",="2185.0269",="2066.5982",="987.5898",="2946.1229",="1498.7602",="3201.7052",="776.8244",="373.8091",="3704.3794",="5957.4082",="1231.8405",="1776.6195",="48.0966",="991.9125",="2175.2946",="7428.1125",="3085.2801",="109.1093",="740.6317",="193.4533",="1561.3453",="880.9647",="668.1208",="0",="1389.3772",="585.3717",="2250.2922",="0",="940.0323",="881.6852",="3447.6919",="390.2995",="285.8844",="96.253",="0",="2158.2564",="815.6997",="511.7765",="437.5975",="307.3894",="887.4283",="1542.8902"
="RSPv5",="5584.8994999999995",="4829.2578",="1855.109",="12478.910600000001",="4989.5016",="2447.5074999999997",="10495.3722",="6024.8744",="4644.4852",="1844.496",="2834.322",="7023.8282",="3316.9048000000003",="5459.6968",="2524.7254",="4810.5885",="11060.479599999999",="7095.4967",="10306.946899999999",="3061.8334999999997",="2606.3547",="3234.3934",="3792.2684",="2352.6672",="1403.2497",="4909.8604",="4763.0241",="4171.061",="6289.594",="10563.6799",="1394.5517",="8441.4248",="8950.6293",="13979.850400000001",="7655.608399999999",="10274.3443",="12181.5893",="10800.7113",="6274.8093",="9368.3625",="1721.7939",="2959.6918",="10321.391",="4115.8219",="1863.5852",="5663.975",="18940.8501",="14442.2889",="6713.5914999999995",="1181.701",="1957.1006",="5445.2536",="9199.3638",="13530.6896",="13774.051500000001",="14438.932700000001",="7264.8522",="3143.7149",="11220.6195",="2080.2578",="2177.5849",="2951.9599",="12563.488299999999",="4432.2926",="4671.7529",="9339.729",="13232.2274",="6762.4733",="1344.0461",="10201.5813",="10933.279100000002",="24672.317",="10189.2982",="6695.3869",="978.235",="5126.4682",="9745.1819",="11289.9456",="20886.7437",="3373.291",="1331.7723",="5040.6053",="4676.2085",="9438.9889",="2650.8393",="4538.5875",="2737.6678",="6590.3897",="6633.3578",="6776.3218",="20814.405",="10104.0758",="10974.8557",="3929.224",="982.6001",="9784.5438",="17131.3448",="11067.835",="4656.9633",="4865.0919",="17701.1808",="7597.0764",="9076.1156",="10563.7157",="9812.2397",="7381.5608",="13312.8529",="3028.4497",="3984.8487",="14246.2845",="15205.9991",="5404.3995",="9980.8321",="2501.2665",="6775.5894",="19791.5817",="26083.0987",="11906.7225",="7635.3385",="1169.1097",="2113.3108",="6495.4033",="9280.0648",="6376.4887",="398.6778",="12012.0508",="8637.5365",="10175.1041",="5124.7045",="6515.1729",="11449.6658",="5264.0328",="1296.2888",="2034.4468",="475.5752",="220.1383",="8093.8092",="3341.7768",="1739.5027",="3255.8111",="2605.4895",="8654.449",="11293.2006"
="RSPv6a",="2360.3935",="2329.251",="379.93800000000005",="3412.4556999999995",="208.0306",="2638.9957",="2640.0741",="2461.9958",="1532.6862",="0",="1560.8103",="2483.1309",="1335.019",="1526.1321",="1112.0694",="1782.1041",="1448.0446",="3523.1068999999998",="1137.8816",="1565.3099",="3219.5623",="1062.3174",="3738.8945000000003",="1644.7329",="1711.6725999999999",="2318.4246000000003",="790.9343",="184.75",="1321.6905000000002",="1954.5719",="383.5863",="1379.9951",="2310.4134999999997",="2252.2062",="1989.2908",="1684.2829",="1555.3901999999998",="3298.4480000000003",="3416.5681",="1861.28",="69.3928",="2578.5931",="4725.7555",="3908.5462",="1655.5250999999998",="2334.8297000000002",="9947.2269",="1511.4546",="1674.3363",="1217.4773",="477.7545",="1607.1412",="3539.1731",="3450.6440000000002",="1772.8214000000003",="2741.8238",="3264.4768",="1086.6183",="2543.5584",="3432.8133000000003",="1458.272",="4119.3754",="2375.0533",="3402.9852",="3155.658",="4138.3786",="3484.8714",="2889.6079",="1989.4119",="2725.1501",="2528.5503",="9926.2047",="8951.6148",="5720.4215",="1144.4287",="4875.0298",="1478.8193",="1799.7327",="1152.6491",="2371.7763",="1064.4546",="4125.2677",="133.7365",="2737.5755",="2260.9059",="4879.4756",="7052.6162",="3435.3621",="8526.7596",="9861.426",="6025.3032",="9935.5497",="1465.3722",="5367.9017",="3308.7373",="2612.7765",="6517.8266",="5071.8048",="2379.2705",="1535.7278",="1262.0093",="3764.2629",="5101.4355",="1839.8568",="2933.0711",="753.9988",="1321.1885",="1097.6234",="1154.0247",="2573.02",="828.6288",="2911.9353",="1944.472",="2962.5733",="376.6179",="1989.0263",="1747.8002",="3431.0678",="3113.6671",="1979.7991",="1168.9799",="2308.519",="3951.2153",="2510.5389",="1876.1995",="4694.7682",="748.508",="3864.9307",="419.5763",="5401.0517",="2437.0349",="343.2247",="730.2515",="848.4507",="299.0847",="397.2628",="6520.0873",="2381.1267",="439.6987",="786.9266",="2106.2952",="1787.7307",="5120.6309"
="RSPv6b",="48.5182",="343.0199",="34.3147",="389.78880000000004",="0",="209.24190000000002",="57.8094",="109.4567",="29.6225",="0",="0",="23.8398",="14.0481",="0",="0",="96.6289",="196.6645",="787.2755000000001",="82.99260000000001",="36.2522",="751.3178",="0",="489.8213",="48.3589",="29.098300000000002",="56.8028",="254.3243",="212.1853",="149.13139999999999",="184.077",="0",="535.8481",="175.2032",="435.1639",="440.2994",="189.0783",="81.5883",="445.3625",="322.2265",="187.0552",="0",="252.9021",="78.2893",="0",="0",="157.03",="671.476",="426.46500000000003",="146.841",="49.7818",="0",="695.5892",="109.0869",="226.79629999999997",="255.8691",="288.5736",="0",="48.2302",="401.5462",="1023.7865999999999",="0",="51.3362",="0",="469.5911",="236.6683",="0",="0",="114.4034",="0",="225.3966",="56.297700000000006",="506.1889",="425.1366",="26.8792",="0",="12.9545",="37.3024",="39.978",="0",="0",="203.8571",="274.145",="0",="22.6358",="0",="0",="63.3507",="623.1277",="822.4657",="869.3551",="191.1357",="196.8252",="54.3457",="177.9209",="184.6821",="85.6981",="211.9713",="228.5149",="518.2313",="122.7298",="1.2603",="141.1202",="390.9955",="37.3893",="38.0545",="8.86",="149.428",="218.5679",="10.1376",="0",="88.7564",="172.3603",="511.0074",="83.5502",="0",="0",="47.9578",="224.3934",="279.0932",="108.316",="0",="139.3092",="0",="66.0868",="290.5609",="30.4391",="0",="0",="0",="75.7059",="0",="24.7241",="55.0698",="8.6582",="0",="0",="629.6547",="0",="0",="0",="0",="76.2277",="120.7379"
="dhc",="1613.125",="177.7715",="68.5541",="0",="0",="0",="208.1546",="690.2232",="37.8502",="0",="0",="445.8842",="617.8677",="385.85990000000004",="0",="55.6204",="0",="712.1373000000001",="0",="123.3019",="0",="0",="538.6387",="1828.2439",="0",="114.7998",="0",="0",="91.8104",="0",="1075.315",="0",="219.3833",="0",="69.0754",="0",="356.0588",="0",="273.7061",="374.5922",="78.0802",="1532.9848",="0",="17.7265",="0",="0",="0",="0",="0",="0",="0",="0",="598.5253",="184.3021",="0",="195.1461",="523.17",="0",="17.8237",="181.6526",="0",="81.157",="883.5471",="0",="2207.1536",="1253.3092",="580.7472",="332.1407",="0",="0",="6.6713",="0",="0",="158.8801",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="444.6495",="0",="0",="0",="0",="0",="1570.191",="330.2155",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1126.7075",="0",="0",="0",="0",="0",="0",="0",="512.6961",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1483.7975",="619.1817",="346.2786",="0",="0",="0",="0",="356.5372",="0"
="fp",="618.2067",="0",="0",="1253.2862",="1895.6902",="673.3728",="949.6082",="1628.9275",="1691.8319000000001",="0",="219.1279",="2792.2793",="1492.8912",="1591.4606",="0",="1428.0538",="0",="1390.7481",="0",="622.7258",="1109.5224",="0",="687.1743",="1024.8766",="875.7237",="1330.4443999999999",="964.3283",="855.7277",="897.8755",="0",="3875.8233",="140.0078",="1754.6184",="0",="423.2805",="0",="191.1033",="160.1614",="1276.8591999999999",="826.6395",="1622.8736",="1072.3469",="268.038",="1460.5478",="0",="0",="0",="624.2876",="721.0364",="1300.4956",="195.3282",="669.7085",="1838.1319",="754.0762",="0",="899.588",="2639.3627",="624.0822",="1671.4026",="2933.4181000000003",="0",="1581.6113",="1440.5435",="1097.5607",="1974.6214",="0",="2428.3213",="1864.8154",="0",="3330.8849999999998",="739.4401",="357.9532",="276.2838",="4.8714",="2165.9142",="639.8852",="0",="31.7138",="0",="0",="0",="1027.5845",="1987.2182",="1155.191",="563.987",="589.3147",="710.367",="0",="0",="406.3939",="0",="166.7387",="0",="42.4012",="0",="464.7962",="325.3431",="0",="0",="0",="175.4541",="0",="0",="0",="0",="0",="0",="1965.9156",="670.4568",="280.1961",="0",="0",="617.0645",="419.8148",="472.3213",="0",="1203.1711",="0",="169.2885",="1305.2802",="318.7014",="0",="0",="413.425",="0",="0",="0",="0",="0",="0",="0",="1983.5777",="2254.526",="2535.9525",="868.9969",="870.3135",="656.3572",="530.3861",="2819.8361",="0",="0",="0",="0"
="ccs",="1295.0076",="1630.1565",="1406.8006",="517.2176",="0",="47.7683",="8.7921",="0",="0",="0",="0",="167.0489",="0",="123.741",="0",="175.6915",="0",="694.4011",="421.23609999999996",="0",="0",="0",="1038.2132",="1514.1148",="0",="821.8605",="135.8483",="378.8426",="0",="0",="0",="191.6853",="486.33939999999996",="829.6981000000001",="921.4566",="1247.907",="1197.6111",="798.3236999999999",="1477.1419",="420.9038",="0",="1762.1127999999999",="1186.8128000000002",="0",="141.4059",="0",="0",="376.9969",="0",="0",="0",="1448.1075",="0",="2.0659",="0",="2962.3177",="0",="0",="0",="0",="0",="0",="477.7394",="821.3539000000001",="747.8864",="0",="364.1335",="419.70529999999997",="0",="1042.6517",="439.45259999999996",="705.7588",="0",="0",="0",="0",="321.6299",="328.0872",="425.2007",="634.9361",="0",="267.7399",="63.171",="52.5358",="1244.0598",="233.4376",="0",="2.7821",="49.6884",="0",="1797.1659",="415.4207",="1403.0973",="1515.833",="1253.5799",="0",="0",="0",="0",="0",="1572.8671",="523.2063",="0",="0",="0",="860.4089",="0",="660.8172",="1450.6162",="1130.5004",="772.0282",="658.3176",="0",="1349.0372",="1013.792",="883.7396",="971.0182",="0",="0",="0",="0",="0",="0",="873.2859",="0",="777.7728",="70.0782",="733.855",="333.6893",="450.4911",="1048.0907",="13.7514",="394.4123",="25.8605",="0",="20.2391",="0",="1186.293",="211.5867",="824.6233",="0",="0",="1024.9674"
="cing",="2287.3722",="611.3312000000001",="1538.1165",="1724.3629999999998",="2133.3548",="1230.0716",="1092.2063",="1081.0537",="1187.3306",="0",="386.1688",="2192.3875000000003",="1144.4296",="1932.8518",="0",="1504.2942",="1765.7992",="1660.6534000000001",="1708.6484",="2584.7030999999997",="1630.5233",="0",="2709.6012",="1914.8455999999999",="547.8936",="740.5437",="1956.4124",="1496.0673000000002",="342.6123",="707.0364999999999",="1254.3139",="819.5365",="2011.7862",="1717.9439",="1412.0615",="756.4267",="1241.9371999999998",="904.7699",="1302.1382",="1069.8086",="0",="1854.6635",="1305.2656000000002",="588.7062",="1242.7764",="3231.8433",="5991.5652",="1582.1855999999998",="1026.8625",="2219.9046",="141.1784",="1567.6245",="1968.3572",="2308.7814",="2384.4839",="3204.3958000000002",="2288.7447",="884.5251",="1841.837",="2692.6823999999997",="0",="2002.1779999999999",="460.9405",="1311.8141",="1078.481",="0",="807.5352",="1075.449",="0",="1331.5052",="678.7345",="1721.1860000000001",="556.2381",="1384.7077",="206.0871",="194.8646",="564.6252",="2292.9783",="1759.4356",="1110.7224",="1396.5359",="314.418",="9.4445",="0",="76.3456",="0",="148.9588",="2153.6463",="5222.3288",="2280.5447",="1302.2423",="3956.1662",="1411.7535",="905.0496",="805.3009",="1828.8705",="2026.0794",="1790.0564",="4160.6421",="959.8075",="1181.9974",="1190.7854",="2752.3189",="1133.689",="2154.7807",="997.6572",="892.398",="243.2758",="1126.1132",="372.564",="2599.0024",="3477.4859",="974.7768",="779.5441",="321.3997",="259.9523",="652.5984",="1193.5445",="1737.9997",="937.0401",="0",="1739.7986",="1578.5434",="754.7089",="1590.8677",="236.2736",="567.5884",="121.3465",="283.3446",="1074.5566",="354.6125",="507.4106",="188.3083",="133.6438",="0",="0",="472.5398",="637.2958",="0",="298.1201",="317.7929",="302.4317",="1311.5243"
="VISam1",="0",="4021.4130999999998",="0",="1077.3119",="0",="541.6814",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2706.1271",="1263.6893",="0",="0",="0",="0",="0",="0",="0",="33.3789",="491.5411",="449.044",="0",="0",="0",="2283.2473",="121.1335",="857.2756",="546.6876",="1065.1934",="4550.8226",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="633.0078",="0",="0",="0",="0",="0",="205.6587",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.1566",="0",="0",="0",="0",="1917.1422",="0",="0",="0",="1105.8587",="0",="2148.5587",="1131.9746",="0",="0",="0",="0",="0",="0",="0",="0",="895.2206",="0",="779.3903",="531.8124",="0",="0",="111.4435",="0",="0",="0",="0",="85.6099",="0",="0",="0",="1108.4811",="341.68",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1456.813",="0",="0",="0",="0",="0",="125.8308",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="309.7973"
="VISpl2/3",="0",="184.7787",="56.365",="0",="0",="0",="0",="250.4811",="0",="0",="0",="0",="0",="0",="3828.3672",="153.1489",="0",="0",="0",="0",="0",="0",="0",="471.9676",="0",="0",="92.5186",="796.1074",="1132.5269",="0",="0",="0",="595.2113",="0",="0",="25.4716",="0",="0",="0",="0",="0",="0",="0",="0",="316.1086",="293.6141",="0",="0",="0",="0",="0",="87.2853",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="93.9466",="0",="0",="0",="0",="47.1648",="727.9533",="0",="0",="130.476",="0",="0",="0",="0",="0",="0",="0",="232.6921",="0",="0",="0",="0",="286.1575",="0",="522.2058",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1033.1395",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="488.7479",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl5",="0",="544.6068",="226.8809",="0",="1681.8309",="0",="0",="0",="0",="0",="0",="0",="0",="940.2256",="652.5301",="146.0629",="0",="0",="0",="0",="0",="0",="0",="258.43",="0",="0",="0",="492.1058",="0",="0",="0",="0",="261.1742",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="965.7111",="607.524",="107.0544",="0",="0",="0",="376.9397",="661.6999",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="376.1002",="0",="180.5452",="0",="0",="0",="0",="810.6509",="1225.3349",="0",="0",="648.7963",="0",="0",="0",="0",="0",="0",="0",="292.7275",="0",="0",="0",="528.6972",="2213.4917",="0",="972.851",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="232.7922",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1856.9396",="1493.6442",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="392.6748",="242.7031",="0",="0",="551.9966",="172.049",="0",="0",="0",="0"
