 ,195049_023,195616_035,200199_069,200579_032,221729_037,194528_009,195047_007,195047_009,195049_033,195049_036,195051_005,195051_019,195051_025,195051_028,195199_019,195199_020,195199_046,195199_050,195199_081,195614_028,195615_012,195618_027,195620_013,195828_056,195839_015,195840_004,195840_107,196548_028,196550_026,200194_058,200194_093,200194_105,200195_005,200195_007,200195_012,200195_015,200195_016,200195_019,200195_023,200196_060,200196_088,200197_001,200197_015,200197_020,200197_026,200197_028,200197_043,200198_019,200198_024,200198_025,200198_029,200198_038,200198_043,200199_008,200199_011,200199_020,200199_023,200199_034,200199_040,200199_061,200199_067,200293_061,200321_008,200321_041,200323_006,200325_003,200579_017,201390_019,201390_022,201760_001,201760_006,220188_022,220189_035,220189_097,220191_063,220191_079,220192_035,220192_069,220192_107,220193_014,221224_143,221224_459,221224_464,221224_484,221224_493,221224_494,221225_226,221423_109,221423_140,221424_014,221424_057,221472_019,221472_021,221531_118,221531_123,221703_335,221703_349,221703_356,221703_359,221703_371,221703_379,221703_380,221703_448,221729_033,195199_039,195830_026,195831_037,200324_007,220188_071,220189_009,195047_033,195049_001,195828_052,195838_030,195839_022,200194_097,200196_041,200197_005,200198_015,201390_007,220188_054,220192_063,220193_011,220193_012,221224_144,221224_428,221224_439,221224_486,221224_496,221225_094,221225_098,221225_099,221225_100,221225_102,221225_104,221225_107,221225_108,221225_119,221225_120,221225_142,221225_148,221225_185,221225_196,221225_199,221225_200,221225_201,221225_235,221423_125,221424_002,221424_023,221531_133,221531_171
="SSp-ul2/3",="0",="0",="0",="608.0845",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="563.5459",="235.5499",="0",="0",="0",="0",="0",="0",="0",="0",="8.6983",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul5",="0",="0",="0",="327.8047",="0",="0",="0",="0",="0",="0",="1523.7585",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="344.1312",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="154.3509",="0",="0",="0",="0",="0",="0",="0",="0",="0",="415.9086",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="132.0484",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul6a",="0",="0",="0",="1430.7891",="0",="253.1463",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="571.5889",="0",="1045.2612",="0",="0",="925.2606000000001",="0",="1770.5782",="0",="0",="0",="0",="0",="0",="0",="513.7294",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13.4926",="536.4669",="0",="506.1072",="0",="0",="0",="170.5064",="0",="0",="0",="0",="415.504",="0",="0",="0",="0",="0",="0",="0",="0",="316.4285",="704.1136",="0",="0",="0",="0",="0",="0",="199.7043",="0",="0",="0",="0",="0",="347.1305",="69.4717",="1011.8896",="417.7272",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="119.3937",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1672.774",="0",="0",="0",="0",="295.848",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="230.0286"
="SSp-ul6b",="0",="0",="0",="189.6895",="0",="113.6833",="0",="0",="222.8807",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.8767",="0",="0",="291.5097",="0",="0",="0",="0",="0",="217.2762",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="166.7598",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="212.4873",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="419.7077",="96.4868",="79.7419",="243.4673",="308.9694",="92.1383",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="97.7971",="0",="0",="0",="0",="306.0412",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr1",="0",="0",="0",="2712.1525",="0",="0",="0",="0",="7264.9885",="0",="0",="0",="0",="416.4446",="241.3726",="0",="157.9117",="0",="76.3593",="148.5714",="0",="1444.2324",="442.0223",="0",="0",="0",="0",="5973.9448",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="643.5471",="0",="0",="0",="0",="0",="0",="0",="752.3056",="0",="0",="0",="0",="0",="0",="0",="0",="822.5716",="0",="0",="0",="1517.6479",="0",="0",="658.3403",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="170.918",="0",="343.4592",="114.5601",="0",="97.4704",="0",="1326.5065",="5542.3817",="0",="0",="0",="0",="0",="526.7741",="0",="0",="0",="23.29",="0",="130.1859",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="722.7546",="0",="73.6457",="2131.3525",="0",="403.7495",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr2/3",="0",="0",="0",="796.149",="128.956",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="485.5344",="0",="0",="0",="0",="0",="267.6572",="0",="0",="0",="0",="0",="0",="0",="69.4962",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="68.267",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="53.1464",="0",="0",="0",="1532.6863",="0",="0",="855.9014",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="381.1164",="0",="0",="349.8323",="0",="129.3015",="387.3184",="0",="0",="0",="0",="0",="0",="0",="257.6474",="0",="255.6524",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="433.1345",="0",="0",="392.9458",="0",="600.0259",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="374.3489",="0",="0",="0",="0"
="SSp-tr5",="0",="0",="0",="345.8693",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="358.1009",="417.5669",="0",="0",="514.7794",="0",="0",="0",="0",="0",="0",="0",="341.8821",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.8904",="0",="0",="212.2665",="229.0253",="0",="0",="92.5064",="232.5786",="0",="0",="0",="786.0139",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1813.0183",="683.0995",="0",="0",="0",="0",="0",="0",="25.2708",="0",="0",="918.3398",="0",="568.0149",="1456.274",="648.5223",="346.1499",="1618.3522",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="219.5817",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="267.0906",="0",="0",="0",="0",="0",="620.1703",="974.2683",="629.2795",="474.2187",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="221.8889",="0",="0",="0",="345.8167",="0",="0",="0",="0"
="SSp-tr6b",="0",="0",="0",="116.1492",="0",="196.9878",="623.1431",="1.6174",="1376.9081",="0",="0",="0",="0",="0",="663.8832",="225.5534",="248.3424",="10.8138",="665.5494",="0",="0",="0",="31.6186",="0",="0",="0",="0",="0",="0",="739.5291",="47.1483",="149.7345",="197.2973",="0",="0",="0",="0",="0",="4.3013",="0",="0",="0",="0",="0",="383.6339",="0",="0",="266.1247",="0",="0",="337.7211",="310.3139",="0",="0",="0",="0",="0",="14.4954",="0",="0",="0",="136.3987",="0",="0",="0",="0",="0",="228.8627",="0",="4.0173",="0",="0",="0",="119.6384",="0",="0",="0",="0",="0",="68.3254",="0",="934.6793",="378.4055",="36.9248",="0",="47.3185",="0",="25.1479",="492.0543",="0",="592.5626",="0",="131.8156",="0",="0",="529.9001",="0",="0",="0",="0",="0",="0",="0",="0",="0",="390.9179",="74.5192",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="391.3042",="449.3229",="0",="0",="0",="0",="0",="0",="0",="98.3013",="554.2901",="0",="0",="0",="0",="0",="501.5455",="0",="768.6006",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="20.9122",="0"
="SSp-un1",="0",="0",="0",="1496.6474",="0",="0",="0",="0",="999.921",="0",="0",="0",="0",="0",="132.1044",="0",="0",="0",="0",="0",="0",="44.9049",="0",="0",="0",="0",="0",="5423.3072",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="517.0152",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="844.2822",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="968.2503",="2229.6871",="0",="0",="0",="0",="0",="0",="0",="0",="2982.9303",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un2/3",="0",="0",="0",="331.3576",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="333.614",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="540.1387",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un6a",="0",="0",="0",="1644.2631",="0",="258.4402",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="409.7236",="0",="0",="497.36609999999996",="0",="200.8729",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="209.5448",="0",="268.3466",="0",="0",="0",="0",="0",="0",="0",="0",="190.5635",="0",="0",="0",="0",="0",="0",="0",="0",="273.355",="402.0728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="108.6138",="0",="625.0715",="724.8308",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="51.7372",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="973.6879",="0",="0",="0",="0",="225.6087",="0",="0",="199.2289",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1223.8947"
="SSp-un6b",="0",="0",="0",="66.2297",="0",="88.7335",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="316.9808",="0",="0",="0",="0",="0",="0",="0",="0",="45.3554",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="160.0383",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="131.042",="0",="20.3992",="48.0466",="241.2538",="139.2205",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="26.5472",="0",="0",="0",="0",="0",="0",="0",="164.0646",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="384.0024"
="MOp1",="0",="0",="0",="2327.2324",="0",="478.4513",="0",="0",="5960.152",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3894.1379",="336.3545",="10637.807499999999",="0",="0",="0",="0",="0",="430.5816",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.3587",="0",="0",="0",="0",="1135.4881",="0",="0",="0",="0",="0",="0",="0",="485.7527",="726.6303",="0",="0",="2121.6275",="1877.9101",="0",="0",="1096.8165",="0",="0",="0",="0",="199.812",="198.9193",="0",="0",="0",="0",="0",="0",="0",="62.591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3029.8643",="0",="62.364",="6793.1563",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="783.5275",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="300.3927",="0",="0",="0",="0"
="MOp2/3",="0",="0",="0",="688.9776",="477.3161",="11.8787",="0",="0",="2642.0292999999997",="0",="34.4305",="0",="0",="0",="0",="0",="0",="0",="0",="89.85759999999999",="0",="628.4403",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="58.2028",="0",="0",="0",="0",="0",="0",="0",="0",="34.2376",="0",="0",="1415.3759",="4.6749",="0",="0",="0",="0",="0",="15.4008",="0",="357.9843",="79.3251",="0",="0",="0",="0",="396.8724",="0",="0",="0",="0",="0",="0",="0",="11.2743",="0",="0",="0",="0",="0",="0",="1004.8344",="0",="141.6635",="725.7677",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp6b",="0",="0",="0",="941.9652",="0",="386.1557",="83.01",="238.95119999999997",="606.2151",="403.5019",="206.9984",="0",="32.7086",="0",="0",="311.2495",="0",="0",="0",="0",="85.7128",="360.72540000000004",="4.29",="0",="0",="112.2433",="405.0248",="0",="122.2338",="625.1521",="0",="668.9622",="22.8875",="0",="0",="105.4873",="80.0288",="9.267",="334.1103",="0",="0",="0",="0",="0",="352.9285",="574.2369",="0",="176.5233",="0",="0",="0",="42.2698",="0",="275.2639",="0",="324.714",="0",="0",="0",="0",="0",="716.951",="1266.4201",="252.2428",="0",="77.2705",="0",="0",="0",="952.5904",="172.295",="0",="0",="0",="174.8044",="0",="0",="24.305",="0",="0",="36.9162",="232.0281",="0",="106.3543",="0",="459.0689",="411.4724",="116.0526",="108.9178",="288.006",="48.1576",="82.0999",="315.4753",="214.1172",="0",="187.5726",="0",="0",="30.2525",="0",="0",="0",="0",="0",="11.9164",="385.3269",="144.5947",="0",="0",="730.8482",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.4292",="0",="0",="0",="0",="414.4916",="115.9726",="0",="0",="0",="0",="0",="0",="0",="0",="0",="27.1129",="0",="0",="4.8143",="86.0421",="0",="0",="0",="0",="0",="0",="0"
="SSs1",="0",="0",="0",="1823.04",="0",="44.7809",="0",="0",="2067.1225",="0",="0",="0",="3756.9981",="1019.3772",="0",="0",="0",="0",="0",="0",="0",="2396.7529",="2933.5465",="0",="0",="1350.1198",="0",="11151.5209",="0",="0",="0",="0",="124.6907",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3903.9374000000003",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="243.8665",="0",="0",="0",="1071.1685",="0",="0",="0",="0",="0",="0",="0",="156.7942",="0",="0",="0",="0",="0",="0",="0",="311.6858",="0",="4810.7463",="6220.2692",="10442.8649",="0",="0",="0",="0",="0",="1000.6718",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3943.3145",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6a",="0",="0",="0",="794.2405",="0",="1365.9319",="0",="0",="0",="0",="1991.5817",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="783.7686",="2067.4484",="91.2642",="0",="1638.6887",="0",="1696.4182",="0",="0",="0",="160.7211",="0",="0",="0",="1836.7263",="0",="9.8908",="0",="0",="0",="0",="0",="5.4356",="130.622",="0",="0",="0",="0",="0",="0",="0",="0",="195.18310000000002",="0",="0",="0",="0",="0",="0",="0",="0",="475.5084",="0",="0",="24.5273",="0",="0",="183.3698",="1602.598",="0",="63.0802",="0",="0",="0",="0",="0",="946.0846",="0",="1514.4125",="538.1641",="0",="0",="0",="0",="288.4728",="0",="1457.0802",="227.5294",="1469.7734",="102.2106",="736.2822",="0",="0",="0",="471.1525",="895.6252",="0",="0",="0",="0",="0",="0",="0",="0",="3408.9439",="220.9858",="0",="85.7207",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2145.0122",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="257.6395",="0",="0",="539.9526",="0",="0"
="SSs6b",="0",="0",="0",="37.8545",="0",="97.6048",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="70.0737",="0",="378.25370000000004",="0",="146.5937",="0",="0",="0",="195.6286",="0",="0",="0",="46.8658",="0",="0",="0",="0",="0",="0",="0",="514.4028",="43.1712",="0",="0",="0",="193.34",="308.5048",="0",="0",="0",="90.2511",="0",="0",="0",="0",="0",="0",="0",="136.1502",="0",="0",="0",="178.9711",="0",="0",="0",="1911.9398",="0",="0",="0",="0",="0",="0",="0",="154.8834",="0",="120.6312",="487.4013",="0",="0",="0",="0",="203.5934",="0",="963.9961",="0",="328.6969",="0",="4.3214",="160.0652",="0",="0",="73.6931",="216.9652",="0",="0",="0",="0",="0",="0",="0",="0",="117.0779",="84.2632",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="375.8191",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="78.5836",="0",="0"
="AUDd1",="0",="0",="0",="12903.2414",="0",="1913.6887",="0",="0",="1290.8274",="0",="0",="0",="575.5286",="361.0162",="0",="0",="0",="0",="0",="127.2747",="0",="535.3132",="1766.126",="0",="0",="221.7806",="0",="272.0501",="0",="0",="0",="249.9028",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="194.8097",="0",="0",="0",="0",="0",="0",="0",="0",="3290.537",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="952.5678",="0",="0",="0",="979.1391",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="184.7866",="0",="4619.77",="3620.9624",="6127.202",="816.2033",="0",="0",="0",="0",="232.1398",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="788.2299",="1617.9559",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd2/3",="0",="0",="0",="3.507",="0",="0",="0",="0",="438.53",="0",="0",="0",="237.6679",="249.0732",="0",="0",="0",="0",="35.075",="0",="0",="0",="428.9429",="0",="0",="72.3552",="0",="0",="0",="0",="0",="65.2561",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="504.2954",="0",="0",="0",="0",="0",="0",="0",="0",="740.8961",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1241.234",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="331.8669",="0",="303.7163",="1797.4177",="1209.9416",="239.1748",="0",="0",="0",="0",="0",="55.3675",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="137.2149",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
