 ,212071_018,212071_019,212071_025,212071_026,212071_027,212071_030,212071_031,212072_018,212072_019,220237_004,220237_006,220237_007,220237_015,221043_001,221043_002,221043_009,221043_010,221043_012,221043_013,221043_014,221043_016,221043_021,221043_023,221043_027,221043_030,221043_032,221043_033,221043_034,221067_018,221067_021,221067_033,221068_026,221068_031,221068_034,221068_037,221068_040,221068_045,221068_047,221068_048,221068_051,221068_056,221069_012,221069_019,221069_023,221069_025,221069_031,221069_033,221069_034,221069_035,221069_038,221069_045,221069_052,221069_065,221070_004,221070_016,221070_023,221070_027,221070_030,221070_032,221070_033,221070_042,221070_046,221070_047,221070_048,221070_049,221070_052,221070_064,221070_065,221070_067,221070_079,221070_083,221070_088,221070_107,221070_111,221070_112,221070_113,221070_117,221070_119,221070_120,221070_131,221070_139,221070_141,221070_185,221070_230,221071_002,221071_003,221071_005,221071_006,221071_009,221071_010,221071_012,221071_013,221071_014,221071_015,221071_016,221071_019,221071_020,221071_021,221071_022,221071_023,221071_026,221071_031,221071_032,221071_033,221071_043,221071_052,221071_054,221071_055,221071_057,221071_058,221071_060,221071_061,221071_072,221071_074,221071_076,221071_079,221071_081,221071_083,221071_084,221071_090,221071_091,221071_094,221071_102,221071_104,221071_105,221072_031,221072_032,221072_177,221072_204,221072_276,221073_002,221073_005,221073_006,221073_008,221073_010,221073_011,221073_013,221073_014,221073_016,221073_017,221073_018,221073_019,221073_022,221073_024,221073_025,221073_026,221073_028,221073_030,221073_031,221073_033,221073_034,221073_038,221073_051,221226_006,221365_093,221365_094,221365_115,221365_116,221365_117,221365_118,221365_119,221365_121,221365_122,221365_124,221365_125,221366_026,221366_033,221366_035,221366_037,221477_065,221478_367,221480_070,221480_078,221481_161,221481_165,221481_167,221481_171,221481_272,221481_284,221481_301,221509_249,221518_007,221518_073,221518_074,221518_075,221518_076,221518_078,221518_082,221518_092,221518_097,221518_103,221518_104,221518_106,221518_108,221518_113,221519_016,221519_018,221519_019,221519_032,221519_033,221519_034,221519_077,221520_037,221520_038,221520_039,221520_041,221520_063,221586_088,221586_089,221608_002,221608_008,221608_010,221608_011,221642_620,221705_045,221706_414,221706_426,221706_428,221706_431,221706_432,221706_433,221706_434,221706_435,221706_438,221706_439,221706_485,221706_486,221706_488,221713_011,221713_012,221716_044,221716_047,221737_003,221755_060,221755_066,221755_067,221755_069,221755_074,221755_078,221759_001,221759_003,221759_004,230010_028,230010_029,230010_030,230010_031,230010_032,230010_033,230010_034,230010_035,230010_057,230010_058,230011_052,230011_055,230011_056,230011_058,230011_059,230011_061,230011_066,230011_069,230011_071,230011_072,230011_073,230011_077,230011_079,230011_082,230011_084,230011_087,230011_088,230011_096,230011_102,230011_103,230011_113,230011_114,230011_115,230011_116,230011_118,230011_119,230011_123,230011_124,230011_127,230011_128,230011_129,230011_130,230011_131,230011_132,230011_133,230011_134,230011_135,230011_137,230011_138,230011_139,230011_140,230011_141,230011_142,230011_143,230011_144,230011_145,230011_146,230011_147,230011_148,230011_149,230011_151,230011_153,230011_154,230011_155,230011_161,230011_162,230011_163,230011_165,230011_166,230011_169,230011_171,230011_220,230011_221,230011_222,230011_223,230011_224,230011_225,230011_229,230011_230,230011_231,230060_001,230060_002,230060_005,230060_006,230060_007,230060_008,230060_012,230060_016,230060_019,230060_020,230060_021,230060_028,230060_030,230060_031,230060_032,230060_033,230060_034,230060_035,230060_038,230060_040,230061_001,230061_002,230061_031,230061_032,230114_026,231569_026,231569_027,231685_295,231685_312,233795_067,233795_070,233795_118,220235_010,220235_011,220238_021,221043_004,221043_006,221068_002,221068_012,221068_025,221068_029,221068_062,221068_068,221069_001,221069_005,221069_009,221069_010,221069_022,221069_026,221069_027,221069_041,221069_042,221070_214,221071_030,221071_042,221071_047,221071_062,221071_096,221071_108,221071_111,221071_116,221089_001,221089_002,221089_003,221089_004,221089_007,221089_009,221089_013,221089_029,221089_030,221089_031,221089_032,221089_116,221090_079,221090_081,221090_115,221092_001,221365_023,221365_095,221366_025,221368_003,221420_045,221450_034,221456_031,221456_043,221467_028,221467_029,221467_030,221467_031,221471_085,221471_086,221471_087,221471_095,221471_096,221471_101,221471_103,221478_135,221478_621,221478_624,221478_673,221478_674,221478_846,221478_847,221480_080,221480_081,221480_082,221480_084,221480_087,221480_088,221481_143,221481_144,221481_149,221481_153,221481_157,221481_158,221481_160,221481_170,221481_172,221481_269,221518_077,221518_079,221519_028,221519_035,221586_090,221608_001,221608_003,221608_004,221608_005,221608_006,221608_007,221608_009,221705_048,221755_037,221755_038,221755_040,221755_061,221755_062,221755_071,221759_010,230011_105,230011_136,230060_022,230060_036,230060_037,230060_039,230109_009,230109_017,231685_293,231685_297,231685_299,231686_016,231686_017,231686_018,231686_020,231686_027,231686_028,231686_029,231686_030,212065_001,212071_022,220235_058,220237_008,220237_030,220238_007,220238_059,221067_036,221070_013,221089_006,221089_008,221089_016,221089_017,221090_109,221090_114,221226_004,221365_123,221456_117,221467_032,221467_033,221468_001,221468_002,221468_003,221468_004,221468_005,221478_722,221525_020,231569_059,220235_060,220235_064,221525_019,221534_061,233283_014,212065_003,212066_011,220235_012,220235_013,220238_002,221068_001,221068_007,221069_056,221070_014,221070_015,221070_126,221070_211,221070_212,221070_213,221070_225,221071_040,221072_046,221072_085,221072_211,221072_236,221072_237,221072_240,221072_241,221072_245,221224_001,221224_002,221224_003,221224_004,221224_006,221224_007,221224_012,221224_013,221224_018,221224_019,221224_042,221225_150,221225_229,221365_019,221365_026,221368_002,221368_004,221368_005,221368_006,221368_007,221422_029,221422_030,221426_081,221450_033,221456_028,221456_032,221456_033,221476_151,221512_066,221512_071,221512_072,221512_075,230109_015,233282_083,233282_085,220235_059,220237_009,221534_084,221534_089,233282_057,233282_058,233282_084,233283_005,233794_031,233794_036,233794_039,233794_044,233794_046
="SSp-bfd1",="17",="15",="38",="36",="40",="41",="18",="15",="1",="44",="0",="0",="3",="30",="66",="53",="49",="65",="63",="12",="24",="62",="20",="23",="41",="48",="53",="27",="2",="18",="53",="1",="11",="28",="2",="17",="2",="2",="5",="0",="20",="17",="1",="8",="1",="356",="17",="26",="21",="38",="19",="8",="9",="20",="5",="5",="6",="23",="20",="19",="9",="8",="20",="3",="3",="23",="8",="6",="12",="5",="15",="49",="48",="7",="22",="1",="30",="4",="17",="21",="4",="3",="1",="52",="5",="1",="2",="5",="0",="4",="5",="15",="1",="13",="21",="1",="8",="11",="8",="19",="1",="5",="0",="6",="4",="4",="3",="1",="2",="6",="11",="2",="8",="10",="110",="0",="1",="7",="5",="1",="2",="5",="0",="0",="3",="0",="0",="6",="7",="5",="5",="26",="32",="30",="6",="19",="5",="13",="28",="9",="5",="8",="9",="26",="8",="25",="2",="28",="22",="7",="14",="2",="2",="16",="0",="0",="10",="4",="3",="5",="1",="12",="2",="19",="15",="1",="7",="5",="0",="18",="27",="10",="11",="0",="6",="34",="9",="29",="5",="45",="111",="25",="27",="38",="30",="45",="65",="42",="19",="31",="33",="1",="30",="47",="54",="19",="26",="43",="55",="23",="31",="14",="34",="22",="1",="8",="10",="35",="18",="31",="50",="12",="24",="43",="12",="7",="50",="22",="60",="11",="56",="5",="20",="56",="61",="80",="46",="85",="92",="37",="55",="18",="7",="5",="3",="3",="18",="2",="21",="78",="39",="55",="18",="20",="31",="19",="1",="24",="13",="17",="6",="10",="3",="0",="10",="18",="51",="47",="16",="1",="11",="13",="35",="2",="43",="7",="12",="11",="15",="25",="5",="2",="8",="16",="3",="8",="9",="0",="11",="9",="4",="6",="1",="9",="10",="11",="1",="8",="1",="0",="3",="0",="2",="9",="3",="1",="1",="25",="0",="0",="24",="7",="5",="3",="2",="5",="2",="6",="31",="1",="1",="1",="41",="0",="4",="4",="15",="4",="19",="3",="1",="16",="48",="14",="18",="10",="4",="21",="7",="9",="12",="19",="19",="7",="22",="13",="6",="27",="20",="14",="14",="3",="33",="29",="14",="8",="7",="37",="24",="3",="5",="18",="18",="21",="0",="10",="26",="62",="19",="18",="1",="1",="34",="14",="65",="5",="1",="5",="12",="5",="50",="4",="33",="20",="18",="16",="0",="6",="8",="1",="2",="7",="5",="3",="1",="18",="5",="1",="4",="1",="5",="0",="3",="13",="6",="26",="35",="48",="9",="30",="15",="70",="1",="76",="10",="45",="22",="200",="235",="2",="146",="113",="183",="70",="103",="85",="212",="51",="16",="32",="65",="9",="8",="15",="29",="35",="12",="24",="14",="10",="9",="23",="20",="65",="101",="47",="22",="2",="23",="7",="124",="21",="20",="24",="26",="13",="9",="24",="74",="19",="73",="22",="24",="49",="14",="53",="1",="14",="30",="69",="2",="8",="1",="18",="21",="0",="7",="31",="33",="25",="3",="1",="8",="3",="71",="5",="2",="1",="0",="0",="3",="116",="2",="1",="0",="5",="8",="105",="21",="3",="36",="13",="0",="16",="0",="2",="17",="31",="48",="29",="9",="67",="30",="78",="74",="322",="38",="95",="0",="0",="0",="8",="14",="0",="11",="0",="0",="0",="0",="5",="1",="0",="0",="0",="0",="2",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="4",="11",="22",="0",="10",="15",="0",="8",="9",="0",="1",="0",="0",="2",="0",="0",="2",="8",="4",="0",="3",="2",="8",="5",="0",="0",="0",="0",="0",="0",="8",="6",="10",="18",="0",="0",="0",="3",="0",="29",="0",="0",="1",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="32",="20",="37",="7",="22",="12",="37",="44",="6",="34",="1",="1",="37",="62",="49",="19",="52",="106",="37",="19",="16",="11",="32",="34",="4",="12",="18",="10",="9",="59",="55",="10",="48",="49",="2",="18",="25",="21",="37",="3",="43",="33",="15",="24",="17",="461",="66",="37",="55",="0",="23",="18",="23",="36",="16",="47",="8",="20",="34",="10",="21",="24",="23",="32",="34",="40",="31",="44",="35",="4",="40",="37",="45",="47",="48",="2",="47",="22",="59",="48",="11",="16",="5",="27",="5",="4",="3",="17",="1",="7",="18",="21",="8",="17",="27",="3",="8",="15",="21",="26",="11",="46",="5",="29",="5",="9",="0",="2",="6",="19",="35",="33",="6",="9",="221",="4",="3",="18",="4",="11",="12",="13",="2",="3",="10",="2",="1",="4",="27",="1",="11",="29",="37",="69",="10",="12",="66",="23",="19",="18",="11",="9",="10",="21",="9",="22",="22",="99",="28",="46",="71",="55",="12",="5",="5",="8",="47",="16",="9",="4",="3",="33",="32",="19",="6",="8",="31",="6",="1",="25",="50",="56",="30",="18",="11",="31",="50",="26",="23",="22",="89",="6",="42",="60",="32",="6",="55",="8",="8",="9",="13",="2",="15",="11",="27",="6",="17",="25",="27",="33",="59",="2",="40",="44",="13",="46",="27",="42",="61",="29",="30",="9",="33",="49",="39",="4",="26",="125",="37",="128",="101",="23",="20",="32",="76",="50",="34",="34",="33",="54",="14",="40",="11",="26",="14",="15",="19",="5",="26",="93",="32",="71",="7",="7",="20",="12",="4",="11",="11",="2",="3",="6",="17",="5",="25",="22",="101",="56",="17",="1",="1",="21",="22",="15",="62",="26",="29",="9",="54",="6",="27",="21",="5",="17",="4",="18",="100",="11",="41",="9",="6",="9",="12",="17",="19",="21",="6",="14",="6",="7",="2",="14",="19",="12",="4",="8",="24",="38",="15",="4",="25",="13",="5",="31",="3",="47",="7",="72",="175",="10",="5",="4",="15",="19",="1",="10",="12",="10",="18",="9",="14",="36",="22",="4",="30",="12",="16",="71",="9",="11",="32",="37",="12",="20",="27",="18",="13",="42",="51",="22",="29",="27",="4",="12",="3",="1",="3",="28",="18",="14",="17",="11",="11",="20",="2",="58",="2",="34",="37",="55",="67",="51",="40",="15",="21",="65",="38",="31",="62",="5",="13",="43",="69",="85",="2",="22",="6",="22",="30",="17",="2",="2",="15",="0",="0",="14",="7",="2",="7",="3",="0",="1",="0",="0",="19",="3",="15",="6",="5",="19",="0",="10",="4",="18",="2",="21",="8",="47",="30",="0",="71",="71",="32",="29",="81",="8",="71",="40",="1",="8",="4",="38",="25",="1",="8",="13",="0",="1",="68",="6",="13",="49",="43",="56",="12",="131",="40",="22",="30",="50",="2",="32",="46",="37",="9",="35",="2",="4",="4",="10",="14",="20",="13",="88",="1",="4",="22",="0",="27",="21",="48",="38",="20",="42",="44",="28",="49",="21",="31",="9",="6",="12",="4",="0",="10",="0",="1",="0",="1",="0",="34",="14",="6",="0",="0",="41",="4",="45",="20",="0",="15",="13",="0",="3",="1",="14",="4",="11",="29",="10",="10",="11",="10",="64",="40",="24",="69",="20",="0",="0",="9",="55",="2",="0",="0",="3",="0",="0",="2",="0",="1",="1",="0",="1",="1",="1",="1",="0",="0",="0",="1",="0",="2",="0",="0",="1",="0",="5",="3",="0",="2",="13",="0",="0",="2",="0",="0",="1",="0",="1",="1",="0",="6",="4",="0",="0",="3",="0",="4",="0",="1",="6",="0",="0",="0",="4",="0",="0",="0",="2",="2",="0",="0",="2",="0",="28",="0",="0",="0",="0",="0",="0",="0",="2",="1"
="SSp-bfd4",="29",="24",="17",="20",="13",="11",="38",="31",="19",="19",="0",="1",="15",="44",="51",="31",="94",="41",="52",="7",="31",="20",="14",="21",="15",="55",="52",="55",="8",="10",="20",="4",="10",="11",="14",="31",="18",="12",="23",="2",="8",="48",="14",="32",="11",="47",="11",="24",="13",="0",="16",="11",="15",="14",="8",="29",="11",="12",="3",="10",="13",="12",="12",="27",="10",="9",="36",="38",="18",="15",="21",="44",="16",="22",="31",="9",="27",="8",="34",="23",="12",="21",="3",="15",="10",="12",="8",="6",="8",="15",="9",="5",="4",="9",="13",="21",="10",="27",="14",="28",="21",="17",="21",="27",="13",="9",="8",="14",="8",="17",="10",="27",="7",="11",="5",="2",="12",="8",="9",="4",="10",="6",="0",="0",="4",="0",="3",="7",="31",="10",="15",="31",="13",="19",="44",="75",="17",="20",="33",="23",="5",="5",="40",="15",="12",="23",="10",="41",="7",="4",="21",="18",="9",="35",="1",="10",="24",="25",="15",="2",="9",="9",="12",="17",="16",="6",="29",="14",="4",="7",="22",="11",="11",="14",="15",="20",="8",="24",="3",="23",="79",="25",="11",="24",="13",="59",="82",="30",="10",="18",="14",="11",="53",="65",="22",="7",="18",="5",="27",="16",="17",="7",="28",="20",="17",="40",="7",="7",="29",="23",="26",="37",="16",="24",="41",="16",="17",="19",="64",="35",="44",="15",="12",="29",="21",="25",="40",="31",="37",="24",="18",="11",="15",="11",="10",="26",="11",="5",="26",="47",="28",="30",="6",="16",="18",="14",="15",="35",="13",="17",="5",="27",="7",="18",="22",="31",="64",="30",="20",="13",="15",="15",="12",="11",="13",="19",="12",="8",="19",="9",="33",="16",="21",="17",="13",="23",="26",="8",="13",="4",="3",="13",="17",="17",="14",="31",="3",="13",="1",="4",="5",="11",="2",="11",="3",="10",="1",="3",="10",="17",="29",="9",="12",="18",="7",="17",="6",="14",="19",="2",="4",="5",="7",="22",="9",="11",="17",="7",="12",="10",="8",="21",="14",="3",="15",="13",="2",="38",="11",="9",="15",="24",="7",="20",="12",="11",="14",="14",="22",="22",="22",="24",="35",="15",="6",="15",="7",="4",="18",="34",="30",="8",="5",="23",="10",="17",="98",="26",="69",="20",="11",="6",="69",="21",="69",="0",="26",="9",="14",="14",="44",="29",="10",="28",="7",="13",="3",="19",="22",="2",="6",="8",="8",="4",="10",="9",="3",="5",="8",="4",="5",="3",="2",="1",="5",="14",="13",="9",="16",="4",="12",="25",="10",="46",="1",="28",="15",="45",="75",="33",="34",="83",="53",="72",="72",="97",="87",="62",="12",="27",="27",="16",="9",="9",="28",="39",="7",="27",="28",="9",="16",="29",="24",="40",="58",="72",="23",="12",="15",="9",="74",="12",="24",="36",="6",="12",="7",="29",="14",="14",="12",="14",="8",="21",="27",="12",="5",="3",="20",="27",="10",="31",="5",="31",="24",="6",="25",="24",="25",="38",="17",="9",="5",="27",="36",="57",="2",="6",="14",="3",="33",="565",="12",="2",="1",="23",="15",="62",="14",="4",="1",="10",="0",="6",="0",="9",="3",="20",="15",="8",="10",="16",="15",="29",="18",="97",="31",="47",="6",="0",="70",="22",="2",="62",="2",="12",="1",="0",="15",="10",="4",="12",="4",="2",="2",="9",="3",="1",="2",="0",="2",="1",="4",="3",="0",="1",="2",="22",="11",="6",="6",="18",="2",="0",="13",="0",="11",="6",="20",="13",="10",="0",="33",="17",="4",="4",="7",="7",="13",="21",="6",="5",="0",="7",="12",="16",="4",="14",="14",="16",="48",="170",="1",="26",="35",="40",="51",="54",="60",="21",="0",="24",="38",="84",="137"
="SSp-bfd5",="11",="14",="26",="4",="17",="13",="37",="28",="13",="16",="2",="0",="14",="81",="27",="13",="45",="34",="50",="4",="15",="18",="31",="39",="8",="23",="35",="49",="14",="31",="40",="14",="16",="35",="3",="33",="12",="18",="26",="1",="20",="56",="19",="25",="19",="26",="54",="66",="34",="0",="37",="26",="44",="38",="44",="56",="59",="39",="21",="12",="35",="61",="17",="28",="26",="13",="110",="68",="90",="4",="24",="69",="53",="87",="44",="32",="118",="46",="54",="68",="25",="24",="19",="23",="11",="9",="3",="23",="9",="30",="7",="19",="12",="15",="20",="13",="4",="32",="13",="15",="21",="38",="26",="30",="12",="9",="1",="5",="14",="18",="28",="20",="10",="8",="23",="32",="40",="33",="10",="9",="11",="30",="6",="11",="20",="8",="8",="21",="39",="7",="13",="42",="49",="57",="28",="64",="59",="15",="26",="14",="7",="6",="20",="17",="31",="23",="40",="32",="10",="26",="51",="45",="14",="0",="3",="2",="24",="45",="10",="10",="7",="7",="23",="6",="6",="8",="35",="6",="8",="22",="18",="30",="7",="3",="13",="28",="8",="34",="1",="34",="17",="3",="6",="0",="6",="0",="23",="1",="0",="3",="0",="9",="9",="6",="5",="14",="23",="18",="14",="16",="16",="3",="67",="82",="34",="67",="18",="32",="30",="1",="3",="2",="0",="16",="24",="11",="12",="14",="11",="6",="11",="8",="1",="6",="3",="9",="21",="2",="32",="30",="6",="26",="12",="12",="27",="12",="21",="10",="36",="56",="51",="59",="15",="9",="10",="11",="3",="6",="0",="1",="5",="3",="15",="6",="46",="12",="47",="19",="3",="7",="4",="16",="6",="16",="26",="20",="34",="5",="26",="0",="22",="9",="12",="4",="1",="29",="22",="4",="11",="1",="3",="1",="3",="15",="3",="7",="5",="10",="0",="6",="0",="1",="2",="2",="5",="4",="3",="6",="2",="7",="9",="0",="2",="6",="3",="5",="4",="16",="18",="3",="5",="4",="3",="11",="2",="10",="11",="8",="10",="6",="2",="10",="4",="8",="13",="2",="6",="33",="8",="11",="33",="17",="7",="4",="3",="10",="9",="5",="31",="31",="23",="28",="13",="12",="1",="6",="7",="6",="22",="4",="2",="10",="4",="15",="27",="24",="21",="72",="46",="89",="28",="31",="19",="5",="1",="21",="1",="27",="33",="0",="0",="62",="12",="19",="10",="29",="2",="37",="10",="55",="2",="5",="28",="1",="3",="6",="2",="3",="2",="1",="0",="4",="1",="2",="5",="5",="7",="8",="1",="6",="5",="3",="1",="19",="4",="17",="12",="8",="17",="5",="16",="44",="9",="23",="50",="9",="12",="53",="1",="13",="4",="46",="33",="1",="6",="5",="0",="2",="25",="3",="1",="36",="46",="29",="3",="4",="2",="9",="24",="28",="1",="20",="11",="1",="2",="42",="0",="0",="1",="0",="0",="0",="7",="49",="12",="4",="24",="0",="23",="4",="25",="25",="0",="29",="21",="15",="7",="18",="5",="3",="13",="1",="0",="3",="2",="1",="0",="0",="0",="0",="48",="106",="237",="1",="20",="75",="97",="36",="22",="6",="4",="9",="2",="35",="2",="27",="6",="5",="19",="12",="7",="9",="22",="43",="34",="60",="35",="21",="201",="0",="146",="120",="1",="20",="23",="67",="18",="9",="91",="45",="21",="60",="64",="23",="43",="35",="36",="14",="30",="4",="28",="17",="19",="27",="6",="7",="16",="60",="14",="15",="34",="81",="18",="17",="43",="9",="26",="10",="30",="39",="40",="1",="8",="27",="19",="15",="33",="30",="17",="13",="15",="28",="9",="35",="28",="36",="44",="22",="17",="31",="11",="54",="9",="22",="16",="26",="6",="18",="12",="40",="11",="5",="2",="48",="83"
="SSp-bfd6a",="0",="0",="0",="1",="1",="0",="1",="0",="0",="1",="0",="0",="1",="7",="2",="0",="1",="1",="1",="0",="1",="1",="3",="3",="0",="1",="1",="1",="0",="2",="3",="0",="5",="6",="1",="3",="2",="4",="0",="0",="0",="6",="3",="0",="10",="19",="15",="22",="9",="0",="0",="0",="2",="3",="4",="9",="5",="0",="0",="0",="0",="3",="3",="6",="0",="0",="20",="0",="8",="1",="0",="1",="8",="8",="1",="0",="2",="5",="4",="6",="2",="2",="1",="5",="0",="2",="2",="2",="1",="1",="0",="0",="2",="0",="1",="1",="1",="2",="0",="0",="1",="13",="1",="2",="0",="0",="0",="0",="1",="1",="3",="1",="2",="1",="17",="12",="5",="1",="1",="4",="0",="4",="5",="15",="2",="1",="1",="3",="1",="0",="2",="1",="1",="1",="2",="2",="11",="0",="2",="0",="0",="0",="1",="3",="0",="1",="0",="1",="0",="2",="1",="1",="2",="0",="0",="1",="0",="1",="1",="0",="0",="1",="2",="0",="0",="0",="3",="3",="0",="1",="4",="6",="0",="1",="11",="2",="0",="1",="0",="3",="1",="3",="1",="0",="1",="1",="0",="0",="0",="1",="0",="5",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="6",="41",="1",="1",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="2",="2",="0",="0",="0",="1",="0",="2",="2",="1",="2",="2",="0",="1",="0",="1",="0",="0",="3",="0",="1",="0",="0",="5",="0",="3",="2",="0",="0",="0",="1",="1",="5",="1",="0",="1",="0",="5",="4",="2",="0",="2",="0",="1",="0",="0",="1",="0",="12",="0",="3",="1",="0",="0",="0",="0",="3",="1",="1",="1",="3",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="9",="0",="0",="1",="0",="0",="2",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="6",="6",="0",="0",="0",="0",="0",="1",="0",="3",="0",="0",="1",="1",="0",="0",="0",="0",="1",="0",="1",="1",="0",="2",="3",="2",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="6",="17",="0",="11",="1",="5",="9",="4",="7",="0",="0",="5",="1",="7",="1",="0",="0",="19",="1",="5",="0",="2",="1",="5",="0",="17",="0",="2",="0",="0",="1",="1",="0",="1",="6",="3",="0",="1",="0",="3",="0",="0",="1",="0",="0",="2",="1",="34",="1",="1",="0",="3",="1",="7",="6",="20",="6",="9",="1",="24",="10",="7",="1",="4",="1",="1",="0",="12",="1",="1",="0",="2",="0",="1",="2",="0",="0",="2",="2",="2",="0",="3",="3",="0",="3",="2",="0",="2",="2",="1",="1",="13",="1",="0",="0",="1",="0",="0",="9",="4",="0",="1",="1",="0",="3",="1",="11",="0",="2",="0",="2",="0",="0",="3",="4",="0",="5",="3",="0",="13",="13",="0",="0",="0",="0",="1",="26",="78",="1",="0",="61",="41",="85",="0",="13",="1",="0",="4",="1",="9",="0",="12",="5",="0",="6",="1",="8",="1",="3",="24",="1",="19",="9",="12",="169",="34",="233",="62",="6",="3",="10",="17",="0",="5",="3",="3",="2",="0",="6",="23",="18",="47",="47",="15",="3",="6",="4",="1",="8",="12",="3",="8",="9",="33",="0",="0",="10",="25",="0",="9",="2",="3",="3",="3",="4",="15",="26",="0",="0",="7",="9",="7",="12",="23",="5",="4",="4",="2",="3",="0",="13",="1",="5",="8",="0",="2",="6",="35",="8",="11",="5",="24",="3",="4",="11",="16",="15",="7",="5",="21",="28"
="SSp-bfd6b",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="1",="3",="0",="1",="1",="1",="0",="2",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="2",="1",="0",="0",="0",="0",="0",="1",="12",="0",="0",="1",="0",="3",="0",="0",="0",="1",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="1",="2",="0",="0",="0",="48",="31",="0",="5",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="11",="0",="0",="0",="1",="0",="0",="0",="0",="0",="2",="0",="0",="1"
