 ,221057_058,221057_059,221057_061,221057_062,221057_063,221057_074,221057_075,221057_076,221057_077,221057_078,221364_054,221364_055,221364_130,221364_131,221364_132,221364_134,221364_135,221364_136,221481_476,221703_215,221703_221,221703_248,221703_266,221703_328,221728_157,221728_158,230011_191,230011_192,230011_205,230011_206,230011_208,230011_209,230011_216,230066_130,230066_131,230066_141,230066_142,230116_001,230116_005,221089_035,221229_106,221229_119,221478_225,221479_149,221703_268,231686_047,221089_037,221229_105,221416_017,221474_206,221476_071,221476_092,221478_209,233285_098,221474_195,221474_202,221474_203,221476_070,233282_078,233285_080,233285_081,221367_101,221367_130,233285_099
="RSPd6a",="1531.706",="1988.5896",="1669.6437",="0",="116.4689",="1431.2477",="488.7138",="427.71439999999996",="494.7216",="923.7791",="0",="1099.0657",="535.0124",="0",="0",="373.5922",="426.5124",="0",="0",="0",="0",="0",="0",="984.4316",="0",="0",="0",="0",="0",="0",="0",="395.5227",="449.8304",="870.8957",="941.9826",="1308.8887",="66.3915",="328.1088",="605.7026",="1097.2783",="3132.3843",="9749.1461",="1728.0682",="0",="529.4607",="0",="3487.4103999999998",="6920.0629",="1099.8484",="472.6264",="2463.539",="2570.4558",="484.6707",="0",="2723.4575",="6566.8525",="922.1819",="3961.0833",="1769.4236",="1188.3843",="577.6058",="0",="121.4705",="0"
="VISa1",="1352.4282",="0",="1922.6508",="2734.3461",="2623.0616",="0",="0",="309.6261",="0",="0",="184.402",="129.9952",="0",="294.5748",="334.2532",="462.8261",="766.3197",="216.023",="0",="650.0597",="3396.9633",="0",="0",="0",="1300.9211",="1201.5803999999998",="494.2329",="1850.6464",="578.2307",="504.9835",="549.7696",="31.2969",="0",="1482.9432",="741.7313",="26.8757",="466.5103",="0",="0",="0",="1555.584",="0",="0",="0",="0",="0",="0",="510.4032",="0",="402.8779",="3579.0207",="0",="4634.1608",="0",="0",="0",="0",="0",="3065.8668",="520.4726",="298.7994",="0",="0",="0"
="VISa2/3",="3028.382",="36.2517",="1028.8627",="1960.1834",="1495.3856",="0",="0",="199.7235",="0",="0",="848.0797",="1274.2078",="0",="541.5464",="801.6977",="819.6763",="509.3333",="1375.7058",="1982.6856",="891.463",="8380.6309",="0",="285.5761",="0",="659.6375",="3598.1954",="2957.7519",="6324.3114",="1960.2612000000001",="1381.1776",="166.7711",="1380.7443",="430.2669",="1092.7009",="1057.3277",="1941.5648",="3349.4596",="0",="0",="0",="2300.7486",="0",="168.9371",="2941.0182",="0",="0",="0",="686.8592",="621.4696",="3790.9593",="2401.7425",="0",="4649.854",="0",="0",="1068.9608",="0",="0",="2147.5908",="0",="405.5158",="69.204",="0",="232.5818"
="VISa4",="176.0329",="398.0598",="1908.69",="1613.658",="2048.2898",="0",="603.9217",="351.3179",="0",="0",="1082.0418",="799.6579",="408.7061",="510.0086",="332.6186",="520.5776",="289.2505",="1192.7457",="559.7739",="2096.5609",="3188.7712",="0",="144.8856",="0",="862.2931",="892.9364999999999",="1880.433",="1540.7772",="680.7887",="1501.2486",="0",="451.7369",="993.9456",="227.0656",="0",="0",="293.9942",="0",="0",="0",="2025.8542",="29.7431",="185.1389",="2441.7983",="0",="12.0784",="0",="1576.6937",="544.302",="1163.7464",="574.931",="108.1025",="3331.5958",="388.1895",="0",="96.401",="0",="43.1164",="278.4531",="0",="81.0787",="55.5905",="303.4703",="3512.4718"
="VISa5",="2228.7226",="299.8625",="477.0219",="4155.7292",="2766.3861",="0",="162.909",="359.5217",="0",="0",="2970.9815",="3151.5544",="601.1582",="1744.8864",="1299.5055",="1536.0678",="2108.2424",="3185.2573",="1276.4402",="1254.0643",="7466.424",="0",="308.686",="0",="621.8796",="5873.3745",="2675.0558",="1258.4944",="1788.5305",="2395.5111",="318.9255",="3427.8409",="491.1659",="540.0001",="1383.2847",="355.7863",="2493.3625",="651.8303",="0",="0",="1674.415",="41.7855",="796.8196",="3642.6051",="189.3267",="1133.9712",="72.0952",="3164.2773",="1730.8603",="4085.2784",="2350.8512",="5992.0738",="2205.6627",="3392.4364",="148.5681",="246.9551",="286.7262",="1361.9954",="355.8882",="0",="160.4804",="1764.6298",="5242.7601",="1593.3175"
="VISa6a",="353.3831",="0",="1196.4688",="801.8495",="211.7592",="416.0827",="0",="253.8831",="483.8155",="0",="176.3448",="93.775",="0",="826.8226",="0",="377.9247",="1029.5818",="0",="0",="1340.4847",="1447.0466",="0",="0",="234.97",="230.5548",="0",="346.0975",="227.7872",="656.3548000000001",="201.3154",="0",="10.9771",="0",="333.0218",="702.5661",="0",="648.7561",="347.9412",="0",="0",="1599.9907",="0",="709.0337",="437.4882",="280.9204",="425.7656",="585.278",="773.5248",="1098.213",="1283.6945",="1295.8761",="1888.0202",="2051.3763",="534.6042",="568.0124",="180.2951",="454.0452",="1498.2394",="2887.2517",="552.6995",="856.0257",="2637.1773",="601.4821",="633.1837"
="PL1",="512.1312",="121.3193",="0",="0",="403.4759",="0",="0",="0",="0",="0",="0",="0",="0",="1728.7527",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="125.2657",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="292.3579",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="577.2028",="0",="0",="0",="0"
="PL2/3",="1212.0651",="0",="0",="0",="2320.3799",="0",="0",="0",="0",="0",="0",="0",="0",="2415.3605",="0",="0",="311.0718",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3210.0711",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="434.6888",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PL5",="4014.4908",="0",="451.9485",="0",="1555.9567",="0",="0",="0",="0",="0",="0",="0",="1437.508",="133.2709",="0",="0",="465.8871",="0",="0",="1191.011",="0",="63.9826",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3474.6309",="0",="0",="609.0579",="0",="0",="0",="0",="0",="0",="29.1193",="1741.739",="0",="0",="102.4198",="0",="0",="0",="2020.0514",="0",="1042.2372",="0",="0",="0",="0",="0",="0"
="PL6a",="506.0564",="992.2595",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="529.8666",="0",="1023.3642",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="884.8734",="0",="0",="0",="824.9159",="0",="556.4238",="0",="815.6611",="0",="0",="0",="0",="0",="54.3109",="0",="1574.2903",="0",="0",="0",="0",="0",="0"
="SSs1",="0",="77.5747",="0",="0",="0",="0",="0",="0",="0",="0",="136.658",="0",="0",="0",="0",="181.9486",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.9917",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal1",="0",="1562.3347",="0",="3272.498",="0",="275.5641",="203.6719",="2259.8929",="0",="0",="0",="1622.6958",="0",="0",="182.0863",="2260.3905",="171.7543",="1933.5517",="394.2571",="0",="0",="0",="4277.3775",="0",="170.0688",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2205.5576",="0",="1157.9763",="0",="0",="728.009",="0",="0",="892.1486",="0",="0",="3911.7915",="337.7507",="2418.9785",="688.6865",="0",="2001.9694",="0",="0",="0",="0",="794.2871",="0",="0",="1526.6167",="197.1353",="0",="611.1617",="1618.0456",="0"
="VISal2/3",="0",="234.0198",="0",="2328.1835",="0",="0",="271.1361",="196.8315",="0",="0",="0",="1206.8741",="0",="0",="151.8809",="1235.6859",="231.1092",="2435.7683",="1902.5381",="0",="0",="0",="1838.439",="0",="313.7353",="0",="0",="0",="0",="0",="0",="0",="0",="0",="866.455",="0",="2174.1097",="0",="0",="1266.1009",="0",="0",="505.7905",="0",="0",="172.6997",="474.5669",="3598.5153",="0",="0",="484.3473",="0",="0",="0",="0",="1242.5832",="0",="0",="861.3071",="0",="0",="49.3075",="366.4361",="0"
="VISal4",="0",="210.3338",="0",="610.5797",="0",="0",="0",="0",="0",="0",="0",="502.2697",="0",="0",="0",="334.7528",="172.4296",="249.5324",="329.6083",="0",="0",="0",="736.3813",="0",="672.3347",="0",="0",="0",="0",="0",="0",="0",="0",="67.3473",="521.0836",="0",="395.604",="0",="0",="172.0597",="0",="0",="1014.295",="0",="0",="572.0502",="131.6152",="336.4126",="0",="0",="205.0494",="0",="0",="0",="0",="78.2099",="0",="0",="209.6657",="0",="0",="17.018",="433.919",="0"
="VISp1",="0",="877.1864",="506.4526",="8680.4422",="317.5709",="13039.6953",="3153.1883",="7966.3864",="5037.5923",="11595.786",="0",="0",="0",="1516.6801",="3007.6919",="3688.211",="0",="5127.7443",="852.2699",="188.2169",="377.0655",="11709.4982",="609.8307",="0",="494.9855",="8100.0093",="0",="0",="0",="0",="0",="0",="0",="0",="7984.3184",="2205.005",="2487.8515",="0",="9.7757",="9927.5538",="3371.0039",="2348.7572",="1334.6354",="0",="4741.5186",="0",="6350.4887",="4439.958",="7724.0045",="0",="19889.4209",="0",="5765.2719",="0",="0",="1.1822",="0",="0",="473.3483",="6330.1993",="4156.387",="0",="13733.0739",="0"
="VISp5",="0",="445.5942",="164.0805",="1133.4043",="1026.4952",="2426.1539",="0",="3075.952",="723.2122",="4478.0837",="14.7633",="81.8965",="1658.9657",="354.4479",="33.3694",="471.3891",="143.431",="720.8557",="1153.1762",="462.1692",="613.0537",="944.0316",="1597.7546",="399.3332",="285.557",="1128.0011",="0",="0",="26.1784",="0",="0",="1047.2373",="791.3902",="638.0626",="1019.3836",="605.5314",="1093.9119",="1806.3158",="0",="5672.9622",="0",="4053.9642",="806.0942",="0",="747.0621",="30.5169",="63.7518",="1189.8376",="1424.9827",="740.4768",="2522.724",="35.7476",="81.6946",="553.0018",="986.8496",="264.5457",="2511.4013",="0",="299.9891",="275.44",="0",="0",="1448.6268",="105.5532"
="VISpm1",="0",="725.5745",="175.2487",="1036.1766",="543.521",="1260.5463",="195.7853",="6.1699",="0",="1550.2717",="0",="0",="67.0163",="1353.2725",="160.8171",="1539.0921",="286.4789",="1678.964",="463.4001",="96.9067",="739.8859",="0",="2857.1774",="702.2224",="441.8151",="160.5598",="347.8335",="0",="412.3869",="0",="1286.9928",="0",="1155.055",="403.2926",="1.9595",="136.4499",="0",="0",="1497.2342",="0",="1743.7704",="1770.8994",="78.4798",="0",="4996.4377",="231.3288",="0",="301.1351",="835.8458",="257.8515",="527.1151",="0",="10054.1655",="0",="0",="1678.7917",="0",="0",="1018.2804",="0",="3300.0433",="0",="979.1348",="0"
="VISpm2/3",="0",="264.6774",="0",="592.9284",="633.6964",="778.9102",="547.2751999999999",="183.3714",="0",="1140.6971",="0",="74.6718",="402.8508",="768.968",="374.9007",="141.2734",="975.3912",="1536.744",="526.3833",="0",="3946.8169",="838.5356",="2938.8205000000003",="1138.2595",="223.8602",="864.0265",="756.1723",="0",="0",="0",="160.4725",="0",="1226.4896",="385.6541",="1285.6158",="122.2326",="0",="0",="1373.172",="0",="1657.8975",="840.9257",="0",="0",="406.0521",="319.6428",="0",="899.91",="1226.6824",="1055.2781",="584.9898",="0",="3000.9388",="125.0775",="0",="4752.7296",="0",="0",="284.7039",="0",="620.3424",="0",="259.6811",="219.2611"
="ACAv5",="0",="3584.4074",="335.8657",="0",="0",="1656.2097",="286.5882",="0",="0",="937.2001",="0",="0",="0",="132.6431",="0",="0",="0",="0",="0",="180.293",="0",="2173.4434",="0",="0",="0",="0",="0",="0",="0",="0",="0",="88.3581",="0",="0",="148.6391",="0",="0",="5026.0176",="0",="0",="117.0312",="1792.4678",="0",="0",="0",="0",="0",="0",="3912.9085",="0",="0",="0",="0",="0",="0",="1053.1192",="0",="198.3501",="0",="0",="0",="0",="0",="0"
="ORBm1",="0",="121.9462",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="63.9727",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="752.3331",="767.0287",="0",="0",="0",="0",="0",="175.0388",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBm6a",="0",="264.5355",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="139.7889",="0",="0",="0",="251.1856",="0",="0",="71.9531",="230.037",="0",="0",="0",="0",="0",="0",="0",="160.7104",="0",="0",="0",="0",="0",="0"
="ORBvl1",="0",="623.8598",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6493.6962",="106.0401",="0",="0",="0",="2178.7833",="0",="0",="7247.9738",="15793.6821",="0",="0",="0",="0",="0",="11938.9153",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBvl2/3",="0",="763.8537",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="136.991",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3469.5612",="107.427",="0",="0",="0",="326.0362",="0",="0",="241.2791",="13891.0171",="0",="0",="0",="0",="0",="21792.1145",="0",="0",="0",="0",="0",="0",="0",="0"
="ORBvl5",="0",="401.0657",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="21.6218",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1121.2384",="541.683",="0",="0",="0",="448.0546",="0",="0",="2384.3656",="1376.4057",="0",="0",="0",="0",="0",="2474.4869",="0",="224.3472",="0",="0",="0",="0",="0",="0"
="RSPd1",="0",="403.3263",="45.0729",="0",="30.0249",="0",="581.8734",="0",="745.3835",="0",="0",="2840.2187",="0",="3429.3948",="0",="147.612",="10.5284",="0",="0",="0",="2417.0449",="0",="72.137",="0",="0",="0",="0",="0",="0",="104.3693",="623.698",="66.9346",="0",="0",="0",="0",="0",="420.124",="0",="302.492",="1913.6652",="3742.67",="2465.2102",="0",="741.7253",="2181.7562",="369.6589",="2779.7376",="0",="0",="13754.6998",="723.2267999999999",="2178.113",="0",="0",="181.7798",="0",="0",="113.6655",="5896.772",="6325.5223",="0",="687.6647",="0"
="RSPd2/3",="0",="1685.8452",="291.1245",="0",="319.424",="0",="925.3274",="0",="481.9942",="0",="0",="2961.4232",="0",="754.9402",="0",="1822.8746",="422.7175",="0",="0",="0",="352.4579",="0",="260.9345",="404.2814",="400.2802",="0",="0",="0",="113.515",="0",="1954.7793",="0",="0",="238.1892",="0",="419.9557",="924.8025",="0",="0",="938.0635",="1408.7826",="2284.8476",="144.8054",="0",="0",="847.3449",="2090.1454",="1179.2432",="0",="0",="5225.4058",="1065.4166",="0",="0",="0",="0",="0",="602.4854",="306.4671",="899.0453",="1324.7517",="0",="479.3937",="0"
="RSPd5",="0",="717.453",="447.7847",="0",="706.8903",="0",="1101.6785",="0",="496.3161",="0",="0",="1279.534",="37.8474",="1169.6483",="0",="825.6959",="597.8499",="0",="0",="0",="26.7205",="0",="425.8328",="677.0518",="79.6429",="0",="0",="0",="247.6423",="119.2194",="2175.001",="394.383",="753.532",="1119.8412",="0",="393.6326",="1414.1978",="0",="385.2792",="698.9379",="1898.1639",="4002.3689999999997",="0",="0",="0",="315.7558",="1422.7028",="3203.8222",="23.0929",="0",="3481.4528",="2504.5292",="0",="0",="429.0142",="372.1603",="0",="4212.5252",="1834.7231",="493.7637",="629.4176",="0",="1136.2352",="0"
="VISrl1",="0",="2716.1831",="2887.4023",="5861.6398",="3356.7015",="0",="1460.2951",="553.8089",="0",="0",="203.0324",="0",="0",="0",="0",="1025.704",="0",="2347.1022",="0",="3408.0187",="11.3866",="0",="3347.7421",="0",="608.8615",="258.5922",="0",="0",="0",="0",="0",="0",="0",="919.5199",="807.7217",="0",="2307.7922",="0",="0",="1624.1681",="0",="0",="671.3795",="0",="0",="0",="181.1386",="1476.1163",="39.3437",="0",="631.5008",="0",="2474.0057",="0",="0",="0",="0",="0",="1657.7516",="0",="0",="0",="1105.8773",="0"
="VISrl2/3",="0",="95.7107",="426.0731",="2666.2763",="78.3331",="0",="1257.9377",="0",="0",="0",="568.6162",="0",="0",="0",="0",="1220.5658",="0",="621.7168",="0",="513.504",="0",="0",="2710.209",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="572.7507",="619.6894",="0",="442.0691",="0",="0",="452.7254",="0",="0",="0",="0",="0",="0",="279.9454",="1236.3106",="0",="0",="0",="0",="1038.8318",="0",="0",="0",="0",="0",="431.9743",="0",="0",="0",="227.59",="0"
="VISrl4",="0",="1067.8522",="1535.2758",="2007.7347",="0",="0",="1718.5993",="0",="0",="0",="0",="293.6081",="0",="0",="0",="0",="0",="648.0338",="0",="878.1029",="57.8353",="0",="499.8478",="0",="359.7645",="0",="0",="0",="0",="0",="0",="0",="0",="1331.44",="0",="0",="155.1433",="0",="0",="176.5341",="0",="0",="0",="0",="0",="0",="130.8557",="562.9918",="0",="0",="0",="0",="1201.329",="104.6683",="0",="0",="0",="0",="122.3516",="0",="0",="0",="244.8252",="433.5989"
="VISrl5",="0",="321.5876",="0",="2331.3037",="0",="0",="390.2747",="0",="0",="0",="0",="1374.4336",="0",="0",="0",="158.4967",="38.7813",="1438.6211",="472.684",="177.9757",="0",="0",="956.7695",="0",="276.1985",="0",="0",="0",="0",="0",="0",="0",="0",="243.7953",="0",="0",="189.3847",="0",="0",="447.0596",="0",="0",="0",="0",="0",="0",="818.4172",="229.0848",="0",="129.3762",="0",="0",="0",="1512.3367",="0",="0",="1565.6017",="0",="355.9278",="91.1224",="0",="0",="1992.6719",="0"
="fp",="0",="586.1288",="0",="0",="0",="195.263",="612.3651",="419.8342",="0",="862.9801",="0",="0",="0",="0",="0",="0",="72.9427",="1663.0171",="0",="0",="0",="0",="0",="2267.6336",="0",="0",="0",="469.4517",="0",="0",="150.0336",="0",="0",="1140.6904",="503.9136",="0",="0",="0",="0",="1257.194",="1558.2613999999999",="1423.6946",="37.7747",="134.6103",="164.1053",="0",="0",="789.4805",="870.1765",="0",="780.6345",="221.4782",="573.314",="0",="2591.301",="15.1746",="0",="0",="0",="10.7788",="0",="0",="0",="0"
="ccs",="0",="797.6874",="0",="0",="4048.5782",="0",="1400.4511",="1200.9992000000002",="0",="1589.4092",="2319.5847999999996",="121.9863",="0",="0",="0",="1294.548",="0",="1673.795",="0",="0",="30.3129",="0",="674.2591",="0",="1064.3544",="834.6505999999999",="1131.751",="1191.8812",="1578.6885000000002",="1327.7346",="891.5125",="1093.8712999999998",="415.4008",="201.7084",="1556.1711",="245.3228",="6.3165",="0",="943.5156",="2441.6586",="3844.8941999999997",="3044.8904",="2450.8895",="676.2227",="1416.9572",="2308.5472",="3095.0829",="1332.9099",="1418.3838",="1293.2959",="3055.1241",="3131.5836",="2088.8505",="0",="1343.8332999999998",="1660.3613",="464.0687",="0",="0",="0",="0",="0",="0",="221.4173"
="cing",="0",="1879.4564",="660.7834",="0",="2289.7558",="109.2098",="1799.5387",="3771.2986",="0",="1598.0275",="636.2195",="1444.8446",="227.3624",="0",="395.0172",="1914.8599",="788.7618",="1545.6401999999998",="131.2106",="0",="686.5084",="436.7291",="2443.819",="91.7754",="1547.2114",="3367.6472999999996",="2330.0384",="2825.0949",="2945.2794999999996",="2282.8372",="1600.3597",="2173.9514",="1633.1517",="0",="0",="831.6663",="98.9233",="0",="2572.509",="2642.2795",="727.065",="4837.4769",="2654.4957",="393.4389",="1644.3795",="1841.0905",="3760.5397000000003",="2758.5973",="5314.7548",="5714.0718",="3001.7811",="3337.4671",="2657.4064",="0",="5941.2271",="3095.2743",="3143.7417",="1721.5926",="794.8347",="497.7109",="1899.9659",="0",="0",="13.3885"
="SSp-bfd4",="0",="0",="55.5773",="0",="0",="0",="0",="0",="0",="0",="757.0295",="1129.6348",="0",="0",="0",="1107.406",="246.1179",="111.8155",="0",="1429.9786",="0",="0",="66.2533",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3433.7322",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1073.3483",="0",="0",="184.2707",="0",="679.1787",="222.3273",="0",="0",="0",="0",="625.0391",="0",="0",="0",="0",="0"
="MOs5",="0",="0",="1261.7168",="1670.0167",="3414.5051",="0",="0",="0",="0",="0",="0",="0",="2481.5073",="1386.747",="2985.4621",="0",="6286.7646",="0",="413.2498",="2671.5717",="2601.34",="0",="0",="0",="0",="0",="0",="6151.8281",="0",="0",="0",="984.4288",="0",="0",="197.3105",="0",="0",="0",="0",="0",="2946.6536",="0",="381.4761",="0",="0",="1097.5449",="0",="1728.1247",="1604.7367",="0",="0",="3167.275",="2435.7374",="0",="0",="239.9106",="0",="0",="2082.9593",="1357.6321",="2735.9381",="0",="0",="0"
="MOs6b",="0",="0",="78.0193",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="205.3439",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="203.0088",="0",="0",="0",="0",="0",="0",="0",="0",="231.63",="0",="0",="0",="0",="0",="0"
="VISl6a",="0",="0",="2.2626",="0",="0",="0",="0",="0",="0",="229.1937",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="606.1674",="88.5761",="1018.009",="0",="0",="0",="1045.4054",="0",="42.0489",="0",="0",="0",="121.3791",="0",="0",="1239.7143",="1277.6728",="2368.2423",="984.4463000000001",="1633.5065",="127.3035",="0",="0",="860.6262",="1002.6086",="3470.1583",="779.6575",="1769.1309",="0",="0",="0",="0",="4020.1872",="796.1183",="9508.0454",="0",="0",="246.1231",="0",="561.219",="0",="0"
="VISl6b",="0",="0",="408.0977",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="475.6062",="0",="0",="0",="0",="0",="0",="9.0678",="150.9551",="145.0057",="100.747",="5.8961",="0",="0",="0",="98.2272",="71.2024",="0",="0",="0",="0",="0",="0",="0",="746.0459",="0",="424.1888",="0",="0",="0",="0",="0",="0",="0"
="VISpl2/3",="0",="0",="190.4946",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2573.5781",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1329.0765",="0",="0",="214.1657",="299.3202",="481.4024",="0",="0",="0",="0",="0",="174.2187",="0",="0",="0",="1664.452",="0",="0",="0",="0",="0",="0",="0",="0",="100.0095",="0",="0",="0",="0"
="VISpl4",="0",="0",="93.4864",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="580.952",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="35.6555",="0",="0",="0",="0",="5.4872",="0",="0",="0",="0",="0",="67.2798",="0",="0",="0",="516.7565",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm4",="0",="0",="339.3885",="315.9809",="114.001",="361.6571",="135.668",="512.2658",="0",="1242.2227",="0",="0",="0",="0",="79.4012",="254.7133",="36.9215",="517.6899",="85.6737",="0",="743.905",="469.7608",="1797.3420999999998",="0",="37.4071",="275.9786",="128.7449",="0",="0",="0",="0",="38.0306",="2090.7191",="23.8177",="119.1259",="0",="30.8075",="0",="59.3506",="0",="296.091",="111.2055",="224.4892",="0",="569.5858",="564.513",="0",="558.6684",="444.7694",="837.5368",="0",="0",="1897.3817",="109.8184",="0",="939.2201",="0",="0",="174.6502",="0",="114.8243",="0",="126.4014",="1314.4829"
="VISpor1",="0",="0",="82.0857",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="735.9797",="416.5635",="0",="0",="0",="0",="0",="1757.5531",="0",="0",="0",="0",="27.2858",="0",="0",="0",="1261.0852",="2826.1377",="168.2179",="0",="0",="0",="0",="0",="0",="0",="272.1545",="229.5578",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor2/3",="0",="0",="4036.8366",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5294.4499",="2315.1119",="0",="0",="0",="0",="0",="4819.7382",="0",="0",="0",="0",="0",="0",="214.7459",="149.8838",="1323.7236",="4464.4922",="59.2339",="0",="0",="0",="0",="0",="953.5721",="404.62919999999997",="3.6387",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor5",="0",="0",="2725.0692",="0",="0",="734.5763",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5197.6621",="891.2911",="0",="0",="0",="0",="0",="704.1669",="0",="0",="0",="0",="0",="0",="1015.3782",="739.4322",="2500.3711",="2657.5265",="1289.5837",="0",="0",="0",="0",="0",="1430.3018",="162.9955",="267.1296",="0",="0",="0",="0",="2063.9514",="1549.2807",="145.7389",="0",="0",="0",="0",="0",="0",="0"
="VISpor6a",="0",="0",="314.4167",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="76.1867",="0",="0",="0",="0",="0",="0",="185.4521",="0",="0",="0",="0",="0",="0",="495.88",="0",="2069.807",="915.8023",="731.8643",="0",="0",="0",="0",="2.5276",="3014.9989",="274.3381",="0",="0",="0",="0",="0",="2960.1461",="576.3389",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor6b",="0",="0",="50.8357",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="440.5546",="0",="0",="0",="0",="0",="0",="0",="0",="117.4391",="0",="0",="0",="0",="0",="0",="144.3899",="0",="432.6079",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd6b",="0",="0",="103.6232",="0",="0",="0",="0",="0",="0",="150.716",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="129.8527",="465.281",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
