 ,221057_135,221057_150,221057_155,221364_083,221364_087,221701_055,230011_175,230066_079,230066_084,231685_259,231685_281,233285_119,233379_133,233380_037,233666_171,233668_063,233668_065,233668_073,233668_099,233668_101,233795_002,233795_003,233795_009,233795_012,233795_074,233795_088,221090_095,221091_154,221417_015,221418_129,221479_166,231685_243,231685_255,233379_029,233379_036,233379_097,233379_130,233666_139,233666_204,221090_092,221090_094,221090_099,221091_125,221091_158,221418_135,221418_137,221477_059,221481_137,231687_014,233379_123,233666_201,233667_217,233667_242,233667_256,233667_267,233667_269,221065_081,231687_027,231687_028,233284_183,233667_270,221225_016,231687_023,233666_161,221065_083,221065_086,233667_261
="VISp6a",="0",="905.9839",="760.0935",="0",="739.509",="1927.3673",="263.9662",="1803.6209",="908.9265",="1279.9377",="504.5021",="1442.2829",="729.3008",="1381.2731",="1726.6317",="991.0018",="1234.2668",="1551.746",="225.251",="775.5342",="1001.8594",="2329.036",="485.9423",="1343.002",="0",="219.6863",="2041.8267",="3427.6189",="4194.3148",="3069.3176",="810.1705",="1435.5553",="4304.0548",="1601.6512",="621.59",="1456.7189",="1554.8952",="635.2622",="1583.3661",="1780.1564",="1142.2008",="1733.1236000000001",="1403.0287",="2010.5022",="2409.3642",="2824.0016",="3546.9467",="133.788",="1441.4027",="1220.1485",="1811.3464",="2075.9533",="1113.4733",="3344.9435",="8310.5311",="6151.8135999999995",="8231.8002",="10874.2324",="14568.231600000001",="4785.3327",="20640.4656",="192.9547",="2664.2321",="4604.2681",="4156.1785",="3879.7164",="808.6613"
="VISp6b",="0",="665.9416",="408.5037",="0",="31.8284",="617.0975",="42.509",="538.6781",="815.3327",="0",="0",="298.1231",="32.7287",="108.3226",="139.2519",="35.4174",="182.7328",="281.3566",="304.6013",="617.3141",="184.8523",="886.4512",="123.417",="275.6101",="0",="41.5896",="633.3378",="378.2827",="1659.213",="147.3224",="63.5669",="45.7293",="362.401",="2.8986",="608.2514",="414.9527",="1197.3233",="0",="317.7876",="820.518",="340.8843",="702.5181",="150.7129",="75.2558",="167.7378",="734.2894",="179.9508",="0",="609.6953",="132.6085",="233.4323",="401.4396",="0",="1613.5136",="264.817",="710.6216",="1941.9078",="1333.0703",="4118.3803",="2771.5366",="2138.1946",="96.5862",="44.3171",="298.1001",="489.1081",="185.8148",="113.2408"
="VISli2/3",="0",="264.9867",="174.4484",="2807.3898",="1469.2529",="46.4504",="681.4197",="0",="0",="245.5731",="144.3104",="313.9792",="0",="2027.7822",="0",="538.5289",="466.2615",="0",="993.5574",="0",="4084.619",="3485.0741",="164.766",="101.3255",="0",="0",="203.1997",="0",="0",="3780.3763",="0",="1058.1627",="0",="0",="0",="249.5642",="22.4568",="7598.0186",="0",="699.6519",="600.3137",="0",="0",="0",="2438.1458",="1568.4584",="1980.4608",="581.3019",="739.2476",="0",="66.9502",="0",="0",="0",="0",="0",="0",="0",="0",="87.9728",="0",="0",="0",="0",="0",="0",="565.2206"
="VISpor4",="0",="57.0136",="0",="0",="0",="0",="0",="0",="0",="0",="0",="803.1674",="0",="158.8201",="252.5587",="84.6057",="145.512",="0",="0",="0",="0",="0",="156.8749",="157.2602",="0",="0",="0",="0",="0",="0",="557.2778",="0",="300.8848",="115.1214",="0",="0",="1825.3003",="501.4319",="430.0009",="0",="0",="0",="0",="628.3468",="0",="0",="0",="0",="0",="0",="0",="953.2534",="0",="0",="0",="73.4271",="109.0563",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1295.4711"
="VISrl4",="0",="525.135",="0",="247.7428",="2709.0128",="0",="931.5183",="0",="0",="679.4137",="0",="393.3199",="0",="207.4566",="0",="0",="0",="0",="0",="0",="0",="0",="0",="380.0851",="576.4005",="0",="222.6078",="147.8164",="529.0473999999999",="0",="0",="0",="48.8788",="0",="0",="0",="66.7308",="0",="123.2942",="166.5219",="505.02279999999996",="2064.2318999999998",="0",="0",="0",="0",="29.959",="561.7402",="1164.6137",="370.9489",="125.8129",="0",="0",="0",="0",="0",="0",="0",="0",="133.6547",="0",="176.9606",="0",="0",="0",="0",="0"
="VISrl5",="0",="203.0725",="0",="1829.4418",="5038.084",="0",="2350.8199",="0",="0",="876.2957",="0",="424.1033",="0",="513.2828",="0",="0",="0",="0",="0",="0",="0",="0",="369.0041",="427.973",="3064.6747",="0",="349.5752",="257.2278",="57.2706",="0",="0",="0",="0",="0",="0",="313.6319",="0",="0",="342.51",="2056.0168",="872.2240999999999",="1186.209",="0",="0",="0",="307.6469",="1662.2367",="988.835",="1598.739",="120.3718",="623.1422",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="526.9615",="0",="0",="0",="0",="0"
="VISrl6b",="0",="85.7728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="374.3327",="0",="0",="0",="0",="0",="0",="0",="0",="36.9283",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="58.2283",="142.6448",="143.4062",="0",="0",="0",="98.7825",="0",="52.5626",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="323.5033",="0",="0",="0",="0",="0",="0",="0"
="TEa4",="0",="118.5625",="0",="16.2559",="299.3093",="0",="0",="0",="0",="427.608",="68.5959",="0",="0",="0",="0",="0",="586.561",="0",="0",="0",="0",="0",="0",="79.8617",="0",="0",="368.4194",="0",="186.1368",="30.6553",="1381.7549",="1648.451",="0",="260.3855",="0",="6.5393",="736.3134",="0",="0",="434.9292",="2042.2216",="214.1806",="0",="0",="22.4455",="264.9584",="127.3604",="0",="0",="0",="0",="152.6157",="0",="0",="0",="0",="0",="0",="0",="111.2274",="0",="0",="0",="0",="0",="0",="0"
="VISam2/3",="0",="0",="50.7198",="0",="121.5406",="219.4668",="0",="1403.3195",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40.9927",="813.6424",="0",="0",="146.1497",="0",="0",="1141.1933",="715.4862",="0",="0",="0",="0",="578.2938",="297.0631",="0",="173.5497",="0",="3585.3011",="0",="1543.6911",="954.8861",="2779.326",="0",="0",="5205.1968",="0",="0",="0",="0",="0",="238.3843",="0",="0",="0",="0",="0",="0",="0"
="VISam6a",="0",="0",="94.9728",="0",="0",="105.6609",="0",="408.7949",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="976.2427",="0",="0",="31.36",="0",="0",="0",="0",="3.9672",="0",="771.9415",="0",="0",="318.6555",="503.9147",="221.7802",="0",="0",="140.8223",="0",="195.58",="0",="731.6957",="739.8853",="34.9642",="0",="0",="0",="0",="155.2604",="0",="0",="0",="312.3896",="0",="0",="0",="0",="0",="0",="0"
="VISl6a",="0",="0",="573.292",="0",="0",="358.9476",="870.0612",="0",="252.0847",="69.9321",="0",="888.3396",="413.197",="787.5515",="504.1759",="933.6645",="0",="1593.5801",="0",="0",="4.7316",="0",="0",="0",="0",="206.8494",="42.6889",="828.2313",="413.5051",="0",="540.5182",="0",="359.6583",="297.7303",="0",="0",="1294.2747",="285.8591",="1249.0124",="159.2303",="0",="0",="0",="555.0179",="656.7072",="0",="0",="0",="0",="577.7005",="1068.406",="0",="735.8607",="1158.4679999999998",="2019.1099",="1056.6948",="384.3665",="3538.1602",="2314.013",="16.0923",="3622.6713",="0",="577.3102",="1319.474",="0",="0",="0"
="VISl6b",="0",="0",="312.3936",="0",="0",="157.7725",="0",="0",="0",="0",="0",="0",="170.3011",="440.862",="0",="164.9936",="0",="0",="0",="0",="114.5462",="0",="163.6724",="0",="0",="0",="0",="0",="13.7314",="0",="0",="0",="185.6659",="0",="0",="0",="200.4602",="0",="0",="220.6042",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="142.3761",="426.46770000000004",="483.3986",="0",="240.1368",="55.1702",="446.1668",="257.8722",="657.234",="113.7155",="67.3433",="0",="0",="0",="0"
="VISpm5",="0",="0",="126.3259",="0",="346.1507",="2447.7934",="0",="0",="0",="88.2899",="0",="0",="0",="0",="0",="0",="0",="0",="0",="117.3701",="569.6463",="0",="0",="0",="0",="0",="0",="64.8707",="0",="1293.4637",="0",="423.7813",="189.554",="0",="0",="988.1631",="510.2862",="163.4113",="0",="0",="0",="180.8592",="1276.0122",="0",="2159.2718",="0",="1808.2429",="288.2935",="306.8736",="1326.5241",="322.1785",="306.7156",="0",="113.088",="0",="0",="0",="0",="0",="411.9804",="0",="0",="0",="0",="0",="0",="0"
="VISpm6a",="0",="0",="89.7584",="0",="0",="344.126",="0",="0",="0",="0",="0",="219.8155",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="751.8748",="97.3171",="0",="48.7493",="0",="0",="278.2972",="0",="892.969",="725.6276",="575.6867",="0",="0",="163.4512",="169.7714",="0",="12.1164",="0",="560.7939",="446.5631",="658.0699",="0",="229.7714",="414.7055",="0",="0",="0",="0",="0",="598.3872",="0",="0",="0",="986.7041",="0",="0",="0",="0",="0",="0",="0"
="VISli6a",="0",="0",="317.6575",="0",="0",="216.4804",="337.8844",="0",="0",="0",="0",="50.7467",="0",="126.0497",="0",="373.5875",="0",="138.5105",="25.4755",="196.0954",="779.9537",="38.405",="219.6939",="0",="0",="383.5378",="0",="463.401",="0",="0",="425.4261",="0",="0",="0",="0",="0",="713.4854",="292.713",="837.4367",="0",="0",="185.3744",="65.9223",="349.5619",="0",="0",="0",="0",="0",="321.0616",="85.233",="0",="0",="458.4852",="0",="325.8503",="0",="829.4358",="0",="223.7871",="365.3863",="0",="0",="337.5225",="0",="0",="0"
="VISa1",="0",="0",="106.4666",="0",="60.7576",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="143.3435",="0",="0",="0",="0",="0",="0",="2349.2618",="0",="0",="0",="0",="327.3799",="279.6694",="0",="0",="306.8214",="0",="0",="0",="0",="2381.0342",="0",="0",="0",="0",="0",="0",="0",="0",="0",="248.2907",="0",="0",="0",="0",="0",="0",="0"
="VISa2/3",="0",="0",="1293.6812",="1.9273",="87.8178",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="112.8676",="0",="0",="0",="0",="0",="0",="723.7293",="0",="0",="0",="0",="323.2569",="356.5882",="0",="0",="291.1894",="0",="275.5706",="0",="0",="2750.856",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa4",="0",="0",="78.1533",="0",="125.3518",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="162.1877",="0",="0",="0",="0",="0",="113.9348",="0",="0",="100.61",="0",="0",="0",="0",="916.9187",="0",="0",="0",="434.968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa5",="0",="0",="641.1272",="218.0344",="789.6475",="0",="0",="0",="0",="587.8756",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="27.7415",="678.0945",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="103.0494",="0",="0",="433.8228",="0",="367.4472",="0",="0",="825.3431",="0",="0",="0",="104.5359",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6a",="0",="0",="543.6645",="445.3434",="129.2061",="2.0926",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="477.6042",="732.3601",="0",="0",="0",="0",="0",="625.7553",="363.9188",="0",="0",="1049.2035",="0",="0",="0",="0",="10.8313",="0",="1015.5774",="0",="674.9202",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6a",="0",="0",="253.4344",="0",="0",="567.0314",="436.0378",="0",="121.6133",="0",="0",="454.3846",="146.7844",="0",="0",="450.3592",="701.5866",="270.7778",="20.6805",="457.0655",="0",="0",="0",="276.4297",="357.9353",="10.3275",="0",="0",="0",="0",="0",="0",="21.0783",="0",="0",="0",="1068.458",="0",="5.5939",="0",="0",="88.5788",="1358.0941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="171.8534",="1182.6021",="4992.3874",="12.9981",="0",="369.0963",="2031.1306000000002",="211.0451",="0",="0",="332.084",="288.1846",="0",="0",="0"
="or",="0",="0",="1309.5828",="0",="183.4104",="754.3373",="1400.9709",="149.8794",="499.7351",="0",="0",="3115.3279",="3048.9278",="1762.4911",="1163.105",="821.631",="1811.9726",="2339.1966",="1410.537",="1458.7695",="1784.1362",="157.7209",="3946.9493",="0",="0",="1428.3013",="2420.7631",="3290.5402",="2451.6866",="69.2631",="501.9601",="805.4505",="3081.3319",="0",="923.2669",="573.6421",="2667.3394",="100.5258",="1757.6182000000001",="2117.3193",="4523.2196",="2894.3081",="62.1743",="0",="301.9764",="603.2535",="3739.4359000000004",="425.0772",="570.6668",="2374.6845",="2495.3876999999998",="1071.7925",="2673.5438",="873.9839999999999",="5919.2052",="4715.2742",="2440.209",="1999.2074",="4891.898999999999",="1726.1906",="5010.7238",="2381.5343",="1804.8916",="1256.7045",="2060.9362",="4150.5505",="2351.7928"
="scwm",="0",="0",="28.2417",="0",="0",="54.3849",="0",="1047.3728",="797.3812",="0",="0",="0",="20.7329",="0",="0",="140.0801",="62.4324",="25.5917",="17.7079",="16.9971",="501.1083",="0",="0",="279.1544",="0",="0",="337.8446",="783.5476",="5.6736",="312.6207",="0",="0",="437.0775",="0",="570.9917",="838.5817",="1565.1461",="0",="451.2694",="0",="0",="94.5596",="345.735",="448.2093",="1245.9393",="0",="162.0358",="1342.0843",="0",="138.4637",="478.6646",="394.9628",="0",="1977.0321",="154.645",="605.7969",="76.6614",="53.4893",="4019.5622000000003",="303.6498",="995.1091",="9.6664",="0",="0",="276.5948",="0",="154.4653"
="SSp-bfd1",="0",="0",="0",="12.3579",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="108.9792",="1610.6698",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2129.0161",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3210.9629",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="0",="0",="3839.2094",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2519.9817",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2892.4477",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.787",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd4",="0",="0",="0",="1330.3552",="0",="0",="0",="0",="0",="0",="0",="0",="0",="34.8264",="0",="0",="0",="0",="0",="0",="0",="0",="0",="386.0962",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="366.0031",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="325.2816",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="0",="0",="800.8349",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="48.1342",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="279.5046",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="241.1191",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd6a",="0",="0",="0",="1872.2772",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="181.5833",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="613.1274",="0",="0",="0",="0",="0",="872.1796",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="277.1682",="0",="0",="0",="0",="0",="0",="0"
="SSp-un2/3",="0",="0",="0",="732.7853",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un4",="0",="0",="0",="231.7443",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un5",="0",="0",="0",="444.41",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un6a",="0",="0",="0",="379.1417",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="476.8439",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6a",="0",="0",="0",="161.4089",="0",="0",="252.4335",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="415.2842",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo2/3",="0",="0",="0",="381.4942",="233.6023",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="226.0699",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.5286",="194.1844",="0",="0",="0",="0",="219.5387",="0",="1793.5096",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo4",="0",="0",="0",="12.4954",="29.8295",="0",="33.9317",="0",="0",="0",="106.8508",="0",="0",="0",="0",="46.4761",="69.0477",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="157.7427",="0",="0",="0",="0",="0",="0",="41.0787",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo5",="0",="0",="0",="398.935",="171.822",="0",="476.2102",="0",="0",="0",="0",="0",="0",="0",="0",="488.3351",="868.6813",="376.1613",="0",="0",="0",="0",="32.7367",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="141.1364",="0",="0",="0",="0",="1617.6122",="1169.6221",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6a",="0",="0",="0",="504.2352",="0",="0",="0",="0",="0",="0",="0",="0",="29.1486",="0",="0",="0",="67.8531",="0",="0",="0",="0",="33.3191",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="736.1827999999999",="314.2447",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="101.3536",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli1",="0",="0",="0",="105.5367",="582.7028",="0",="563.8686",="0",="0",="109.8529",="0",="45.7755",="0",="711.3225",="0",="401.1306",="146.2429",="0",="476.1234",="0",="2.6185",="67.1819",="59.6097",="0",="0",="0",="792.9207",="353.2948",="303.6585",="218.2435",="0",="3423.0872",="0",="0",="435.1675",="1491.4228",="315.2409",="337.3906",="0",="239.2055",="1635.1967",="0",="0",="0",="392.0064",="1621.2242",="237.265",="406.0341",="1383.4332",="0",="0",="0",="0",="0",="0",="676.0856",="0",="0",="0",="1759.9065",="0",="0",="0",="0",="0",="0",="1008.3099"
="VISli4",="0",="0",="0",="254.227",="126.2125",="0",="214.8959",="0",="0",="165.6281",="160.0202",="0",="0",="192.1886",="0",="185.4608",="0",="0",="280.5757",="0",="865.2351",="813.4683",="249.1083",="289.6892",="0",="0",="0",="0",="0",="824.4007",="0",="89.3347",="0",="0",="0",="242.7526",="104.0773",="973.5755",="0",="162.6285",="681.9105",="0",="0",="0",="535.6837",="341.284",="37.0314",="0",="0",="0",="184.2551",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="76.9881"
="VISrl1",="0",="0",="0",="350.0236",="326.8337",="0",="813.7755",="0",="0",="2170.3633",="0",="275.7172",="0",="1270.746",="0",="0",="0",="0",="0",="0",="0",="0",="0",="165.3081",="2327.0111",="0",="0",="220.2424",="585.2678000000001",="0",="0",="0",="57.104",="0",="0",="310.6875",="0",="0",="758.476",="468.5259",="268.1597",="10312.012200000001",="0",="0",="0",="0",="0",="1501.1048",="3659.2206",="2654.5279",="1176.1358",="0",="0",="0",="0",="0",="0",="0",="0",="2886.9085",="0",="197.2717",="0",="0",="0",="0",="0"
="VISrl2/3",="0",="0",="0",="3840.6488",="3582.8127",="0",="1731.8634",="0",="0",="5495.2494",="0",="167.4761",="0",="1103.4761",="0",="0",="0",="0",="0",="0",="0",="0",="0",="653.8933",="1087.8853",="0",="86.4883",="59.5599",="331.76059999999995",="0",="0",="0",="0",="0",="0",="0",="0",="0",="215.2912",="1125.9041",="274.6959",="5462.6878",="0",="0",="0",="0",="0",="980.0649",="1798.3518",="1068.8632",="1277.1566",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="226.0198",="0",="0",="0",="0",="0"
="VISrl6a",="0",="0",="0",="354.6085",="647.0344",="0",="0",="0",="0",="0",="0",="0",="421.9209",="178.0299",="0",="0",="0",="0",="0",="0",="0",="0",="64.7547",="0",="0",="0",="169.5606",="52.789",="0",="717.8927",="0",="0",="0",="0",="0",="463.1653",="0",="0",="0",="649.8537",="1009.4670000000001",="1488.8183",="585.9696",="0",="0",="279.6699",="354.6443",="633.9473",="133.4392",="0",="111.0928",="0",="0",="0",="0",="0",="0",="21.4466",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa1",="0",="0",="0",="93.2323",="75.7905",="0",="0",="0",="0",="246.3595",="0",="0",="0",="94.9847",="0",="0",="385.1375",="0",="0",="0",="0",="0",="0",="0",="0",="0",="503.2138",="347.1227",="1710.9179",="0",="0",="3497.777",="0",="25.9134",="192.5633",="73.2864",="369.0087",="0",="0",="496.8496",="2936.812",="91.4479",="0",="0",="0",="344.3893",="0",="0",="166.6959",="0",="284.271",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="526.955"
="TEa2/3",="0",="0",="0",="1751.3087",="901.9952",="0",="0",="0",="0",="1617.155",="240.3171",="0",="0",="97.2487",="1337.6119",="0",="1414.893",="0",="0",="0",="0",="0",="0",="0",="0",="0",="201.4296",="0",="1669.8272",="101.9478",="268.8065",="4048.9819",="0",="158.9471",="0",="190.1676",="479.3735",="399.0664",="0",="1532.2",="1497.5213",="248.3983",="34.688",="0",="240.7261",="533.3659",="91.7345",="92.4555",="174.7363",="0",="443.6357",="0",="0",="0",="0",="0",="0",="0",="0",="108.4589",="0",="0",="0",="0",="0",="0",="0"
="SSs1",="0",="0",="0",="0",="260.0148",="0",="0",="0",="0",="0",="72.0157",="0",="0",="0",="0",="333.4897",="0",="0",="0",="0",="0",="0",="0",="72.311",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="340.382",="0",="0",="0",="0",="0",="0",="0"
="AUDd1",="0",="0",="0",="0",="397.8067",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="164.8777",="0",="0",="0",="0",="0",="0",="0"
="AUDd2/3",="0",="0",="0",="0",="714.6378",="0",="0",="0",="0",="0",="101.3816",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="129.3285",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd4",="0",="0",="0",="0",="95.2001",="0",="0",="0",="0",="0",="401.6535",="0",="0",="0",="0",="252.4072",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo1",="0",="0",="0",="0",="354.9056",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="708.7208",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.8539",="0",="0",="0",="0",="0",="0",="873.4973",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="742.6126"
="VISam4",="0",="0",="0",="0",="61.924",="0",="0",="214.9783",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="145.6387",="0",="0",="0",="0",="0",="1389.9822",="302.4658",="0",="0",="0",="0",="70.3998",="0",="0",="251.1355",="0",="127.9795",="0",="135.7096",="76.8995",="259.312",="0",="0",="408.4229",="0",="0",="0",="0",="0",="106.3276",="0",="0",="0",="0",="0",="0",="0"
="VISpm1",="0",="0",="0",="0",="106.8115",="2351.7843",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="229.3003",="0",="0",="0",="0",="0",="0",="198.6423",="195.232",="398.6508",="223.8518",="0",="5676.3569",="4830.9261",="0",="820.9525",="3824.567",="1374.7965",="593.0516",="0",="0",="1203.329",="1080.0511",="3771.9695",="0",="974.9999",="0",="130.649",="0",="1622.0689",="169.0203",="722.4549",="72.6004",="0",="18.4631",="0",="0",="0",="0",="0",="4637.5494",="0",="0",="0",="0",="0",="0",="0"
