 ,221057_135,221057_150,221057_155,221364_083,221364_087,221701_055,230011_175,230066_079,230066_084,231685_259,231685_281,233285_119,233379_133,233380_037,233666_171,233668_063,233668_065,233668_073,233668_099,233668_101,233795_002,233795_003,233795_009,233795_012,233795_074,233795_088,221090_095,221091_154,221417_015,221418_129,221479_166,231685_243,231685_255,233379_029,233379_036,233379_097,233379_130,233666_139,233666_204,221090_092,221090_094,221090_099,221091_125,221091_158,221418_135,221418_137,221477_059,221481_137,231687_014,233379_123,233666_201,233667_217,233667_242,233667_256,233667_267,233667_269,221065_081,231687_027,231687_028,233284_183,233667_270,221225_016,231687_023,233666_161,221065_083,221065_086,233667_261
="VISpm4",="0",="0",="0",="0",="82.186",="455.2459",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="163.0834",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="77.2621",="0",="0",="224.8869",="1326.6893",="21.1626",="0",="0",="0",="0",="153.6231",="248.4873",="0",="1010.0789",="0",="102.4738",="0",="270.5939",="379.0577",="5.8892",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="fp",="0",="0",="0",="0",="37.1596",="0",="0",="313.4944",="1869.5818",="0",="0",="871.687",="403.567",="327.7244",="876.5809",="93.8562",="1419.6789",="111.0865",="215.6273",="654.8836",="820.2814",="0",="1204.7467",="2763.2587",="0",="0",="1883.3661000000002",="5483.2603",="5233.893599999999",="192.5857",="386.2506",="1241.3787",="493.0675",="0",="1372.0408",="0",="2881.3947",="0",="4458.2078",="0",="5031.2544",="2317.9074",="1485.412",="27.3849",="1532.3528999999999",="0",="3298.8851",="1470.4864",="3611.3913999999995",="936.9133",="5079.7600999999995",="106.9541",="605.7117",="2514.1843000000003",="1478.1621",="2398.7275",="494.786",="2169.311",="7532.11",="0",="452.5235",="1085.9675",="1202.2224",="1947.4656",="192.9985",="271.8268",="1143.667"
="SSp-tr6a",="0",="0",="0",="0",="0",="441.2826",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="644.0097",="0",="0",="0",="0",="0",="0",="310.1968",="0",="0",="0",="643.2937",="0",="0",="0",="0",="0",="0",="831.7597",="0",="215.7296",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl6a",="0",="0",="0",="0",="0",="1073.8601",="0",="481.238",="0",="0",="0",="0",="0",="0",="498.9829",="2097.3531",="14.121",="747.4758",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="208.0576",="0",="0",="0",="0",="0",="0",="0",="0",="299.5591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="620.404",="0",="256.6438",="230.2602",="817.0382",="0",="151.6715",="0",="0",="329.7859",="0",="0",="0"
="VISam1",="0",="0",="0",="0",="0",="71.5476",="0",="605.2605",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="218.1602",="80.7075",="0",="0",="527.0028",="0",="0",="2869.6851",="1413.6897",="0",="0",="0",="79.4363",="650.8426",="334.9346",="0",="0",="0",="1363.1317",="0",="2096.9023",="56.313",="2456.7946",="0",="0",="3029.3524",="0",="0",="0",="0",="0",="1584.9923",="0",="0",="0",="0",="0",="0",="0"
="VISam6b",="0",="0",="0",="0",="0",="126.9819",="0",="89.5279",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="92.2592",="155.0516",="11.9072",="0",="0",="161.8743",="0",="32.3267",="0",="0",="124.8365",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="0",="0",="0",="0",="0",="1488.6707",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1291.646",="0",="0",="0",="0",="0",="0",="0",="140.7058",="73.4242",="194.6548",="0",="3364.4308",="2126.6564",="0",="813.1922",="1383.1059",="268.8429",="0",="0",="0",="406.0812",="1280.4967",="2135.8925",="0",="539.3848",="0",="942.277",="0",="1422.8284",="1197.6863",="513.442",="6.8652",="0",="169.1534",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm6b",="0",="0",="0",="0",="0",="262.9362",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="105.8273",="0",="0",="242.8051",="0",="200.9725",="323.2521",="0",="0",="32.9028",="0",="174.325",="0",="536.2246",="0",="305.4809",="0",="41.8385",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli6b",="0",="0",="0",="0",="0",="196.4546",="0",="0",="0",="0",="0",="219.9066",="70.7171",="78.4445",="0",="0",="25.9386",="0",="61.6093",="257.6597",="202.4478",="0",="9.152",="0",="0",="116.7316",="0",="0",="0",="0",="146.7907",="0",="0",="0",="0",="0",="82.7655",="0",="0",="0",="0",="712.7831",="0",="0",="0",="0",="0",="0",="0",="0",="447.9544",="69.9055",="0",="0",="0",="11.5948",="3.2988",="0",="0",="72.4397",="122.0501",="0",="0",="0",="0",="2.3907",="0"
="RSPagl6b",="0",="0",="0",="0",="0",="158.2501",="0",="62.988",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="99.7492",="0",="270.2926",="87.8957",="0",="0",="0",="0",="0",="0",="284.3977",="0",="0",="0",="0",="0",="39.1253",="128.4808",="0",="0",="0",="0",="0",="0",="0",="0",="28.1337",="0",="16.1301",="0",="0",="0",="0",="0",="0"
="RSPd6b",="0",="0",="0",="0",="0",="163.2472",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.6565",="0",="0",="0",="0",="43.0476",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.8363",="0",="0",="0",="0",="0",="0",="0",="0",="0",="249.73669999999998",="12.7594",="255.3293",="0",="0",="0",="0",="0",="0",="0",="0",="63.7124",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv6a",="0",="0",="0",="0",="0",="328.2241",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="61.6217",="0",="0",="0",="0",="770.6089999999999",="426.2614",="51.5858",="0",="0",="0",="0",="294.5434",="0",="0",="2407.0813",="0",="0",="0",="0",="1825.6649",="0",="2489.658",="0",="0",="2720.4462",="919.2353",="2475.5429999999997",="237.5634",="511.3951",="0",="146.6344",="0",="769.42",="182.8229",="0",="192.3737",="241.6365",="623.7831",="0",="0",="0",="0",="0",="0"
="VISa6b",="0",="0",="0",="0",="0",="350.477",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1021.3933",="22.9022",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1.9916",="0",="52.4391",="0",="0",="24.1476",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6b",="0",="0",="0",="0",="0",="721.8077",="4.5084",="0",="175.0368",="0",="0",="219.4564",="149.7186",="28.0288",="34.2038",="0",="396.0843",="0",="0",="142.7127",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="213.0013",="0",="0",="0",="588.0159",="0",="0",="0",="71.9532",="0",="0",="0",="0",="0",="0",="0",="0",="16.8406",="0",="0",="35.3155",="310.2364",="969.3744",="274.8101",="267.162",="0",="1522.8488",="0",="101.5853",="0",="73.3683",="0",="63.2389",="105.232",="0"
="PERI6a",="0",="0",="0",="0",="0",="3.7033",="0",="32.6172",="0",="0",="0",="0",="0",="0",="0",="145.2502",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI6b",="0",="0",="0",="0",="0",="106.4168",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="367.2307",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT6b",="0",="0",="0",="0",="0",="4.9151",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="327.6507",="1277.0991",="0",="0",="0",="1271.5967",="0",="0",="0",="0",="0",="0",="0",="0"
="ec",="0",="0",="0",="0",="0",="238.6489",="0",="117.4035",="0",="0",="0",="427.9536",="2.0618",="0",="42.0877",="1100.4449",="936.2017",="980.3849",="0",="0",="0",="0",="0",="551.5897",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="100.3814",="0",="0",="0",="105.0463",="0",="0",="0",="0",="261.7082",="0",="0",="0",="0",="0",="2938.8242",="1070.989",="3652.7444",="91.6553",="0",="133.9501",="2839.7637",="0",="651.1516",="0",="0",="538.1214",="283.6816",="0",="258.4311"
="ar",="0",="0",="0",="0",="0",="6.1292",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="258.7201",="101.2747",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="412.1935",="0",="0",="0",="0",="0",="638.0762",="0",="250.7953",="0",="0",="0",="0",="0",="1117.529",="0",="0",="145.6513",="0",="0",="33.8594",="254.9926",="267.6437",="194.0501",="496.8954",="0",="0",="0",="370.9993",="560.2947",="356.3017",="396.4004",="965.3317",="1571.0924",="252.2234"
="cing",="0",="0",="0",="0",="0",="40.9236",="0",="977.4672",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="377.1593",="0",="792.4275",="545.4806",="0",="0",="1443.0989",="794.1985",="454.4191",="1484.4087",="0",="0",="3114.0512",="0",="2681.4718000000003",="310.2528",="553.4247",="0",="1635.3456999999999",="0",="0",="801.8932",="1714.6207",="0",="1915.2849",="0",="270.1578",="3179.4047",="1494.3422",="1401.9214",="1421.6672",="236.5688",="0",="1628.778",="0",="1084.5311",="0",="0",="0",="0",="1254.6752",="0",="0",="0",="0",="0",="0"
="AUDd5",="0",="0",="0",="0",="0",="0",="186.9029",="0",="0",="0",="926.1499",="0",="0",="0",="0",="976.8761",="0",="0",="0",="0",="0",="0",="61.2941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="389.9158",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6b",="0",="0",="0",="0",="0",="0",="34.0904",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="109.3033",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="75.6558",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="29.7176",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl1",="0",="0",="0",="0",="0",="0",="0",="88.5338",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm6",="0",="0",="0",="0",="0",="0",="0",="353.7675",="0",="0",="0",="0",="0",="0",="0",="0",="0",="22.3896",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.8649",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="34.0001",="0",="0",="834.6631",="1136.2146",="0",="311.3805",="0",="0",="581.9371",="0",="0",="0"
="VISam5",="0",="0",="0",="0",="0",="0",="0",="634.0825",="0",="173.2306",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="271.1542",="475.548",="0",="0",="0",="0",="329.2292",="518.3537",="305.2485",="0",="0",="0",="0",="456.4711",="82.4095",="0",="159.3623",="0",="1798.0708",="0",="261.3195",="165.2525",="1110.8793",="0",="0",="1459.3153",="0",="0",="0",="0",="0",="417.8143",="0",="0",="0",="0",="0",="0",="0"
="VISpor6a",="0",="0",="0",="0",="0",="0",="0",="550.4449",="559.424",="0",="0",="0",="0",="97.5092",="1399.0075",="959.169",="251.1154",="947.8706",="148.0941",="308.5008",="0",="0",="438.6212",="522.7805",="0",="0",="0",="330.6052",="0",="0",="603.9064",="0",="380.8353",="0",="0",="0",="1032.2307",="128.1247",="1191.1553",="0",="259.1628",="244.5005",="93.9215",="11.6086",="0",="0",="0",="0",="0",="243.3485",="2175.4033",="382.1753",="0",="734.6374",="3233.3538",="0",="335.5148",="5363.9792",="1168.27",="0",="1956.5669",="0",="0",="388.1449",="0",="0",="0"
="VISpor6b",="0",="0",="0",="0",="0",="0",="0",="32.3749",="221.4063",="0",="0",="0",="0",="73.2309",="145.1487",="281.0136",="199.283",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="72.6575",="0",="139.9829",="0",="0",="0",="164.9743",="89.83",="263.5528",="0",="310.5796",="119.4576",="0",="0",="0",="0",="0",="0",="0",="191.4148",="0",="29.3162",="2.2048",="0",="1519.2114",="0",="776.0192",="485.3273",="142.5851",="0",="1775.1904",="0",="0",="0",="505.6544",="0",="0"
="PERI2/3",="0",="0",="0",="0",="0",="0",="0",="251.6174",="0",="0",="0",="0",="0",="0",="0",="601.3738",="904.256",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.3175",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI5",="0",="0",="0",="0",="0",="0",="0",="1152.9193",="0",="0",="0",="0",="0",="0",="0",="679.2443",="0",="58.9013",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="162.732",="0",="0",="0",="0",="0",="0",="0",="374.6898",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT5",="0",="0",="0",="0",="0",="0",="0",="5.9882",="0",="0",="0",="0",="0",="0",="0",="28.032",="0",="576.7391",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="198.9353",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3.074",="0",="0",="0",="370.0105",="0",="0",="0",="0",="0",="0",="0",="0"
="APr",="0",="0",="0",="0",="0",="0",="0",="969.8313",="152.35",="0",="0",="0",="0",="0",="159.7574",="67.1988",="0",="0",="0",="0",="0",="0",="75.5418",="0",="0",="0",="0",="6667.829",="5312.1138",="0",="0",="0",="0",="0",="0",="3272.6194",="0",="729.1306",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6828.861",="1382.4484",="0",="0",="262.6327",="0",="3800.7354",="0",="2559.2222",="0",="315.5628",="0",="0",="0",="0",="0",="0"
="VISpl6a",="0",="0",="0",="0",="0",="0",="0",="0",="428.4178",="0",="0",="0",="0",="0",="723.6271",="839.0748",="485.239",="854.1922",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="888.5839",="0",="0",="0",="478.9399",="415.8766",="0",="0",="326.0517",="780.0123",="0",="280.5435",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1560.6221",="0",="810.819",="0",="421.1168",="0",="5229.6789",="0",="2451.3029",="0",="0",="126.4663",="1489.3915",="0",="0"
="ACAv2/3",="0",="0",="0",="0",="0",="0",="0",="0",="242.6954",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5472.9763",="0",="0",="0",="0",="0",="0",="43.1332",="1704.3385",="0",="0",="1152.9722",="0",="0",="1186.0893",="0",="2761.771",="0",="1401.855",="0",="3331.7356",="1166.323",="0",="0",="0",="0",="0",="0",="0",="0",="0",="354.4051",="0",="0",="0",="0",="0",="0",="0"
="ACAv5",="0",="0",="0",="0",="0",="0",="0",="0",="491.2047",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="764.1356",="0",="0",="0",="0",="0",="0",="0",="915.9906",="0",="0",="0",="0",="0",="1493.9829",="0",="335.4058",="0",="488.0184",="0",="67.8977",="774.684",="0",="0",="0",="0",="0",="0",="0",="0",="0",="252.4763",="0",="0",="0",="0",="0",="0",="0"
="ACAv6a",="0",="0",="0",="0",="0",="0",="0",="0",="37.7565",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="341.8182",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ILA5",="0",="0",="0",="0",="0",="0",="0",="0",="965.3361",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT6a",="0",="0",="0",="0",="0",="0",="0",="0",="60.9688",="0",="0",="0",="0",="0",="0",="13.2145",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.2124",="2868.0227",="0",="0",="0",="4542.7576",="0",="0",="0",="0",="0",="0",="0",="0"
="IG",="0",="0",="0",="0",="0",="0",="0",="0",="83.6757",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="LSr",="0",="0",="0",="0",="0",="0",="0",="0",="1091.432",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="644.8319",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SH",="0",="0",="0",="0",="0",="0",="0",="0",="344.3192",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="dhc",="0",="0",="0",="0",="0",="0",="0",="0",="1730.8614",="0",="0",="0",="0",="0",="0",="185.4995",="2074.0339",="335.2398",="0",="0",="0",="0",="0",="3446.7911999999997",="0",="0",="0",="232.8574",="0",="0",="0",="0",="0",="0",="0",="0",="444.0609",="497.0144",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="162.2156",="0",="1111.5035",="154.9006",="199.1793",="0",="0",="0",="1607.0562",="0",="315.5765",="0",="0",="0",="0",="0",="61.9275"
="df",="0",="0",="0",="0",="0",="0",="0",="0",="134.6501",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccb",="0",="0",="0",="0",="0",="0",="0",="0",="831.4134",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="637.7189",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1322.0985",="0",="2886.1105",="2791.5492",="0",="1241.0372",="0",="0",="1179.8823",="0",="381.0046",="2004.3153",="0",="0",="0",="0",="19.3984",="0",="0",="0",="0",="0",="111.7189",="0",="0",="0",="0",="0"
="ccs",="0",="0",="0",="0",="0",="0",="0",="0",="85.6747",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="679.6922",="0",="0",="0",="1032.8388",="459.83000000000004",="1034.836",="100.7842",="0",="621.468",="1266.1882",="0",="483.7161",="0",="987.4961000000001",="0",="1264.031",="0",="2128.4276",="3460.6122",="1510.3841",="0",="1945.8247999999999",="0",="2633.3647",="1303.5146",="1308.3301000000001",="2242.3540000000003",="1437.8781999999999",="0",="0",="1311.8161",="0",="1613.7117",="0",="0",="108.9999",="0",="367.4021",="13.9656",="26.2977",="227.4959",="0",="0",="0"
="SSs2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="349.1781",="0",="0",="0",="0",="1022.0724",="0",="0",="0",="0",="0",="0",="0",="63.3004",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="41.1083",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="900.1854",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="439.5521",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.1456",="0",="0",="0",="73.005",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="243.6685",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="222.3902",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="95.4754",="0",="366.6626",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="828.3268",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="671.4271",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="17.5671",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="158.987",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDv5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="270.806",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDv6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="366.8433",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="37.966",="0",="0",="0",="0",="0",="0",="959.6823",="313.4133",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDv6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="163.2001",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="157.5112",="0",="0",="0",="0",="0",="0",="29.7279",="268.7925",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1.4346",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="44.8314",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="229.6568",="0",="179.0356",="0",="0",="0",="1037.4382",="0",="291.6581",="0",="0",="0",="0",="0",="0"
