 ,221057_037,221057_043,221057_050,221057_126,221727_010,221728_092,221728_123,230065_047,230065_065,230065_067,230066_095,230066_098,230105_026,233380_042,233668_030,233668_031,233668_032,233668_034,233668_035,233668_036,233668_041,220191_078,221224_402,221224_404,221421_028,221642_768,221754_025,230110_004,230110_007,231566_045,233379_024,233666_018,233666_028,233666_032,233666_057,233666_066,233666_067,233666_132,233666_245,233667_085,233667_229,233667_300,233282_090,212069_003,212072_022,221224_361,221224_396,221227_111,221227_146,221367_025,221367_029,221526_010,221532_025,221532_043,221532_044,230105_021,231566_046,233379_014,233379_016,233379_017,233379_020,233666_015,233666_019,233666_021,233666_022,233666_023,233666_024,233666_025,233666_026,233666_027,233666_029,233666_030,233666_031,233666_033,233666_046,233666_056,233666_058,233666_059,233666_061,233666_062,233666_064,233666_129,233666_130,233666_131,233666_133,233666_134,233666_135,233666_136,233666_227,233666_228,233666_229,233666_230,233666_231,233666_232,233667_057,233667_064,233667_068,233667_070,233667_076,233667_086,233667_106,233667_109,233667_115,233667_116,233667_117,233667_118,233667_119,233667_120,233667_123,233667_125,233667_127,233667_140,233667_151,233667_207,233667_208,233667_228,233667_230,233667_301,221367_032,233281_100,233281_104,233281_111,233666_020,233666_047,233666_068,233667_153
="RSPv1",="408.1901",="477.7453",="0",="0",="429.1837",="131.2021",="0",="928.4192",="0",="0",="0",="0",="4655.6831",="5421.647199999999",="0",="0",="0",="0",="0",="0",="0",="6564.4761",="3547.1530000000002",="3709.9531",="17852.9479",="136.296",="4062.4979999999996",="18208.6944",="1902.8451",="0",="631.9367",="0",="1917.9204",="0",="0",="0",="160.5061",="0",="0",="0",="0",="1780.0162",="12526.3791",="0",="813.6598",="552.8493",="641.2493",="2086.0253",="2778.7811",="1378.8544",="17.5422",="0",="416.1327",="123.8412",="0",="1562.3416",="0",="1196.0715",="1869.7741",="1074.995",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2742.9932",="895.0383",="0",="0",="93.518",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="45.7634",="137.6068",="134.9633",="0",="0",="0",="86.694",="0",="0",="0",="0",="0",="2476.2896",="350.5904",="26.6694",="0",="0",="0",="384.9388",="626.8965",="0"
="RSPv2/3",="1046.8537",="534.0044",="0",="0",="1653.5678",="92.9202",="34.7953",="478.98839999999996",="0",="0",="0",="0",="1498.4746",="376.0572",="0",="0",="0",="0",="0",="0",="0",="3881.8749000000003",="460.7951",="694.253",="6780.4702",="0",="1197.734",="6305.1285",="718.488",="0",="370.5617",="210.2001",="2404.0386",="0",="0",="73.7171",="512.0112",="0",="0",="0",="0",="1561.1758",="4807.1511",="0",="138.426",="967.1425",="1610.6827",="197.3197",="5274.4331",="893.951",="140.2173",="240.1072",="1335.7994",="235.2806",="0",="1259.9731",="31.3292",="2203.0484",="1054.8779",="373.0474",="185.8922",="0",="0",="46.6842",="0",="18.2867",="31.9461",="0",="0",="0",="2434.8192",="564.0951",="0",="0",="255.1933",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="582.8865",="120.2643",="0",="0",="0",="297.7046",="137.3853",="547.5056",="0",="0",="0",="0",="2263.6174",="377.3218",="134.0168",="0",="0",="0",="155.0271",="885.1592",="0"
="RSPv5",="3127.0141",="111.329",="0",="0",="1143.4958",="246.4236",="147.7515",="322.43730000000005",="319.6786",="2173.8614",="0",="0",="1982.6437",="671.0247",="0",="0",="0",="0",="0",="0",="0",="8611.6002",="2331.685",="3942.3603000000003",="10880.7676",="956.2296",="1400.4413",="6065.7179",="3973.4389",="0",="452.1764",="155.0045",="11502.9849",="24.4299",="0",="281.5101",="1676.8971",="0",="0",="0",="74.174",="5782.9339",="3327.4443",="0",="281.3949",="1115.5826",="1576.8984",="424.421",="5334.0659",="5986.7725",="647.2561",="1883.5813",="4090.8566",="449.2228",="1294.0506",="3301.7846",="165.6492",="2376.9748",="4352.0583",="1240.2386",="347.2754",="0",="0",="204.7315",="0",="160.6836",="468.0099",="0",="0",="0",="11080.4046",="4260.5723",="73.3746",="245.9765",="770.0513",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="99.8866",="0",="0",="0",="0",="0",="0",="7.4158",="0",="0",="0",="0",="1359.2793",="1329.9002",="342.0996",="509.0649",="38.0527",="429.0981",="992.2885",="649.4204",="0",="0",="383.3122",="435.4866",="913.4837",="1084.9871",="11.038",="0",="0",="0",="340.3232",="1676.6686",="535.8145"
="RSPv6a",="723.05",="0",="0",="0",="185.3335",="8.1757",="1262.4538",="1980.2666",="1215.4789",="137.4918",="0",="129.9442",="809.4185",="3517.5226000000002",="0",="0",="0",="0",="0",="0",="421.4095",="5784.9202000000005",="7185.1289",="7089.5432",="5197.7771",="339.1232",="719.5615",="5494.5325",="2400.2078",="0",="0",="499.984",="2881.5738",="383.3966",="0",="1370.5918",="172.7997",="0",="0",="0",="1088.9322",="4998.331700000001",="726.6956",="0",="0",="0",="1110.6525",="0",="644.6879",="250.4147",="234.1423",="1563.6922",="2657.5698",="240.0899",="2706.1106",="2086.5385",="154.9086",="2.1719",="81.7661",="913.5298",="233.9411",="55.8072",="0",="176.9799",="0",="98.5559",="435.4537",="28.2471",="14.3197",="0",="1724.9511",="2318.014",="0",="101.8618",="444.7457",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="49.309",="0",="0",="0",="11.3998",="0",="0",="0",="0",="199.2928",="0",="0",="0",="0",="0",="0",="1946.5674",="1012.0206",="907.0432",="568.4672",="27.1828",="1626.2597",="3089.473",="282.1901",="0",="0",="0",="225.2658",="561.7038",="85.1185",="0",="0",="0",="0",="269.1182",="172.6623",="325.1713"
="RSPv6b",="13.0676",="0",="0",="0",="0",="0",="33.1677",="175.7038",="295.3644",="0",="0",="0",="112.3209",="150.91230000000002",="0",="0",="0",="0",="0",="0",="0",="362.015",="386.96160000000003",="871.5392999999999",="467.1232",="0",="0",="231.7213",="247.7327",="0",="0",="0",="0",="0",="0",="57.7476",="0",="0",="0",="0",="131.6827",="415.1301",="172.6696",="0",="0",="0",="0",="0",="89.6618",="0",="0",="30.2489",="207.0389",="7.5471",="428.8704",="205.4892",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="245.1485",="0",="0",="6.6127",="33.4741",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.0501",="0"
="DG-mo",="368.3654",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="35.4921",="0",="0",="0",="0",="0",="0",="0",="0",="91.8688",="0",="357.7344",="0",="0",="0",="0",="0",="0",="0",="5.4311",="0",="0",="0",="0",="0",="20.9946",="0",="0",="0",="0",="0",="0",="0",="0",="16.4836",="407.4498",="263.6919",="0",="0",="0",="0",="0",="0",="0",="0",="0",="333.6493",="99.6245",="48.0091",="521.3713",="300.7231",="0",="0",="352.8544",="0",="0",="46.2085",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6a",="418.1994",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="326.9334",="0",="0",="1236.5445",="0",="0",="0",="214.2325",="0",="0",="0",="0",="0",="0",="0",="728.0155",="0",="0",="0",="0",="1828.5482",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="404.6442",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2560.5801",="0",="0",="0",="744.648",="600.7999",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6b",="319.328",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.3594",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="299.7663",="0",="0",="0",="0",="2.6751",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="618.7963",="0",="0",="0",="186.389",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="APr",="4008.3635",="760.8828",="0",="0",="1605.1878",="0",="2348.3486",="33.8953",="2233.361",="0",="0",="0",="0",="0",="0",="0",="0",="122.6999",="3974.3809",="0",="7.9342",="1549.9812",="0",="0",="119.5349",="0",="0",="414.9956",="0",="0",="304.7237",="0",="0",="1338.2928",="0",="0",="622.6375",="5848.66",="0",="0",="448.5509",="2898.2531",="0",="0",="0",="0",="0",="0",="0",="0",="481.3837",="0",="0",="0",="0",="0",="0",="0",="0",="983.3846",="1090.0481",="1088.9568",="0",="0",="0",="522.9341",="885.954",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="241.0625",="17.2989",="0",="263.0806",="1117.2206",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1335.0201",="0",="0",="0",="0",="0",="80.9652",="26.5608",="0",="0",="0",="0"
="SCzo",="154.4787",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.458",="0",="0",="0",="0",="0",="1164.5855000000001",="0",="0",="24.9057",="0",="66.5945",="0",="0",="0",="0",="0",="0",="0",="0",="561.3826",="427.482",="0",="0",="0",="0",="0",="0",="17.9093",="115.0919",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="48.1493",="71.0949",="0",="442.0837",="0",="307.0103",="600.6747",="776.4941",="0",="0",="0",="0",="807.8585",="0",="45.1449",="0",="63.9524",="352.6193",="0",="0",="0",="70.839",="0",="0",="0",="0",="0",="0",="0",="0",="6.6614",="0",="0",="0",="0",="0",="0",="0",="0",="0",="664.0372",="0",="0",="298.1513",="0",="205.9879",="89.6208",="42.3161",="0",="0",="0",="0",="0",="0",="148.0587",="0"
="cing",="82.1158",="935.3626",="1862.6524",="0",="2646.529",="402.2053",="4507.7959",="2424.9777999999997",="2668.0812",="3112.011",="0",="464.3875",="1201.3793",="4421.6583",="0",="0",="0",="0",="234.5494",="1115.4883",="540.8746",="2992.9043",="5629.9451",="6109.5972",="6015.5593",="6042.5274",="1655.8392",="3095.6438",="2643.7196999999996",="3627.6364000000003",="401.093",="0",="56.1721",="0",="0",="1458.4311",="0",="0",="0",="790.9359",="115.1409",="3868.552",="275.9084",="1353.9471",="147.4302",="1513.0295",="1582.6855",="597.9806",="1946.3162",="806.9138",="185.5226",="3930.8284",="805.9975",="1393.777",="1726.9133",="2706.3416",="133.1436",="292.4487",="368.835",="195.6216",="17.9134",="0",="0",="0",="0",="0",="0",="0",="83.427",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.6842",="348.5306",="54.9776",="165.8239",="178.9899",="375.6533",="32.5504",="72.7239",="49.9786",="15.4984",="539.2951",="2660.4883",="658.818",="305.4771",="513.1077",="606.4902",="222.1288",="80.0808",="0",="0",="0",="0",="0",="171.7058",="0",="21.5353",="0",="0",="0",="2697.2914",="0",="0"
="VISp1",="0",="5077.4879",="4728.1073",="325.2715",="0",="3714.0009",="0",="43.9207",="26.0805",="0",="161.3581",="0",="0",="0",="0",="398.4554",="310.6839",="66.9195",="58.9371",="0",="0",="0",="0",="0",="592.5749",="3229.1042",="0",="828.693",="4833.9829",="277.2322",="0",="0",="0",="1355.8451",="0",="4663.7548",="0",="887.3166",="2501.9516",="0",="0",="3181.4393",="1566.5135",="2603.7521",="18309.5978",="322.1512",="0",="3757.3819",="1543.2569",="16875.3449",="11220.5481",="0",="1971.7597",="0",="0",="1323.3278",="18634.8088",="0",="4900.3606",="17404.0265",="1400.5879",="1477.4811",="0",="0",="0",="1343.5245",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="590.0788",="609.4435",="24.9376",="0",="101.7179",="0",="0",="0",="2075.7242",="5076.1209",="5527.696",="1532.4477",="0",="0",="2276.0408",="0",="0",="3345.2032",="111.7376",="5074.7903",="470.3947",="7124.3721",="7313.7735",="10411.403",="0",="0",="0",="0",="473.2487",="4059.1571",="1683.2509",="159.441",="0",="0",="0",="338.2629",="11980.2512",="0",="0",="0",="0",="0",="3997.1463",="4040.7468",="172.3437"
="VISp2/3",="0",="1993.8454",="331.7111",="4406.1531",="0",="571.2646",="0",="141.6532",="5724.9355",="138.3094",="0",="0",="0",="0",="0",="1409.1173",="379.5904",="672.641",="61.1846",="0",="0",="0",="0",="0",="0",="199.649",="0",="0",="160.4246",="0",="0",="0",="0",="2345.8377",="0",="2809.1102",="0",="43.3456",="1357.388",="0",="0",="1275.9638",="0",="13.3919",="1190.6252",="88.6718",="0",="497.3806",="564.2427",="1160.3612",="548.24",="0",="0",="0",="0",="0",="2067.0511",="0",="1637.5435",="1024.9579",="1178.4705",="0",="0",="0",="0",="297.0954",="0",="0",="0",="0",="0",="0",="0",="0",="750.3169",="0",="0",="0",="0",="0",="0",="0",="138.0794",="0",="0",="327.1882",="133.5578",="0",="0",="188.0709",="1503.4601",="606.6257",="269.8524",="0",="0",="240.3811",="0",="0",="554.9521",="236.3649",="520.8234",="0",="251.4125",="267.0933",="1869.0886",="0",="0",="0",="0",="942.1052",="1866.6028",="254.9149",="493.7453",="0",="0",="0",="195.5182",="1393.3741",="0",="0",="0",="0",="0",="428.9839",="3894.1476",="173.0872"
="VISp4",="0",="1097.6169",="117.2787",="1444.2985",="0",="150.6717",="0",="0",="623.2317",="121.9925",="0",="0",="0",="0",="0",="484.2063",="0",="140.7535",="0",="572.3544",="0",="0",="0",="0",="0",="112.5054",="0",="0",="49.3195",="0",="0",="0",="0",="2401.3981",="0",="2809.9104",="0",="0",="988.494",="0",="0",="476.8596",="0",="0",="3752.5884",="0",="0",="0",="0",="792.8988",="1198.4724",="224.6735",="0",="0",="0",="0",="1387.0285",="0",="1603.7271",="2294.3954",="688.2497",="0",="0",="0",="0",="848.2452",="0",="0",="0",="0",="0",="0",="0",="0",="418.117",="0",="0",="0",="0",="0",="0",="0",="78.7764",="0",="0",="147.8543",="800.8757",="0",="0",="155.7597",="476.2405",="515.4547",="372.283",="0",="0",="243.5742",="0",="0",="375.2283",="136.1205",="317.6089",="77.9579",="170.5935",="181.2619",="1317.4718",="0",="0",="547.3526",="0",="468.0681",="1833.1717",="160.551",="1546.1447",="0",="0",="9.356",="129.8269",="0",="29.5771",="0",="0",="152.925",="0",="1200.8496",="1299.972",="112.4031"
="VISp5",="0",="1518.2338",="285.8376",="3267.9532",="0",="248.4914",="0",="274.5586",="290.8664",="113.846",="0",="4.742",="0",="0",="308.447",="2465.9848",="203.8773",="350.252",="224.0601",="668.8508",="271.1432",="129.4209",="2077.7275",="0",="64.0843",="256.3873",="84.4663",="0",="8.6793",="2294.161",="0",="0",="0",="2275.0839",="0",="7872.2552",="0",="6.9287",="3046.0558",="0",="358.9852",="2241.9921",="0",="0",="2649.7012",="70.6807",="0",="0",="0",="2664.4652",="5542.9583",="565.6399",="0",="0",="0",="242.544",="10418.0915",="56.6797",="1584.7735",="4633.6813",="446.7748",="0",="0",="0",="0",="2917.2345",="0",="0",="0",="700.587",="0",="0",="0",="0",="570.2776",="0",="36.6543",="0",="0",="0",="0",="0",="171.0666",="0",="0",="233.3476",="1122.5214",="0",="0",="248.65",="1716.4554",="984.3866",="517.3894",="290.8407",="140.6843",="518.5858",="0",="0",="2892.6018",="448.1023",="1939.225",="276.8399",="1635.365",="326.6851",="2632.6726",="1199.5061",="0",="1065.5014",="0",="4503.2138",="3401.9673",="380.844",="2429.9024",="0",="199.7571",="285.7438",="898.4732",="0",="270.1334",="119.9243",="0",="6126.0164",="0",="2937.8003",="2555.845",="569.7337"
="VISpl1",="0",="2048.8172",="0",="0",="0",="0",="0",="9.6488",="0",="0",="0",="0",="0",="0",="0",="0",="63.7712",="0",="722.5264",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="285.673",="0",="0",="0",="678.9777",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3900.4879",="0",="0",="0",="373.2272",="0",="0",="0",="0",="184.1481",="846.3583",="5195.4322",="0",="0",="0",="961.7153",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3135.8739",="610.3563",="2897.5327",="4505.2609",="461.4996",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="44.7731",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="425.9397",="0",="0"
="VISpl2/3",="0",="7095.3568",="0",="0",="0",="0",="0",="279.7779",="1149.8617",="0",="0",="0",="0",="0",="0",="51.2927",="375.8883",="877.3465",="1837.884",="150.237",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="305.3859",="0",="0",="107.5912",="595.0318",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="913.5129",="0",="0",="0",="59.7814",="0",="0",="0",="0",="230.8174",="650.9339",="2169.4261",="0",="0",="0",="433.39",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="453.0449",="0",="3066.3774",="1054.7442",="2638.6221",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="156.4256",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5.6378",="0",="0"
="VISpl4",="0",="257.7234",="0",="0",="0",="0",="0",="207.6524",="364.692",="0",="0",="0",="0",="0",="0",="0",="38.2311",="305.5839",="89.6745",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="197.3406",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="100.8305",="0",="0",="0",="0",="0",="0",="0",="0",="85.3736",="63.7091",="28.6975",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.1544",="0",="158.0731",="2.0284",="110.14",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15.758",="0",="2.1314",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl5",="0",="3193.4197",="0",="0",="0",="0",="0",="375.7651",="433.6374",="0",="0",="0",="2.851",="0",="364.5882",="585.9646",="963.2371",="1430.3603",="4995.718",="305.1103",="0",="0",="1084.5875",="0",="0",="0",="0",="0",="0",="424.7106",="0",="0",="0",="368.5508",="0",="0",="1101.4643",="358.4688",="0",="0",="77.1123",="0",="0",="0",="0",="0",="0",="0",="0",="0",="311.3332",="0",="0",="0",="112.6882",="0",="0",="0",="0",="715.0457",="2386.3326",="3341.8533",="0",="0",="0",="1113.3119",="0",="0",="0",="0",="0",="0",="0",="0",="185.0892",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2254.9001",="776.3917",="443.4706",="1951.4101",="4339.7409",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="182.7967",="0",="771.8326",="220.2514",="0",="726.1347",="0",="0",="108.5628",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6a",="0",="113.5489",="0",="0",="0",="0",="0",="0",="268.5835",="0",="0",="0",="253.4403",="0",="229.6099",="0",="0",="956.0616",="756.147",="10.0471",="0",="0",="47.5738",="0",="0",="0",="0",="0",="0",="1397.6547",="0",="0",="0",="736.2082",="0",="0",="2714.7095",="516.8518",="837.7794",="0",="574.059",="0",="0",="0",="0",="0",="0",="0",="0",="0",="277.4893",="0",="0",="0",="699.7649",="0",="0",="0",="0",="154.9222",="1911.6303",="449.668",="0",="0",="0",="547.1825",="0",="0",="0",="0",="0",="0",="0",="0",="372.5115",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="779.941",="368.8939",="0",="272.8553",="1942.8501",="0",="0",="0",="0",="0",="360.6581",="0",="0",="0",="0",="0",="0",="0",="1810.5845",="0",="1441.2924",="123.8841",="0",="301.806",="7.263",="0",="139.0783",="0",="0",="0",="0",="0",="0",="0",="260.1651",="0",="0"
="VISpm2/3",="0",="442.5138",="0",="2457.4768",="688.0724",="0",="0",="0",="0",="189.5318",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="329.7223",="0",="0",="864.3592",="936.915",="0",="0",="0",="0",="0",="559.4129",="0",="0",="0",="0",="0",="306.2322",="1098.2423",="1273.9987",="0",="667.9658",="45.1646",="0",="4135.9861",="0",="263.9083",="0",="0",="0",="0",="0",="118.7682",="0",="418.372",="0",="209.9002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="265.4672",="0",="0",="0",="0",="0",="0",="0",="0",="1100.2178",="0",="0",="0",="0",="0",="659.2187",="0",="0",="16.3826",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm4",="0",="644.6369",="0",="12.5289",="284.6103",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="392.2171",="216.0161",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="133.1753",="0",="423.2216",="0",="0",="0",="0",="567.086",="0",="128.815",="0",="0",="0",="0",="0",="848.393",="0",="242.6357",="0",="58.3287",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="167.1094",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="496.2477",="0",="0",="0",="0",="0",="0",="0",="0",="355.744",="0",="0",="0",="0",="0",="328.8873",="0",="0",="29.2045",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm5",="0",="114.2784",="0",="0",="773.952",="337.4495",="0",="0",="0",="0",="0",="424.482",="0",="0",="0",="0",="0",="0",="0",="0",="0",="466.488",="0",="0",="0",="0",="0",="0",="1081.6631",="701.2139",="0",="0",="0",="0",="0",="70.6769",="0",="0",="0",="0",="0",="260.8155",="0",="2986.8343",="1068.3336",="281.4176",="0",="0",="487.866",="0",="927.2466",="0",="0",="0",="0",="0",="6288.8332",="0",="1206.9079",="128.8158",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="96.9075",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1277.0651",="0",="0",="0",="0",="0",="0",="0",="251.8595",="1133.4906",="0",="266.5366",="2557.0772",="134.3172",="2999.0734",="2873.8739",="1177.2902",="0",="77.4786",="0",="0",="0",="0",="28.8568",="0",="0",="0",="0",="0",="0",="0",="781.0204",="0",="48.1583",="0",="0",="0",="0",="0",="0"
="RSPagl1",="0",="83.7317",="1971.4357",="1678.8457",="34.158",="6768.8311",="3624.3496000000005",="289.9317",="0",="405.224",="2723.9277",="0",="0",="48.0532",="0",="333.3838",="705.0212",="33.1378",="419.6698",="762.7981",="0",="0",="302.3171",="1146.9465",="0",="8270.233400000001",="823.0621",="195.5177",="14334.4055",="8526.598399999999",="0",="0",="17.8199",="0",="0",="45.4469",="0",="1027.2304",="0",="315.8681",="0",="1387.1207000000002",="5937.3677",="0",="1935.0176",="2950.7367",="127.9323",="400.8624",="398.9243",="2454.7685",="1990.4335",="0",="0",="0",="0",="0",="568.7924",="0",="0",="0",="1038.2775",="3740.3993",="0",="0",="0",="1104.6306",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="175.2507",="0",="0",="1853.1635",="1072.974",="1178.7423",="836.2776",="0",="0",="0",="0",="0",="1275.2802",="500.2985",="1459.4826",="0",="48.9382",="0",="555.2867",="0",="468.3461",="0",="0",="888.7781",="0",="0",="176.9866",="0",="0",="0",="0",="0",="378.742",="0",="82.3103",="61.6287",="170.421",="0",="0",="1262.4287",="0",="0",="0",="0",="0",="816.8991",="0",="0"
="RSPagl2/3",="0",="1091.6691",="2763.0987",="5135.8708",="431.9126",="3325.6576",="3062.7219999999998",="2949.4374",="6.4037",="1575.8872",="223.8035",="276.5556",="0",="0",="0",="2014.1296",="1616.6489",="711.7838",="2327.6465",="1245.6893",="264.8467",="0",="285.7362",="643.7617",="0",="5568.1286",="1065.7993",="553.9421",="10708.2324",="10916.8122",="0",="0",="66.1691",="658.7139",="0",="0",="0",="415.0483",="0",="408.3955",="0",="1422.1801",="1936.5689",="0",="280.9936",="313.3785",="266.3987",="0",="391.1731",="842.9137",="339.0032",="173.0538",="0",="0",="0",="0",="13.0944",="0",="0",="74.4502",="1210.7067",="248.5048",="0",="0",="0",="263.0624",="0",="0",="344.5127",="0",="0",="97.8033",="0",="0",="0",="0",="0",="0",="0",="0",="0",="237.6874",="358.8485",="400.3653",="194.0521",="0",="453.4366",="0",="0",="0",="146.8416",="0",="0",="0",="0",="0",="318.5969",="0",="508.9837",="0",="0",="0",="0",="0",="167.0853",="0",="0",="0",="0",="0",="172.9622",="0",="195.466",="0",="121.5837",="0",="0",="603.0255",="0",="0",="0",="0",="0",="0",="0",="0"
