 ,221478_836,221481_220,221481_226,221481_558,221481_607,221701_063,221701_064,221701_065,221701_066,221751_096,230110_031,231570_001,231570_007,233668_074,233668_079,233668_082,233668_083,233668_084,233668_085,233668_086,233668_087,233668_088,233668_089,233668_090,233668_091,233668_092,233668_093,233795_037,233795_038,233795_039,233795_040,233795_041,233795_042,233795_043,233795_045,233795_046,233795_048,233795_049,233795_050,233795_053,233795_055,233795_082,233795_128,233795_135,221481_221,221481_223,221481_225,221481_550,221481_593,221481_603,221481_604,221481_606,230061_041,231686_052,231686_053,231686_054,231686_055,221225_002,221225_007,221367_245,221426_079,221481_222,221713_001,231686_056,231687_019,231687_020,233667_287,233667_288,221065_092,221065_093,221424_044,221426_076,221225_001,221225_003,221225_004,221225_005,221225_006,221225_008,221225_011,221225_012,221225_013,221225_014,221225_017,221225_019,221225_020,221226_008,221226_009,221226_016,221226_025,221226_026,221424_042,231687_022,221513_058,221516_004,221516_010,231687_033,233281_010,233281_119,233281_121
="VISpm2/3",="0",="23",="0",="32",="0",="0",="0",="6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10",="14",="26",="3",="9",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="9",="23",="0",="0",="3",="5",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm4",="0",="6",="0",="2",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="12",="12",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="4",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm5",="0",="5",="0",="8",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="3",="6",="3",="2",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="1",="2",="0",="0",="0",="0",="10",="4",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm6a",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="3",="0",="0",="2",="0",="5",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="17",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0"
="VISa2/3",="0",="1",="0",="0",="5",="0",="4",="2",="1",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccs",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="1",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="scwm",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="2",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo2/3",="0",="0",="4",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo4",="0",="0",="3",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl2/3",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="2",="11",="0",="4",="2",="1",="6",="0",="0",="1",="0",="0",="0",="1",="3",="0",="0",="7",="32",="5",="0",="0",="0",="0",="0",="0",="9",="1",="1",="0",="0",="13",="3",="3",="0",="0",="0",="5",="0",="5",="0",="0",="0",="0",="2",="0",="0",="2",="0",="0",="2",="2",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0"
="VISpl5",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="6",="4",="10",="0",="1",="2",="2",="3",="1",="4",="4",="2",="3",="0",="3",="4",="6",="1",="5",="0",="1",="0",="0",="0",="1",="0",="0",="0",="2",="5",="4",="0",="3",="0",="1",="0",="0",="1",="0",="0",="7",="0",="0",="0",="0",="1",="2",="0",="0",="0",="0",="1",="5",="0",="0",="2",="0",="0",="1",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="3",="0",="0",="0",="0",="0",="13",="0"
="VISpl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="4",="0",="0",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="4",="0"
="VISli1",="0",="0",="11",="2",="0",="0",="0",="0",="0",="1",="4",="0",="0",="0",="0",="0",="0",="2",="2",="0",="0",="2",="0",="2",="0",="0",="6",="7",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="2",="0",="1",="0",="6",="4",="10",="0",="3",="0",="8",="6",="0",="0",="0",="0",="0",="2",="0",="0",="5",="7",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="2",="1",="0",="0",="0",="7",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="7",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli2/3",="0",="0",="8",="3",="2",="0",="2",="0",="0",="12",="4",="0",="0",="0",="1",="0",="0",="0",="3",="0",="0",="0",="2",="6",="1",="0",="2",="4",="1",="1",="2",="2",="9",="0",="0",="1",="0",="0",="0",="15",="0",="0",="3",="0",="2",="2",="5",="0",="0",="1",="1",="12",="0",="0",="0",="0",="0",="0",="1",="0",="10",="4",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli4",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="0",="0",="0",="1",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="0",="0",="9",="16",="16",="1",="1",="0",="1",="0",="12",="0",="0",="2",="0",="1",="0",="1",="2",="1",="2",="0",="1",="0",="8",="2",="0",="10",="1",="2",="0",="2",="1",="1",="0",="0",="0",="0",="0",="17",="2",="0",="1",="0",="1",="2",="4",="0",="2",="8",="3",="2",="0",="0",="0",="0",="0",="0",="1",="2",="1",="6",="0",="0",="5",="10",="0",="2",="0",="7",="10",="20",="2",="0",="1",="1",="7",="1",="3",="1",="0",="0",="0",="0",="0",="1",="2",="0",="4",="1",="0",="3",="0",="0",="0",="0",="0",="1",="0"
="VISpor1",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="2",="0",="0",="1",="0",="0",="1",="1",="0",="1",="1",="0",="5",="3",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="4",="0",="4",="0",="7",="4",="2",="1",="35",="0",="6",="0",="0",="37",="0",="5",="0",="10",="0",="0",="11",="0",="0",="8",="0",="1",="0",="5",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor2/3",="0",="0",="3",="1",="0",="0",="8",="0",="1",="0",="1",="0",="0",="6",="7",="2",="2",="7",="1",="0",="11",="4",="0",="0",="0",="0",="7",="3",="0",="0",="0",="1",="7",="0",="1",="0",="0",="0",="0",="0",="13",="2",="10",="0",="9",="0",="10",="9",="14",="1",="1",="0",="0",="12",="0",="4",="0",="3",="13",="0",="13",="2",="0",="5",="1",="2",="0",="3",="3",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa1",="0",="0",="5",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="4",="0",="1",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="1",="1",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa2/3",="0",="0",="7",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="1",="0",="9",="2",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa4",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa5",="0",="0",="3",="0",="0",="0",="3",="0",="0",="1",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="7",="0",="0",="1",="0",="1",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="4",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="4",="1",="3",="0",="0",="0",="3",="0",="0",="1",="1",="5",="7",="3",="1",="4",="0",="1",="1",="0",="2",="2",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0",="0"
="VISpm6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="6",="0",="2",="0",="0",="2",="6",="0",="0",="1",="38",="9",="7",="1",="0",="1",="0",="3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor4",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="4",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor5",="0",="0",="0",="7",="0",="0",="4",="0",="4",="0",="1",="0",="0",="6",="0",="5",="0",="15",="2",="2",="11",="1",="1",="1",="7",="0",="7",="3",="2",="3",="0",="1",="2",="0",="0",="0",="0",="0",="0",="1",="1",="0",="7",="1",="4",="0",="1",="3",="2",="0",="2",="0",="0",="4",="0",="3",="0",="1",="0",="5",="0",="4",="0",="2",="0",="2",="0",="4",="3",="0",="3",="14",="9",="0",="0",="0",="1",="0",="2",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="4",="0",="0",="0",="0",="0",="0",="0",="2",="0"
="VISpor6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7",="0",="0",="0",="0",="0",="6",="0",="0",="3",="12",="6",="17",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="1",="0"
="VISpor6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="CP",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="15",="0",="9",="3",="0",="2",="0",="2",="0",="0",="0",="0",="0",="19",="0",="0",="0",="12",="19",="0",="0",="0",="0",="20",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="141",="0",="72",="167",="167",="8",="122",="35",="97",="68",="82",="45",="64",="4",="38",="0",="128",="61",="0",="12",="169",="0",="0",="90",="47",="0",="6",="0",="19",="44",="208",="4",="6",="68",="14",="30",="0",="60",="19",="41",="149",="0",="36",="52",="7",="4",="16",="12",="0",="2",="0",="0",="0",="0",="0"
="dhc",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ccb",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="1",="2",="12",="1",="0",="0",="1",="0",="0",="2",="2",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="14",="0",="0",="0",="0",="1",="0",="0",="0",="5",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd4",="0",="0",="0",="0",="2",="0",="0",="0",="0",="1",="1",="8",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="2",="0",="0",="0",="5",="0",="2",="0",="0",="0",="2",="0",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="2",="3",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="0",="1",="0",="0",="0",="1",="0",="1",="0",="1",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="1",="0",="0",="0",="0",="0",="1",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0"
="VISp6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="1",="0",="1",="0",="0",="3",="10",="0",="0",="1",="0",="4",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="2",="0",="0",="0",="0",="0"
="RSPagl2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="2",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13",="2",="3",="7",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="2",="1",="0",="4",="2",="2",="9",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl5",="0",="0",="0",="0",="4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="4",="0",="0",="0",="0",="11",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3",="0",="0",="0",="0",="0",="0",="0"
="RSPd5",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="0",="0",="0",="0",="0",="0",="3",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2",="3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4",="17",="3",="0",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
